Rank,Name,Symbol,marketcap,price (USD),country,Sector
387,Fraport,FRA.DE,4846233771,52.4534,Germany, Industrials
388,Valmet,VALMT.HE,4842031429,26.2914,Finland, Industrials
389,Subsea 7,SUBC.OL,4825491372,16.2932,Luxembourg, Energy
390,Axfood,AXFO.ST,4816553830,22.3252,Sweden, Consumer Staples
391,SCHOTT Pharma,1SXP.DE,4775808787,31.1657,Germany,Health Care
392,Ambu,AMBU-B.CO,4772005847,17.9136,Denmark, Health Care
393,Strabag,XD4.F,4768030230,41.1409,Austria, Industrials
394,Grupo Catalana Occidente,GCO.MC,4766484788,40.3861,Spain, Finance
395,Technip Energies,TE.PA,4764781434,26.9816,France, Energy
396,RTL Group,RRTL.F,4764275673,30.7883,Luxembourg
397,NKT A/S,NKT.CO,4757267654,88.7005,Denmark, Industrials
398,Flughafen Wien (Vienna Airport),FLU.VI,4739603822,56.5081,Austria, Industrials
399,Vienna Airport,FLW1.F,4739603822,56.5081,Austria, Industrials
400,EVN Group,EVN.F,4719903444,26.259,Austria, Utilities
401,Topdanmark,TOP.CO,4701999283,52.7143,Denmark, Finance
402,Technoprobe,TPRO.MI,4693712102,7.25763,Italy, Technology
403,Copenhagen Airport,KBHL.CO,4686241315,597.12,Denmark, Industrials
404,Alkermes,ALKS,4652645376,28.755,Ireland, Health Care
405,Fomento de Construcciones y Contratas,FCC.MC,4635147098,10.1909,Spain, Industrials
406,Millicom,TIGO,4564392448,26.615,Luxembourg, Communication Services
407,De' Longhi,DLG.MI,4450579739,29.4403,Italy, Consumer Discretionary
408,Bechtle,BC8.F,4432351921,35.1774,Germany, Technology
409,Jyske Bank,JYSK.CO,4379993727,71.2207,Denmark, Finance
410,Shurgard Self Storage,SHUR.BR,4333291543,43.9987,Luxembourg, Real Estate
411,TUI,TUI1.F,4317497285,8.49779,Germany, Consumer Discretionary
412,Ringkjøbing Landbobank,RILBA.CO,4305156848,167.859,Denmark, Finance
413,Wacker Chemie,WCH.F,4255765202,84.1152,Germany, Basic Materials
414,Wendel,MF.PA,4212491181,99.2667,France, Finance
415,Huhtamäki,HUH1V.HE,4207160263,40.1596,Finland, Consumer Discretionary
416,Hensoldt,HAG.F,4185053105,36.2342,Germany, Industrials
417,Aalberts,AALB.AS,4166575167,37.6793,Netherlands, Industrials
418,Logista (Compañía de Distribución Integral Logista),LOG.MC,4115166734,31.1873,Spain, Consumer Staples
419,Nebius Group,NBIS,4102024704,20.33,Netherlands, Industrials
420,Krones,KRN.F,4074899946,128.33,Germany, Industrials
421,Vallourec,VK.PA,4022044905,16.9147,France, Basic Materials
422,Sopra Steria Group,SOP.PA,4018293109,198.318,France, Technology
423,CD Projekt,CDR.WA,4017427854,40.2103,Poland, Communication Services
424,Cargotec,CGCBV.HE,3997582866,62.5364,Finland, Industrials
425,Vienna Insurance Group,WSV2.F,3989216003,31.1657,Austria, Finance,
426,KBC Ancora,KBCA.BR,3973918395,51.6014,Belgium, Finance
427,Aurubis,NDA.F,3955065554,90.3699,Germany, Basic Materials
428,Glanbia plc,GL9.IR,3954978039,15.3672,Ireland, Consumer Staples
429,Tikehau Capital,TKO.PA,3911179761,22.7542,France, Finance
430,ACEA,ACE.MI,3896598831,18.3328,Italy, Utilities
431,Solvay,SOLB.VI,3881949436,36.4283,Belgium, Basic Materials
432,PGE Polska,PGE.WA,3855878518,1.71853,Poland, Utilities
433,DMG Mori,GIL.F,3833494403,48.3123,Germany, Industrials
434,Scor,SCR.PA,3824372764,21.417,France, Finance
435,Credito Emiliano,CE.MI,3821857763,11.2369,Italy, Finance
436,Fortnox AB,FNOX.ST,3814419815,6.25554,Sweden, Technology
437,Fielmann,FIE.F,3804304109,45.2928,Germany, Consumer Discretionary
438,Alpha Services and Holdings,ALPHA.AT,3802119564,1.62245,Greece, Finance
439,Embracer Group,EMBRAC-B.ST,3788548853,2.80511,Sweden, Communication Services
440,Royal Unibrew,RBREW.CO,3777568398,75.4714,Denmark, Consumer Staples
441,Mycronic,MYCR.ST,3736765296,38.2905,Sweden, Technology
442,Jumbo S.A.,5JB.F,3685783811,27.0894,Greece, Consumer Staples
443,Merus,MRUS,3680950528,53.765,Netherlands, Health Care
444,Romgaz,RZ8G.F,3668284266,0.86272,Romania, Energy
445,Freenet,FNTN.F,3659478727,30.7775,Germany, Communication Services
446,Inmobiliaria Colonial,COL.MC,3648331560,5.88806,Spain, Real Estate
447,IONOS Group,IOS.DE,3618027046,25.612,Germany, Technology
448,Redcare Pharmacy,RDC.DE,3617028224,180.632,Netherlands, Health Care
449,Perrigo,PRGO,3602381312,26.405,Ireland, Health Care
450,United Internet,UTDI.F,3597844650,20.6082,Germany, Communication Services
451,Voestalpine,VAS.F,3564731397,20.7915,Austria, Basic Materials
452,Enagás,ENG.MC,3560429945,13.6418,Spain, Utilities
453,Husqvarna,HUSQ-A.ST,3551421420,6.23875,Sweden, Consumer Discretionary
454,Laboratorios Farmaceuticos Rovi,ROVI.MC,3533214382,69.0715,Spain, Health Care
455,Bakkafrost,BAKKA.OL,3521511727,59.3813,Denmark, Consumer Staples
456,Thule Group AB,THULE.ST,3514145921,33.236,Sweden, Consumer Discretionary
457,SOL S.p.A.,SOL.MI,3511409520,38.7145,Italy, Utilities
458,Vidrala,VID.MC,3498763015,109.565,Spain, Basic Materials
459,Azimut Holding,AZM.MI,3493758413,24.6738,Italy, Finance
460,Pandox AB,PNDX-B.ST,3466206912,17.8117,Sweden, Real Estate
461,JCDecaux,DEC.PA,3458468897,16.1544,France, Industrials
462,ISS A/S,ISS.CO,3455737838,19.3739,Denmark, Industrials
463,Sixt,SIX2.F,3447925496,79.6937,Germany, Consumer Discretionary
464,DEME Group,DEME.BR,3428128217,135.663,Belgium, Industrials
465,Verallia,VRLA.PA,3408011526,28.9442,France, Basic Materials
466,HEXPOL AB,HPOL-B.ST,3407977577,9.89434,Sweden, Basic Materials
467,Banca Popolare di Sondrio,BPSO.MI,3390515294,7.53801,Italy, Finance
468,Wienerberger,WIB.F,3383911416,30.1736,Austria, Basic Materials
469,Société Foncière Lyonnaise,FLY.PA,3343872939,77.8605,France, Real Estate
470,Brederode,BREB.BR,3337292527,113.879,Luxembourg, Finance
471,Avanza Bank,AZA.ST,3331459807,21.1875,Sweden, Finance
472,Schaeffler,SHA.F,3326767898,4.99515,Germany, Consumer Discretionary    
473,Brembo,BRE.MI,3294612057,10.3321,Italy, Consumer Discretionary
474,Aroundtown,AT1.F,3270106951,2.99148,Luxembourg, Real Estate,
475,Unicaja Banco,UNI.MC,3260326885,1.26928,Spain, Finance
476,Groupe Lagardère,MMB.PA,3250221055,22.916,France, Consumer Discretionary
477,Kemira,KEMIRA.HE,3239737561,21.0396,Finland, Basic Materials
478,Wihlborgs Fastigheter AB,WIHL.ST,3222403372,10.4818,Sweden, Real Estate
479,Budimex,BDX.WA,3218373911,126.062,Poland, Industrials
480,Lottomatica Group,LTMC.MI,3215588862,12.779,Italy, Consumer Discretionary
481,Nordex,NDX1.F,3202644478,13.5447,Germany,   Industrials
482,Samsonite International,1SO.F,3197247579,2.24846,Luxembourg, Consumer Discretionary
483,Virbac SA,VIRP.PA,3197028931,381.753,France, Health Care
484,ERG,ERG.MI,3178430627,21.6974,Italy, Energy
485,CIE Automotive,CIE.MC,3170346736,26.4747,Spain, Consumer Discretionary
486,Pluxee,PLX.PA,3167571401,21.7082,France, Industrials
487,Indra Sistemas,IDR.MC,3145578812,17.8367,Spain, Technology
488,HUGO BOSS,BOSS.DE,3130401570,45.3575,Germany,   Consumer Discretionary
489,Ströer,SAX.F,3120826347,56.0229,Germany, Communication Services
490,Rémy Cointreau,RCO.PA,3114490810,60.0669,France, Consumer Staples
491,Corporación Financiera Alba,ALB.MC,3108582353,51.5475,Spain, Finance
492,CCC S.A.,CCC.WA,3076318051,44.6698,Poland, Consumer Discretionary
493,Corporación América Airports,CAAP,3050419456,18.95,Luxembourg, Industrials
494,Vitrolife AB,VITR.ST,3008726535,22.2133,Sweden, Health Care
495,Aedifica,AED.BR,3004891448,63.1942,Belgium, Real Estate
496,FLSmidth,FLS.CO,2997755325,52.7432,Denmark, Industrials
497,Covivio Hotels,COVH.PA,2995327268,20.1661,France, Real Estate
498,Viscofan,VIS.MC,2995179295,65.6745,Spain, Consumer Staples
499,Encavis,ECV.F,2973554707,18.3867,Germany,   Utilities  
500,Alm. Brand,ALMB.CO,2964479652,1.96486,Denmark, Finance
501,Hemnet Group AB,HEM.ST,2961117930,30.9233,Sweden, Real Estate
502,Bank Handlowy w Warszawie,BHW.WA,2948546505,22.5965,Poland, Finance
503,GN Store Nord,GN.CO,2947405509,20.2414,Denmark, Health Care
504,Munters Group AB,MTRS.ST,2944950776,16.1331,Sweden, Industrials
505,Signify,LIGHT.AS,2941374019,23.315,Netherlands, Industrials
506,ALTEN,ATE.PA,2928562700,84.1691,France, Technology
507,BIC,BB.PA,2923667698,70.8509,France, Consumer Discretionary
508,Imerys,NK.PA,2868770564,33.9049,France, Basic Materials
509,TAG Immobilien,TEG.F,2866999021,16.3162,Germany, Real Estate
510,ID Logistics Group,IDL.PA,2858837830,436.752,France, Industrials
511,Gerresheimer,GXI.F,2843878960,82.3358,Germany, Health Care
512,Webuild S.p.A.,WBD.MI,2843119767,2.86639,Italy, Industrials
513,Iveco Group,IVG.MI,2789520716,10.5489,Italy, Industrials
514,Société Industrielle et Financière de l'Artois,ARTO.PA,2784578781,10460.5,France, Finance
515,SYNLAB,SYAB.VI,2758741637,12.5526,Germany,  Health Care
516,Umicore,UMI.VI,2756727152,11.4634,Belgium, Basic Materials
517,Titan Cement International,TITC.BR,2724651923,35.5333,Belgium, Basic Materials
518,Bank Millennium,MIL.WA,2723775456,2.24719,Poland,  Finance
519,Jungheinrich,JUN3.F,2721563248,26.9169,Germany, Industrials
520,LEW (Lechwerke),LEC.F,2694752956,76.0272,Germany, Utilities
521,Ebro Foods,EBRO.MC,2691351218,17.4916,Spain, Consumer Staples
522,Iren,IRE.MI,2681558175,2.08994,Italy,   Utilities
523,The Navigator Company,NVG.LS,2679686419,3.76793,Portugal, Basic Materials
524,Soitec,SOI.PA,2673280483,74.9488,France, Technology
525,Keywords Studios,KWS.L,2666938996,31.7127,Ireland, Communication Services
526,Bure Equity AB,BURE.ST,2633064171,35.5115,Sweden, Finance
527,Melexis NV,MELE.BR,2609684098,64.5961,Belgium, Technology
528,Kindred Group,KIND-SDB.ST,2600349800,12.0485,Malta, Consumer Discretionary
529,Sydbank A/S,SYDB.CO,2597867775,50.0251,Denmark, Finance
530,MONETA Money Bank,MONET.PR,2594196924,5.07671,Czech Republic, Finance
531,Trigano,TRI.PA,2584312408,133.829,France, Consumer Discretionary
532,Carmila,CARM.PA,2568203981,18.074,France, Real Estate,
533,Cmb.Tech,CMBT,2567135744,12.8827,Belgium,   Technology
534,Financière Moncey Société anonyme,FMONC.PA,2543131000,135.339,France,   Finance
535,Athens International Airport,AIA.AT,2538337039,8.46112,Greece, Industrials
536,Polestar,PSNY,2532420096,1.2,Sweden, Consumer Discretionary
537,Orange Polska,OPL.WA,2528660840,1.9268,Poland,  Telecommunications
538,Grafton Group,GFTU.L,2526074441,12.7227,Ireland, Industrials
539,Acerinox,ACX.MC,2522392046,10.1208,Spain, Basic Materials
540,Atrium Ljungberg,ATRLJ-B.ST,2516639879,19.9565,Sweden, Real Estate
541,L.D.C. S.A.,LOUP.PA,2511392852,71.7244,France, Consumer Staples
542,Rubis,RUI.PA,2509952041,24.3503,France, Energy
543,Fabege AB,FABG.ST,2509681114,7.97795,Sweden, Real Estate
544,Maire Tecnimont,MAIRE.MI,2507936728,7.66742,Italy, Industrials
545,TERNA ENERGY Industrial Commercial Technical,TENERGY.AT,2497738967,21.266,Greece, Utilities
546,Just Eat Takeaway,TKWY.AS,2483098406,12.0565,Netherlands, Consumer Discretionary
547,Corem Property Group AB,CORE-PREF.ST,2479319117,24.6659,Sweden, Real Estate
548,Kojamo,KOJAMO.HE,2478636006,10.0291,Finland, Real Estate
549,Südzucker,SZU.F,2465219817,12.0781,Germany, Consumer Staples
550,Altarea,ALTA.PA,2449894878,111.938,France, Real Estate
551,1&1,1U1.DE,2448769615,13.8898,Germany, Communication Services
552,OCI,OCI.AS,2441127437,11.485,Netherlands, Basic Materials
553,Air France-KLM,AF.PA,2426612212,8.26917,France, Industrials
554,Hufvudstaden AB,HUFV-A.ST,2420522554,11.9646,Sweden, Real Estate
555,Sacyr,SCYR.MC,2415624613,3.18128,Spain, Industrials
556,Uniqa Insurance Group,UN9.F,2390310070,7.69977,Austria, Finance
557,Solvac,SOLV.BR,2385761260,111.075,Belgium, Finance
558,Coface,COFA.PA,2380829816,15.1623,France, Finance
559,VusionGroup,VU.PA,2378720638,149.574,France, Industrials
560,Valeo,FR.PA,2372588013,9.76599,France, Consumer Discretionary
561,VGP NV,VGP.BR,2372132773,86.919,Belgium, Real Estate
562,Netcompany Group,NETC.CO,2359363494,49.3889,Denmark,    Technology
563,Cofinimmo,COFB.BR,2358848545,62.655,Belgium, Real Estate
564,Bavarian Nordic,BAVA.CO,2338220758,29.7693,Denmark,     Health Care
565,Electrolux,ELUX-A.ST,2333464840,9.79176,Sweden, Consumer Discretionary
566,VEON,VEON,2329823232,32.495,Netherlands, Communication Services
567,Tradegate Exchange,T2G.F,2327665575,95.4384,Germany, Financials
568,Elekta AB,EKTA-B.ST,2317803416,6.06623,Sweden, Health Care
569,Exclusive Networks,EXN.PA,2316248688,25.5581,France,    Technology
570,CA Immo,BZY.F,2311886225,23.4875,Austria, Real Estate
571,Immofinanz,IMO1.F,2309238158,16.7368,Austria, Real Estate
572,Proximus,PROX.VI,2303214580,7.13901,Belgium, Telecommunications
573,Star Bulk Carriers,SBLK,2302842368,20.1657,Greece, Industrials
574,Peab,PEAB-B.ST,2302661284,8.01059,Sweden, Industrials
575,Motor Oil (Hellas) Corinth Refineries,MOH.AT,2302452902,21.266,Greece, Energy
576,Thyssenkrupp,TKA.F,2295976845,3.68813,Germany, Industrials
577,Grand City Properties,GYC.DE,2288271584,13.1996,Luxembourg, Real Estate
578,Vitesco Technologies Group,VTSC.DE,2283103134,57.0473,Germany, Consumer Discretionary
579,Mandatum,MANTA.HE,2281191623,4.53791,Finland, Finance
580,ENAV,ENAV.MI,2273897569,4.20145,Italy, Industrials
581,BillerudKorsnäs,BILL.ST,2270590153,9.12965,Sweden,  Basic Materials
582,Robertet,CBE.PA,2263825558,889.68,France, Consumer Staples
583,HELLENiQ ENERGY,ELPE.AT,2247849507,7.35469,Greece,  Energy
584,Loomis AB,LOOMIS.ST,2233952930,32.3408,Sweden, Industrials
585,Technogym,TGYM.MI,2231525194,11.2046,Italy, Consumer Discretionary
586,K+S,SDF.F,2225780446,12.38,Germany, Basic Materials
587,Cadeler A/S,CDLR,2222393856,25.345,Denmark, Industrials
588,TietoEVRY,TIETO.HE,2218940252,18.7102,Finland, Technology
589,KWS,KWS.F,2214768830,65.6745,Germany, Consumer Staples
590,Carel Industries,CRL.MI,2209051690,18.6779,Italy, Industrials
591,Ardagh Metal Packaging,AMBP,2208464384,3.695,Luxembourg, Basic Materials
592,Bank für Tirol und Vorarlberg,BTS.VI,2200670195,59.312,Austria, Finance
593,Spar Nord Bank A/S,SPNO.CO,2198966985,19.1715,Denmark,  Finance
594,Douglas Group,DOU.DE,2198435820,20.4141,Germany, Consumer Discretionary
595,MVV Energie,MVV1.F,2189358214,32.5677,Germany, Utilities
596,Lanxess,LXS.F,2185428353,25.31,Germany, Basic Materials
597,Yubico,YUBICO.ST,2156202727,25.0389,Sweden, Technology
598,TeamViewer,TMV.DE,2145629229,12.7035,Germany,   Technology
599,Österreichische Post,POST.VI,2130824544,31.5432,Austria, Industrials
600,RENK Group,R3NK.DE,2130055136,21.3005,Germany, Industrials
601,NewAmsterdam Pharma Company,NAMS,2125476352,23.0065,Netherlands, Health Care
602,Aperam,APAM.AS,2123922372,29.3972,Luxembourg, Basic Materials
603,Ipsos,IPS.PA,2116650957,49.1319,France, Industrials
604,KRUK Spólka Akcyjna,KRU.WA,2113015288,109.021,Poland, Financials
605,Anima Holding,ANIM.MI,2110270972,6.81009,Italy, Finance
606,AUTO1,AG1.F,2107922856,9.27424,Germany, Consumer Discretionary
607,Vimian Group,VIMIAN.ST,2093453327,3.99597,Sweden,  Real Estate
608,NH Hotel Group,NHH.MC,2074197692,4.76113,Spain, Consumer Discretionary
609,Antin Infrastructure Partners,ANTIN.PA,2063058669,11.5389,France,   Industrials
610,SES S.A.,SESG.PA,2041612975,3.67734,Luxembourg, Communication Services
611,Einhell Germany,EIN3.DE,2039226209,180.093,Germany, Consumer Discretionary
612,Kinnevik,KINV-A.ST,2037359025,7.20674,Sweden, Communication Services
613,MFE-Mediaforeurope,MFEA.MI,2030875359,3.14893,Italy, Communication Services
614,HelloFresh,HFG.DE,2027018656,11.8462,Germany, Consumer Discretionary
615,Cimpress,CMPR,2026114560,80.55,Ireland, Industrials
616,Hornbach Baumarkt,HBM.HM,2023726104,63.6256,Germany, Consumer Discretionary
617,Almirall,ALM.MC,2018174330,9.46296,Spain, Health Care
618,Mainova,MNV6.F,2016350747,366.656,Germany, Utilities
619,Cenergy Holdings,CENER.BR,2005322567,9.24188,Belgium, Energy
620,Atoss,AOF.F,1996649818,125.526,Germany, Technology
621,Peugeot Invest Société anonyme,PEUG.PA,1992836873,80.3408,France, Finance
622,Gelsenwasser,WWG.F,1983244396,576.944,Germany, Utilities
623,Worldline,WLN.PA,1974541831,6.97078,France, Technology
624,Northern Data AG,NB2.DE,1974358382,30.357,Germany,  Technology
625,Criteo,CRTO,1960899456,35.535,France,   Technology
626,RHI Magnesita,RHF.F,1954283930,41.4105,Austria, Basic Materials
627,Eutelsat,ETL.PA,1943156502,4.09361,France,  Communication Services
628,Ubisoft,UBI.PA,1933775771,14.7956,France, Communication Services
629,Aktieselskabet Schouw & Co.,SCHO.CO,1927137433,83.4233,Denmark, Industrials
630,Icade,ICAD.PA,1918419359,25.3208,France, Real Estate
631,NV Bekaert,BEKB.BR,1916521790,36.5577,Belgium,  Industrials
632,Van Lanschot Kempen,VLK.AS,1909588146,45.1849,Netherlands, Finance
633,Sonae,SON.LS,1906243140,0.984579,Portugal,Consumer Discretionary
634,Philip Morris ČR,TABAK.PR,1898227139,691.423,Czech Republic, Consumer Staples
635,Paradox Interactive,PDX.ST,1887233155,17.8676,Sweden, Communication Services
636,Metsä Board,METSA.HE,1875359845,6.85862,Finland, Basic Materials
637,Gek Terna,GEKTERNA.AT,1868603162,18.8504,Greece, Industrials
638,Jeudan,JDAN.CO,1865851525,33.6874,Denmark, Real Estate
639,Fincantieri,FCT.MI,1865305916,5.79316,Italy, Industrials
640,Argan SA,ARG.PA,1864109841,73.439,France, Real Estate
641,NOS,NOS.LS,1863742254,3.64499,Portugal, Communication Services
642,Qt Group,QTCOM.HE,1861966570,73.3312,Finland, Technology
643,Ermenegildo Zegna,ZGN,1857781760,7.36,Italy, Consumer Discretionary
644,Vaisala,VAIAS.HE,1848859441,50.9544,Finland, Industrials
645,Bilfinger,GBF.F,1841291388,48.8515,Germany, Industrials
646,Industrie De Nora,DNR.MI,1840902405,9.50609,Italy, Industrials
647,Elecnor,ENO.MC,1835771776,21.6758,Spain, Industrials
648,Dometic Group,DOM.ST,1830898593,5.73051,Sweden, Consumer Discretionary
649,BFF Bank,BFF.MI,1818331310,9.68403,Italy,  Finance
650,Vitec Software Group,VIT-B.ST,1808050749,45.4338,Sweden, Technology
651,Betsson AB,BETS-B.ST,1799228151,13.0109,Sweden, Consumer Discretionary
652,Dermapharm,DMP.F,1791182970,33.2686,Germany, Health Care
653,Galapagos NV,GLPG,1788645376,27.01,Belgium, Health Care
654,Adient,ADNT,1785213312,20.475,Ireland, Consumer Discretionary
655,Eramet,ERA.PA,1779978518,62.1158,France, Basic Materials
656,Applus Services,APPS.MC,1773323291,13.7388,Spain, Industrials
657,Benefit Systems,BFT.WA,1768827277,597.922,Poland, Consumer Discretionary
658,Vicat S.A.,VCT.PA,1767893816,39.739,France, Basic Materials
659,OVH Groupe,OVH.PA,1759296573,9.26345,France, Technology
660,Aixtron,AIXA.F,1748249757,15.529,Germany, Technology
661,Planisware,PLNW.PA,1747768291,24.9596,France, Technology
662,Cementir,CEM.MI,1740857975,11.1938,Italy, Basic Materials
663,Inter Cars,CAR.WA,1738406398,122.699,Poland, Consumer Discretionary
664,Afry AB,AFRY.ST,1736277834,15.3311,Sweden,  Industrials
665,Prodea Real Estate Investment Company,PRODEA.AT,1735812100,6.79392,Greece, Real Estate
666,Constellium,CSTM,1733252096,11.85,France,   Basic Materials
667,Danieli &amp; C. Officine Meccaniche,DAN.MI,1728416176,27.3914,Italy, Industrials
668,Forvia SE,FRVIA.PA,1725325845,9.31737,France,   Health Care
669,Metro AG,B4B.F,1724273465,4.76113,Germany, Consumer Staples
670,Grupa Kety,KTY.WA,1698807173,174.519,Poland, Basic Materials
671,Salcef Group,SCF.MI,1695145976,27.8227,Italy, Industrials
672,engcon AB,ENGCON-B.ST,1690103535,11.1346,Sweden, Industrials
673,Meliá Hotels International,MEL.MC,1685134011,7.65664,Spain, Consumer Discretionary
674,Siltronic,WAF.F,1680685828,56.0229,Germany, Technology
675,Alleima AB,ALLEI.ST,1679762789,6.71435,Sweden,  Real Estate
676,Sparkassen Immobilien,T1L.F,1675248209,23.8326,Austria, Real Estate
677,Esker,ALESK.PA,1672581508,281.678,France, Technology
678,Sinch,SINCH.ST,1669591258,1.977,Sweden, Communication Services
679,TF1,TFI.PA,1668059200,7.90467,France, Communication Services
680,Cyfrowy Polsat,CPS.WA,1666970669,3.02698,Poland, Communication Services
681,MM Group (Mayr-Melnhof AG),MYM.F,1664761264,82.7133,Austria,    Basic Materials
682,REN (Redes Energéticas Nacionais),RENE.LS,1663103462,2.50728,Portugal,  Utilities
683,DO &amp; CO Aktiengesellschaft,DOC.VI,1658244348,150.976,Austria, Consumer Discretionary
684,Pfeiffer Vacuum,PFV.F,1647360138,165.211,Germany, Industrials
685,Deutsche EuroShop,DEQ.F,1639794983,21.5464,Germany, Real Estate
686,Saras S.p.A.,SRS.MI,1638329050,1.72274,Italy, Energy
687,Proeduca Altus,PRO.MC,1635906533,36.2342,Spain, Consumer Discretionary
688,Believe S.A.,BLV.PA,1628051228,15.378,France, Communication Services
689,Montea Comm,MONT.BR,1623690560,70.4195,Belgium, Real Estate
690,flatexDEGIRO AG,FTK.DE,1623262651,14.7525,Germany, Finance
691,Lindab International,LIAB.ST,1622141172,21.057,Sweden, Industrials
692,Basic-Fit,BFIT.AS,1614234875,24.4581,Netherlands, Consumer Discretionary
693,Tessenderlo Group,TESB.BR,1605846065,26.0973,Belgium,   Basic Materials
694,Hypoport,HYQ.F,1596883028,238.758,Germany, Financials
695,Systemair AB,SYSR.ST,1596374298,7.67488,Sweden, Industrials
696,Dürr,DUE.F,1594043783,23.0346,Germany, Industrials
697,Danaos,DAC,1587983616,82.085,Greece, Industrials
698,Dole PLC,DOLE,1582849792,16.67,Ireland, Consumer Staples
699,AddLife AB,ALIF-B.ST,1576243898,12.9345,Sweden, Health Care
700,Storskogen Group,STOR-B.ST,1573933541,0.933481,Sweden, Financials
701,TKH Group,TWEKA.AS,1572632874,39.189,Netherlands, Industrials
702,Outokumpu,OUT1V.HE,1569918275,3.70538,Finland, Basic Materials
703,Bravida Holding,BRAV.ST,1569005720,7.67488,Sweden, Industrials
704,Gestamp Automoción,GEST.MC,1567278904,2.75531,Spain, Consumer Discretionary
705,Tauron Polska,TPE.WA,1560480690,0.890406,Poland, Utilities
706,Ceconomy,CEC.DE,1557228151,3.20932,Germany, Consumer Discretionary
707,OEM International,OEM-B.ST,1546346857,11.1533,Sweden, Industrials
708,Intercos,ICOS.MI,1542536241,16.025,Italy,   Consumer Staples
709,Avadel Pharmaceuticals,AVDL,1528775424,15.88,Ireland,   Health Care
710,NP3 Fastigheter AB,NP3.ST,1515622368,24.6193,Sweden, Real Estate
711,OX2 AB,OX2.ST,1513381816,5.55333,Sweden, Utilities
712,Enea,ENA.WA,1511103858,2.85259,Poland, Technology
713,Ariston Holding,ARIS.MI,1510936405,4.19282,Italy, Consumer Discretionary
714,Asseco,ACP.WA,1503510023,22.0484,Poland,    Technology
715,Métropole Télévision (Groupe M6),MMT.PA,1502580861,11.9487,France, Communication Services
716,Rai Way,RWAY.MI,1488310648,5.54297,Italy, Communication Services
717,Fagron,FAGR.BR,1484543669,20.3818,Belgium, Health Care
718,Viohalco,VIO.BR,1484201480,5.58611,Belgium, Basic Materials
719,NCC,NCC-B.ST,1475028202,15.0793,Sweden, Industrials
720,Evotec,EVO,1463040896,4.12,Germany, Health Care
721,Ramsay Générale de Santé,GDS.PA,1462243399,12.9947,France, Health Care
722,Biotest,BIO.F,1456607562,44.2144,Germany,   Health Care
723,Metrovacesa,MVC.MC,1427929102,9.42521,Spain, Real Estate
724,Pharma Mar,PHM.MC,1424980119,82.0123,Spain, Health Care
725,Nolato AB,NOLA-B.ST,1424344724,5.28755,Sweden, Health Care
726,Bufab AB,BUFAB.ST,1417876697,37.4139,Sweden, Industrials
727,Moltiply Group (Gruppo Mutuionline),MOL.MI,1411058997,37.744,Italy, Financials
728,Polenergia,PEP.WA,1408212254,18.2366,Poland, Utilities
729,Truecaller,TRUE-B.ST,1402883247,4.08643,Sweden, Technology
730,Corbion,CRBN.AS,1399677032,24.0914,Netherlands, Basic Materials
731,Trustpilot Group,TRST.L,1397992999,3.37093,Denmark, Technology
732,Jenoptik,JEN.F,1394997364,24.3718,Germany, Industrials
733,OPmobility,OPM.PA,1391593003,9.67324,France, Industrials
734,Hornbach Holding,HBH.DE,1388180084,86.8112,Germany, Consumer Discretionary
735,Construcciones y Auxiliar de Ferrocarriles,CAF.MC,1377489399,40.2243,Spain, Industrials
736,Xior Student Housing,XIOR.BR,1363072732,32.1902,Belgium, Real Estate
737,Eurocommercial Properties,ECMPA.AS,1356950320,25.3963,Netherlands, Real Estate
738,Hamburger Hafen,HHFA.F,1353022668,17.9661,Germany, Industrials
739,Gränges,GRNG.ST,1348281213,12.6827,Sweden, Basic Materials
740,Lenzing,LEN.F,1341203408,34.347,Austria, Basic Materials
741,Fiskars,FSKRS.HE,1326066749,16.3917,Finland, Consumer Discretionary
742,ProSiebenSat.1 Media,PSM.F,1319800919,5.64003,Germany, Communication Services
743,SeSa S.p.A.,SES.MI,1317862077,85.571,Italy, Industrials
744,Xvivo Perfusion AB,XVIVO.ST,1317460659,41.8248,Sweden, Health Care
745,Terveystalo,TTALO.HE,1310695568,10.3526,Finland, Health Care
746,Polymetal,PM6A.F,1308353833,2.03,Cyprus, Basic Materials
747,Sanlorenzo,SL.MI,1297596998,36.8273,Italy, Consumer Discretionary
748,Solaria Energía,SLR.MC,1296267167,10.3742,Spain, Utilities
749,Nagarro,NA9.DE,1283931931,95.708,Germany, Technology
750,Troax Group AB,TROAX.ST,1280808730,21.402,Sweden, Industrials
751,Sanoma,SANOMA.HE,1279711092,7.82918,Finland, Communication Services
752,Nexus AG,NXU.DE,1275844866,73.8704,Germany, Health Care
753,thyssenkrupp nucera,NCH2.DE,1264103457,10.0075,Germany, Industrials
754,AQ Group,AQ.ST,1260570996,13.7812,Sweden, Industrials
755,Dom Development,DOM.WA,1246889459,48.332,Poland, Real Estate
756,Italmobiliare,ITM.MI,1244821741,29.4403,Italy, Financials
757,Wavestone SA,WAVE.PA,1243464579,50.5769,France, Industrials
758,New Wave Group,NEWA-B.ST,1241083073,9.35346,Sweden, Consumer Discretionary
759,Aedas Homes,AEDAS.MC,1239635208,28.6854,Spain, Real Estate
760,Wüstenrot &amp; Württembergische,WUW.F,1226886833,13.0055,Germany, Financials
