Rank,Name,Symbol,marketcap,price (USD),country,Sector
1132,Ascencio,ASCE.BR,328269686,49.7681,Belgium,Real Estate
1133,PharmaSGP,PSG.DE,325841751,27.1757,Germany,Health Care
1134,Bitcoin Group,ADE.DE,323519896,64.704,Germany,Financials
1135,XANO Industri,XANO-B.ST,323010560,5.44608,Sweden,Industrials
1136,Viridien,VIRI.PA,321571427,44.9046,France,Industrials
1137,WCM Beteiligungs- und Grundbesitz,WCMK.DE,321316027,2.13523,Germany,Real Estate
1138,Solar A/S,SOLAR-B.CO,318354986,43.5912,Denmark,Industrials
1139,Greenyard,GREEN.BR,317277153,6.34099,Belgium,Consumer Staples
1140,Datalogic S.p.A.,DAL.MI,317030967,5.90963,Italy,Technology
1141,Infotel SA,INF.PA,316434414,45.7241,France,Technology
1142,FREYR Battery,FREY,315034784,2.255,Luxembourg,Industrials
1143,Stalprodukt,STP.WA,314782738,58.2974,Poland,Basic Materials
1144,Fiera Milano,FM.MI,311863932,4.38369,Italy,Real Estate
1145,Mirbud S.A.,MRB.WA,311032825,2.82518,Poland,Industrials
1146,Nordic Paper,NPAPER.ST,309233189,4.62171,Sweden,Basic Materials
1147,Shoper,SHO.WA,309109811,10.9868,Poland,Technology
1148,Eurocash,EUR.WA,303018180,2.17743,Poland,Consumer Staples
1149,OVB Holding,O4B.DE,302761376,21.2445,Germany,Financials
1150,Stillfront Group,SF.ST,301604493,0.594034,Sweden,Communication Services
1151,Surteco Group,SUR.DE,300984139,19.4112,Germany,Industrials
1152,Hanza AB,HANZA.ST,300676038,6.88687,Sweden,Industrials
1153,Dustin Group,DUST.ST,298518183,0.652784,Sweden,Technology
1154,Gaumont SA,GAM.PA,297297185,95.4384,France,Communication Services
1155,FACC AG,FACC.VI,296279521,6.4704,Austria,Industrials
1156,Esprinet,PRT.MI,294053049,5.94737,Italy,Technology
1157,JDC Group AG,JDC.DE,293984135,22.6464,Germany,Financials
1158,Viaplay Group,VPLAY-B.ST,293507928,0.0640661,Sweden,Communication Services
1159,Arctic Paper,ARP.ST,292884025,4.1573,Poland,Basic Materials
1160,Gielda Papierów Wartosciowych w Warszawie,GPW.WA,292059685,10.7377,Poland,Financials
1161,Aeroporto G. Marconi Bologna,ADB.MI,291418027,8.00173,Italy,   Industrials
1162,Bijou Brigitte,BIJ.DE,291410228,37.8518,Germany,Consumer Discretionary
1163,BHG Group AB,BHG.ST,290664171,1.6217,Sweden,Consumer Discretionary
1164,Euroseas,ESEA,289660864,41.3,Greece,Industrials
1165,Neobo Fastigheter,NEOBO.ST,287729433,1.97887,Sweden,Real Estate
1166,Bank Ochrony Srodowiska,BOS.WA,287023298,3.08926,Poland,Financials
1167,Probi AB,PROB.ST,284764829,24.9923,Sweden,Health Care
1168,Diana Shipping,DSX,282224544,2.255,Greece,Industrials
1169,Unimot,UNT.WA,281845387,34.3805,Poland,Energy
1170,Genfit,GNFT,280652896,5.5,France,Health Care
1171,Eurobio Scientific,ALERS.PA,278432110,27.7688,France,Health Care
1172,Alfen,ALFEN.AS,276384428,12.7251,Netherlands,Industrials
1173,ElringKlinger,ZIL2.DE,274676157,4.33517,Germany,Consumer Discretionary
1174,All for One Group,A1OS.DE,272927424,54.7827,Germany,Technology
1175,home24,H24.HM,272744527,8.06643,Germany,Consumer Discretionary
1176,Immobiliare Grande Distribuzione SIIQ,IGD.MI,272280815,2.4264,Italy,Real Estate
1177,Ekopak,EKOP.BR,271776349,18.3328,Belgium,Industrials
1178,Hellenic Exchanges (Athens Stock Exchange),EXAE.AT,271376564,4.69104,Greece,Financials
1179,SQLI SA,SQI.PA,271320160,58.2336,France,Technology
1180,Brockhaus Technologies,BKHT.DE,270403106,25.8816,Germany,Technology
1181,MotorK,MTRK.AS,266937216,5.86649,Italy,Communication Services
1182,Uzin Utz,UZU.DE,266549854,52.8416,Germany,Industrials
1183,Ecoener,ENER.MC,266364525,4.68025,Spain,Utilities
1184,Grenevia,GEA.WA,264867697,0.460898,Poland,Consumer Discretionary
1185,Enter Air,ENT.WA,264431070,15.0726,Poland,Industrials
1186,KlaraBo Sverige,KLARA-B.ST,264264345,2.02829,Sweden,Real Estate
1187,Nobia AB,NOBI.ST,264226148,0.392603,Sweden,Consumer Discretionary
1188,Akwel SA,AKW.PA,261062336,9.835,France,Consumer Discretionary
1189,Acast AB,ACAST.ST,260880575,1.44079,Sweden,Technology
1190,Brødrene A &amp; O Johansen,AOJ-B.CO,259115125,12.0002,Denmark,Industrials
1191,Toscana Aeroporti,TYA.MI,258918149,13.9114,Italy,Industrials
1192,Alan Allman Associates,AAA.PA,258018505,5.71552,France,Industrials
1193,Chargeurs,CRI.PA,257801255,10.6977,France,Consumer Discretionary
1194,Dexelance,DEX.MI,257689205,9.63011,Italy,Health Care
1195,Semperit,SEM.VI,255586740,12.4232,Austria,Basic Materials
1196,Rosenbauer International,ROS.VI,255192494,37.5283,Austria,Industrials
1197,Unieuro,UNIR.MI,254578911,11.4957,Italy,Consumer Discretionary
1198,Selvita,SLV.WA,254257894,13.8519,Poland,Health Care
1199,Laboratorio Reig Jofre,RJF.MC,252112223,3.14893,Spain,Health Care
1200,BICO Group,BICO.ST,251279877,3.56047,Sweden,Industrials
1201,Atrys Health,ATRY.MC,249733911,3.28912,Spain,Health Care
1202,Zumtobel Group,ZAG.VI,249397520,5.78022,Austria,Industrials
1203,Byggmax Group,BMAX.ST,247548799,4.22258,Sweden,Consumer Discretionary
1204,Bourse Direct,BSD.PA,245440104,4.74496,France,Financials
1205,MAX Automation,MXHN.DE,244620399,5.9312,Germany,Industrials
1206,IVU Traffic Technologies,IVU.DE,244567670,14.0192,Germany,Industrials
1207,Knaus Tabbert AG,KTA.DE,242701383,22.4846,Germany,Consumer Discretionary
1208,MT Højgaard Holding,MTHH.CO,242571967,31.5187,Denmark,Industrials
1209,Mo-BRUK S.A.,MBR.WA,242154944,70.1313,Poland,Industrials
1210,Intracom Holdings,INTRK.AT,242064971,2.91707,Greece,Technology
1211,Wallbox,WBX,239903408,0.9631,Spain,Industrials
1212,Inventiva,IVA,239833504,2.76,France,Health Care
1213,Amarin Corporation,AMRN,238411488,0.5796,Ireland,Health Care
1214,Árima Real Estate,ARM.MC,236631580,9.14483,Spain,Real Estate
1215,OSE Immunotherapeutics,OSE.PA,234729628,10.7624,France,Health Care   
1216,LPKF Laser &amp; Electronics,LPK.DE,231148892,9.436,Germany,Technology   
1217,Hawesko,HAW.DE,230567143,25.6659,Germany,Consumer Staples
1218,Sensorion,ALSEN.PA,230440617,0.767821,France,Health Care
1219,Gobarto,GOB.WA,229942613,8.27126,Poland,Consumer Staples
1220,A.L.A. società per azioni,ALA.MI,229815594,25.4502,Italy,Consumer Discretionary
1221,SMCP S.A.,SMCP.PA,229711118,3.01952,France,Consumer Discretionary
1222,Atai Life Sciences,ATAI,228206656,1.36,Germany,Health Care
1223,Burgenland Holding,BHD.VI,228081527,76.0272,Austria,Real Estate
1224,Brinova Fastigheter,BRIN-B.ST,227810684,2.33137,Sweden,Real Estate
1225,Italian Wine Brands,IWB.MI,227277904,24.264,Italy, Consumer Staples
1226,Avax S.A.,AVAX.AT,226489757,1.52701,Greece,Industrials
1227,Anora Group,ANORA.HE,225834315,3.34304,Finland,Consumer Discretionary
1228,Groupe SFPI,SFPI.PA,225715794,2.44797,France,Industrials
1229,Intred,ITD.MI,224533696,14.127,Italy,Consumer Discretionary
1230,Detection Technology,DETEC.HE,224429824,15.3133,Finland,   Technology
1231,Bonduelle,BON.PA,223944700,6.98803,France,Consumer Staples
1232,ÖKOWORLD,VVV3.DE,223169253,32.0285,Germany,Financials
1233,Hydratec Industries,HYDRA.AS,221027913,170.387,Netherlands,Industrials
1234,Josef Manner &amp; Comp,MAN.VI,220122938,116.467,Austria,Consumer Staples
1235,Biesse,BSS.MI,219563585,8.01251,Italy,Industrials
1236,Iberpapel Gestión,IBG.MC,218654813,20.0582,Spain,Basic Materials
1237,Frauenthal Holding,FKA.VI,218316471,25.2346,Austria,Industrials
1238,Eisen- und Hüttenwerke,EIS.F,218268090,12.4016,Germany,Basic Materials
1239,UmweltBank,UBK.DE,218111334,6.03904,Germany,Financials
1240,Sporting Clube de Portugal,SCP.LS,217825946,1.0784,Portugal,Communication Services
1241,StealthGas,GASS,215300928,5.8599,Greece,Energy
1242,Groupe Partouche,PARP.PA,214635212,22.215,France,Consumer Discretionary
1243,Olimpo Real Estate,YORE.MC,214119357,1.08918,Spain,Real Estate
1244,United Bankers Oyj,UNITED.HE,212923024,19.4651,Finland,Financials
1245,Baader Bank,BWB.DE,212596881,4.35673,Germany,Financials
1246,Atland SAS,ATLD.PA,212407687,49.3907,France,Real Estate
1247,Nightingale Health,HEALTH.HE,208878473,3.46166,Finland,Health Care
1248,Austriacard Holdings,ACAG.VI,207299558,5.71552,Austria, Technology
1249,Remedy Entertainment,REMEDY.HE,206108849,15.1839,Finland,Communication Services
1250,ZE PAK SA,ZEP.WA,205628848,4.04594,Poland,Utilities
1251,Fasadgruppen Group,FG.ST,204995331,4.14052,Sweden,Industrials
1252,Civitanavi Systems,CNS.MI,203943037,6.64366,Italy,Industrials
1253,STINAG Stuttgart Invest,STG.F,203883412,13.6957,Germany,Real Estate
1254,Nanobiotix,NBTX,203840224,4.3,France,Health Care
1255,Ernst Russ,HXCK.DE,203450965,6.03904,Germany,Financials
1256,CM.com,CMCOM.AS,200346071,6.8047,Netherlands,Communication Services
1257,Columbus Energy,CLC.WA,200123483,2.90989,Poland,Energy
1258,Seanergy Maritime,SHIP,198080352,9.61,Greece,Industrials
1259,Basler Aktiengesellschaft,BSL.DE,197500287,6.34099,Germany,Technology
1260,Immobel,IMMO.BR,195865623,19.1524,Belgium,Real Estate
1261,FRIWO,CEA.DE,194758978,22.6464,Germany,Industrials
1262,Deezer,DEEZR.PA,194416340,1.57446,France,Communication Services
1263,The NAGA Group,N4G.DE,194182577,0.860563,Germany,Financials
1264,Fabasoft,FAA.DE,192806557,17.6858,Austria,Technology
1265,ADM Hamburg,OEL.F,192186244,237.248,Germany,Energy
1266,Wawel,WWL.WA,191175394,147.986,Poland,Consumer Staples
1267,Bertrandt,BDT.DE,190714703,18.872,Germany,Industrials
1268,Koenig &amp; Bauer,SKB.DE,189964810,11.4957,Germany,Industrials
1269,Lubelski Wegiel Bogdanka,LWB.WA,189308106,5.56566,Poland,Energy
1270,Pullup Entertainment,ALPUL.PA,189045357,22.9699,France,Communication Services
1271,Cellectis,CLLS,188384640,1.77,France,Health Care
1272,Vista Alegre Atlantis,VAF.LS,188025450,1.12154,Portugal,Consumer Discretionary
1273,Hexaom,ALHEX.PA,187701965,27.3914,France,Consumer Discretionary
1274,Digia Oyj,DIGIA.HE,187690646,7.03117,Finland,Technology
1275,Rosetti Marino,YRM.MI,186865092,49.175,Italy,Industrials
1276,AGROB Immobilien,AGR.F,186537673,48.3123,Germany,Real Estate
1277,Oriola,OKDBV.HE,185910786,1.0137,Finland,Health Care
1278,Koskisen Oyj,KOSKI.HE,185722282,8.06643,Finland,Basic Materials
1279,Allgeier,AEIN.DE,185575861,16.176,Germany,Technology
1280,Visiativ SA,ALVIV.PA,184832369,40.1999,France,Technology
1281,Lhyfe SA,LHYFE.PA,184244236,3.75822,France,Utilities
1282,Kendrion,KENDR.AS,183199724,11.8193,Netherlands,Industrials
1283,Powersoft,PWS.MI,181139221,14.0192,Italy,Industrials
1284,Procaps Group,PROC,180518400,1.6,Luxembourg,Health Care
1285,Pricer AB,PRIC-B.ST,179476548,1.09854,Sweden,Technology
1286,Deutsche Rohstoff,DR0.DE,179195876,35.9107,Germany,Energy
1287,Obrascón Huarte Lain,OHLA.MC,178825148,0.30303,Spain,  Industrials
1288,Prim S.A.,PRM.MC,178686406,10.5036,Spain,Consumer Discretionary
1289,Quirin Privatbank,QB7.DE,177902539,4.09792,Germany,Financials
1290,Deutsche Konsum REIT-AG,DKG.DE,176695939,4.99299,Germany,Real Estate
1291,Parken Sport (F.C. Copenhagen),PARKEN.CO,176560896,18.0726,Denmark,Consumer Discretionary
1292,Funkwerk AG,FEW.F,176438141,21.8915,Germany,Industrials
1293,Orrön Energy,ORRON.ST,176396027,0.616974,Sweden,Energy
1294,Banque nationale de Belgique,BNB.BR,175994824,439.987,Belgium,Financials
1295,Freelance.com SA,ALFRE.PA,175439991,3.0303,France,Industrials
1296,Carbios SAS,ALCRB.PA,175243602,10.4281,France,Basic Materials
1297,Newron Pharmaceuticals,NWRN.SW,173671517,9.03043,Italy,Health Care
1298,Lang &amp; Schwarz,LUS1.DE,172516027,18.2789,Germany,Financials
1299,Byggmästare Anders J Ahlström,AJA-B.ST,171931849,23.5935,Sweden,Real Estate
1300,Tethys Oil,TETY.ST,170924386,5.29688,Sweden,Energy
1301,Azerion Group,AZRN.AS,170777664,1.39761,Netherlands,Communication Services
1302,The Platform Group,TPG.F,169799150,8.38995,Germany,Technology
1303,Westwing Group,WEW.DE,169093376,8.41152,Germany,   Consumer Discretionary
1304,Inmobiliaria del Sur,ISUR.MC,166675639,9.05856,Spain,Real Estate
1305,Talenom,TNOM.HE,166257341,3.65577,Finland,Industrials
1306,Cegedim SA,CGM.PA,165614580,12.0781,France,Technology
1307,Precia S.A.,ALPM.PA,165579692,30.6266,France,Industrials
1308,11 bit studios,11B.WA,164101491,67.8891,Poland,Communication Services
1309,Lubawa,LBW.WA,163601453,1.08872,Poland,Industrials
1310,NoHo Partners,NOHO.HE,163582478,7.78605,Finland,Consumer Discretionary
1311,Pkp Cargo,PKP.WA,162013451,3.61743,Poland,Industrials
1312,Arise AB,ARISE.ST,161454657,3.89805,Sweden,Utilities
1313,Compagnie d'Entreprises CFE,CFEB.BR,161013092,6.49197,Belgium,Industrials
1314,Emak S.p.A.,EM.MI,160905131,0.97703,Italy,Consumer Discretionary
1315,Aumann AG,AAG.DE,160673025,10.935,Germany,Industrials
1316,Roularta Media Group,ROU.BR,158684698,12.5094,Belgium,Communication Services
1317,Agfa-Gevaert,AGFB.BR,158610952,1.02448,Belgium,Technology
1318,Vente-Unique.com,ALVU.PA,158596666,16.3917,France,Consumer Discretionary
1319,Leifheit,LEI.DE,157977871,16.6613,Germany,Consumer Discretionary
1320,ADLPartner (Dékuple),DKUPL.PA,157868151,39.6851,France,Communication Services
1321,Caltagirone Editore,CED.MI,157747249,1.46123,Italy,Communication Services
1322,Maisons du Monde,MDM.PA,157161825,3.96312,France,Consumer Discretionary
1323,Soltec Power Holdings,SOL.MC,156444266,1.72328,Spain,Industrials
1324,Urbas Grupo Financiero,UBS.MC,154775714,0.00345088,Spain,Financials
1325,Bang &amp; Olufsen A/S,BO.CO,154479960,1.27665,Denmark,Consumer Discretionary
1326,Gévelot SA,ALGEV.PA,154096909,204.896,France,Industrials
1327,Unifiedpost Group,UPG.BR,152963537,4.11949,Belgium,Technology
1328,Kulmbacher Brauerei,KUL.MU,151459075,45.0771,Germany,Consumer Staples
1329,Ten Square Games,TEN.WA,150756776,20.5536,Poland,Communication Services
1330,Generalfinance,GF.MI,149882558,11.8624,Italy,Financials
1331,UBM Development,UBS.VI,149878727,20.0582,Austria,Real Estate
1332,24SevenOffice,247.ST,149573550,2.20081,Sweden,Technology
1333,Serviceware,SJJ.DE,149466192,14.2349,Germany,Technology
1334,Suominen,SUY1V.HE,149406923,2.58816,Finland,Basic Materials
1335,Gateway Real Estate,GTY.F,149155613,0.776448,Germany,Real Estate
1336,Annehem Fastigheter,ANNE-B.ST,148536221,1.67859,Sweden,Real Estate
1337,Magnachip,MX,148422160,3.98,Luxembourg,Technology
1338,GEOX,GEO.MI,148362291,0.574787,Italy,Consumer Discretionary
1339,Ambra,AMB.WA,147575942,5.85466,Poland,Consumer Discretionary
1340,Fortinova Fastigheter AB,FNOVA-B.ST,147447243,2.87225,Sweden,Real Estate
1341,BEST S.A.,BST.WA,146728120,6.47749,Poland,Consumer Discretionary
1342,Texaf,TEXF.BR,146298630,39.9008,Belgium,Real Estate
1343,Scandinavian Enviro Systems,SES.ST,145928499,0.180914,Sweden,Industrials
1344,Kamux,KAMUX.HE,145553172,3.65038,Finland,Consumer Discretionary
1345,SNGULAR,SNG.MC,145124848,2.73914,Spain,Technology
1346,Innate Pharma,IPHA,143282912,1.77,France,Health Care
1347,Keyrus,ALKEY.PA,142969887,8.99385,France,Technology
1348,Digital Bros,DIB.MI,140757839,9.86736,Italy,Communication Services
1349,Vitruvio Real Estate,YVIT.MC,140692246,15.3133,Spain,Real Estate
1350,clearvise AG,ABO.DE,140585597,1.86563,Germany,Financials
1351,Bastide Le Confort Médical,BLC.PA,140507176,19.2386,France,Health Care
1352,TOYA S.A.,TOA.WA,140216874,1.86851,Poland,Consumer Discretionary
1353,Bulten AB,BULTEN.ST,139355000,6.63975,Sweden,Industrials
1354,HMS Bergbau,HMU.DE,139160919,30.6266,Germany,Basic Materials
1355,Campine,CAMB.BR,139113555,92.7424,Belgium,Basic Materials
1356,CBo Territoria,CBOT.PA,138179187,3.87145,France,Real Estate
1357,Gefran,GE.MI,137222405,9.66246,Italy,Industrials
1358,CR Energy,CRZK.DE,135892445,5.78022,Germany,Utilities
1359,Compagnie Du Mont-Blanc,MLCMB.PA,135673185,150.976,France,Consumer Discretionary
1360,SHW Group,SW10.HM,135297246,13.6957,Germany,Industrials
1361,Bastei Lübbe,BST.DE,135232343,10.2448,Germany,Communication Services
1362,Sino AG,XTP.DE,133600242,57.1552,Germany,Consumer Discretionary
1363,Brouwerij Handelsmaatschappij,COBH.BR,133451957,1779.36,Belgium,Consumer Staples
1364,Rottneros,RROS.ST,132748007,0.870068,Sweden,Basic Materials
1365,Björn Borg,BORG.ST,132598226,5.27263,Sweden,Consumer Discretionary
1366,Smartbroker Holding,SB1.DE,132107728,7.87232,Germany,Financials
1367,Dominion Hosting,DHH.MI,132102724,26.7443,Italy,Technology
1368,Nabaltec,NTG.DE,130960854,14.8819,Germany,Basic Materials
1369,Vranken-Pommery Monopole,VRAP.PA,130777060,14.6662,France,Consumer Staples
1370,Varta,VAR1.F,130136965,3.05187,Germany,Consumer Discretionary
1371,LumenRadio,LUMEN.ST,128819664,10.2394,Sweden,Technology
1372,Banca Profilo,PRO.MI,128796610,0.193034,Italy,Financials
1373,Cereno Scientific,CRNO-B.ST,128670874,0.456762,Sweden,Health Care
1374,Sanok Rubber Company,SNK.WA,128519291,5.03251,Poland,Consumer Discretionary
1375,Schloss Wachenheim,SWA.DE,128113879,16.176,Germany,Consumer Staples
1376,Prevas AB,PREV-B.ST,127610735,9.90367,Sweden,Technology
1377,Westag AG,WUG3.F,125870204,25.8816,Germany,Consumer Discretionary
1378,Transgene SA,TNG.PA,125545907,0.948992,France,Health Care
1379,SRP Groupe (Showroomprive.com),SRP.PA,124972932,1.08918,France,Consumer Discretionary
1380,Doxa AB,DOXA.ST,124437455,0.0967986,Sweden,Consumer Discretionary
1381,Aiforia Technologies Oyj,AIFORIA.HE,124101922,4.29203,Finland,Health Care
1382,Beta Systems Software,BSS.F,124015960,26.96,Germany,Technology
1383,Imperial Petroleum,IMPP,123413104,3.6592,Greece,Energy
1384,Biotalys,BTLS.BR,123202502,3.28912,Belgium,Health Care
1385,Mediclin,MED.DE,122937569,2.58816,Germany,Health Care
1386,Squirrel Media,SQRL.MC,122190497,1.348,Spain,  Communication Services
1387,Heidelberg Pharma,HPHA.DE,122128925,2.62051,Germany,Health Care
1388,Pekabex,PBX.WA,121847101,4.90794,Poland,Industrials
1389,Merkur PrivatBank,MBK.DE,121634716,15.6368,Germany,Financials
1390,MRM,MRM.PA,121611310,37.992,France,Consumer Discretionary
1391,R. Stahl AG,RSL2.DE,120841152,18.7642,Germany,Industrials
1392,OMER S.p.A.,OMER.MI,120742388,4.21654,Italy,Consumer Discretionary
1393,Sloman Neptun,NEP.HM,120714332,60.3904,Germany,Industrials
1394,Enapter AG,H2O.DE,120078947,4.13027,Germany,Industrials
1395,Inclusio,INCLU.BR,119997248,16.176,Belgium,Real Estate
1396,SCHMID Group,SHMD,119033088,2.7642,Germany,Industrials
1397,Enad Global 7,EG7.ST,118900377,1.34194,Sweden,Communication Services
1398,Tele Columbus,TC1.HM,118352913,0.399008,Germany,Communication Services
1399,trivago,TRVG,117841480,1.685,Germany,Communication Services
1400,Umbrella Solar Investment,USI.MC,117386848,5.44516,Spain,Utilities
1401,technotrans,TTR1.DE,116952727,16.9309,Germany,Industrials
1402,Vectron Systems,V3S.DE,116116942,13.1026,Germany,Technology
1403,Nueva Expresión Textil,NXT.MC,115703777,0.332147,Spain,Consumer Discretionary
1404,Ekinops,EKI.PA,114936353,4.25968,France,Technology
1405,Société de la Tour Eiffel,EIFF.PA,114931548,5.82336,France,Real Estate
1406,Bloober Team,6BO.SG,114499903,5.42435,Poland,Communication Services
1407,Piscines Desjoyaux,ALPDX.PA,114219114,12.7251,France,Consumer Discretionary
1408,PCC Exol,PCX.WA,113447825,0.651486,Poland,Basic Materials
1409,Oryzon Genomics,ORY.MC,110139588,1.73191,Spain,Health Care
1410,Answear.com,ANR.WA,109946161,5.79237,Poland,Consumer Discretionary
1411,Naturhouse Health,NTH.MC,109904186,1.83328,Spain,Consumer Staples
1412,BAUER Group,B5A.HM,109454442,4.19497,Germany,Industrials
1413,BioPorto,BIOPOR.CO,109083268,0.253885,Denmark,Health Care
1414,Titanium Oyj,TITAN.HE,108945800,10.5467,Finland,Industrials
1415,Neonode,NEON,107893456,6.9759,Sweden,Technology
1416,Somec S.p.A.,SOM.MI,107525392,15.2054,Italy,Industrials
1417,Kapsch TrafficCom,KTCG.VI,107330961,7.50566,Austria,Industrials
1418,DATA MODUL,DAM.DE,107234207,30.4109,Germany,Technology
1419,MGI Digital Technology,ALMDG.PA,107204072,17.4269,France,Technology
1420,Quercus TFI,QRS.WA,107186774,2.05785,Poland,Financials
1421,Fleury Michon,ALFLE.PA,106794919,25.5581,France,Consumer Staples
1422,Guillemot Corporation,GUI.PA,106621831,7.09587,France,Consumer Discretionary
1423,Nanoform Finland,NANOFS.ST,105764433,1.23656,Finland,Health Care
1424,Eurofins-Cerep,ALECR.PA,104981344,20813.1,France,Health Care
1425,Vitura SA,VTR.PA,104721018,5.98512,France,Consumer Discretionary
1426,2CRSI,AL2SI.PA,103968399,4.59937,France,Technology
1427,Laiqon AG,LQAG.DE,103483869,5.43513,Germany,Technology
1428,DFV Deutsche Familienversicherung,DFV.DE,103041191,7.06352,Germany,Financials
1429,MDxHealth,MDXH,102954384,2.08,Belgium,Health Care
1430,Erbud,ERB.WA,102538208,8.59513,Poland,Industrials
1431,Neon Equity AG,D77.DE,102144368,2.31856,Germany,Financials
1432,Easy Software,ESY.HM,102122273,15.8525,Germany,Technology
1433,q.beyond,QBY.DE,102102922,0.819584,Germany,Technology
1434,Netfonds AG,NF4.DE,101984238,43.783,Germany,Financials
1435,Edel SE &amp; Co. KGaA,EDL.DE,101864795,4.78809,Germany,Consumer Discretionary
1436,NSE SA,ALNSE.PA,101344238,31.7049,France,  Consumer Discretionary
1437,Grammer AG,GMM.DE,101283054,6.79392,Germany,Consumer Discretionary
1438,FCR Immobilien,FC9.DE,100056318,10.137,Germany,Real Estate
1439,VIGO Photonics,VGO.WA,100035560,114.353,Poland,Technology
1440,Garo Aktiebolag,GARO.ST,100015856,2.00032,Sweden,Industrials
1441,Clere AG,CAG0.HM,99099769,12.7251,Germany,Consumer Discretionary
1442,NFON AG,NFN.DE,98227163,5.9312,Germany,Technology
1443,Gigas Hosting,GIGA.MC,97520613,8.41152,Spain,Technology
1444,Tubos Reunidos,TRG.MC,97236303,0.558611,Spain,Energy
1445,EDAP TMS,EDAP,97130328,2.6178,France,Health Care
1446,Vianini,VIA.MI,96871501,0.919355,Italy,Industrials
1447,People Can Fly,PCF.WA,96702766,2.69065,Poland,Communication Services
1448,Ringmetall,HP3A.DE,95925168,3.26755,Germany,Industrials
1449,Crossject,ALCJ.PA,94966341,2.30778,France,Health Care
1450,Creotech Instruments,CRI.WA,94844416,39.8615,Poland,Technology
1451,Lokum Deweloper,LKD.WA,94172750,5.23182,Poland,Real Estate
1452,Aquafil,ECNL.MI,94078171,1.93249,Italy,Consumer Discretionary
1453,Masterflex,MZX.DE,93766531,9.74873,Germany,Industrials
1454,Almawave,AIW.MI,93115980,3.07344,Italy,Technology
1455,PWO AG,PWO.DE,93011970,29.7638,Germany,Consumer Discretionary
1456,Latécoère S.A.,LAT.PA,92988159,0.00744096,France,Industrials
1457,Optomed,OPTOMED.HE,92980783,4.74496,Finland,Health Care
1458,Mercor,MCR.WA,92870379,6.15362,Poland,Industrials
1459,Micro Systemation,MSAB-B.ST,91624678,4.96116,Sweden,Technology
1460,CDON AB,CDON.ST,91438133,8.50484,Sweden,Consumer Discretionary
1461,DEMIRE Deutsche Mittelstand Real Estate,DMRE.DE,91028146,0.86272,Germany,Real Estate
1462,Balco Group,BALCO.ST,91027567,3.95401,Sweden,Industrials
1463,Genenta Science,GNTA,91021520,4.9766,Italy,Health Care
1464,Qrf,QRF.BR,90831412,11.5928,Belgium,Real Estate
1465,InflaRx,IFRX,90680280,1.54,Germany,Health Care
1466,Micropole,ALMIC.PA,90662025,3.36461,France,Technology
1467,Fractal Gaming Group,FRACTL.ST,89884217,3.08674,Sweden,Communication Services
1468,Poujoulat,ALPJT.PA,89881609,11.485,France,Industrials
1469,Tipiak,TIPI.PA,89616844,97.5177,France,Consumer Staples
1470,Apetit Oyj,APETIT.HE,89378635,14.3966,Finland,Consumer Staples
1471,Llorente &amp; Cuenca,LLYC.MC,89120198,7.65664,Spain,Communication Services
1472,Wielton,WLT.WA,88443905,1.46491,Poland,Industrials
1473,Agile Content,AGIL.MC,86446941,3.7744,Spain,Communication Services
1474,Vocento,VOC.MC,86231925,0.716057,Spain,Communication Services
1475,BBI Bürgerliches Brauhaus Immobilien,BBI.F,85797477,16.4995,Germany, Real Estate
1476,Haulotte Group,PIG.PA,85778065,2.91168,France,Industrials
1477,029 Group,Z29.DE,85193573,17.0387,Germany,Consumer Discretionary
1478,Solocal Group,LOCAL.PA,84988245,2.53424,France,Communication Services
1479,OEX S.A.,OEX.WA,84825910,13.3536,Poland,Consumer Discretionary
1480,Mr.Bricolage,ALMRB.PA,84320121,8.23897,France,Consumer Discretionary
1481,Pattern S.p.A.,PTR.MI,83950756,5.65081,Italy,Consumer Discretionary
1482,Heliad AG,A7A.DE,83893998,9.9752,Germany,Financials
1483,Atos,ATO.PA,83578328,0.74539,France,Technology
1484,Duro Felguera,MDF.MC,82841480,0.384989,Spain,Industrials
1485,ALBA SE,ABA.F,82769330,8.41152,Germany,Basic Materials
1486,Tessellis,TSL.MI,82747831,0.322441,Italy,Technology
1487,Entech SA,ALESE.PA,81942681,5.62925,France,Industrials
1488,Prodware,ALPRO.PA,81305260,10.6222,France,Technology
1489,Streamwide,ALSTW.PA,80865066,29.656,France,    Technology
1490,DBV Technologies,DBVT,80720256,0.7292,France,Health Care
1491,Cavatina Holding Spólka Akcyjna,CAV.WA,80447995,3.16401,Poland,Real Estate
1492,KAP AG,IUR.F,79995902,10.2987,Germany,Real Estate
1493,KHD Humboldt Wedag International,KWG.DE,79864518,1.60682,Germany,Industrials
1494,Hoffmann Green Cement Technologies,ALHGR.PA,79699066,5.41357,France,Basic Materials
1495,Sport Lisboa e Benfica,SLBEN.LS,78875669,3.41853,Portugal,Communication Services
1496,centrotherm international,CTNK.F,78734261,3.72048,Germany,Technology
1497,Synthaverse,SVE.WA,78535417,1.11363,Poland,Technology
1498,Senzime AB,SEZI.ST,77829820,0.587506,Sweden,Health Care
1499,IO Biotech,IOBT,77410056,1.175,Denmark,Health Care
1500,Vantiva,VANTI.PA,77145381,0.156368,France,Technology
1501,Catering International &amp; Services,ALCIS.PA,76753025,9.7056,France,Consumer Discretionary
