date,symb
2012-01-03 00:00:00-05:00,GMGI; MULN; NSPR; PSHG; AYTU; SONN; WINT; GEVO; CRVO; TENX; PALI; AYRO; PSTV; NXPL; SLS; RCAT; ACHV; POAI; ABVC; SHIP; CLRB; GLBS; DOMH; AAPL; APDN; CYCC; MSFT; PRSO; GOOGL; AMZN; GYRE; GOOG; FCEL; ABEO; INTC; ADD; PEP; XWEL; SNY; VTGN; WBD; CSCO; AZN; QCOM; NURO; LIN; MBOT; CMCSA; BIDU; VOD; IOVA; ERNA; APA; COST; BKR; HON; VXRT; MDLZ; AMGN; IMNN; ERIC; VTRS; TTNP; NCTY; SBUX; MRKR; TXN; AEHL; ISRG; GILD; EXC; WBA; MIND; OBLG; TMUS; BIIB; BKNG; CRDF; GRPN; CTSH; ADP; ONCT; PARA; AEP; ADI; INTU; NITO; CAPR; ADBE; ASML; CSX; PAA; VIRX; VEON; MRVL; XEL; CME; AVGO; SNOA; MESO; WYNN; FAST; AMD; DLTR; ROP; WDC; PCAR; SLMBP; VRTX; TROW; WTW; CHTR; BPTH; TCOM; USAU; NVDA; BLNK; MNST; SSKN; EQIX; BLIN; MU; XXII; MAR; PAYX; SRCL; MAT; AMAT; MCHP; ROST; PTEN; LSTA; BMRN; ADSK; HST; IDEX; USEG; AEMD; XRAY; UAL; FFIV; CCEP; REGN; KDP; VSAT; CHRW; TSLA; CHKP; FITB; NTRS; EBAY; WPRT; CREX; NTAP; GOGL; SIRI; LULU; OTRK; EA; VRSK; SOBR; NCMI; HBAN; TRMB; ANSS; LAB; AKAM; ILMN; AGNC; EDSA; VRME; NTES; SBLK; ORLY; RYAAY; CNVS; ACGL; NVAX; NFLX; NWL; SBAC; NEGG; DVAX; FOSL; REG; WW; SNPS; IEP; MELI; JBHT; HOLX; WKHS; EVRG; NDAQ; RGLD; FSLR; KLAC; LBTYA; MDGL; LKQ; PFG; NXPI; GT; VLY; OPCH; LNT; SNGX; GEN; COO; LBTYK; MNKD; RMTI; VRSN; GLNG; EXPE; MLCO; ON; OPK; IDXX; ACTG; CINF; HSIC; FTNT; AAL; LXRX; ATEC; QRTEA; ASMB; ARCC; ONCY; TRIP; ULTA; SNCR; HAS; AMRN; CLNE; INCY; MTCH; SSRM; CDNS; CPRT; ALKS; OTEX; CLDX; SATS; CSGP; GNTX; DHC; DOX; MSTR; WKSP; URBN; CBSH; FBIO; BOKF; COLB; ONB; ERIE; SOWG; TTWO; UBSI; VNET; TECH; GSM; JAZZ; TSCO; MORN; WWD; SWKS; PTC; CTAS; SSYS; WULF; LRCX; SMTC; RBBN; FCNCA; AVT; UTHR; JKHY; EWBC; QMCO; NDSN; TER; NICE; SCOR; ASRT; OPI; LTBR; SSNC; HWC; MYGN; ZION; STX; CVLT; PSMT; ODFL; SEIC; LGO; ADTN; BRKR; ZBRA; STRA; PLUG; SIFY; CJJD; ALGN; VCEL; LPLA; JBLU; LECO; PDCO; MIDD; SOHU; NEOG; MMYT; FLEX; ITRI; SVC; CASY; WTFC; HAIN; MKSI; STLD; ARLP; IRWD; INFN; IPGP; MTEM; UMBF; EXAS; ESLT; GREE; GENE; LAMR; OLED; AMSC; JAKK; TCBI; ESGR; RIGL; IBKR; TFSL; SLAB; ICLR; CGNX; EZPW; FCFS; LSTR; XRX; VIAV; UPBD; OFIX; LANC; ASPS; GBDC; PODD; EXEL; BLKB; TRIB; NWE; PENN; NTCT; BECN; PCH; ALTO; ENTG; BCPC; CHRD; SFNC; ANGI; PEGA; AMCX; VECO; OZK; HALO; SYNA; IART; MEOH; CNSL; CAKE; FULT; CLMT; LQDT; TTMI; GRFS; IONS; LPSN; PLUR; TAOP; COLM; ALNY; WERN; PNFP; ICUI; LIQT; AMKR; AZPN; CREG; FOLD; NKTR; SBRA; DRS; QDEL; TSEM; TCRT; ANTE; DIOD; SAVA; AGEN; ACIW; ESEA; SHOO; MLKN; HUBG; HTHT; CACC; TRMK; LFUS; TXMD; MKTX; POOL; BJRI; PPC; KTOS; OMEX; INVA; MASI; FFBC; HCSG; HTLD; FFIN; CVBF; MNRO; ROIC; SMCI; DXCM; ACHC; FELE; LOGI; ZD; PRAA; VRA; PSEC; VRNT; CROX; GERN; SIGI; LNW; TTEK; IRBT; FARO; PACB; SLM; NBIX; IBOC; RMBS; CRUS; JJSF; AVAV; WSBC; FIBK; IDCC; POWI; STGW; LSCC; CENX; GLRE; FWRD; WAFD; EEFT; INDB; RDUS; IRDM; SCSC; OSIS; MGEE; MRCY; VC; DGLY; WABC; NEON; ALGT; MMSI; CATY; TXRH; ANDE; EYPT; BPOP; RGS; MATW; NWBI; OMCL; SLNG; NVFY; ATHE; WEN; INO; PRGS; APEI; PLXS; CMPR; SMSI; HOPE; CIGI; BGC; EXLS; HELE; CDZI; NBTB; OSUR; CHEF; CEVA; HRTX; CYTK; IAC; HURN; MEIP; CRNT; SCHL; CBRL; GGAL; CFFN; TLPH; TOWN; ASTE; MVIS; OCSL; ABCB; WSFS; MPWR; TTEC; NTGR; VERU; GEG; DSGX; ALLT; PLCE; SGMO; RDWR; MANH; KOPN; MHLD; TILE; SBCF; HLIT; ANGO; OTTR; TROO; LSAK; CMTL; CALM; TRS; ODP; TBRG; OXLC; GPRE; CHDN; PERI; ATRC; DCOM; IOSP; QUIK; FORR; STKL; INSM; UFPI; QNST; LUMO; INVE; DORM; BUSE; GIII; BHRB; EVO; KALU; KGEI; HTLF; CERS; RUSHA; PMN; ECPG; HHS; DMRC; STAA; TITN; SNEX; SANM; BCDA; EXPO; ARWR; NCPL; HSTM; SIMO; PRDO; PZZA; SSP; SASR; ZUMZ; NSIT; MGRC; CRESY; DXPE; GEOS; STBA; OCFC; AVDL; MMLP; SNBR; BCRX; FIZZ; THTX; BIMI; BANF; RRGB; RTC; CCOI; BRKL; INSG; DWSN; COHU; ATNI; AVXL; PPBI; SKYW; SPSC; SGLY; LOPE; TWIN; CGEN; EFSC; GIFI; ICFI; SRCE; CSQ; KLIC; TTGT; NYMT; ARAY; AAON; CRVL; CDXS; EGHT; WDFC; ROCK; THRM; EHTH; DGII; CYRX; MFIC; SPTN; SRPT; WRLD; BANR; ADEA; MXL; GMAB; CWST; AEIS; ARCB; COKE; PFX; AXON; EXTR; PCRX; FORM; CYTH; IPAR; KELYA; ZG; PLAB; NOVT; BKYI; BOOM; AWH; GLDD; AZTA; NMFC; FLNT; DRRX; RAIL; CAR; FRME; CENTA; SLRC; GALT; CVGW; ULH; CORT; AMED; ANIP; DSGR; USAP; ARQ; DLPN; FBNC; TSAT; TCBK; CMCO; TBBK; UFCS; EFOI; CHNR; SAFT; STRL; CSGS; SMTI; JACK; BLDP; ENSG; CDMO; HSII; APPS; DMLP; AXDX; CHCO; HNRG; DAKT; EGBN; KRNY; CVCO; MITK; FMBH; SBSI; LKFN; TRST; CRMT; ATRO; CVGI; ATSG; HEAR; USLM; MYRG; MRTN; STCN; BCLI; HWKN; CTBI; FSTR; MERC; BTCS; TZOO; KNDI; FTFT; NFBK; ABUS; SBGI; CBAT; CNOB; PEBO; HFWA; XOMA; SYBT; OMAB; RBCAA; POWL; EU; VUZI; CLAR; VNDA; LBTYB; VICR; MTRX; GABC; UVSP; THFF; LMNR; PDFS; NNBR; EVGN; GOOD; CASS; CHY; CNXN; EMKR; WASH; INTZ; ZEUS; UCTT; OPHC; CTSO; FFIC; PLPC; LEDS; QQQX; CAC; CHI; DGICA; OSPN; PRTS; QRHC; QUBT; MSEX; RGP; POET; SAIA; AOSL; NWPX; OMER; VSEC; STRR; LCUT; AGYS; UEIC; BMRC; CCNE; APOG; LFCR; HEES; MOFG; NVMI; PKOH; LWLG; LINC; IVAC; AMWD; MLAB; SRDX; PALT; NATR; AROW; CMCT; MODV; AXTI; EGAN; KZIA; DENN; RGEN; GSBC; YORW; BCAL; NXST; CRIS; FORTY; FISI; MCHX; AMSF; SCVL; GILT; FPAY; FTEK; VLGEA; PFIS; CSIQ; ACAD; DXLG; MDXG; HTBK; NEO; SCWO; ACLS; XTLB; VOXX; PFC; TIPT; MCRI; CASI; PLUS; MGIC; FRPH; FARM; TGTX; CCRN; SPNS; IMKTA; IVDA; CECO; SANW; BELFB; BEEM; BLRX; PGC; SHEN; ACIC; KIRK; DZSI; HRZN; KVHI; ITRN; FLIC; SEED; RDNT; UTSI; ELVA; IMMR; BWEN; HAFC; SIGA; CPRX; CZNC; WINA; MFIN; ERII; ALRS; HBNC; MPAA; FCBC; CARE; NVEC; WEYS; SHYF; GASS; ASTC; QCRH; CUTR; PESI; AVNW; LGND; LWAY; CCBG; CDXC; PXLW; ANIK; SPOK; SENEA; SWBI; CHW; IDN; SHBI; EBTC; HBIO; ORMP; APTO; DYNT; HSON; QIPT; PETS; FMNB; LYTS; ALCO; CRAI; ASYS; HURC; CSBR; ORRF; JOUT; ARTNA; ASUR; REFR; GSIT; YHGJ; COSM; STRM; RUSHB; CSWC; SSSS; AXGN; CNET; HROW; UFPT; CASH; BFC; LMAT; INOD; BBSI; TURN; NKSH; FDUS; WNEB; PWOD; OFLX; SLNH; ATLO; FRBA; BGFV; TRNS; LFVN; HIMX; CLFD; RELL; DHIL; GURE; SBET; LCNB; GLAD; CWCO; MGPI; HBCP; MPB; FRST; AUDC; SWKH; OXSQ; TBNK; WTBA; SMBC; WMPN; FNLC; CZFS; SILC; MBWM; PTMN; OESX; SPCB; BCBP; IMOS; ACNT; NWFL; EML; LTRX; DJCO; PRTG; FLL; HIFS; ENG; LAKE; ANIX; NBN; CFBK; BRID; AMTX; BSRR; CAAS; HOFT; MNTX; RDI; MNOV; SYPR; SGA; BWFG; HIVE; FLWS; CNTY; HCKT; FMAO; CTLP; RAVE; GDEN; CPIX; CRMD; WLFC; PFBC; ESSA; CHCI; CWBC; CTHR; RGCO; CVV; CULL; FUND; CHMG; BYFC; SEVN; ACNB; GAIN; ICAD; CAMT; UTMD; CTRN; BCML; STRT; CENT; QRTEB; RICK; TREE; PNBK; SGC; ASTH; ADUS; ULBI; GNSS; RDCM; HDSN; NEPH; CBFV; COFS; NRIM; IRIX; EDAP; HGBL; OBT; VALU; DGICB; TACT; CFFI; ALNT; FEIM; NTIC; EPSN; GAIA; GCBC; LUNA; WLDN; ATLC; EBMT; PPIH; APWC; OSBC; OVBC; CPHC; SNT; BBGI; STRS; FDBC; FLXS; INBK; VABK; GROW; RCKY; NAII; KTCC; BFIN; NEWT; FBIZ; SIEB; NTWK; UNTY; OPRX; WILC; SFST; RCON; UNB; CARV; ALOT; CIVB; SLP; RMCF; OVLY; LARK; MBCN; NATH; JVA; NSSC; USIO; LEE; LPTH; PCYO; III; DXR; RAND; FXNC; DXYN; KOSS; ITIC; NOTV; ICCC; NECB; FCAP; SENEB; LFMD; AUBN; PROV; CZWI; NTRP; CGO; FFNW; INTG; HQI; ISSC; ESOA; ELTK; GRVY; FNWD; KFFB; LSBK; KELYB; RVSB; BELFA; OPOF; TLF; ESCA; TATT; PNRG; RILY; JBSS; BSET; MNSB; PATK; CLRO; IESC; AAME; UG; RSSS; DAIO; PMD; UONEK; PFIE; FCCO; CLMB; FRAF; IPA; TCX; BLFS; PKBK; CVLG; WFCF; FSFG; KINS; IROQ; VBFC; CBAN; ARKR; MAYS; DYAI; DLHC; BYRN; RFIL; SOHO; CUBA; AWRE; ARTW; BVFL; POCI; VIRC; UBCP; HWBK; OCC; TAYD; TSBK; SGRP; ASRV; CELH; UBFO; MINM; CPSH; LIVE; PBHC; WHLM; BOSC; SGMA; CPSS; IBCP; PEBK; WSBF; FUSB; SNFCA; AACG; PRPH; KEQU; SELF; SOTK; FORD; LDWY; FUNC; AEHR; HFBL; MARPS; FKWL; SSBI; SANG; SCKT; DSWL; OPBK; WVVI; CRWS; AIRT; SFBC; GLBZ; BOTJ; RCMT; MGYR; EDUC; GTIM; OPXS; ELSE; SBFG; KRMD; LIXT; ZYXI; FONR; CLWT; PLBC; CSPI; MNDO; GIGM; RVYL; NSYS; BMRA; HNNA; TPCS; PDEX; UONE; RDIB; SMID; LINK; MTEX; PAYS; VIVK; TOMZ; LOAN; HIHO; TAIT; NHTC; MCVT; CODA; FTLF
2012-01-04 00:00:00-05:00,GMGI; MULN; NSPR; PSHG; AYTU; SONN; WINT; GEVO; CRVO; TENX; PALI; AYRO; PSTV; NXPL; SLS; ACHV; RCAT; POAI; ABVC; SHIP; CLRB; GLBS; AAPL; DOMH; MSFT; APDN; CYCC; PRSO; GOOGL; AMZN; GYRE; GOOG; FCEL; ABEO; INTC; ADD; PEP; XWEL; SNY; VTGN; WBD; CSCO; AZN; QCOM; LIN; NURO; MBOT; CMCSA; BIDU; VOD; IOVA; APA; COST; BKR; ERNA; HON; MDLZ; VXRT; IMNN; AMGN; VTRS; ERIC; MRKR; SBUX; TTNP; AEHL; NCTY; TXN; GILD; ISRG; MIND; EXC; WBA; OBLG; BIIB; TMUS; BKNG; GRPN; CTSH; CRDF; ADP; ONCT; PARA; AEP; ADI; INTU; NITO; CAPR; ADBE; CSX; ASML; PAA; MRVL; VIRX; VEON; XEL; SNOA; CME; AVGO; MESO; FAST; WYNN; DLTR; AMD; ROP; WDC; BLNK; SLMBP; PCAR; VRTX; TROW; WTW; CHTR; USAU; NVDA; TCOM; BLIN; MU; MNST; EQIX; BPTH; MAR; MAT; PAYX; XXII; AMAT; SSKN; SRCL; MCHP; ROST; PTEN; IDEX; BMRN; LSTA; ADSK; HST; AEMD; REGN; XRAY; CCEP; KDP; UAL; FFIV; LULU; TSLA; CHRW; VSAT; USEG; FITB; CREX; NTRS; GOGL; CHKP; WPRT; EBAY; OTRK; NTAP; SIRI; VRSK; EA; HBAN; SOBR; NCMI; TRMB; ANSS; NFLX; AKAM; ILMN; LAB; AGNC; EDSA; VRME; NTES; RYAAY; ORLY; NEGG; WW; CNVS; SBLK; NVAX; ACGL; NWL; SBAC; DVAX; FOSL; IEP; REG; SNPS; HOLX; JBHT; EVRG; MELI; NDAQ; RGLD; KLAC; LBTYA; GT; NXPI; LKQ; FSLR; MDGL; PFG; VLY; OPCH; SNGX; LNT; RMTI; GEN; WKHS; COO; LBTYK; VRSN; GLNG; ON; MLCO; EXPE; MNKD; IDXX; OPK; HSIC; CINF; ACTG; AAL; ASMB; FTNT; QRTEA; ULTA; ARCC; CLNE; LXRX; ONCY; HAS; ATEC; SNCR; TRIP; INCY; MTCH; SSRM; CPRT; ALKS; CDNS; CLDX; OTEX; SATS; GNTX; URBN; CSGP; SOWG; AMRN; DOX; DHC; FBIO; WKSP; CBSH; BOKF; COLB; MSTR; ONB; JAZZ; TTWO; VNET; UBSI; ERIE; TECH; CTAS; TSCO; GSM; WWD; MORN; SWKS; LRCX; WULF; PTC; SSYS; SMTC; QMCO; FCNCA; TER; AVT; UTHR; EWBC; RBBN; NDSN; LTBR; JKHY; NICE; ASRT; SCOR; SSNC; OPI; ZION; STX; HWC; LGO; CVLT; PSMT; SEIC; MYGN; ODFL; STRA; PLUG; ZBRA; ALGN; JBLU; BRKR; SIFY; LECO; ADTN; CJJD; VCEL; LPLA; PDCO; FLEX; MIDD; SVC; MMYT; WTFC; SOHU; NEOG; ITRI; CASY; ARLP; STLD; MKSI; HAIN; IPGP; IRWD; INFN; GENE; AMSC; MTEM; UMBF; OLED; LAMR; EXAS; ESLT; TCBI; GREE; TFSL; RIGL; JAKK; ESGR; IBKR; SLAB; CGNX; ICLR; LSTR; XRX; VIAV; UPBD; FCFS; PODD; EZPW; LANC; OFIX; BLKB; ASPS; GBDC; TRIB; CHRD; NWE; PENN; EXEL; ENTG; BECN; PCH; ALTO; BCPC; AMCX; SFNC; VECO; SYNA; OZK; MEOH; NTCT; CLMT; IART; CNSL; HALO; CAKE; PEGA; FULT; TTMI; LQDT; ANGI; GRFS; IONS; PLUR; CREG; ALNY; DRS; COLM; WERN; LPSN; LIQT; ICUI; TAOP; FOLD; AMKR; NKTR; PNFP; SBRA; AZPN; QDEL; ESEA; TSEM; ANTE; TCRT; SHOO; MKTX; ACIW; SAVA; BJRI; DIOD; MLKN; HUBG; POOL; TXMD; OMEX; TRMK; HTHT; AGEN; LFUS; PPC; CACC; KTOS; FFBC; FFIN; HCSG; MASI; CVBF; HTLD; CROX; ROIC; MNRO; SMCI; INVA; FELE; ACHC; DXCM; PSEC; IRBT; ZD; GERN; LNW; PACB; PRAA; SIGI; FARO; VRNT; VRA; IBOC; TTEK; LOGI; GLRE; AVAV; CENX; JJSF; CRUS; SLM; WAFD; FIBK; RDUS; WSBC; NBIX; POWI; NEON; RMBS; OSIS; INDB; FWRD; LSCC; EEFT; SCSC; VC; STGW; IDCC; ALGT; MRCY; EYPT; MGEE; IRDM; WABC; BPOP; ATHE; TXRH; RGS; CATY; MMSI; INO; NWBI; OMCL; MATW; WEN; NVFY; HOPE; SLNG; CMPR; ANDE; APEI; DGLY; PLXS; CIGI; SMSI; GGAL; BGC; HELE; EXLS; NBTB; HRTX; CEVA; OSUR; CYTK; CHEF; TLPH; MVIS; IAC; PRGS; HURN; CDZI; MEIP; CRNT; CFFN; CBRL; ASTE; OCSL; SCHL; WSFS; VERU; TTEC; TOWN; ABCB; MPWR; PLCE; NTGR; SGMO; DSGX; ALLT; SBCF; MHLD; RDWR; ARWR; MANH; OTTR; GEG; TROO; TILE; KOPN; ANGO; TRS; OXLC; CMTL; TBRG; CALM; LSAK; IOSP; HLIT; ODP; CHDN; QUIK; PERI; GPRE; FORR; ATRC; INSM; DCOM; LUMO; UFPI; GIII; QNST; EVO; BHRB; DORM; BUSE; DXPE; KGEI; STKL; KALU; PMN; HTLF; CERS; RUSHA; INVE; SIMO; STAA; TITN; MMLP; BCDA; SNEX; EXPO; NCPL; HHS; DMRC; PZZA; SANM; NSIT; AVDL; ECPG; SSP; ZUMZ; STBA; CRESY; HSTM; MGRC; SASR; BCRX; OCFC; THTX; SNBR; PRDO; GEOS; RRGB; AVXL; BANF; FIZZ; RTC; SKYW; CCOI; DWSN; BRKL; SGLY; PPBI; ATNI; COHU; BIMI; SPSC; LOPE; CSQ; ICFI; TWIN; KLIC; INSG; EFSC; GIFI; CGEN; SRCE; AAON; ARAY; NYMT; CRVL; THRM; EGHT; WDFC; TTGT; BANR; ROCK; SRPT; ADEA; CYRX; MFIC; CDXS; EHTH; DGII; GMAB; MXL; ARCB; AEIS; SPTN; FORM; CWST; PFX; COKE; PLAB; WRLD; PCRX; NOVT; CYTH; AXON; KELYA; EXTR; ZG; IPAR; BKYI; GLDD; NMFC; FLNT; BOOM; RAIL; FRME; APPS; AZTA; CHNR; AWH; CENTA; SLRC; CVGW; ANIP; ULH; CAR; GALT; HEAR; CORT; ARQ; DLPN; DRRX; FBNC; USAP; TCBK; CMCO; TBBK; EFOI; TSAT; DSGR; AXDX; UFCS; AMED; SAFT; DMLP; CSGS; BTCS; JACK; CHCO; ENSG; STRL; KRNY; DAKT; HSII; EGBN; HNRG; CVCO; BLDP; CDMO; FMBH; BCLI; CRMT; ATSG; MITK; TRST; CVGI; LKFN; STCN; SBSI; ATRO; MRTN; MYRG; MERC; TZOO; USLM; FTFT; ABUS; FSTR; CTBI; SBGI; HWKN; CNOB; NFBK; PEBO; SYBT; CBAT; XOMA; HFWA; OMAB; EU; POWL; SMTI; RBCAA; VUZI; LBTYB; KNDI; UVSP; THFF; GABC; CHY; CLAR; EVGN; VICR; UCTT; VNDA; LMNR; GOOD; CNXN; MTRX; INTZ; CASS; WASH; NNBR; FFIC; EMKR; PDFS; CHI; QQQX; CAC; ZEUS; OSPN; PLPC; CTSO; QRHC; QUBT; LEDS; DGICA; MSEX; RGP; PRTS; POET; STRR; SAIA; OMER; NWPX; VSEC; LCUT; AGYS; UEIC; PALT; CCNE; BMRC; MOFG; APOG; HEES; AOSL; PKOH; CMCT; NVMI; IVAC; SRDX; OPHC; MLAB; LINC; LFCR; AROW; MODV; AXTI; LWLG; AMWD; NATR; DENN; EGAN; GSBC; AMSF; BCAL; NXST; RGEN; KZIA; YORW; CRIS; FISI; FPAY; GILT; FORTY; SCVL; CSIQ; MDXG; VLGEA; NEO; FTEK; ACAD; PFIS; PFC; TIPT; SCWO; VOXX; MCRI; MCHX; HTBK; ACLS; MGIC; TGTX; PLUS; FRPH; DXLG; CECO; SPNS; FARM; IVDA; IMKTA; SPCB; CCRN; BEEM; PGC; DZSI; SANW; ITRN; KIRK; SIGA; ACIC; BELFB; CASI; HRZN; SEED; UTSI; SHEN; HAFC; FLIC; CPRX; BLRX; ELVA; RDNT; IMMR; KVHI; CARE; MFIN; BWEN; ALRS; HBNC; GASS; CZNC; WINA; ERII; WEYS; FCBC; NVEC; MPAA; SHYF; CUTR; ASTC; QCRH; PESI; ANIK; PXLW; LWAY; IDN; LGND; AVNW; XTLB; CCBG; SWBI; SHBI; SENEA; CHW; SPOK; CDXC; ORMP; EBTC; APTO; HBIO; FMNB; ASYS; YHGJ; QIPT; DYNT; HSON; ALCO; PETS; HURC; ASUR; CSBR; LYTS; REFR; JOUT; CRAI; ORRF; ARTNA; COSM; GSIT; RUSHB; CNET; AXGN; CSWC; BFC; UFPT; SSSS; INOD; HROW; CASH; LMAT; FRBA; FDUS; TURN; WNEB; ATLO; GURE; LFVN; BGFV; NKSH; TRNS; OFLX; PWOD; HIMX; BBSI; DHIL; SBET; STRM; RELL; FRST; CWCO; LCNB; CLFD; GLAD; HBCP; PRTG; AUDC; TBNK; MGPI; SWKH; IMOS; SLNH; SMBC; MPB; WTBA; WMPN; OXSQ; CZFS; FNLC; ACNT; SILC; PTMN; MBWM; NWFL; BCBP; FLL; CRMD; EML; OESX; CAAS; MNOV; LAKE; DJCO; NBN; ANIX; HIFS; RDI; CFBK; BRID; AMTX; ENG; HOFT; BSRR; SYPR; LTRX; MNTX; SGA; FMAO; ICAD; BWFG; HIVE; FLWS; HCKT; CWBC; CNTY; GDEN; CPIX; CTLP; WLFC; RAVE; CTHR; CVV; FUND; RGCO; CULL; ESSA; CHCI; PFBC; ACNB; BYFC; SEVN; GAIN; CHMG; RICK; STRT; BCML; QRTEB; CAMT; UTMD; CENT; CTRN; TREE; PNBK; SGC; ASTH; ADUS; ULBI; GNSS; RDCM; EPSN; NEPH; HDSN; NRIM; FEIM; HGBL; EDAP; OBT; IRIX; ATLC; RCON; ALNT; DGICB; CFFI; VALU; LUNA; COFS; TACT; WLDN; CBFV; APWC; GCBC; EBMT; PPIH; GAIA; NTWK; NTIC; OVBC; BBGI; STRS; SNT; CPHC; NAII; GROW; FDBC; KTCC; FLXS; VABK; INBK; OSBC; RCKY; WILC; NEWT; FBIZ; BFIN; SIEB; ALOT; OPRX; UNTY; SFST; UNB; SLP; RMCF; OVLY; MBCN; NATH; LARK; CIVB; NOTV; LEE; KOSS; JVA; LPTH; III; CARV; RAND; FXNC; DXYN; NECB; ICCC; NSSC; SENEB; ITIC; LFMD; PCYO; ESOA; INTG; DXR; FCAP; PROV; CZWI; GRVY; NTRP; ISSC; AUBN; HQI; CGO; USIO; FFNW; ELTK; FNWD; TATT; KFFB; LSBK; KELYB; PNRG; BELFA; ESCA; OPOF; TLF; BSET; PATK; RILY; MNSB; IESC; CLRO; UG; RVSB; AAME; JBSS; DAIO; RSSS; PMD; FCCO; PFIE; CLMB; UONEK; FRAF; IPA; TCX; ARTW; BLFS; PKBK; WFCF; FSFG; KINS; IROQ; CVLG; ARKR; CBAN; DLHC; BYRN; RFIL; CUBA; SOHO; DYAI; MAYS; VBFC; BVFL; UBCP; HWBK; POCI; AWRE; OCC; VIRC; ASRV; TAYD; TSBK; SGRP; MINM; UBFO; AEHR; CPSH; BOSC; CPSS; PBHC; WHLM; IBCP; SGMA; FUSB; CELH; PEBK; SNFCA; AACG; WSBF; PRPH; OPXS; KEQU; SELF; SOTK; FORD; LIVE; LDWY; HFBL; FUNC; MARPS; SSBI; FKWL; SANG; SCKT; WVVI; OPBK; DSWL; CRWS; SFBC; GLBZ; AIRT; BOTJ; RCMT; EDUC; ELSE; GTIM; MGYR; SBFG; CLWT; KRMD; LIXT; ZYXI; FONR; CSPI; MNDO; PLBC; TPCS; GIGM; RVYL; NSYS; HNNA; PDEX; BMRA; UONE; RDIB; SMID; LINK; MTEX; PAYS; VIVK; TOMZ; LOAN; HIHO; TAIT; NHTC; MCVT; CODA; FTLF
