date,symb
2006-01-03 00:00:00-05:00,NXPL; WINT; CLRB; ABVC; AYRO; ACHV; PSTV; OTRK; NURO; DOMH; TENX; CYCC; MBOT; RCAT; APDN; FCEL; MRKR; IDEX; VIRX; PRSO; ERNA; MSFT; ABEO; LSTA; MTEM; ALTO; INTC; GOOGL; GOOG; IMNN; SNY; CRDF; AMD; PLUG; PEP; VXRT; CSCO; MEIP; USAU; NCTY; AZN; CYRX; AEMD; ERIC; NEON; AAPL; CNVS; QCOM; ONCT; SNGX; BKR; AMGN; TTNP; AMZN; CMCSA; AAL; WBA; CLDX; MRVL; VOD; VTRS; APA; TXN; SIRI; EXC; OBLG; WBD; HRTX; HBAN; LIN; ADBE; VCEL; EFOI; MNKD; MDLZ; COST; HON; MU; SLMBP; EYPT; FITB; MIND; EA; OPHC; SBUX; CME; AGEN; NVAX; GILD; ADI; AMAT; SSKN; PARA; BPOP; PTEN; LXRX; ADP; AEP; ADSK; BIMI; USEG; ODP; VEON; SBCF; EBAY; PLUR; ZION; KTOS; SPCB; PAYX; MAR; VRTX; NVDA; HST; BIIB; KZIA; INTU; BCDA; NTRS; MVIS; NBIX; WTW; PFG; XOMA; GOGL; PCAR; CTSH; NDAQ; DVAX; AMRN; APTO; NWL; LTBR; ASML; XEL; WDC; GEG; REG; ARWR; OPCH; JBLU; GERN; MCHP; BANR; SIFY; CBAT; TROW; CDNS; XRAY; ISRG; GT; PPC; CYTK; SLNH; GENE; NTAP; INO; HOLX; BKYI; VLY; GEN; EXPE; PAA; CSX; INSM; IEP; ROP; RYAAY; EWBC; KLAC; RBBN; FAST; ONB; BCRX; CINF; XTLB; VSAT; ONCY; SMSI; WW; IBCP; CASI; SLM; AMSC; ALKS; COLB; WYNN; MAT; TTWO; SNPS; AKAM; SSRM; FLEX; EQIX; NKTR; AWH; WTFC; CHRW; QMCO; CCEP; HAFC; GREE; EXEL; NEPH; TSEM; SRCL; LOGI; ANIP; CENX; COO; DOX; ON; VIAV; LNW; CBSH; TCOM; XRX; UBSI; LAMR; URBN; LSAK; ASRT; EVRG; CHKP; TER; WEN; TRMB; ZBRA; LRCX; ACGL; HSIC; EMKR; CTAS; BMRN; PRDO; FCNCA; JAKK; STX; DZSI; NYMT; MSTR; WKSP; ROST; HWC; LEE; LBTYA; RGLD; SRPT; RMBS; PDCO; FORM; TECH; SEIC; PTC; SBAC; BOKF; ASTC; JBHT; WULF; CERS; ORLY; LNT; VRME; ITRI; BIDU; CSGP; LBTYK; FFIV; INSG; AVDL; CATY; RGS; VRSN; DRS; BUSE; DLTR; ANSS; PNFP; REGN; SVC; MTCH; MNST; ALNY; ACAD; STRA; AVT; ADTN; SMTC; FULT; NFLX; CDZI; RMTI; HAS; DRRX; UTHR; CDMO; OFIX; GNTX; CAKE; RIGL; IDXX; NTES; NICE; CREG; ARCC; SBRA; SANM; DXCM; MLKN; SAVA; ENTG; PFBC; CPRT; ERIE; HOPE; IART; HHS; MORN; DHC; AMKR; OMEX; BLDP; EEFT; SLAB; NOVT; MRCY; HQI; LSTR; BECN; FOSL; PENN; WAFD; SIGI; OSBC; UMBF; LKQ; ILMN; GALT; CVBF; JKHY; TCBI; SFNC; ABCB; VRNT; POOL; IBOC; INVA; COLM; TRIB; MKSI; INCY; AMED; CGNX; WSBC; ACIW; VECO; DIOD; ANGO; IRBT; ICUI; TTMI; CHCI; CARV; WSFS; PLAB; HAIN; UFPI; NDSN; ESGR; SKYW; FRME; CAR; PXLW; UTSI; SSYS; CFBK; STLD; PCH; MYGN; INVE; RRGB; MATW; PPBI; TRMK; FWRD; TCRT; ARCB; TOWN; SASR; SGMO; TSCO; ICLR; COHU; ATHE; MEOH; HTLD; ODFL; IONS; OTEX; WABC; LECO; TBBK; KOPN; QUIK; ESLT; CTLP; HTBK; CWST; PNBK; TXRH; MIDD; RAIL; STCN; CASY; FFBC; STBA; SEED; ACHC; DSGR; FELE; GLNG; WWD; AXDX; BKNG; INDB; PRGS; PSEC; EVO; BRKR; BLKB; BCLI; GGAL; INTZ; QDEL; IPA; ROCK; SWKS; BGC; OZK; OSUR; ZD; UPBD; KELYA; SYNA; OCFC; ASTE; ANIX; PLXS; ADEA; EXTR; MCHX; HTLF; CVGI; SSP; SCSC; BWEN; PDFS; WERN; MPWR; POWI; EFSC; STKL; IDN; LANC; NSIT; SOHU; ACLS; CIGI; TTEK; LSCC; ACTG; LGND; PRAA; LFUS; OTTR; CMTL; UFCS; SCHL; BRKL; HLIT; RDUS; CMCO; MMSI; CCRN; FCFS; CMPR; FFIN; BOOM; CFFN; OMCL; NBTB; PLCE; FBNC; RGP; HUBG; AXON; DCOM; ARLP; SRDX; ATRC; MFIC; CUTR; TRST; PRTG; AZPN; BJRI; CSGS; AGYS; ATSG; OLED; LPSN; STRL; ATLC; NEOG; CTHR; NWBI; STRR; MGEE; TCBK; TTEC; BYFC; VICR; ALGN; ASUR; HFWA; SHBI; JJSF; PEBO; SBET; AZTA; CNSL; AEIS; NNBR; HSON; HSII; TILE; BANF; KLIC; TURN; FMBH; EXAS; CSQ; HURN; PZZA; SNBR; DAKT; MGRC; ULH; CRESY; HCSG; MODV; CCBG; BHRB; ZUMZ; ORRF; IAC; ECPG; CGEN; MCRI; CHDN; IMOS; RDWR; CBRL; GASS; SAIA; DGII; NTCT; FARM; ENG; FARO; OSPN; KRNY; CORT; DWSN; LTRX; MERC; UONEK; HELE; PGC; CRUS; STAA; IVAC; LINC; MKTX; LCUT; ANDE; STGW; IDCC; LMNR; SRCE; TBRG; GIFI; UVSP; LIVE; STRM; NTGR; EGBN; AMWD; CRNT; CTRN; DXLG; MRTN; MBWM; UCTT; MANH; CBAN; BCAL; CVCO; OSIS; FCBC; CLAR; MNRO; GDEN; VBFC; AUDC; SIMO; PEGA; VOXX; QCRH; LFCR; SYBT; CRAI; CHCO; FORR; OPK; AVNW; BOSC; FTEK; BCPC; PFC; DSGX; IPAR; COKE; GILT; EZPW; ARQ; NWPX; CNOB; CNTY; LYTS; SAFT; BELFB; JACK; DYNT; ALCO; MTRX; CTBI; TZOO; MMLP; RUSHA; SHOO; APOG; DGICA; ZEUS; FFIC; EGHT; WDFC; HALO; CHI; FLWS; GAIA; UEIC; DMLP; MGPI; FMNB; SPTN; PRPH; WASH; RGEN; CWBC; LKFN; BBGI; VERU; NTWK; MPB; DENN; CWCO; BGFV; EDAP; CMCT; SBSI; VSEC; MPAA; RBCAA; RDCM; CHY; GRVY; PSMT; SYPR; CAC; GIII; KVHI; ULBI; CACC; CAMT; NOTV; FISI; IMMR; SNEX; BSRR; SHEN; DXYN; CHNR; GSBC; MSEX; GEOS; THFF; CIVB; PCYO; REFR; IESC; HURC; ATNI; RVSB; CECO; THRM; FRPH; PFIS; WRLD; ANIK; BMRC; WTBA; CAAS; IOSP; RDI; ICAD; EXPO; SCVL; SBGI; GTIM; PETS; CZNC; POWL; AAON; SWKH; GLAD; CRIS; LAKE; PKOH; FXNC; HBIO; GNSS; LFVN; AROW; FSTR; STRS; PLPC; NBN; CCOI; YORW; TSAT; CVLG; CEVA; FIZZ; LBTYB; ELTK; PESI; CCNE; GABC; CRMT; DXPE; GOOD; USAP; ITRN; ALRS; IMKTA; POCI; BFC; SFST; OPBK; CENT; DORM; TWIN; MTEX; RCKY; IRIX; VALU; USLM; SMTI; STRT; UBFO; HBNC; JOUT; CASS; BCML; CVGW; AEHR; DMRC; SHYF; NXST; EBTC; NSSC; CPSS; SWBI; WSBF; CASH; CSWC; BCBP; BFIN; SNT; CNXN; MNTX; VABK; ATLO; SPOK; BBSI; ISSC; LCNB; FONR; CRVL; OFLX; FUSB; FLIC; FLL; PROV; ASYS; HOFT; OVLY; PLBC; HNRG; CZWI; FORD; SENEA; HWBK; ARTNA; WEYS; CYTH; SGA; HWKN; LWAY; INOD; MFIN; CALM; SCWO; PATK; PNRG; CLWT; AXTI; SOHO; HCKT; CODA; FCCO; FUNC; PLUS; UNTY; UONE; SCKT; BVFL; ACNT; LINK; ESCA; NWFL; AMSF; GAIN; HDSN; FNLC; VLGEA; OXSQ; KOSS; BLFS; FEIM; KELYB; NEWT; MBCN; VIRC; WNEB; CHMG; OPOF; SIEB; MNSB; YHGJ; FDBC; PWOD; OBT; FORTY; COFS; NKSH; LPTH; DLHC; KIRK; ATRO; ACNB; SPNS; FUND; HSTM; NVMI; SGMA; PKBK; MLAB; FNWD; BSET; UTMD; MITK; RUSHB; RMCF; FBIZ; JBSS; NRIM; CFFI; TACT; DJCO; OVBC; BRID; DXR; HIFS; DSWL; TSBK; SMBC; MGIC; RELL; ASRV; WINA; EML; SIGA; WLFC; TATT; AAME; DGICB; TRNS; FRAF; SBFG; AWRE; ITIC; GROW; ICCC; ALOT; TLF; PPIH; SILC; RDNT; FLXS; CZFS; BELFA; ALNT; EBMT; PEBK; NHTC; UNB; SGC; AUBN; USIO; RAVE; BOTJ; OCC; RGCO; NAII; NVEC; ARKR; TCX; DAIO; CBFV; GCBC; LARK; SNFCA; PMD; INTG; KTCC; MAYS; KFFB; WILC; RICK; SOTK; GIGM; SENEB; JVA; HNNA; FCAP; APWC; NTIC; KINS; CUBA; DHIL; PBHC; WVVI; CGO; NEO; CLMB; PDEX; UBCP; NATH; HGBL; SGRP; CSPI; EGAN; CLRO; GLBZ; CVV; CLFD; SLP; RAND; AXGN; UFPT; KEQU; WHLM; NSYS; UG; AIRT; CPSH; RFIL; EDUC; RCMT; SMID; MARPS; SELF; RDIB; ARTW; TAYD; LOAN; ELSE; BMRA; ZYXI; HIHO; KRMD; TAIT; LDWY; MNDO; CRWS
2006-01-04 00:00:00-05:00,NXPL; WINT; CLRB; ABVC; AYRO; ACHV; OTRK; NURO; PSTV; DOMH; TENX; CYCC; MBOT; RCAT; FCEL; APDN; MRKR; IDEX; VIRX; PRSO; ERNA; MSFT; ABEO; MTEM; ALTO; LSTA; INTC; GOOGL; GOOG; SNY; IMNN; CRDF; AMD; PLUG; PEP; CSCO; VXRT; MEIP; NCTY; USAU; AZN; CYRX; CNVS; ERIC; AEMD; NEON; AAPL; SNGX; QCOM; ONCT; BKR; AMGN; TTNP; AMZN; AAL; CMCSA; CLDX; WBA; VOD; MRVL; VTRS; TXN; APA; WBD; EXC; SIRI; OBLG; HRTX; HBAN; LIN; ADBE; VCEL; EFOI; MNKD; MIND; MU; MDLZ; COST; HON; EYPT; SLMBP; FITB; EA; SBUX; OPHC; AGEN; CME; NVAX; GILD; SSKN; ADI; AMAT; PARA; PTEN; BPOP; LXRX; ADP; USEG; AEP; ADSK; BIMI; PLUR; VEON; SBCF; ODP; EBAY; ZION; KTOS; PAYX; NVDA; MAR; VRTX; SPCB; HST; BIIB; KZIA; INTU; BCDA; NTRS; NBIX; WTW; MVIS; PFG; XOMA; GOGL; APTO; PCAR; NDAQ; CTSH; DVAX; ASML; WDC; NWL; LTBR; AMRN; XEL; OPCH; ARWR; GEG; REG; JBLU; MCHP; SIFY; GERN; ISRG; CDNS; CBAT; BANR; TROW; XRAY; PPC; GENE; GT; SLNH; CYTK; HOLX; NTAP; INSM; INO; GEN; VLY; EXPE; PAA; BKYI; CSX; ROP; RYAAY; BCRX; RBBN; IEP; CASI; EWBC; ONB; KLAC; CINF; FAST; ALKS; XTLB; AMSC; VSAT; SMSI; IBCP; WW; SLM; COLB; SNPS; ONCY; MAT; AKAM; WYNN; SSRM; FLEX; TTWO; EQIX; NKTR; CHRW; TSEM; WTFC; HAFC; GREE; NEPH; CCEP; QMCO; EXEL; LOGI; AWH; SRCL; CENX; ANIP; TCOM; COO; VIAV; DOX; ASRT; ON; LNW; CBSH; UBSI; CHKP; XRX; LAMR; LSAK; URBN; LRCX; EVRG; TRMB; TER; ACGL; ZBRA; STX; WEN; EMKR; BMRN; DZSI; HSIC; CTAS; NYMT; FCNCA; SRPT; JAKK; PRDO; ROST; WKSP; MSTR; FORM; HWC; LBTYA; RMBS; RGLD; LEE; PTC; SEIC; TECH; PDCO; CERS; SBAC; BOKF; BIDU; ITRI; LNT; JBHT; FFIV; ORLY; VRME; WULF; INSG; ASTC; LBTYK; AVDL; CATY; CSGP; RGS; PNFP; DLTR; BUSE; VRSN; REGN; DRS; MTCH; ANSS; AVT; SVC; ALNY; MNST; ADTN; STRA; ACAD; SMTC; FULT; CDZI; HAS; UTHR; DRRX; RMTI; NFLX; CDMO; OFIX; NTES; GNTX; IDXX; DXCM; CAKE; RIGL; ARCC; SBRA; CPRT; SANM; NICE; HOPE; CREG; MLKN; PFBC; MORN; ENTG; ERIE; IART; SAVA; DHC; HHS; AMKR; OMEX; BLDP; SLAB; EEFT; LSTR; BECN; MRCY; NOVT; HQI; FOSL; ILMN; WAFD; SIGI; UMBF; OSBC; LKQ; PENN; GALT; JKHY; CVBF; VRNT; TCBI; ABCB; AMED; IBOC; MKSI; SFNC; CGNX; TTMI; POOL; VECO; TRIB; COLM; INCY; ACIW; WSBC; INVA; PLAB; WSFS; DIOD; ICUI; PXLW; CARV; IRBT; NDSN; TCRT; ANGO; SSYS; UFPI; HAIN; CHCI; SKYW; ESGR; FRME; CFBK; STLD; CAR; PCH; RRGB; SGMO; UTSI; SASR; PPBI; MYGN; TRMK; FWRD; ICLR; TOWN; ATHE; ARCB; INVE; COHU; KOPN; TSCO; ODFL; QUIK; LECO; WABC; MEOH; MATW; HTLD; TBBK; HTBK; OTEX; MIDD; IONS; CTLP; RAIL; ESLT; TXRH; PNBK; GLNG; STCN; CWST; CASY; ACHC; STBA; FFBC; WWD; FELE; AXDX; BKNG; DSGR; SEED; PRGS; INDB; EVO; PSEC; INTZ; BRKR; BLKB; GGAL; ZD; SWKS; BCLI; OSUR; BGC; IPA; ROCK; OZK; KELYA; SOHU; SYNA; OCFC; QDEL; MCHX; UPBD; ASTE; ADEA; PDFS; SSP; CVGI; WERN; ANIX; SCSC; IDN; POWI; PLXS; NSIT; CIGI; ACLS; MPWR; HTLF; BWEN; LANC; STKL; EFSC; EXTR; TTEK; LSCC; ACTG; LGND; CMTL; CMCO; HLIT; BOOM; UFCS; OTTR; BRKL; LFUS; MMSI; SCHL; RDUS; CCRN; PRAA; CMPR; FCFS; OMCL; FFIN; NBTB; CFFN; AXON; RGP; ARLP; ATRC; FBNC; HUBG; PRTG; BJRI; DCOM; AZPN; PLCE; SRDX; CUTR; MFIC; CSGS; TRST; NEOG; CTHR; OLED; STRL; AGYS; ATSG; ATLC; LPSN; STRR; TCBK; SBET; NWBI; HFWA; TTEC; BYFC; MGEE; VICR; SHBI; JJSF; AZTA; AEIS; PEBO; EXAS; NNBR; ALGN; CNSL; ASUR; BANF; HSII; TILE; DAKT; FMBH; KLIC; CSQ; PZZA; HSON; HURN; TURN; HCSG; CRESY; MODV; MGRC; ULH; CCBG; SNBR; ECPG; IAC; BHRB; DGII; ORRF; ZUMZ; SAIA; CHDN; IMOS; RDWR; CBRL; KRNY; SMTI; FARM; GASS; NTCT; FARO; ENG; LTRX; DWSN; OSPN; MCRI; PGC; MERC; CRUS; STAA; CORT; CGEN; LCUT; STGW; MKTX; HELE; IVAC; UONEK; IDCC; ANDE; UVSP; LINC; LMNR; TBRG; LIVE; SRCE; GIFI; STRM; DXLG; EGBN; AMWD; NTGR; CRNT; CTRN; MRTN; MBWM; UCTT; MANH; CBAN; CVCO; OSIS; BCAL; FCBC; AUDC; MNRO; CLAR; GDEN; SIMO; PEGA; VBFC; LFCR; BOSC; CRAI; ARQ; VOXX; FORR; IPAR; SYBT; QCRH; CHCO; AVNW; OPK; LYTS; EZPW; COKE; PFC; TZOO; CNTY; BCPC; DSGX; FTEK; GILT; CNOB; NWPX; JACK; SAFT; BELFB; MTRX; EGHT; RUSHA; ALCO; MMLP; DGICA; CTBI; DYNT; APOG; WDFC; HALO; ZEUS; FFIC; SHOO; CHI; RGEN; FLWS; UEIC; GAIA; DMLP; MGPI; FMNB; WASH; EDAP; SPTN; DENN; PRPH; CWBC; LKFN; BBGI; RDCM; CWCO; VERU; CMCT; MPB; NTWK; VSEC; BGFV; PSMT; SBSI; IESC; CHY; RBCAA; MPAA; GIII; SYPR; CACC; NOTV; KVHI; CAC; GEOS; SHEN; FISI; SNEX; GRVY; IMMR; ULBI; DXYN; BSRR; MSEX; REFR; CAMT; GSBC; CHNR; CIVB; PCYO; THFF; CECO; HURC; ATNI; RVSB; POWL; PFIS; FRPH; GNSS; IOSP; ANIK; BMRC; SBGI; PETS; WTBA; PKOH; RDI; HBIO; CRIS; CAAS; WRLD; CZNC; GTIM; PESI; THRM; ICAD; AAON; EXPO; LAKE; PLPC; AROW; SCVL; FXNC; GLAD; FSTR; LFVN; ELTK; CVLG; CEVA; NBN; SWKH; DXPE; FIZZ; YORW; CCOI; STRS; TSAT; LBTYB; GABC; CCNE; USAP; MTEX; GOOD; OPBK; IMKTA; CENT; ITRN; ALRS; POCI; BFC; CRMT; SFST; IRIX; UBFO; TWIN; AEHR; DORM; HBNC; VALU; STRT; CASS; USLM; JOUT; DMRC; CVGW; CASH; NSSC; SHYF; BCML; NXST; CPSS; EBTC; WSBF; BCBP; SNT; FONR; CSWC; MNTX; SWBI; BFIN; CNXN; BBSI; VABK; RCKY; SPOK; ISSC; LCNB; ATLO; FLL; ASYS; CRVL; FUSB; PROV; OFLX; FLIC; FORD; HOFT; INOD; OVLY; PLBC; HNRG; CZWI; SENEA; WEYS; ARTNA; CYTH; HWBK; MFIN; SGA; HWKN; SCWO; CALM; PATK; AXTI; CLWT; PNRG; SCKT; SOHO; LWAY; PLUS; HCKT; FUNC; FCCO; UNTY; BVFL; UONE; ACNT; VLGEA; LINK; ESCA; NWFL; GAIN; OXSQ; FNLC; AMSF; KOSS; CODA; BLFS; HDSN; FEIM; KELYB; WNEB; VIRC; SIEB; YHGJ; CHMG; OPOF; MBCN; MNSB; KIRK; PWOD; NEWT; LPTH; ATRO; OBT; FORTY; NKSH; COFS; FDBC; DLHC; FUND; ACNB; HSTM; NVMI; SPNS; RMCF; MLAB; SGMA; PKBK; MITK; FNWD; RUSHB; UTMD; BSET; FBIZ; JBSS; NRIM; CFFI; TACT; DJCO; OVBC; DXR; BRID; DSWL; HIFS; TSBK; SMBC; ASRV; MGIC; RELL; WINA; SIGA; WLFC; AWRE; EML; TATT; DGICB; AAME; TRNS; FRAF; GROW; SBFG; ITIC; TLF; PPIH; ALOT; ICCC; RDNT; CZFS; BELFA; FLXS; UNB; ALNT; PEBK; NHTC; EBMT; RAVE; NVEC; SGC; AUBN; USIO; OCC; BOTJ; NAII; ARKR; SILC; RGCO; GCBC; DAIO; CBFV; LARK; TCX; GIGM; PMD; INTG; SNFCA; KFFB; KTCC; MAYS; SOTK; WILC; RICK; SENEB; JVA; HNNA; FCAP; NTIC; KINS; DHIL; CUBA; PBHC; CGO; WVVI; NEO; APWC; CLMB; PDEX; UBCP; EGAN; NATH; AXGN; HGBL; CSPI; SGRP; GLBZ; CLRO; CVV; CLFD; RAND; UFPT; SLP; KEQU; WHLM; NSYS; UG; AIRT; CPSH; RFIL; EDUC; SMID; SELF; RCMT; RDIB; MARPS; ARTW; TAYD; LOAN; ELSE; BMRA; ZYXI; KRMD; TAIT; HIHO; LDWY; MNDO; CRWS
