date,symb
2014-01-02 00:00:00,CIVI; XOM; WMT; JNJ; BRK-B; TM; BUD; PG; CVX; DIS; KO; SHEL; JPM; GE; WFC; PFE; IBM; HSBC; IX; BAC; BRK-A; NVS; SLB; BHP; TDW; ORCL; V; BA; MRK; T; SAP; SAN; ABEV; PM; PCG; MUFG; BMY; C; DB; TAK; RTX; TTE; MA; UL; SMFG; BP; TSM; CVS; RY; HD; COP; GSK; WIT; OXY; ABBV; UNH; BTI; MDT; AMC; DEO; ENB; MFG; AXP; ABT; LYG; UPS; AMX; TD; CRM; MCD; NVO; HMC; BNS; FCX; BCS; KMI; GS; TEF; MMM; USB; BHC; UBS; ACN; LVS; CVE; BBDO; RIO; TEVA; NKE; TMO; CL; HDB; SCHW; BBVA; UNP; CCL; PUK; E; RIG; MS; MT; BLK; LLY; NGG; HAL; WDS; F; EQNR; EOG; AHT; D; EPD; DUK; VALE; NEE; CB; EC; TFC; MO; CAT; BRFS; BMO; NOK; GM; TJX; CNI; ET; NWG; SU; FDX; AMT; EMR; FMX; DVN; SPG; SO; PHG; TRP; EQT; GOLD; BTE; BDX; ECL; LMT; CP; ING; BBD; SYK; WMB; PLD; AIG; COF; NOV; FIS; CM; CRK; KMB; LOW; MET; PKX; ETN; NMR; DHR; ICE; CI; SSL; CNQ; BSBR; BCE; INFY; PNC; SPGI; MFC; NEM; SHG; PSX; RELX; IBN; TGT; KEP; CTRA; WELL; HES; PRU; CCI; VTLE; SRE; GD; DD; DE; JCI; MMC; ITW; O; AR; BEN; BK; MCK; GIS; RRC; OVV; PPG; ELV; BN; MPLX; APD; BSX; KOF; PRGO; PSA; TS; OKE; SONY; IFF; FMS; VFC; PBR; ITUB; FI; VTR; XPRO; ZBH; NSC; SCCO; AON; BAX; TRV; STT; VIV; VRN; DAL; TU; CHT; KKR; IP; NCLH; SKM; LUMN; ADM; WPP; EL; LYB; FTI; WY; FLUT; KB; TV; CMG; MTB; CMI; AFL; WM; CX; SHW; K; NOC; SLF; PH; ZTS; TEL; RCI; SYY; BX; CRH; DOC; DDD; NOG; TRI; MCO; ED; PPL; YPF; YUM; MOS; FLR; DG; APH; WAB; FE; CAH; AVB; EIX; CLF; LPL; KR; EQR; COR; COTY; AEM; NOW; HUM; CNH; GLW; HCA; PBA; PGR; AME; ALL; FLG; TRGP; RCL; HSY; DFS; STZ; TECK; TLK; APTV; DLR; ES; PEG; ROK; STLA; LHX; HLT; VLO; BXP; GWW; OMC; WF; LUV; MPC; IVZ; GAP; CNP; PSO; KEY; APO; SNN; CPRI; L; WOLF; HRL; M; SWK; FTS; LNG; MHK; NUE; UGP; TPR; AJG; MSI; BFH; AEG; BWA; WEC; TT; BAP; FERG; CAG; SM; MGA; AMP; AMCR; BG; TIMB; HPQ; GPC; RSG; IQV; WPM; TAP; CPAY; FLS; CLX; BCH; HIG; CBRE; LEN; GPN; VNO; SJM; AZO; KIM; DTE; MAC; CCJ; ARE; ENLC; CLB; BF-B; EFX; TSN; PVH; MKL; CNC; INVX; BBWI; KMX; XYL; DOV; KT; WES; VMC; ICL; FNV; OII; MKC; AER; JWN; PNR; NBR; AES; SNDA; FET; BALL; CHD; WCN; WPC; HOG; ETR; CQP; EMN; AEE; WLK; TKC; MGM; ESS; ONIT; PHI; GNW; TXT; FMC; GIB; AWK; EW; BSAC; MUR; ALB; DINO; RF; LH; PII; AMG; X; DHI; ENOV; NLY; GRMN; AA; ASX; CF; LNC; RJF; EXR; J; BBY; WHR; WAT; AAP; RMD; FRT; JNPR; RL; SBS; BTCM; STM; HHH; TGI; CMS; ERJ; ODV; KEX; ST; MLM; AU; BKD; VET; OI; IT; RDY; DVA; ATO; EXPD; VEEV; SSB; TDG; HOUS; NMM; UDR; EG; CNA; AMH; CCK; MTD; KOS; IHG; GGB; KGC; AG; HP; QGEN; CUK; URI; EDU; WTRG; CE; NUS; MAA; RVTY; AGI; CYH; IEX; ATI; JLL; DGX; LYV; CNX; HBI; HUBB; MD; PWR; UHS; BB; CDE; NRG; IPG; SNA; UNFI; SID; YELP; NFG; BIP; PB; ZWS; HR; UNM; TYL; FHN; WCC; DCI; TDC; OGE; ARMK; SUZ; RNR; VHI; STNG; CMA; TDY; FBIN; RPM; NI; IRM; SEE; UAA; THC; PKG; JEF; STE; RTO; ALK; RRX; RGA; UGI; GWRE; CPT; HLF; TFX; GTLS; GME; BRO; KRC; DRI; SAFE; GL; ALV; EBR; SLG; SPR; WEX; SUI; ATR; PNW; WRB; JHX; VNCE; ACM; WBS; BR; SITC; GGG; KSS; VIPS; MAS; CAE; ROL; LEA; CPA; BRX; LDOS; OIS; PAAS; FTK; TX; PHM; ATHM; GIL; EPC; TK; FNF; THS; KBR; HLX; WU; CSTM; OHI; AGCO; CFR; WFG; RHI; ALLE; AROC; DAR; NNN; GNRC; HXL; INGR; WST; TOL; CIEN; MPW; RBA; DXC; RES; CADE; CNK; FUN; RS; AVY; CUZ; CIB; AYI; ESI; CLH; NVR; SBH; CIG; FLO; BF-A; VOYA; HBM; ITT; CSL; KRG; KMT; VYX; MAN; MSCI; HE; AQN; UMC; HUN; STN; G; SPNT; OC; RYN; AL; FL; FNB; CCU; TAC; SF; SON; AXS; SMC; SIG; HII; PEB; HOMB; BIO; SWX; GEL; BVN; ARW; WSM; MSM; STWD; KODK; OSK; TTC; LEG; CRL; BDC; HRB; COHR; AIZ; MRC; AOS; KNX; DEI; ELS; VMI; LII; ASR; PBF; AVNT; UI; MTZ; PDI; SNV; PBI; DKS; BKH; BC; NEU; CRS; SNX; SSTK; FUL; ENS; IGT; TEX; BERY; SMG; CCO; SBSW; TROX; PAG; PDS; OLN; RAMP; EXP; AXL; CUBE; WSO; THO; RLJ; GPK; AWI; BEP; GFI; GBCI; OMI; LAZ; TMHC; HRI; DAN; NYT; UIS; CMP; WAL; AFG; TCS; TPX; IVR; ESNT; GMED; WWW; MTDR; R; KYN; EHC; LXU; SCI; MMS; SLGN; CW; CXW; AMPY; HIW; SQM; REXR; WKC; TKR; USM; CBT; WTI; MTN; POR; DECK; RBC; DPZ; FRO; DLB; STAG; SAM; BFAM; AEO; SKT; HPP; RITM; HAE; CHH; MOH; BURL; ORI; CRI; H; IPI; KMPR; NVRI; FAF; ASB; IAG; NEA; NGL; ESRT; EPAM; IDA; PRMB; WT; TDS; ARR; AN; BWXT; AKR; ALSN; TGNA; EPAC; ADC; ASH; BAK; KW; HL; EPR; POST; TISI; ALE; PRO; AKO-B; MTG; EME; MTX; TPH; WLY; RDN; BAH; SHO; BKU; VTOL; CMC; NVGS; BXMT; HEI-A; TWO; SR; PBH; FR; EVR; DRH; PRLB; CDP; APAM; SUN; SPB; EAT; JBL; RHP; LAD; MCY; B; MATV; UCB; MSA; NAD; CACI; MTH; CVI; SXT; TFII; TAL; DK; AUB; LXP; GEO; BANC; BOH; NJR; TNL; HEI; HI; DLX; VLRS; PFS; THG; VRE; PRA; TXNM; OMF; IMAX; TTI; VAC; UNF; DNP; WTM; AIT; ALEX; ASGN; MODG; ORA; FICO; RNST; WTS; MDU; PRIM; SKX; CBU; ITGR; HMY; CNO; NVG; SXC; FCN; AVA; RNG; EFXT; PRKS; EVTC; AKO-A; ABM; MLI; FHI; JKS; GATX; PAC; BYON; NHI; SSD; VSH; ARCO; TPC; DBI; AAT; TRNO; HNI; BGS; GDOT; EBS; NZF; TEO; HTH; BCO; GVA; SCL; ABCB; ELME; PARR; ATGE; RH; ANF; PRI; NUV; GSL; MWA; AZZ; ATS; KWR; MAIN; CLS; ELP; DAC; HLIO; TRN; CNS; GHC; KFY; KRO; JPC; KBH; CNMD; GTN; AMBC; LPX; BDN; FDP; SPXC; ROG; PDM; NWN; MUX; XPO; TWI; VRTS; TNC; AX; CXT; BRC; TKO; NRP; CMRE; JOE; FOR; WMK; CHE; CWT; SPH; ABG; EXG; NPO; DSX; NR; LZB; RWT; NAC; TREX; MEI; WOR; OXM; HY; IRT; SOL; PRG; KAR; EXK; RLI; AGO; BMA; SCS; AIN; LCII; BBAR; CIM; AB; BYD; WNS; BBDC; FSM; AIR; TRC; GDV; NNI; PTY; LRN; BHLB; THR; SB; ORC; HMN; GES; TR; HASI; DDS; ALX; LITB; GEF; NAT; HTGC; NOAH; KOP; HOV; CLW; BKE; CHGG; BLDR; JBT; LTC; AWR; EVRI; CPS; USAC; PFSI; FBP; GPI; MUSA; ESE; GOF; DIN; UTF; GCO; NX; IRS; TYG; CAL; MFA; RGR; DY; CSR; BHR; LNN; MANU; DSL; EMO; BZH; SFL; BCC; GBX; BTT; FSS; TBI; SA; GAB; RC; UVV; USNA; CPK; MTW; MUC; MX; ARCH; AGRO; CGAU; FN; UTI; MATX; RVT; BMI; NMZ; NGVC; MHO; BFS; BHE; INN; SXI; DKL; TPL; GRC; VVI; MOD; UAN; SEM; TNK; STC; HYT; NBHC; JFR; ADX; WGO; AVD; ARI; TY; ETY; NFJ; MG; ALG; CODI; CLDT; BH; BIO-B; FIX; FCF; SMP; CALX; NRK; QUAD; EGY; BDJ; OFG; ETV; EVT; PMT; MUI; BXMX; CUBI; TEN; EFC; MTRN; EIG; USA; DX; BBN; MQY; GTY; CTS; ETG; AMN; MYE; RQI; MMI; FPF; BTZ; PHK; BPT; TG; AWF; PHX; SRL; HQH; STEW; ACP; NSP; SQNS; DQ; DHT; UFI; MOV; ASC; PIPR; SUP; SBSI; CPAC; MYI; ACCO; DLNG; RMAX; WD; ETW; SAH; ORN; GFF; AORT; WNC; ABR; UHAL; GAM; CBZ; USPH; GPRK; JQC; ETD; KAI; DCO; MITT; VMO; CIA; VHC; MHD; NL; GLP; SII; BCX; NXP; IGR; BLX; UMH; PFLT; HCI; AHH; MUJ; CYD; WSO-B; MMU; EMD; FFC; PML; FBMS; CPF; WIW; NXDT; WLYB; IIM; PEO; VGM; DHX; SKE; HZO; CAPL; SRI; BLE; KNOP; VKQ; AP; AOD; UTL; AMRC; NGS; SPLP; BOE; BHK; NKX; EDD; UHT; GHM; SJT; IDT; BGY; MYD; PCN; IQI; TGLS; WSR; WHG; RNP; EVC; CATO; ACR; VVR; PBT; VCV; BFK; KFRC; BGB; MVF; SBR; NPK; EOS; NXJ; RM; SKY; PAM; MCS; AGX; PFN; BGR; AVK; HTD; MYN; IIIN; CSV; AIV; NBB; HIX; LEO; FC; NQP; PLOW; ETJ; KTF; UVE; MBI; GHY; REX; BLW; DPG; CII; MUA; NIC; HVT; TEI; BIT; LND; NCV; BFZ; ACRE; EVN; DSU; BTO; FRA; MXF; PPT; ASA; PDT; MPX; IGD; GIC; HIO; EOI; EBF; NAN; ISD; AGM; MHN; PKE; MED; MIN; AFB; GBAB; SABA; HPS; MIY; CULP; DRD; DSM; PNNT; HQL; BRW; PAR; FF; AWP; IFN; RMT; NCA; HPI; BME; BKT; CTO; NIE; OLP; OPY; EFR; GBLI; VPG; GNE; TDF; BUI; BYM; XIN; GUT; NCZ; DFP; ZTR; TRAK; PMX; EFT; PMO; BNY; PHT; PMF; ETB; NUW; EOT; MHI; GHI; MAV; KIO; MMD; TLYS; OIA; JRI; PMM; PCK; CRD-A; HYI; MVT; BXC; MLR; HPF; NXE; DBL; RCS; SRV; FCT; BGH; ARDC; SMBK; ETO; PFL; MUE; MFM; BGT; MQT; CAF; MMT; CHMI; PCQ; NTZ; MCR; ENZ; JPI; BKN; FOF; WIA; CRD-B; MCI; CEE; NOA; RFI; EMF; SOR; NPV; TSI; ASG; ODC; EHI; GF; MLP; NDP; VPV; FFA; SCM; TGS; PSF; SPXX; NXG; LFT; JOF; PZC; DMB; NNY; EDF; VTN; DHF; VBF; JRS; KFS; TTP; PIM; EARN; BSL; EDN; EOD; PVL; SGU; SCD; EQC; BWG; MSB; MPA; HYB; GGT; JHS; MHF; BBW; MSD; CBAN; LGI; FLC; ARL; IDE; PGP; BRT; CCM; FENG; BGX; EVG; KF; NIM; FT; NAZ; CVLG; GRX; SAR; CHN; SBI; MGF; WEA; CXE; TCI; JCE; LAAC; BTA; PAI; STK; PFD; HEQ; NMT; IGI; JHI; GDL; CRT; PHD; VOC; DMO; IIF; SPE; PCF; IHD; PNI; NMI; IGA; NC; NRT; MVO; SWZ; DTF; TWN; PFO; FMN; GNT; MPV; CMU; MCN; MXE; EVF; NXC; GDO; JLS; VGI; GRBK; JEQ; PCM; PNF; IAE; GCV; CXH; PGZ; VLT; AXR; RGT; EEA; JMM; FGB; NXN; FMY; EGF; PYN; EQS; HVT-A; NOM; CIF; MTR; BHV; CCRD; TVC; VATE
2014-01-03 00:00:00,CIVI; XOM; WMT; JNJ; BRK-B; TM; BUD; CVX; PG; DIS; KO; JPM; SHEL; GE; WFC; PFE; IBM; HSBC; BAC; IX; BRK-A; NVS; BHP; TDW; SLB; ORCL; BA; V; MRK; T; SAN; SAP; ABEV; PM; PCG; C; BMY; MUFG; DB; RTX; TAK; MA; TTE; UL; SMFG; BP; CVS; TSM; RY; COP; HD; WIT; GSK; OXY; ABBV; UNH; MDT; BTI; AMC; DEO; MFG; ENB; ABT; LYG; AXP; UPS; AMX; TD; CRM; MCD; NVO; BNS; HMC; BCS; FCX; KMI; GS; TEF; MMM; USB; BHC; UBS; ACN; CVE; LVS; RIO; TMO; NKE; TEVA; SCHW; CL; HDB; UNP; BBVA; BBDO; CCL; E; PUK; MS; RIG; BLK; MT; LLY; NGG; HAL; WDS; F; EQNR; AHT; EOG; D; EPD; DUK; NEE; TFC; CB; VALE; CAT; MO; EC; BMO; NOK; BRFS; TJX; CNI; NWG; ET; GM; SU; FDX; AMT; EMR; SPG; FMX; DVN; SO; TRP; PHG; BTE; EQT; BDX; GOLD; ECL; LMT; CP; PLD; SYK; ING; BBD; WMB; AIG; COF; FIS; NOV; CM; CRK; KMB; MET; ETN; LOW; PKX; ICE; DHR; NMR; INFY; CI; SSL; MFC; BCE; PNC; CNQ; SPGI; NEM; BSBR; PSX; IBN; TGT; RELX; SHG; CTRA; KEP; WELL; HES; PRU; CCI; SRE; DE; GD; DD; VTLE; MMC; JCI; ITW; O; BK; BEN; AR; MCK; GIS; RRC; PPG; OVV; ELV; BN; PRGO; BSX; KOF; APD; PSA; MPLX; TS; IFF; OKE; SONY; FMS; VFC; ITUB; DAL; VTR; FI; PBR; XPRO; ZBH; VIV; NSC; STT; AON; KKR; BAX; TU; TRV; VRN; SCCO; CHT; NCLH; ADM; IP; WPP; FTI; LUMN; EL; SKM; LYB; WY; FLUT; TV; CMG; KB; CMI; MTB; AFL; WM; CX; SHW; NOC; SLF; K; PH; BX; ZTS; TEL; CRH; SYY; RCI; DDD; DOC; NOG; TRI; MCO; PPL; YUM; ED; YPF; MOS; FLR; WAB; APH; AVB; DG; CAH; LPL; EIX; EQR; FE; HCA; COR; COTY; KR; GLW; NOW; CNH; PBA; AEM; HUM; CLF; AME; FLG; ALL; PGR; RCL; TRGP; HSY; STZ; TLK; DFS; APTV; DLR; TECK; ROK; PEG; ES; LHX; HLT; LUV; BXP; STLA; GAP; VLO; GWW; OMC; IVZ; APO; CNP; WF; MPC; KEY; SNN; PSO; CPRI; WOLF; L; HRL; M; SWK; FTS; TIMB; MHK; NUE; UGP; TPR; FERG; AJG; LNG; MSI; BFH; AEG; BWA; WEC; TT; BAP; CAG; MGA; HPQ; SM; AMP; BG; AMCR; IQV; GPC; RSG; FLS; TAP; WPM; CLX; GPN; CPAY; HIG; CBRE; VNO; BCH; KIM; AZO; MAC; DTE; SJM; LEN; ARE; ENLC; CCJ; BF-B; EFX; TSN; CLB; PVH; MKL; CNC; XYL; INVX; OII; BBWI; DOV; KMX; VMC; KT; SNDA; MKC; JWN; ICL; FNV; WES; PNR; BALL; AES; NBR; CHD; FET; WCN; WPC; AER; HOG; ESS; EMN; WLK; CQP; AEE; ETR; TXT; EW; MGM; GIB; GNW; FMC; TKC; PHI; ONIT; AWK; BSAC; ALB; GRMN; MUR; LH; RF; DINO; AMG; PII; DHI; ENOV; X; NLY; AA; RJF; LNC; EXR; AAP; ASX; BBY; CF; WHR; J; RMD; FRT; JNPR; WAT; RL; VEEV; HHH; STM; ERJ; SBS; TGI; CMS; ODV; BKD; KEX; MLM; ST; AU; VET; BTCM; IT; ATO; DVA; OI; RDY; SSB; UDR; TDG; EXPD; HOUS; NMM; EG; CNA; AMH; MTD; CCK; KGC; GGB; IHG; HP; KOS; CUK; URI; QGEN; CYH; MAA; WTRG; CE; RVTY; AG; IEX; EDU; AGI; ATI; JLL; LYV; DGX; CNX; HBI; NUS; SID; MD; UHS; PWR; HUBB; HR; BB; NRG; CDE; UNFI; SNA; IPG; ZWS; BIP; NFG; YELP; PB; UNM; TYL; FHN; TDC; WCC; DCI; ARMK; OGE; SUZ; CMA; STNG; RPM; THC; TDY; FBIN; VHI; NI; RTO; ALK; EBR; SEE; IRM; RNR; UAA; STE; PKG; JEF; CPT; RRX; RGA; GWRE; UGI; GTLS; TFX; KRC; BRO; SAFE; GME; GL; DRI; ALV; SLG; SPR; JHX; SUI; HLF; WEX; ACM; ATR; PNW; BR; WRB; SITC; WBS; MAS; GGG; VNCE; KSS; ROL; CPA; CAE; LDOS; LEA; BRX; VIPS; OIS; PHM; FTK; TX; PAAS; KBR; FNF; THS; TK; GIL; EPC; AGCO; OHI; HLX; CSTM; WU; CFR; RHI; ALLE; RES; WFG; RBA; NNN; ATHM; GNRC; WST; AROC; HXL; DXC; MPW; CIEN; DAR; FUN; TOL; CUZ; CNK; CADE; INGR; RS; AYI; AVY; CIB; ESI; CIG; CLH; NVR; KRG; VOYA; FLO; SBH; ITT; BF-A; CSL; HBM; KMT; VYX; MAN; HE; MSCI; AQN; UMC; STN; RYN; HUN; OC; AL; FL; SPNT; FNB; G; SF; TAC; CCU; GEL; AXS; SMC; HII; SIG; SON; PEB; SWX; HOMB; BIO; WSM; ARW; STWD; MSM; BVN; TTC; OSK; CRL; BDC; LEG; MRC; ELS; AIZ; KNX; HRB; COHR; AOS; DEI; LII; KODK; VMI; PBI; UI; MTZ; SNV; AVNT; PDI; NEU; BKH; DKS; BC; SSTK; CRS; ASR; FUL; PBF; ENS; CCO; SMG; TEX; BERY; TROX; IGT; EXP; SNX; SBSW; PDS; PAG; RLJ; OLN; WSO; AWI; CUBE; THO; RAMP; BEP; GPK; LAZ; GBCI; TMHC; ESNT; WAL; GFI; OMI; AXL; NYT; HRI; UIS; CMP; AFG; MTDR; DAN; TPX; IVR; WWW; REXR; FRO; R; GMED; AMPY; KYN; SLGN; EHC; TCS; SCI; LXU; HIW; MMS; USM; CXW; DECK; CW; SQM; WKC; TKR; CBT; STAG; BFAM; MTN; HPP; AEO; DLB; DPZ; POR; RBC; WTI; SKT; MOH; HAE; RITM; CHH; SAM; CRI; ORI; H; IPI; KMPR; BURL; WT; NVRI; NEA; ASB; NGL; FAF; IAG; ARR; TDS; EPAM; IDA; PRMB; ESRT; AN; BWXT; AKR; ALSN; ADC; TGNA; EPAC; BAK; KW; ASH; TISI; EPR; HL; POST; PRO; AKO-B; ALE; TPH; MTG; EME; MTX; VTOL; BAH; SHO; PRLB; RDN; CMC; WLY; BKU; TWO; BXMT; PBH; EVR; HEI-A; FR; NVGS; SR; DRH; APAM; CDP; SUN; JBL; RHP; MSA; MCY; UCB; NAD; MATV; B; EAT; SPB; CACI; SXT; TAL; LAD; TFII; MTH; VLRS; CVI; NJR; GEO; BANC; LXP; HEI; BOH; HI; AUB; DLX; VRE; THG; PRA; TNL; DK; TXNM; PFS; ALEX; IMAX; VAC; DNP; TTI; AIT; MODG; ASGN; UNF; WTM; OMF; FICO; PRIM; ORA; SKX; RNST; MDU; WTS; HMY; ITGR; CBU; CNO; NVG; FHI; RNG; FCN; AVA; EFXT; AKO-A; ABM; JKS; PRKS; MLI; GATX; SXC; EVTC; NHI; VSH; GDOT; PAC; TRNO; TPC; AAT; HNI; BGS; SSD; EBS; DBI; BYON; BCO; NZF; ARCO; HTH; TEO; DAC; PARR; GVA; ANF; ELME; RH; SCL; ABCB; MWA; MAIN; ATGE; PRI; NUV; GSL; ELP; ATS; KWR; AZZ; CLS; HLIO; GHC; TRN; CNS; KBH; KFY; JPC; KRO; GTN; LPX; AMBC; CNMD; XPO; SPXC; BDN; VRTS; FDP; NWN; ROG; PDM; TNC; CHE; MUX; BRC; CXT; AX; WMK; JOE; CMRE; FOR; LZB; TKO; SPH; TWI; NRP; CWT; NPO; NR; EXG; WOR; DSX; SOL; RWT; ABG; NAC; TREX; MEI; OXM; KAR; HY; IRT; PRG; SCS; RLI; EXK; AGO; AB; LCII; AIN; BMA; BYD; CIM; BBAR; TRC; WNS; BBDC; LRN; GES; GDV; NNI; PTY; FSM; ORC; BHLB; THR; AIR; SB; TR; ALX; HMN; NOAH; LITB; HASI; GEF; DDS; NAT; HTGC; HOV; BLDR; JBT; KOP; BKE; CLW; LTC; CHGG; PFSI; AWR; CPS; EVRI; TYG; MUSA; FBP; ESE; GPI; NX; USAC; DIN; UTF; GOF; GCO; IRS; CAL; MFA; RGR; DY; CSR; BHR; LNN; MANU; DSL; SFL; BTT; TBI; EMO; BCC; FSS; GBX; BZH; RC; GAB; MTW; UVV; SA; MUC; CPK; AGRO; USNA; MX; CGAU; BMI; FN; RVT; BFS; NGVC; MATX; NMZ; BHE; INN; TNK; UTI; MHO; ARCH; DKL; SXI; GRC; STC; TPL; VVI; UAN; HYT; AVD; SEM; MOD; ADX; NFJ; ARI; JFR; NBHC; TY; WGO; ETY; MG; CODI; ALG; CLDT; BH; CALX; FCF; BIO-B; QUAD; NRK; FIX; SMP; EGY; BDJ; OFG; ETV; MUI; EVT; PMT; CUBI; BXMX; EFC; TEN; MTRN; MQY; DX; GTY; USA; CTS; EIG; BBN; AMN; ETG; MYE; RQI; MMI; BTZ; FPF; PHK; TG; AWF; BPT; DQ; PHX; SRL; SQNS; STEW; NSP; HQH; DHT; ACP; UFI; MOV; PIPR; ASC; SBSI; CPAC; GFF; MYI; SUP; DLNG; ORN; RMAX; ACCO; WD; ETW; SAH; WNC; AORT; GPRK; UHAL; ABR; USPH; CBZ; ETD; GAM; MITT; JQC; SII; VMO; DCO; KAI; GLP; VHC; MHD; NL; CIA; NXP; IGR; BCX; UMH; BLX; PFLT; CYD; AHH; HCI; MUJ; FBMS; MMU; WSO-B; FFC; PML; EMD; CPF; WIW; NXDT; IIM; HZO; VGM; PEO; DHX; SRI; WLYB; SKE; CAPL; VKQ; BLE; AMRC; AOD; NGS; UTL; KNOP; AP; EVC; UHT; NKX; SPLP; BHK; GHM; EDD; BOE; IDT; SJT; MYD; PCN; IQI; WSR; BGY; RNP; TGLS; CATO; WHG; ACR; VVR; PBT; BFK; VCV; KFRC; BGB; MVF; RM; SBR; PAM; NPK; EOS; NXJ; SKY; AGX; PFN; BGR; MCS; HTD; AVK; MYN; CSV; IIIN; AIV; NBB; HIX; LEO; NQP; PLOW; FC; ETJ; KTF; MBI; GHY; BLW; CII; DPG; MUA; UVE; NIC; REX; HVT; TEI; NCV; BIT; LND; BFZ; EVN; ACRE; DSU; BTO; PPT; FRA; GIC; ASA; PDT; MXF; HIO; IGD; EOI; NAN; ISD; AGM; MHN; EBF; MPX; PKE; AFB; GBAB; MIN; SABA; DRD; MED; MIY; CULP; HPS; DSM; PNNT; PAR; HQL; IFN; BRW; FF; AWP; RMT; NCA; BKT; HPI; BME; CTO; OLP; NIE; OPY; EFR; VPG; BYM; GBLI; GNE; BUI; TDF; XIN; NCZ; GUT; DFP; ZTR; PMX; EFT; PMF; PMO; BNY; PHT; NUW; ETB; EOT; MHI; TRAK; TLYS; GHI; MMD; KIO; MAV; JRI; OIA; MLR; PMM; CRD-A; BXC; PCK; MVT; HYI; HPF; DBL; NXE; RCS; SRV; BGH; FCT; ARDC; PFL; SMBK; MUE; ETO; MQT; MFM; BGT; NTZ; CHMI; MMT; PCQ; MCR; CAF; ENZ; JPI; BKN; CRD-B; FOF; WIA; CEE; MCI; NOA; RFI; NPV; SOR; ASG; TSI; EMF; ODC; EHI; MLP; GF; NDP; VPV; FFA; SCM; EDN; TGS; LFT; PSF; SPXX; NXG; JOF; PZC; DMB; NNY; VTN; DHF; VBF; EARN; KFS; TTP; PIM; JRS; EDF; SGU; BSL; EOD; PVL; SCD; EQC; BWG; MSB; MPA; HYB; JHS; MHF; GGT; MSD; BBW; CBAN; FLC; BRT; FENG; LGI; IDE; PGP; CVLG; CCM; EVG; NAZ; KF; BGX; GRX; NIM; FT; SAR; CHN; ARL; MGF; SBI; WEA; CXE; JCE; TCI; BTA; LAAC; PAI; PFD; STK; HEQ; NMT; JHI; GDL; PHD; IGI; VOC; IIF; CRT; DMO; PCF; IHD; SPE; PNI; NMI; NC; IGA; MVO; NRT; SWZ; DTF; PFO; TWN; FMN; CMU; MPV; GNT; MCN; MXE; EVF; JLS; NXC; GDO; VGI; GRBK; JEQ; PCM; PNF; IAE; GCV; CXH; PGZ; AXR; VLT; RGT; EEA; JMM; FGB; NXN; FMY; EGF; PYN; EQS; HVT-A; NOM; CIF; MTR; BHV; CCRD; TVC; VATE
