date,symb
2011-01-03 00:00:00,XOM; BHP; WMT; BRK-B; JNJ; PG; SHEL; CVX; KO; TM; HSBC; BAC; SLB; JPM; PCG; IBM; TAK; TDW; DB; MT; BUD; ORCL; GOLD; SAN; WFC; GE; C; VALE; BRK-A; WIT; AMX; FCX; MUFG; NVS; DIS; OXY; T; IX; MRK; BP; PFE; TTE; ABEV; TEF; NEM; TEVA; RIO; MFG; RIG; UL; RTX; SAP; SMFG; PM; HMC; CVE; ODV; BSBR; RY; PBR; TSM; LYG; GS; COP; CCL; WDS; BNS; BA; HDB; GSK; UBS; TD; MCD; F; BTI; BCS; NOK; BBD; BB; DVN; UPS; MDT; CLF; BMY; NWG; MS; CRM; ENB; CRK; SU; CAT; CVS; PKX; EC; EQNR; SONY; ABT; E; NVO; AEM; INFY; DEO; HAL; IBN; CNQ; BTE; GM; OVV; UNH; BBVA; V; USB; SCHW; ITUB; MMM; HD; BRFS; AXP; TECK; AHT; BMO; NOG; ACN; SHG; CL; AIG; SO; DUK; SCCO; EMR; LLY; TFC; LVS; NKE; AU; NGG; UNP; SSL; PHG; KB; TMO; BLK; KGC; TRP; D; NOV; PLD; HES; FDX; NMR; EOG; BDX; TGT; MOS; CM; EBR; CB; MA; TS; MET; EPD; VRN; AMT; LUMN; LPL; NEE; ING; MO; SYK; YPF; KEP; DE; CNI; MFC; SPG; VIV; PUK; WELL; PNC; BK; BCE; FMX; O; FRO; CCJ; WPM; ICL; DD; ETN; DHR; VTR; GD; CHT; FMS; COF; APD; EQT; FTI; BN; PRU; TV; KMB; CX; CCI; HPQ; ET; ECL; GIS; X; FIS; ICE; WMB; SKM; BEN; DOC; KOF; PAAS; WF; ITW; FE; GLW; FTS; AFL; TRI; BVN; BSX; LOW; CDE; ELV; CMI; PSA; RELX; RCL; SRE; BAX; LMT; CP; EQR; BHC; TIMB; SUZ; GFI; WOLF; NSC; SLF; WM; K; STLA; IFF; FLG; RRC; AVB; TJX; SID; KT; MMC; ED; ADM; FLR; TLK; MTB; DLR; STT; CI; IAG; CRH; JNPR; NBR; ZBH; SYY; PPL; JCI; PEG; RCI; TRV; EIX; SPGI; GGB; TU; BSAC; TKC; AA; PH; WY; TPR; AON; FI; BXP; TEL; ARE; MCK; EL; IP; L; EW; BAP; PPG; PGR; WPP; KKR; SWK; YUM; NLY; AG; ES; ATI; BCH; PRGO; OKE; APH; NUE; DAL; AGI; LUV; RSG; FLUT; TAP; VNO; HMY; SNN; HL; STM; ASX; HBM; KIM; ETR; BG; CAH; EXPD; NOC; CBRE; PSO; PBA; IVZ; ROK; KEY; SM; LHX; ALL; LH; SHW; CNP; KR; UGP; CMG; CNX; AES; BWA; HIG; DG; MUR; OMC; HUM; WEC; MAC; GNW; GPN; FNV; AME; ARCH; VFC; GAP; AEG; COR; ALB; BX; GWW; MGA; CAG; INVX; TT; CTRA; VMC; AJG; CUK; HRL; PHI; HSY; LYB; MKL; CLX; KMX; ERJ; MLM; DTE; MSI; ESS; GPC; FERG; UDR; SJM; OI; SQM; BBY; WAT; JWN; DGX; IPI; AEE; RDY; AZO; BALL; MKC; TX; BF-B; J; MAA; FHN; CYH; RF; SBS; ST; TXT; MGM; M; RMD; BKD; WAB; WCN; VLO; FRT; AMP; DOV; QGEN; FLS; MCO; MUX; CQP; UMC; JEF; TDC; EDU; TAC; NMM; NFG; JLL; CCK; VET; HR; EFX; CIB; LEN; COHR; GRMN; RJF; AWK; STNG; CMA; ACM; MHK; RRX; TSN; CE; DFS; CMS; WU; CLB; RL; DHT; GIB; WTRG; FMC; AAP; CHD; PVH; STZ; TGI; CF; CPT; DHI; CGAU; CIG; KBR; EMN; LNC; SITC; ATO; OII; HOG; ALV; CNC; KSS; DLB; MTD; CAE; WHR; PNR; RBA; CNA; TRGP; AGCO; DRI; CIEN; RTO; NRG; STE; BRO; UNM; GDOT; MD; WPC; AMG; RVTY; SEE; PWR; BBWI; IHG; HP; UGI; DXC; DCI; DVA; RGA; IRM; SLG; SA; RNR; MSCI; EG; OGE; PB; CCU; LYV; LDOS; KRC; PNW; KNX; AER; CFR; THS; HHH; BAK; ATR; THC; IT; SF; IPG; WCC; KEX; SUI; CUZ; SSB; BFH; NNN; PDS; AVY; IEX; TDS; BIO; HUBB; RHI; CMP; MPW; UHS; SPR; IGT; KRG; AROC; MTG; OIS; ROL; HE; EXR; EPC; WBS; SOL; WRB; ARR; KMT; RYN; CLH; WLK; OC; USM; SNA; WTI; SAFE; LEA; G; UNFI; TK; TFX; DINO; AQN; CDP; INGR; CADE; ANF; RES; SON; MAN; OHI; RS; PRMB; MSM; NVR; CPAY; ELP; JHX; IVR; DAR; PBI; FNB; BIP; TDY; DECK; RPM; AXS; NI; SKE; DAN; BMA; SNDA; VRE; GL; OSK; MAS; JBL; BR; EXK; NAT; ELS; CCO; H; TDG; LAZ; NVRI; HUN; SMG; TEX; TROX; WEX; SNV; TKR; GGG; NEA; AKO-B; ENLC; ENOV; CRL; UIS; WKC; HLX; GIL; ARW; DEI; LEG; PEB; TOL; SWX; VHI; AEO; BF-A; OMI; BEP; ASB; AYI; GME; TEO; TPX; ATGE; TNK; HBI; STWD; HIW; DRH; WFG; HLF; CRS; ORA; ALK; BBAR; WSM; FLO; DKS; SLGN; AXL; PII; GTLS; PKG; VMI; CNK; SKT; OLN; SIG; CBT; CSL; SBH; EPR; HAE; AWI; R; IMAX; TTI; VSH; FSM; AIZ; ELME; BWXT; BANC; URI; BDC; SII; MODG; DDD; KYN; NYT; MTN; WLY; ADC; LII; EPAC; SKY; AKO-A; SHO; NRP; LNG; POR; VYX; WSO; EHC; ORI; NJR; WST; PHM; HXL; FNF; LXU; CMC; NAD; STN; HPP; AKR; BKH; IDA; FCN; CUBE; UAA; CXW; THO; NVG; FL; TTC; EBS; LRN; SR; ALE; GEL; JOE; EME; ABM; MCY; CPA; TRNO; AFG; TWI; GES; SNX; CACI; ITT; RBC; PDM; HRI; SXT; KRO; KMPR; DNP; CW; ENS; CHH; BOH; NZF; RAMP; MTZ; ONIT; CLS; TPC; THG; TAL; PFS; RHP; CALX; AN; TISI; NWN; SSD; GBCI; NVGS; TWO; BRC; RDN; ASR; MOH; BC; KFY; FHI; NUV; GSL; LXP; WWW; SPH; FAF; UTI; AVA; MATV; HRB; FBP; HI; BCO; GPK; MTX; NUS; ASH; GVA; AVNT; EVR; AIT; HNI; FOR; BAH; GEF; MSA; FUL; DSX; NHI; GRBK; CBU; FDP; SCI; NEU; NOAH; FTK; PAC; AIR; PAM; FR; GEO; DAC; AOS; ESE; SAM; UCB; MOD; TGNA; PRA; BYD; SKX; MDU; AUB; JKS; GATX; EXP; TYL; B; CHE; WTS; QUAD; KBH; AB; BZH; WTM; TFII; JPC; SPB; FUN; HOMB; PAG; GTY; CIM; MMS; CPS; BDN; CRI; ITGR; KW; TKO; NAC; CWT; TEN; EXG; UNF; IRS; MTH; TXNM; NX; FN; SPXC; NPO; SFL; ALX; BYON; TR; RNST; HEI-A; AGO; ROG; WAL; GHC; EAT; MLI; WMK; SCL; HLIO; MTRN; BHLB; TRC; DHX; CMRE; PRG; CSR; HEI; PRI; CNMD; EGY; DQ; CLW; CNS; RWT; ABCB; DLX; KOP; SB; BPT; ATS; KWR; GNRC; CXT; BFS; PTY; AIN; SCS; TNL; ACCO; GPRK; LPX; TNC; ASA; LTC; MUC; MFA; JBT; PBH; GOF; CPF; CNO; TYG; VVI; FICO; HTH; NRK; BHE; TRN; HOV; BMI; LNN; PRO; GDV; NR; TBI; MAIN; DX; MWA; BIO-B; AMRC; BKE; DBI; NMZ; UTF; JFR; LAAC; BDJ; CYD; RVT; WT; BBDC; WNS; UVV; ETY; NNI; AZZ; MATX; BH; GPI; ARI; HYT; AWR; GBX; FCF; HMN; MUI; DIN; NFJ; CLDT; BGS; PRIM; BXMX; CPK; SRL; ORN; CODI; DPZ; ADX; CVI; PBT; SUP; HTGC; KAR; SRI; MQY; AP; PIPR; GFF; BXMT; DY; WOR; MHO; WNC; PHX; XPO; MG; GAB; EVT; GCO; ETV; MTW; FIX; TY; BBN; USNA; GRC; OFG; LCII; PHK; NPK; RQI; SJT; BTZ; RLI; CIA; USA; FSS; NSP; AWF; MYI; VMO; CAL; UMH; ASGN; WGO; EFC; MEI; NXP; ABG; WIW; ETG; NL; STEW; MHD; LAD; ETW; ABR; TREX; AOD; SXI; TG; DDS; PMT; DCO; IGR; MUJ; LZB; OXM; EMD; BXC; EDD; CBZ; EIG; DK; VHC; VGM; CTS; ALG; JQC; UFI; MMU; GAM; VKQ; SEM; SBSI; IIM; BOE; BGY; IFN; PEO; SBR; GIC; WD; PML; ETD; WLYB; NOA; MBI; IQI; BLE; EDN; EVRI; NKX; WSR; MYD; BHK; IDT; ENZ; FFC; DRD; SAH; VRTS; GLP; USPH; ACR; NXDT; NXJ; UHT; AIV; MVF; KAI; MED; BFK; VCV; TPL; BGR; MYE; STC; AMN; MCS; VVR; VPG; AVD; CATO; NGS; BLX; NQP; BLDR; SMP; TEI; RNP; PCN; KFRC; MYN; PAR; AX; ETJ; UTL; SABA; AORT; WSO-B; NBB; LEO; AVK; PPT; HZO; PFN; EOS; PKE; MUA; CII; FBMS; MIN; HIX; KTF; IGD; HQH; EBF; OPY; EVN; PLOW; FRA; MHN; NAN; BLW; TGS; GHM; HTD; TDF; WHG; BFZ; NTZ; HIO; AFB; MIY; NCV; PDT; DSU; UHAL; BKT; MOV; EFR; EOI; DSM; BRW; HPS; PNNT; MXF; HPI; CTO; GBLI; KFS; NCA; EMF; BNY; GBAB; AWP; EFT; BYM; GTN; IIIN; SRV; CEE; RGR; CAF; EOT; NIE; NUW; PMX; PMO; PMF; BTO; GUT; MSB; ZTR; PMM; BGT; MPX; NCZ; WIA; NPV; OIA; MHI; OLP; MVT; ETB; HPF; RMT; RFI; MAV; HYI; MFM; FCT; PCK; MUE; PHT; RCS; ARL; MCR; MMT; MLR; EVC; FC; PFL; MQT; BME; EDF; JOF; FOF; CCM; GHI; MCI; AGM; PCQ; SMBK; VPV; ETO; PIM; EHI; CVLG; BKN; TRAK; CULP; NNY; MLP; IIF; HVT; EOD; FFA; PSF; VBF; VTN; JRS; PZC; REX; BSL; SPXX; EQC; TSI; SOR; BRT; BBW; DHF; AGX; CHN; SGU; HQL; MPA; XIN; MHF; KF; MVO; ASG; MSD; GF; EVG; NIM; CRT; JHS; MGF; IDE; NAZ; UVE; HYB; NRT; STK; SBI; CXE; NMT; SCD; FT; CSV; SAR; PAI; LGI; ODC; GDL; WEA; AXR; CBAN; FLC; PGP; TWN; BTA; TCI; IGI; JHI; NMI; PCF; PHD; IGA; PNI; PFD; DTF; HCI; MPV; IAE; MCN; FMN; GRX; CMU; SWZ; EVF; CRD-B; DMO; SPE; JCE; CRD-A; GGT; NXC; JLS; PFO; GDO; JEQ; MXE; PNF; CXH; JMM; EQS; GCV; NC; EEA; PCM; FMY; MTR; EGF; VLT; NXN; FGB; PYN; NOM; BHV; CIF; CCRD; HVT-A; TVC; VATE
2011-01-04 00:00:00,XOM; BHP; WMT; BRK-B; JNJ; PG; SHEL; CVX; TM; KO; HSBC; BAC; JPM; SLB; PCG; DB; IBM; TAK; TDW; MT; BUD; ORCL; SAN; GE; GOLD; WFC; C; VALE; BRK-A; WIT; AMX; FCX; MUFG; NVS; DIS; OXY; T; IX; BP; MRK; PFE; TTE; TEF; ABEV; TEVA; NEM; RIG; MFG; RIO; UL; RTX; SAP; PM; SMFG; CVE; HMC; ODV; BSBR; RY; TSM; PBR; LYG; GS; CCL; COP; WDS; BA; GSK; BNS; HDB; UBS; TD; BCS; F; BTI; NOK; MCD; CLF; BBD; BB; UPS; DVN; NWG; MDT; BMY; MS; CRM; ENB; PKX; CRK; CAT; CVS; SU; EC; SONY; EQNR; NVO; ABT; E; DEO; INFY; GM; AEM; CNQ; UNH; HAL; BTE; V; BBVA; OVV; USB; IBN; SCHW; MMM; ITUB; AXP; BRFS; HD; TECK; AHT; BMO; SHG; ACN; CL; NOG; SO; AIG; DUK; LVS; LLY; SCCO; EMR; TFC; NGG; NKE; UNP; AU; TMO; SSL; KB; BLK; PHG; D; TRP; KGC; NOV; PLD; HES; FDX; EBR; EOG; NMR; TGT; MA; CM; BDX; MOS; CB; EPD; MET; NEE; TS; AMT; LUMN; YPF; ING; LPL; VRN; MO; SYK; DE; MFC; KEP; CNI; VIV; PUK; SPG; WELL; PNC; FMX; BK; BCE; FRO; O; CCJ; ICL; DD; ETN; WPM; DHR; GD; VTR; CHT; COF; FMS; EQT; APD; PRU; BN; FTI; HPQ; KMB; TV; CX; CCI; GIS; ET; X; ECL; FIS; ICE; SKM; WMB; FE; BEN; DOC; WF; ITW; KOF; FTS; GLW; AFL; PAAS; TRI; STLA; BSX; ELV; RCL; CMI; BHC; RELX; BVN; LMT; LOW; SRE; TIMB; BAX; SUZ; PSA; WOLF; K; CP; SID; NSC; IFF; EQR; WM; SLF; CDE; MMC; FLG; TJX; RRC; GFI; AVB; ED; KT; ADM; TLK; MTB; SYY; PPL; DLR; IAG; CI; FLR; JNPR; STT; JCI; ZBH; PEG; NBR; AA; GGB; EIX; CRH; SPGI; TRV; RCI; TKC; TU; PH; BSAC; WY; AON; FI; TPR; MCK; TEL; EL; BXP; ARE; L; IP; EW; BAP; PGR; WPP; PPG; KKR; SWK; YUM; ES; NLY; PRGO; ATI; DAL; OKE; LUV; NUE; BCH; APH; AGI; FLUT; RSG; SNN; AG; VNO; TAP; ASX; HMY; STM; ETR; HBM; BG; NOC; CAH; PBA; KIM; PSO; EXPD; IVZ; LHX; KEY; LH; CBRE; ROK; HL; ALL; CNP; SM; SHW; CMG; AES; UGP; KR; HIG; CNX; DG; BWA; OMC; HUM; MUR; WEC; GNW; MAC; MGA; GPN; AME; AEG; ARCH; BX; GAP; VFC; GWW; COR; FNV; ALB; CUK; CAG; MSI; PHI; TT; AJG; HRL; CTRA; INVX; LYB; CLX; MKL; VMC; HSY; DTE; ERJ; KMX; FERG; OI; GPC; ESS; BBY; AEE; UDR; DGX; WAT; SJM; RDY; MLM; SQM; BALL; JWN; TX; IPI; BF-B; MKC; ST; J; FHN; RF; RMD; AZO; SBS; CYH; MGM; MAA; TXT; BKD; M; WCN; AMP; DOV; FRT; WAB; QGEN; VLO; MCO; CQP; FLS; UMC; JEF; TDC; EDU; TAC; NMM; MUX; NFG; CCK; JLL; HR; EFX; VET; CIB; LEN; CMA; STNG; GRMN; AWK; RRX; RJF; MHK; TSN; DFS; CE; CMS; COHR; ACM; WU; CLB; WTRG; CHD; TGI; RL; DHT; EMN; GIB; CGAU; STZ; FMC; LNC; CF; CIG; PVH; CPT; DHI; ATO; HOG; AAP; KSS; KBR; ALV; CNC; DLB; OII; SITC; RBA; MTD; CIEN; CAE; CNA; TRGP; WHR; PNR; DRI; AGCO; RTO; NRG; PWR; UNM; STE; MD; GDOT; BRO; WPC; SEE; RVTY; AMG; DVA; IHG; UGI; DXC; RGA; BBWI; HP; DCI; IRM; SLG; RNR; MSCI; EG; SA; OGE; LDOS; PB; PNW; KNX; AER; KRC; LYV; BAK; THC; THS; HHH; CCU; ATR; CFR; IT; KEX; WCC; BFH; SF; SUI; IPG; AVY; NNN; CUZ; TDS; PDS; HE; UHS; SSB; BIO; SOL; IEX; HUBB; MTG; RHI; SKE; IGT; SPR; CMP; AROC; MPW; EPC; ARR; KRG; EXR; WRB; WBS; RYN; WLK; KMT; OIS; ROL; USM; CLH; SNA; LEA; OC; G; UNFI; WTI; TK; TFX; CADE; SAFE; SON; AQN; CDP; DINO; NVR; RS; INGR; MAN; PBI; RES; ELP; OHI; BIP; ANF; CPAY; IVR; MSM; FNB; TDY; PRMB; DAN; JHX; NI; AXS; SNDA; BMA; GL; RPM; DECK; VRE; JBL; BR; OSK; MAS; CCO; DAR; NAT; TDG; NVRI; ELS; H; LAZ; SNV; CRL; WEX; TKR; NEA; HLX; WKC; SMG; HUN; GGG; TROX; ARW; GIL; AKO-B; EXK; ENOV; ENLC; TEX; VHI; UIS; LEG; DEI; TOL; AEO; BF-A; BEP; TEO; SWX; OMI; PEB; AYI; GME; ASB; TPX; TNK; STWD; ATGE; AXL; WFG; CRS; HIW; HBI; ORA; HLF; CNK; DRH; ALK; DKS; SLGN; BBAR; WSM; FLO; PKG; VMI; PII; VSH; CBT; CSL; OLN; URI; GTLS; SBH; SKT; SIG; FSM; EPR; R; AIZ; HAE; NYT; BANC; BWXT; IMAX; AWI; ELME; KYN; WLY; TTI; MODG; MTN; LII; AKO-A; SII; BDC; EPAC; DDD; POR; SKY; NRP; EHC; VYX; ORI; CMC; NJR; FNF; LNG; NAD; PHM; HXL; STN; WST; SHO; WSO; BKH; ADC; HPP; LXU; IDA; NVG; AKR; THO; FCN; UAA; TTC; CXW; LRN; EBS; CUBE; FL; TRNO; SR; ALE; JOE; MCY; EME; GEL; AFG; CPA; ABM; TWI; SNX; DNP; ITT; KRO; CACI; GES; HRI; KMPR; PDM; RBC; SXT; CW; NZF; ENS; BOH; MTZ; TAL; CLS; RAMP; TPC; THG; ONIT; CHH; AN; RHP; PFS; TISI; ASR; CALX; RDN; NVGS; NWN; GBCI; TWO; NUV; BRC; FHI; BC; SSD; KFY; MOH; LXP; FBP; GSL; FAF; AVA; MATV; SPH; HI; WWW; ASH; BCO; GPK; HRB; MTX; GRBK; NUS; AVNT; DSX; GEF; AIT; GVA; FOR; BAH; DAC; HNI; UTI; FTK; PAC; EVR; NHI; SCI; FUL; MSA; FDP; NEU; FR; UCB; CBU; AOS; PAM; MDU; GEO; AIR; BYD; PRA; JKS; ESE; WTS; TGNA; SAM; NOAH; TFII; TYL; GATX; MOD; CHE; AUB; EXP; FUN; WTM; B; AB; SKX; JPC; QUAD; KBH; BZH; SPB; PAG; KW; MMS; CIM; GTY; BDN; CRI; NAC; CPS; TEN; EXG; CWT; IRS; TKO; ITGR; TXNM; UNF; MTH; FN; SPXC; NPO; SFL; NX; AGO; ALX; BYON; HOMB; HEI-A; ROG; TR; GHC; RNST; HLIO; MLI; EAT; WMK; WAL; SCL; BHLB; CMRE; MTRN; HEI; PRI; PRG; DQ; CSR; CLW; EGY; CNMD; DHX; TRC; ATS; SB; RWT; DLX; ABCB; KOP; CNS; BPT; CPF; KWR; GNRC; PTY; SCS; BFS; CXT; ACCO; TNL; LPX; GPRK; AIN; MUC; TNC; ASA; GOF; LNN; LTC; MFA; NRK; PBH; TYG; CNO; JBT; HTH; FICO; GDV; HOV; TRN; PRO; BHE; VVI; BMI; AMRC; MWA; MAIN; DX; BIO-B; NMZ; UTF; TBI; NR; JFR; BDJ; WT; RVT; WNS; ETY; BKE; DBI; BH; BBDC; CYD; UVV; LAAC; HYT; MATX; DIN; AZZ; ARI; AWR; MUI; GPI; NNI; GBX; NFJ; HMN; FCF; CLDT; BGS; PRIM; BXMX; SRL; HTGC; ADX; KAR; ORN; DPZ; BXMT; CPK; SRI; CODI; MQY; PIPR; PBT; SUP; WOR; AP; GFF; CVI; DY; GAB; WNC; MHO; PHX; TY; ETV; EVT; BBN; MG; GRC; OFG; MTW; XPO; GCO; USNA; FIX; PHK; RQI; BTZ; SJT; NPK; USA; NSP; RLI; LCII; FSS; VMO; MYI; AWF; EFC; NXP; UMH; CAL; CIA; ABG; WIW; WGO; ASGN; MEI; ETG; STEW; NL; MHD; ETW; AOD; TREX; ABR; LAD; DCO; IGR; PMT; MUJ; SXI; TG; DDS; BXC; EMD; EDD; OXM; LZB; CBZ; EIG; VGM; MMU; DK; JQC; VHC; VKQ; UFI; GAM; CTS; ALG; IIM; BOE; BGY; SEM; SBSI; SBR; IFN; PEO; PML; WD; MBI; WLYB; IQI; NOA; EVRI; ETD; GIC; BLE; NKX; ENZ; MYD; EDN; WSR; BHK; FFC; GLP; VRTS; ACR; IDT; DRD; NXDT; NXJ; SAH; USPH; UHT; MVF; TPL; VCV; AIV; BFK; MYE; STC; KAI; VVR; BGR; MED; NQP; AVD; BLX; PCN; TEI; RNP; MCS; CATO; AMN; SMP; MYN; VPG; BLDR; KFRC; NGS; ETJ; PAR; UTL; AX; SABA; LEO; AVK; NBB; PFN; WSO-B; PPT; AORT; MUA; EOS; PKE; MIN; CII; FBMS; KTF; HIX; HQH; IGD; HZO; EVN; EBF; FRA; MHN; NAN; BLW; PLOW; OPY; TGS; TDF; HTD; WHG; NTZ; BFZ; HIO; GHM; MIY; NCV; AFB; PDT; DSU; BKT; DSM; EOI; EFR; UHAL; BRW; MXF; MOV; PNNT; HPS; HPI; BNY; GBAB; NCA; EMF; GTN; CTO; EFT; KFS; GBLI; AWP; BYM; CEE; RGR; CAF; NIE; EOT; PMX; SRV; IIIN; NUW; PMO; GUT; BTO; PMF; ZTR; PMM; MSB; OIA; NCZ; NPV; WIA; BGT; MHI; MPX; OLP; MVT; ETB; HPF; RMT; HYI; MAV; MFM; FCT; MUE; PCK; PHT; RCS; RFI; ARL; MCR; MMT; PFL; MLR; MQT; BME; FC; EDF; JOF; FOF; CCM; GHI; EVC; MCI; PCQ; SMBK; VPV; AGM; ETO; EHI; BKN; PIM; EOD; TRAK; NNY; IIF; CULP; CVLG; MLP; PSF; HVT; VBF; VTN; JRS; PZC; FFA; REX; BSL; AGX; SPXX; BRT; TSI; EQC; SOR; DHF; CHN; HQL; BBW; SGU; MPA; XIN; MHF; KF; ASG; MVO; MSD; GF; EVG; NIM; CRT; MGF; JHS; NAZ; UVE; IDE; STK; NRT; HYB; SBI; CXE; CSV; NMT; AXR; SCD; FT; PAI; SAR; LGI; GDL; WEA; TCI; PGP; ODC; CBAN; TWN; FLC; BTA; IGI; JHI; NMI; PHD; PCF; IGA; PNI; DTF; PFD; HCI; IAE; MPV; FMN; CMU; MCN; GRX; EVF; SWZ; SPE; DMO; GGT; JCE; CRD-A; CRD-B; NXC; JLS; PFO; GDO; JEQ; MXE; PNF; CXH; JMM; GCV; EQS; PCM; EEA; NC; FMY; EGF; MTR; VLT; NXN; FGB; PYN; NOM; BHV; CIF; CCRD; TVC; HVT-A; VATE
