date,symb
2015-01-02 00:00:00,XOM; BABA; BRK-B; CIVI; JNJ; WMT; PG; BUD; DIS; TM; WFC; JPM; KO; CVX; BRK-A; SHEL; NVS; PFE; GE; BAC; PCG; V; ORCL; MRK; HSBC; IBM; SLB; CVS; BMY; TSM; T; SAN; BA; HD; UNH; C; ABBV; RTX; PM; MA; MDT; AMC; IX; UL; SAP; BHP; ABEV; RY; ENB; TAK; COP; ABT; MUFG; TTE; HDB; BTI; NVO; TEVA; UPS; UNP; CRM; AXP; WIT; KMI; OXY; BP; TD; BHC; MMM; GSK; LLY; MCD; AMX; TDW; DB; NKE; USB; GS; DEO; SCHW; TMO; SMFG; MS; LYG; ACN; AHT; BNS; CCL; CL; ET; MO; BLK; DUK; D; TEF; NEE; MFG; NGG; PUK; BBDO; EPD; BCS; EOG; UBS; CB; CNI; AMT; SPG; FDX; IBN; BRFS; F; HMC; SO; RIO; LMT; TFC; BMO; BDX; WDS; CAT; BBVA; TJX; NOK; MPLX; CP; SYK; LOW; NWG; WELL; CVE; WMB; TRP; LVS; FCX; PLD; E; GD; HAL; FIS; DAL; DVN; SU; KMB; AIG; BBD; EQNR; GM; EMR; ECL; CI; PNC; COF; TGT; SRE; O; ELV; INFY; DHR; FMX; CM; SPGI; KEP; RELX; BCE; MCK; BN; ING; MET; APD; MMC; EQT; MT; LUV; CCI; PPG; BK; NOV; PHG; VTR; PSA; ITW; ICE; MFC; DD; JCI; SONY; PRU; ETN; CNQ; BSBR; PSX; GIS; NCLH; IFF; VFC; LUMN; ZBH; FI; DE; SHW; RCL; NSC; BSX; SHG; HES; TRV; PRGO; PKX; KR; BEN; ADM; VALE; CMG; AON; ZTS; NOC; ITUB; FMS; SSL; WY; HCA; NEM; IP; EIX; SKM; BAX; STT; WM; DOC; TU; AVB; EQR; NMR; CTRA; TV; OKE; KKR; HUM; GOLD; ED; PPL; LYB; MTB; SCCO; TEL; EL; MCO; CHT; VIV; LNG; STZ; COTY; CMI; DLR; K; COR; BX; EC; SYY; GLW; RIG; ALL; FE; TLK; APH; PEG; CAH; OVV; SLF; LPL; WPP; ES; WAB; BXP; LC; PH; TRGP; NOW; TRI; DG; FTI; FLUT; APTV; AFL; AR; DFS; CNC; KOF; STLA; RRC; SNN; EW; HPQ; CRH; CX; PBA; BTE; HLT; WEC; TS; HSY; PGR; KB; MOS; M; YUM; RCI; MGA; MAC; SWK; FTS; WES; FLG; AME; AEM; TAP; BAP; IVZ; HRL; ARE; GPC; GAP; LHX; VNO; DTE; CNP; IQV; OMC; KIM; VLO; CBRE; MPC; RSG; BBWI; GWW; CPAY; KEY; AMCR; XPRO; AZO; VRN; ROK; KMX; AMP; DBRG; ETR; YPF; BFH; GPN; ESS; MHK; CRK; HIG; AJG; CLX; BG; CAG; FERG; QSR; MSI; FLR; AA; TT; SYF; BALL; TSN; EFX; BF-B; BWA; JWN; AEE; LEN; NUE; CPRI; PBR; MKL; EXR; VIPS; AWK; L; PSO; AAP; CHD; FNV; WPC; VTLE; WPM; CNH; ASX; CQP; XYL; VMC; ENLC; FRT; SJM; APO; MKC; CMS; UGP; LH; TKC; TXT; CFG; PHI; GIB; ST; NLY; TIMB; AEG; WHR; HBI; GRMN; TDG; RMD; BKD; CF; AER; UDR; DHI; WCN; SNDA; BCH; JLL; KT; WLK; PVH; LNC; ATO; RF; ALK; AES; WAT; RJF; RDY; DOV; URI; HOG; ERJ; EMN; PII; IT; FLS; BB; TPR; CCJ; MTD; IRM; ICL; UAA; UHS; MLM; HHH; MAA; DVA; DGX; CYH; PNR; ALB; AMG; TECK; HR; WF; LYV; RL; SUI; MGM; EG; BBY; CCK; JNPR; UGI; KEYS; STM; STE; WTRG; AXTA; SNA; KRC; IHG; ALLY; MD; BSAC; NI; CUK; AMH; X; OII; EXPD; CPT; SSB; CE; SEE; ESI; IPG; DINO; RPM; ARMK; PNW; SLG; NBR; PKG; RVTY; MUR; IEX; INVX; FET; BIP; ENOV; FHN; FMC; NOG; KNX; TGI; TFX; CTLT; WOLF; OHI; CNA; ANET; CLB; QGEN; SPR; VET; RHI; FNF; THC; TDY; RGA; SIG; ALV; ATI; OGE; KEX; BRX; HUBB; SITC; TYL; NNN; WRB; HOUS; ZWS; UNM; UNFI; NFG; DRI; LEA; SUZ; BR; NRG; DDD; RNR; THS; ALLE; EPC; PEB; VEEV; INGR; J; CNX; CMA; BRO; TDC; RRX; AYI; GL; HE; GWRE; FBIN; HP; PWR; MAS; ROL; WFG; FL; WBS; OI; SM; MPW; RBA; RTO; WEX; AU; KSS; PB; ELS; GGG; ACM; GNK; DCI; NVR; ATR; LEG; ATHM; DXC; JHX; SBSW; PHM; KOS; TK; CAE; AQN; CUZ; BF-A; SAFE; WU; VOYA; GIL; KRG; EBR; WCC; HII; YELP; WST; CSL; GNW; WSM; CNK; LDOS; AVY; UMC; CUBE; RLJ; HBM; SBS; GPK; NMM; DEI; FTK; MSCI; GFI; AROC; CFR; AL; HLX; CLF; JEF; SMC; CIB; FUN; VNCE; CRL; SWX; KGC; CIG; BERY; EDU; STNG; FSK; FNB; AXS; NEU; SBH; TOL; HRB; HXL; STWD; SON; SF; OIS; BDC; G; PDI; BURL; ARW; PGRE; MOH; CADE; PAAS; LII; HPP; ITT; DPZ; HUN; MSM; SNX; BEP; AGI; DAR; BC; R; FLO; POR; AOS; BAH; AIZ; CCO; HIW; TTC; GME; AVNT; SNV; ASR; CIEN; MMS; REXR; GNRC; BIO; SCI; DNOW; RYN; PBI; STN; STAG; WSO; WAL; AGCO; OSK; GMED; RS; AXL; BKH; IVR; AKR; LAZ; IDA; SUN; BFAM; SAM; EPAM; OC; CXW; SMG; MTN; TROX; VYX; CLH; DAN; BTCM; PAG; OUT; CMP; RES; EHC; GEL; FAF; CW; IVT; SLGN; AFG; HOMB; MTDR; ESNT; SKT; AG; CRI; ALSN; CSTM; IGT; H; NEA; SKX; EXP; ESRT; CPA; THO; EPR; MAN; TKR; WKC; ASH; AN; BVN; DLB; CHH; AVAL; KYN; PBF; SHO; GGB; CCU; SPNT; DRH; OMI; VMI; RITM; DECK; TPX; NJR; DKS; RHP; ADC; KW; GBCI; ASB; EAT; ALE; SQM; ENS; VAC; TAC; OMF; JBL; RDN; ARES; GEO; SR; TAL; LAD; CDP; KMT; AVNS; FR; ARR; CDE; FUL; MTX; COHR; TWO; GCI; USM; TX; W; AWI; SXT; TGNA; SSTK; MTG; BXMT; KN; AEO; RBC; HRI; UIS; SPB; MCY; WLY; TXNM; OLN; NAD; CRS; TDS; BBAR; WWW; TMHC; KBR; HEI-A; DLX; EME; CACI; THG; NYT; HI; HLF; AVA; NEP; IPI; CBT; TNL; HAE; KMPR; ORI; LXP; DNP; NHI; BMA; TISI; NGL; WT; OGS; PRMB; TFII; KODK; ONIT; RH; HNI; FICO; MSA; UCB; VHI; BWXT; PAC; UNF; AAT; HUBS; LXU; HL; NVG; MTZ; TEX; PBH; FHI; UI; PRLB; CVI; B; BOH; TRNO; XPO; NOMD; ITGR; POST; BKU; HEI; ELME; WTM; IAG; GATX; ATGE; TEO; PDS; PRA; WMS; EVR; PRI; IMAX; GHC; WTS; AUB; MTUS; ABCB; NZF; ORA; MLI; SID; CHE; NUS; TNET; BAK; PFS; ABG; PAYC; ROG; FRO; CMC; GTLS; FSM; ALEX; CBU; NVRO; EFXT; EBS; AIT; ABM; VRE; EPAC; VSH; KWR; ASGN; MATV; CNO; RNST; BANC; APAM; TPH; GVA; NVRI; MODG; FCN; NVGS; DK; NWN; NUV; CLS; FDP; BDN; JPC; MWA; MUSA; PDM; RYAM; CTRE; DAC; CNS; MRC; ELP; NAC; ODV; GBX; KFY; RAMP; SSD; ATS; AB; EVTC; TPC; PRO; TRN; ALX; CNMD; MTH; VTOL; MDU; MMI; SXC; IRT; BGS; AZZ; CWT; KAR; MAIN; HLIO; AWR; CIM; RLI; RNG; AKO-B; AMBC; TNC; MC; SCS; CLW; DBI; RWT; NPO; ANF; QTWO; TREX; AGO; DDS; HTH; PRIM; CMRE; NOAH; LTC; EXG; SPH; HMY; MEI; GDOT; AX; BYON; ORC; WTI; GPI; KBH; AIN; IRS; BYD; PRG; DIN; NNI; LPX; JOE; NAT; DY; GDV; MFA; INN; VLRS; HASI; LADR; WMK; CPS; TCS; BCC; SPXC; UTF; JBT; HMN; GSL; USNA; AKO-A; CXT; CLDT; PTY; LCII; BRC; BCO; MATX; CPK; BKE; BTT; AIR; TNK; CAL; LZB; BHLB; VRTS; CGAU; PARR; PRKS; GOF; RC; WNS; HTGC; ESE; TR; JKS; SEM; GCO; VVX; GTN; BFS; KRO; EMO; GEF; MUC; TKO; NMZ; FSS; TTI; NR; CSR; LNN; SXI; TYG; OEC; PFSI; THR; MANU; DSL; TPL; HY; FBP; SCL; FOR; DKL; BMI; BLDR; SFBS; NX; SFL; BHE; STC; BBDC; TRC; ADX; BHR; RQI; WOR; ETY; AMN; CHGG; AGRO; ARI; PIPR; TY; RVT; SA; PHX; GAB; LITB; BBN; VVI; WK; MOD; TEN; NRK; EVT; MTW; OXM; FFWM; ASPN; ETV; HYT; FCF; MTRN; GLOB; DX; TWI; CALX; BDJ; NFJ; GRC; SMP; HQH; MQY; MUI; JFR; ARCO; TBI; GES; BXMX; MHO; FN; ACCO; PMT; USA; BIO-B; FPF; BZH; NBHC; EVRI; UVV; CVEO; STEW; EXK; ENVA; GTY; CUBI; OFG; CODI; MITT; DHT; USAC; PHK; EFC; NRP; QUAD; MUX; MG; BTZ; ETG; MYI; HOV; ALG; FIX; BH; SBSI; TSLX; BOOT; UFI; UHAL; USPH; WGO; MHD; DSX; HRTG; PAM; CAPL; KOP; AMPY; UTI; BSIG; SAH; LRN; NSP; BPT; RMAX; CCS; AWF; VMO; WD; IGR; CTS; TSE; GAM; ABR; ACP; DHX; SUP; MX; NXP; ETW; WLKP; MYE; BLX; AORT; IBP; SRL; GFF; NXDT; IIM; MUJ; KAI; ETD; WNC; FFC; PML; HZO; UMH; MMU; BLE; EIG; NGVC; WSO-B; ORN; UTL; PFLT; CATO; CBZ; EGY; UHT; NKX; AHH; JQC; GLP; UAN; VGM; RNP; TG; BWLP; AIV; WLYB; VKQ; ASC; MYD; CMCM; CIA; CYD; RGR; MCS; CPF; DLNG; WSR; IDT; THQ; FBMS; UVE; CPAC; WIW; IQI; AOD; SII; NIC; BCX; KFRC; VCV; EMD; SOL; DCO; BHK; REX; BFK; TGLS; GRBK; HTD; SRI; MVF; SB; AGX; PLOW; AP; PCN; EOS; EVC; HCI; SPLP; PEO; DQ; FPI; NXJ; NBB; WHG; BOE; SJT; AVD; ATEN; EVN; MUA; MOV; MYN; ACR; NL; KNOP; PFN; NQP; KTF; DPG; LEO; CTO; SQNS; VVR; BGB; PDT; BGY; CVLG; IIIN; BST; IFN; LPG; NGS; EDD; CII; RYI; GIC; BFZ; SKE; ETJ; DIAX; CSV; HQL; MED; HIX; BME; BGR; MHN; GHM; GHY; ARCH; EOI; GBAB; AVK; NCV; HPS; FC; BIT; BLW; NAN; AFB; CIO; BTO; MIY; HPI; OLP; AMRC; SBR; PBT; PPT; NCA; IGD; GPRK; DSM; BUI; NPK; DSU; GUT; ISD; CULP; FRA; PAR; BYM; ACRE; NIE; MIN; BBW; HIO; AWP; TEI; PMF; DFP; PKE; BNY; JRI; MBI; SABA; ENZ; GBLI; VPG; PMX; RMT; PMO; SKY; SMBK; TDF; MAV; NUW; BKT; EOT; TGS; MMD; ETB; CAF; AGM; NCZ; BRW; ZTR; HPF; PHT; OIA; DBL; ASA; MVT; PNNT; MHI; PMM; EDN; LND; OPY; CRD-A; MPX; EFR; MLR; HVT; PCK; MXF; EBF; PCQ; MUE; TPVG; MQT; PFL; EFT; NXE; RCS; FF; ETO; MFM; BKN; KIO; TRAK; LAAC; JGH; RFI; CHMI; HYI; KFS; FOF; GHI; MCR; JPI; NPV; MMT; CRD-B; BGH; CCM; FCT; MCI; SOR; VPV; TLYS; ARDC; JRS; TSQ; PZC; BGT; WIA; FFA; DMB; PSF; EARN; TSI; SRV; RM; LFT; ASG; SPXX; NNY; TTP; EHI; SGU; EMF; VHC; VBF; VTN; MLP; EOD; JOF; ODC; SCD; GNE; MPA; CBAN; EQC; PIM; STK; MHF; IIF; NXG; SCM; DHF; NAZ; BWG; EDF; NDP; BSL; FLC; GF; JHS; BXC; HYB; NIM; ARL; GRX; FT; PFD; CEE; DRD; JCE; SBI; MSD; TCI; CXE; BGSF; GGT; CHN; NTZ; BTA; IDE; MGF; XIN; EVG; MSB; BRT; LGI; PNI; WEA; SAR; DMO; PAI; NMT; BGX; PGP; NMI; KF; IGI; HEQ; PFO; NOA; FENG; DTF; FMN; JHI; IGA; GDL; PCF; NXC; CMU; MPV; SPE; PHD; MCN; IHD; SWZ; NC; GDO; TWN; GGZ; JLS; VGI; PNF; EVF; GNT; NMS; PVL; PGZ; CXH; MXE; JEQ; PCM; CRT; MVO; GCV; IAE; NRT; JMM; FGB; VLT; NXN; EEA; RGT; EGF; FMY; PYN; EQS; VOC; NOM; MTR; AXR; CIF; BHV; HVT-A; CCRD; TVC; VATE
2015-01-05 00:00:00,XOM; BABA; BRK-B; JNJ; WMT; CIVI; PG; DIS; TM; BUD; KO; WFC; JPM; CVX; BRK-A; SHEL; NVS; PFE; GE; PCG; BAC; ORCL; V; MRK; HSBC; IBM; CVS; SLB; BMY; T; TSM; BA; SAN; HD; UNH; C; PM; ABBV; RTX; MDT; MA; IX; AMC; UL; SAP; ABEV; TAK; RY; BHP; ABT; ENB; MUFG; HDB; COP; TTE; BTI; NVO; TEVA; UPS; UNP; WIT; CRM; AXP; KMI; TD; OXY; BHC; BP; MMM; LLY; GSK; MCD; AMX; NKE; USB; DB; TDW; GS; DEO; TMO; AHT; ACN; SCHW; SMFG; LYG; MS; CCL; BNS; CL; MO; D; DUK; NEE; MFG; BLK; NGG; ET; TEF; PUK; BBDO; UBS; BCS; SPG; CB; EPD; EOG; AMT; CNI; FDX; IBN; BRFS; HMC; SO; BDX; F; LMT; RIO; BMO; WDS; TFC; TJX; WELL; CAT; NOK; BBVA; SYK; MPLX; LOW; CP; NWG; PLD; CVE; LVS; TRP; WMB; GD; HAL; FCX; FIS; DAL; KMB; E; BBD; DVN; AIG; SU; GM; O; EMR; ECL; CI; EQNR; TGT; SRE; COF; PNC; DHR; INFY; ELV; CM; FMX; MCK; SPGI; KEP; RELX; BCE; BN; MMC; CCI; MET; APD; LUV; VTR; ING; PSA; EQT; ICE; MT; BK; PPG; ITW; PHG; NOV; MFC; ZBH; JCI; DD; SONY; BSX; GIS; PRU; BSBR; NCLH; VFC; ETN; IFF; SHW; FI; LUMN; DE; RCL; PSX; CNQ; NSC; SHG; PRGO; TRV; KR; PKX; HES; AON; CMG; BEN; VALE; ADM; ZTS; FMS; ITUB; NOC; WY; NEM; EIX; SKM; DOC; IP; AVB; HCA; EQR; STT; WM; BAX; TU; SSL; NMR; KKR; TV; GOLD; STZ; ED; CTRA; HUM; DLR; EL; CHT; OKE; PPL; TEL; MCO; MTB; COTY; VIV; LNG; COR; LYB; SCCO; SYY; BX; K; LPL; GLW; CMI; ALL; TLK; CAH; FE; APH; PEG; BXP; SLF; ES; RIG; WPP; NOW; WAB; EC; OVV; DG; LC; FLUT; TRI; PH; FTI; AFL; TRGP; CNC; DFS; APTV; KOF; SNN; EW; STLA; HPQ; CRH; CX; HSY; WEC; AR; PGR; M; MAC; HLT; RRC; PBA; MOS; YUM; RCI; KB; MGA; FTS; AEM; TS; SWK; ARE; TAP; FLG; GAP; VNO; GPC; HRL; AME; BAP; IVZ; WES; DTE; LHX; BTE; KIM; IQV; OMC; RSG; AMCR; CNP; CBRE; BBWI; MPC; XPRO; GWW; AZO; VLO; KEY; ETR; CPAY; KMX; ROK; ESS; AMP; DBRG; BFH; MHK; GPN; CLX; AJG; FERG; CAG; HIG; BG; YPF; VRN; QSR; MSI; SYF; VIPS; TT; BF-B; EFX; BALL; FLR; TSN; LEN; AEE; JWN; EXR; FNV; BWA; AA; NUE; CPRI; MKL; CRK; AWK; L; CHD; AAP; PSO; WPC; WPM; ASX; FRT; VMC; SJM; PBR; CQP; TKC; LH; APO; ENLC; CNH; CMS; MKC; XYL; TXT; UGP; PHI; GIB; NLY; CFG; ST; RMD; BKD; TDG; UDR; TIMB; WHR; CF; HBI; AEG; GRMN; AER; VTLE; DHI; WCN; SNDA; KT; BCH; JLL; WAT; ALK; LNC; ATO; PVH; WLK; AES; RF; RJF; RDY; PII; HOG; DOV; IRM; BB; ERJ; IT; ICL; EMN; TPR; MTD; FLS; MAA; CCJ; UAA; HR; DVA; UHS; DGX; SUI; MLM; HHH; CYH; ALB; AMG; PNR; TECK; LYV; URI; EG; RL; AXTA; KEYS; KRC; WF; MGM; JNPR; CCK; BBY; STE; UGI; ALLY; MD; WTRG; STM; SNA; IHG; BSAC; CUK; NI; AMH; CPT; OII; EXPD; X; SLG; SEE; PNW; SSB; PKG; CE; RPM; ESI; IPG; CTLT; ARMK; RVTY; BIP; OHI; IEX; ANET; DINO; NBR; FMC; FHN; TGI; INVX; NOG; TFX; MUR; KNX; QGEN; SPR; ENOV; CNA; SIG; WOLF; RHI; FNF; NNN; FET; BRX; THC; RGA; CLB; TDY; OGE; SITC; KEX; ALV; WRB; TYL; HOUS; DRI; UNFI; HUBB; SUZ; VET; ATI; NFG; UNM; BR; ZWS; THS; LEA; RNR; PEB; ALLE; EPC; VEEV; NRG; DDD; BRO; INGR; AU; HE; MPW; TDC; FBIN; RRX; GL; J; AYI; WFG; GWRE; ROL; CMA; FL; HP; MAS; CNX; RTO; PWR; WBS; RBA; KSS; SBSW; ELS; NVR; OI; GGG; PB; WEX; GNK; LEG; DCI; SAFE; AQN; SM; BF-A; PHM; CAE; ATHM; KRG; DXC; ATR; ACM; JHX; WU; CUZ; KOS; GIL; VOYA; HII; GFI; WSM; WST; CSL; WCC; UMC; EBR; CNK; GNW; TK; CUBE; YELP; RLJ; LDOS; AVY; DEI; GPK; FUN; MSCI; SBS; HBM; KGC; NMM; CRL; EDU; AROC; BERY; CFR; AL; FTK; SWX; FSK; JEF; AXS; HLX; TOL; CIB; NEU; AGI; STWD; FNB; PAAS; SBH; CIG; HXL; STNG; BDC; G; SON; HRB; VNCE; SMC; CLF; PGRE; SF; HPP; PDI; LII; ARW; DPZ; OIS; BEP; MOH; BURL; DAR; CADE; GME; BC; HIW; MSM; POR; FLO; BAH; AOS; R; SNX; CIEN; HUN; REXR; AIZ; RYN; BIO; ITT; AVNT; TTC; MMS; GNRC; STAG; SNV; SCI; SAM; ASR; GMED; AKR; STN; PBI; WSO; IVR; CXW; BKH; WAL; AG; IDA; EPAM; OSK; AXL; MTN; SUN; DNOW; OC; LAZ; AGCO; BFAM; CMP; OUT; SMG; PAG; RS; EHC; VYX; CLH; IVT; SKT; TROX; SLGN; BVN; DAN; SKX; FAF; AFG; ESNT; CCO; CW; NEA; IGT; BTCM; ESRT; GEL; THO; EPR; CRI; CPA; HOMB; CSTM; H; ALSN; RES; WKC; MAN; ASH; AN; SHO; TKR; EXP; CHH; SPNT; DLB; OMI; DRH; MTDR; KW; AVAL; RITM; VMI; DECK; ADC; RHP; KYN; CCU; DKS; W; PBF; GGB; EAT; TPX; CDE; ENS; NJR; ALE; GEO; SQM; TAC; ARES; CDP; VAC; GBCI; OMF; TAL; ASB; RDN; FR; JBL; SR; GCI; ARR; LAD; FUL; TWO; AVNS; COHR; AEO; KMT; SSTK; BXMT; SXT; AWI; TGNA; MTG; NAD; TXNM; MTX; RBC; TX; MCY; WLY; UIS; KN; SPB; OLN; WWW; NEP; DLX; BBAR; KBR; CACI; HRI; NYT; HI; AVA; THG; CRS; HAE; TDS; HEI-A; EME; TMHC; USM; LXP; CBT; KMPR; TNL; NHI; IPI; ORI; DNP; HL; RH; PAC; OGS; TFII; PRMB; AAT; TISI; FICO; HNI; BMA; NVG; VHI; IAG; HUBS; MSA; KODK; UCB; WT; BWXT; UNF; MTZ; PBH; HLF; FHI; UI; NGL; ONIT; LXU; ITGR; NOMD; TRNO; ATGE; ELME; B; HEI; CVI; BKU; GHC; BOH; TEX; TEO; XPO; PRLB; PRA; WTM; POST; EVR; IMAX; PRI; WMS; AUB; NZF; GATX; ABCB; FSM; WTS; MTUS; FRO; MLI; CHE; ORA; PFS; TNET; NUS; ALEX; VRE; EFXT; ABM; ABG; EBS; PDS; SID; ROG; NVRO; PAYC; CBU; VSH; AIT; KWR; ASGN; RNST; TPH; CMC; EPAC; BAK; BANC; GVA; MATV; MODG; CNO; APAM; NUV; GTLS; RYAM; FCN; BDN; JPC; MWA; CLS; PDM; NVRI; NWN; MUSA; FDP; CTRE; DK; CNS; NAC; ODV; NVGS; KFY; SSD; RAMP; MRC; ATS; CNMD; DAC; ELP; EVTC; ALX; GBX; TPC; AB; PRO; IRT; MTH; SXC; MMI; TRN; MDU; VTOL; KAR; HMY; CIM; CWT; MAIN; BGS; AWR; AZZ; CLW; RLI; AMBC; AKO-B; HLIO; RNG; RWT; SCS; LTC; MC; QTWO; DBI; TNC; NPO; ANF; AGO; DDS; TREX; PRIM; SPH; MEI; AX; EXG; BYON; NOAH; HTH; GDOT; ORC; CMRE; GPI; AIN; IRS; KBH; PRG; BYD; DIN; DY; NAT; INN; MFA; JOE; LPX; HASI; NNI; GSL; WMK; VLRS; LADR; CLDT; GDV; CPS; HMN; BCC; AKO-A; WTI; PTY; USNA; CGAU; UTF; SPXC; CXT; JBT; TCS; LCII; BTT; BKE; BRC; CAL; MATX; CPK; LZB; BCO; AIR; TNK; PARR; BHLB; RC; GOF; WNS; VRTS; HTGC; PRKS; ESE; TR; BFS; GCO; MUC; GTN; SEM; NMZ; JKS; KRO; TKO; CSR; GEF; EMO; FSS; PFSI; MANU; OEC; LNN; SXI; TPL; VVX; DSL; TYG; NR; HY; FBP; FOR; DKL; THR; SCL; BHR; BLDR; SFBS; STC; BMI; NX; TTI; BBDC; BHE; SA; TRC; RQI; ADX; SFL; ETY; ARI; AGRO; AMN; WK; WOR; TY; VVI; PIPR; CHGG; LITB; BBN; RVT; NRK; GAB; MOD; EVT; FFWM; ASPN; DX; OXM; ETV; HYT; BDJ; NFJ; TEN; MQY; FCF; MUI; MTRN; CALX; ARCO; MTW; SMP; GLOB; PHX; HQH; JFR; TWI; GRC; TBI; GES; EXK; FN; MHO; BXMX; MUX; PMT; BIO-B; GTY; ACCO; USA; EVRI; BZH; NBHC; FPF; CUBI; ENVA; STEW; CODI; UVV; MITT; PHK; OFG; EFC; MYI; BTZ; MG; DHT; USAC; BH; ALG; QUAD; TSLX; ETG; BOOT; FIX; HOV; NRP; USPH; UFI; CVEO; MHD; SBSI; CAPL; WGO; UTI; PAM; DSX; NSP; UHAL; SAH; BSIG; HRTG; KOP; ABR; VMO; BPT; AWF; LRN; CCS; IGR; WD; DHX; RMAX; ACP; CTS; NXP; GAM; AMPY; SUP; MX; WLKP; ETW; AORT; IIM; MUJ; IBP; TSE; NXDT; BLX; GFF; MYE; SRL; PML; KAI; UMH; ETD; FFC; MMU; NGVC; BLE; WNC; HZO; EIG; CMCM; PFLT; WSO-B; UHT; GLP; AHH; UTL; UAN; EGY; CATO; NKX; VGM; ORN; CBZ; JQC; RNP; AIV; BWLP; VKQ; TG; CYD; MYD; RGR; WSR; IDT; ASC; WLYB; UVE; SII; IQI; WIW; CPF; FBMS; MCS; CPAC; NIC; THQ; AOD; VCV; CIA; BCX; KFRC; DCO; EMD; BHK; BFK; TGLS; DLNG; SRI; HTD; MVF; SOL; AGX; PLOW; REX; PCN; AP; GRBK; SB; HCI; NXJ; EOS; NBB; FPI; EVC; PEO; EVN; SPLP; WHG; MUA; BOE; AVD; SJT; MOV; MYN; ACR; NQP; KTF; LEO; DQ; ATEN; PFN; CTO; KNOP; CVLG; SQNS; VVR; DPG; NL; BGB; PDT; BGY; IFN; IIIN; BST; CII; BFZ; EDD; NGS; GIC; SKE; ETJ; RYI; CSV; DIAX; MED; HQL; LPG; GBAB; MHN; HPS; HIX; GHY; BME; NCV; AVK; BIT; GHM; BGR; FC; AFB; EOI; NAN; ARCH; CIO; BLW; OLP; MIY; HPI; PBT; AMRC; DSM; NCA; PPT; BTO; SBR; IGD; BUI; DSU; CULP; FRA; GUT; BYM; ISD; NPK; GPRK; PAR; MIN; ACRE; BBW; SMBK; NIE; PMF; DFP; GBLI; HIO; TEI; BNY; MBI; PKE; JRI; PMX; PMO; MAV; SABA; NUW; TDF; BKT; RMT; VPG; AWP; EOT; MMD; ENZ; CAF; DBL; SKY; HPF; ETB; ASA; ZTR; BRW; AGM; PHT; NCZ; MVT; OIA; PNNT; MHI; LND; PMM; TGS; MPX; HVT; PCK; OPY; EFR; CRD-A; EDN; MLR; EBF; NXE; PCQ; MUE; MXF; MQT; TPVG; EFT; PFL; RCS; MFM; BKN; KIO; ETO; FF; TRAK; JGH; CHMI; RFI; LAAC; GHI; CCM; KFS; HYI; NPV; JPI; TLYS; BGH; FOF; CRD-B; MCI; MCR; FCT; MMT; VPV; ARDC; SOR; JRS; PZC; BGT; WIA; TSQ; DMB; PSF; FFA; LFT; TSI; EARN; RM; SRV; NNY; ASG; SPXX; SGU; EHI; EMF; VTN; VBF; MLP; TTP; MPA; EOD; JOF; VHC; ODC; EQC; SCD; CBAN; PIM; GNE; SCM; MHF; STK; IIF; NAZ; DHF; BWG; NXG; EDF; BSL; FLC; NDP; DRD; JHS; NIM; BXC; HYB; ARL; GF; GRX; FT; NTZ; PFD; SBI; XIN; CXE; CEE; TCI; CHN; MSD; BGSF; BTA; JCE; MGF; GGT; MSB; BRT; IDE; EVG; PNI; LGI; WEA; DMO; SAR; PAI; NMT; BGX; NMI; PGP; KF; IGI; PFO; HEQ; NOA; DTF; FMN; FENG; JHI; GDL; IGA; PCF; NXC; CMU; MPV; SPE; PHD; MCN; IHD; SWZ; TWN; NC; GDO; JLS; GGZ; VGI; PNF; EVF; NMS; GNT; PGZ; CXH; JEQ; PCM; MXE; MVO; GCV; PVL; CRT; IAE; NRT; JMM; FGB; VLT; NXN; EEA; EGF; RGT; FMY; PYN; EQS; VOC; NOM; MTR; AXR; CIF; BHV; HVT-A; CCRD; TVC; VATE
