Price,Close,High,Low,Open,Volume
Ticker,HSBC,HSBC,HSBC,HSBC,HSBC
Date,,,,,
1999-07-16,17.755687713623047,17.827211128380842,17.6305217377969,17.773568567312495,231400
1999-07-19,17.791446685791016,18.220587108362857,17.594757325445585,18.202706257422363,158200
1999-07-20,17.415950775146484,17.666282716473024,17.380189069242693,17.666282716473024,79400
1999-07-21,17.451717376708984,17.505359950612803,17.27290879702959,17.415955660773108,75200
1999-07-22,17.415950775146484,17.451712481050276,17.3444273633389,17.43383162809838,33500
1999-07-23,16.468265533447266,16.736478327151616,16.37886126887915,16.736478327151616,114700
1999-07-26,16.593435287475586,16.664958715438843,16.378865003585815,16.39674586057663,46000
1999-07-27,17.201379776000977,17.23714148031699,16.879524437156885,16.96892869794691,82400
1999-07-28,16.84376335144043,16.98681017395797,16.593431412034732,16.736478234552273,93100
1999-07-29,16.45038604736328,16.843764844148055,16.45038604736328,16.843764844148055,65600
1999-07-30,17.237146377563477,17.237146377563477,17.02257609070584,17.237146377563477,82900
1999-08-02,17.91661834716797,18.11330777014087,17.308669221615364,17.308669221615364,73700
1999-08-03,18.02389907836914,18.09542248741029,17.845090555766273,18.09542248741029,97300
1999-08-04,18.274229049682617,18.30999075036693,17.898731192497358,18.095420546261067,64500
1999-08-05,17.648406982421875,17.66628784056009,17.16562381268997,17.541121833592562,192800
1999-08-06,16.915287017822266,17.201380667172327,16.87952531165351,17.111976401750432,110200
1999-08-09,16.79012680053711,16.879531096599607,16.75436508211211,16.80800765974961,52900
1999-08-10,16.48614501953125,16.48614501953125,16.20005139663266,16.30733650521963,67500
1999-08-11,16.80800437927246,16.80800437927246,16.557672399155635,16.664957533491418,46500
1999-08-12,17.290786743164062,17.487476147688163,17.272905888207326,17.487476147688163,70200
1999-08-13,17.34442901611328,17.451714144048005,17.165620469555414,17.165620469555414,55200
1999-08-16,17.326534271240234,17.41593847284622,17.237130069634247,17.344415111561432,53000
1999-08-17,17.34442901611328,17.451714144048005,17.30866730680171,17.451714144048005,36800
1999-08-18,17.359350204467773,17.558466838721316,17.26884264344344,17.52226381431158,36000
1999-08-19,17.938589096069336,17.992893603928277,17.667066556774646,17.667066556774646,69300
1999-08-20,18.318721771240234,18.354924778693277,18.10150372652197,18.10150372652197,52300
1999-08-23,18.499738693237305,18.789362782368222,18.427332670954574,18.427332670954574,105400
1999-08-24,18.4454345703125,18.4454345703125,18.010998427341452,18.39113005244112,119000
1999-08-25,17.8842830657959,18.535937104630566,17.866181564717156,18.463531100315603,137700
1999-08-26,17.938589096069336,18.39112666156049,17.920487593449693,18.39112666156049,89700
1999-08-27,17.703266143798828,18.137702122787754,17.685164644674288,18.010991628915985,88100
1999-08-30,17.938589096069336,18.192010132744382,17.920487593449693,18.10150261964615,97400
1999-08-31,18.02910041809082,18.101506443866285,17.77567932787669,18.01099891164695,51000
1999-09-01,17.84807586669922,17.86617736352143,17.72136538894375,17.86617736352143,81200
1999-09-02,17.57655906677246,17.594660569415893,17.377442537694712,17.57655906677246,41400
1999-09-03,17.8842830657959,17.8842830657959,17.75757255824471,17.811877061480935,88300
1999-09-07,17.8842830657959,18.029095074425825,17.848080063638417,18.029095074425825,21900
1999-09-08,17.739482879638672,17.79378741906614,17.630873800783743,17.66707682706872,25900
1999-09-09,18.13770866394043,18.173911675245698,18.047201135677252,18.173911675245698,74300
1999-09-10,18.173913955688477,18.173913955688477,18.029101892296538,18.173913955688477,82200
1999-09-13,17.84807586669922,17.884278860343642,17.72136538894375,17.84807586669922,75400
1999-09-14,17.54034996032715,17.63085744206258,17.504146967632973,17.63085744206258,59200
1999-09-15,17.015411376953125,17.14212188720703,16.798193359375,17.14212188720703,118500
1999-09-16,16.94300651550293,16.979209520877934,16.798194494002903,16.94300651550293,58400
1999-09-17,17.413646697998047,17.44984970568619,17.1783271480251,17.1783271480251,54200
1999-09-20,17.286937713623047,17.286937713623047,17.105922659030135,17.23263319724517,41100
1999-09-21,16.743894577026367,17.033518699439796,16.725793069375527,17.033518699439796,50900
1999-09-22,17.051616668701172,17.087819676490348,16.76199260638778,16.76199260638778,97000
1999-09-23,16.671489715576172,17.015418385061455,16.653388206655894,17.015418385061455,33700
1999-09-24,16.798200607299805,17.015418718601097,16.743896079474485,16.979215700050883,44700
1999-09-27,17.305038452148438,17.48605349871903,17.28693694749138,17.305038452148438,66700
1999-09-28,16.78009796142578,17.015417566062823,16.725793437278774,16.979214549964816,86900
1999-09-29,16.54477310180664,16.67148361790363,16.454265590308793,16.454265590308793,79600
1999-09-30,16.816299438476562,16.816299438476562,16.61718286816091,16.61718286816091,58400
1999-10-01,16.743894577026367,16.816300607629724,16.562879500517973,16.816300607629724,28500
1999-10-04,17.142126083374023,17.196430601061586,16.87060349493621,16.87060349493621,55300
1999-10-05,16.816299438476562,17.03351751518455,16.798197932084232,16.87060395765356,61400
1999-10-06,17.1240291595459,17.232638223982764,17.033521605848513,17.05162311658799,30400
