Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MDB,MDB,MDB,MDB,MDB,MDB
Date,,,,,,
2017-10-19 00:00:00+00:00,32.06999969482422,32.06999969482422,34.0,29.100000381469727,33.0,11508500
2017-10-20 00:00:00+00:00,30.68000030517578,30.68000030517578,33.369998931884766,30.100000381469727,33.369998931884766,2358700
2017-10-23 00:00:00+00:00,30.5,30.5,31.329999923706055,30.190000534057617,30.510000228881836,749400
2017-10-24 00:00:00+00:00,30.56999969482422,30.56999969482422,30.920000076293945,30.43899917602539,30.459999084472656,420700
2017-10-25 00:00:00+00:00,31.0,31.0,31.100000381469727,29.8799991607666,30.5,1219400
2017-10-26 00:00:00+00:00,31.100000381469727,31.100000381469727,31.729999542236328,30.729000091552734,31.68000030517578,605200
2017-10-27 00:00:00+00:00,30.889999389648438,30.889999389648438,31.290000915527344,30.0,31.010000228881836,549500
2017-10-30 00:00:00+00:00,29.850000381469727,29.850000381469727,30.690000534057617,29.59000015258789,30.690000534057617,727800
2017-10-31 00:00:00+00:00,30.479999542236328,30.479999542236328,30.68000030517578,29.799999237060547,29.799999237060547,318100
2017-11-01 00:00:00+00:00,29.799999237060547,29.799999237060547,30.56999969482422,29.70199966430664,30.3700008392334,432000
2017-11-02 00:00:00+00:00,29.950000762939453,29.950000762939453,30.459999084472656,29.660999298095703,29.719999313354492,313400
2017-11-03 00:00:00+00:00,29.6299991607666,29.6299991607666,30.170000076293945,29.350000381469727,29.889999389648438,229200
2017-11-06 00:00:00+00:00,30.610000610351562,30.610000610351562,30.719999313354492,29.360000610351562,29.6299991607666,304800
2017-11-07 00:00:00+00:00,29.809999465942383,29.809999465942383,30.889999389648438,29.709999084472656,30.610000610351562,279000
2017-11-08 00:00:00+00:00,29.8799991607666,29.8799991607666,29.989999771118164,29.40999984741211,29.690000534057617,241300
2017-11-09 00:00:00+00:00,29.219999313354492,29.219999313354492,29.899999618530273,29.010000228881836,29.700000762939453,204700
