I dati rappresentano:


time: Indica il periodo di tempo per cui sono validi i dati (ad esempio, "2020-01-08 12:00:00" significa che i dati coprono il periodo dal 2020-01-08 12:00:00 al 2020-01-08 16:00:00).

open: Il prezzo di apertura dell'azione all'inizio del periodo.

high: Il prezzo massimo raggiunto dall'azione durante il periodo.

low: Il prezzo minimo raggiunto dall'azione durante il periodo.

close: Il prezzo di chiusura dell'azione alla fine del periodo.

tick_volume: Il numero di tick (transazioni) durante il periodo. 
Questo non rappresenta il volume reale ma il numero di cambiamenti di prezzo.
Indica il numero di cambiamenti di prezzo durante questo periodo.

spread: La differenza tra il prezzo di acquisto (bid) e il prezzo di vendita (ask) dell'azione.

real_volume: Il volume reale di scambi (può essere 0 se non disponibile o non applicabile).


(1672704000, 129.79, 130.87, 124.14, 125.3, 50603, 6, 0)
(1672790400, 126.7, 128.62, 125.05, 125.78, 52637, 6, 0)
(1672876800, 125.63, 127.7, 124.72, 124.75, 49868, 6, 0)
(1672963200, 126.89, 130.25, 124.86, 129.56, 49310, 6, 0)
(1673222400, 131.08, 133.39, 129.98, 130.18, 48235, 6, 0)
(1673308800, 131.16, 131.18, 128.09, 130.25, 50260, 6, 0)
(1673395200, 131.03, 133.16, 130.43, 133.12, 46200, 6, 0)
(1673481600, 132.71, 134.19, 131.43, 133.09, 53431, 6, 0)
(1673568000, 132.36, 134.89, 131.91, 134.56, 47728, 6, 0)
(1673913600, 135.15, 137.26, 134.18, 135.76, 19820, 6, 0)
(1674000000, 137.28, 138.57, 135.08, 135.16, 23650, 6, 0)
(1674086400, 134.68, 136.21, 133.73, 135.44, 22990, 6, 0)
(1674172800, 134.48, 137.86, 134.19, 137.51, 17591, 6, 0)
(1674432000, 139., 143.28, 138.92, 141.08, 48567, 6, 0)
(1674518400, 141.13, 143.11, 140.9, 142.39, 48802, 6, 0)
(1674604800, 139.8, 142.4, 138.78, 141.64, 50311, 6, 0)
(1674691200, 143.69, 144.02, 141.87, 143.64, 50044, 6, 0)
(1674777600, 144.1, 147.19, 143.91, 146.39, 49298, 6, 0)
(1675036800, 144.58, 145.27, 142.86, 143.08, 49653, 6, 0)
(1675123200, 143.32, 144.05, 142.25, 144.01, 47727, 6, 0)
(1675209600, 142.84, 146.58, 141.33, 145.49, 53309, 6, 0)
(1675296000, 149.09, 151.12, 148.13, 150.19, 52404, 6, 0)
(1675382400, 149.48, 157.35, 148.95, 154.77, 59425, 6, 0)
(1675641600, 152.73, 153.07, 150.76, 151.75, 51713, 6, 0)
(1675728000, 152.21, 155.2, 151.33, 155.17, 56557, 6, 0)
(1675814400, 154.08, 154.55, 151.13, 151.82, 53077, 6, 0)
(1675900800, 153.67, 154.27, 150.39, 151.29, 52475, 6, 0)
(1675987200, 150.03, 151.32, 149.32, 150.99, 52269, 6, 0)
(1676246400, 151.29, 154.23, 150.99, 153.56, 19368, 6, 0)
(1676332800, 151.32, 153.73, 150.84, 153.48, 33902, 6, 0)
(1676419200, 153.58, 155.47, 153.07, 154.81, 22124, 6, 0)
(1676505600, 153.82, 156.3, 153.65, 153.88, 24437, 6, 0)
(1676592000, 152.94, 152.96, 150.83, 152.18, 23952, 6, 0)
(1676937600, 150.38, 151.26, 148.37, 148.67, 47830, 6, 0)
(1677024000, 148.76, 149.91, 147.13, 148.47, 52765, 6, 0)
(1677110400, 149.66, 150.03, 147.2, 149.44, 50322, 6, 0)
(1677196800, 146.92, 147.12, 145.69, 146.32, 49465, 6, 0)
(1677456000, 148.1, 149.13, 147.42, 147.79, 18052, 6, 0)
(1677542400, 146.95, 149.05, 146.86, 147.79, 17994, 6, 0)
(1677628800, 146.71, 147.18, 144.98, 145.35, 21981, 6, 0)
(1677715200, 144.5, 146.67, 143.87, 145.84, 19453, 6, 0)
(1677801600, 147.91, 150.93, 147.79, 150.79, 17284, 6, 0)
(1678060800, 154.19, 156.27, 153.43, 153.8, 47088, 6, 0)
(1678147200, 153.39, 154., 151.1, 151.55, 52329, 6, 0)
(1678233600, 152.67, 153.44, 151.81, 152.9, 49688, 6, 0)
(1678320000, 153.42, 154.5, 150.19, 151., 50564, 6, 0)
(1678406400, 149.85, 150.91, 147.57, 148.22, 57862, 6, 0)
(1678665600, 149.15, 153.07, 148.09, 150.67, 63899, 6, 0)
(1678752000, 151.73, 153.37, 150.11, 151.78, 53667, 6, 0)
(1678838400, 151.34, 153.2, 149.88, 151.8, 59909, 6, 0)
(1678924800, 152.1, 156.35, 151.59, 155.87, 53776, 6, 0)
(1679011200, 155.3, 156.71, 154.25, 155.32, 54481, 6, 0)
(1679270400, 154.88, 157.76, 154.12, 157.34, 50940, 6, 0)
(1679356800, 158.1, 159.34, 156.51, 159.2, 47353, 6, 0)
(1679443200, 159.56, 162.1, 158.64, 158.72, 52198, 6, 0)
(1679529600, 159.21, 161.52, 157.64, 159.1, 53961, 6, 0)
(1679616000, 158.28, 160.03, 157.83, 159.88, 53396, 6, 0)
(1679875200, 159.67, 160.74, 157.84, 158.39, 46399, 6, 0)
(1679961600, 157.71, 157.81, 155.95, 157.51, 44980, 6, 0)
(1680048000, 159.86, 160.97, 159.32, 160.65, 43316, 6, 0)
(1680134400, 161.89, 162.44, 161.25, 162.22, 43689, 6, 0)
(1680220800, 162.98, 164.92, 162.22, 164.63, 43850, 6, 0)
(1680480000, 165.45, 166.07, 164.28, 165.92, 44329, 6, 0)
(1680566400, 166.12, 166.81, 165.08, 165.43, 46198, 6, 0)
(1680652800, 164.65, 165.01, 161.77, 163.76, 46044, 6, 0)
(1680739200, 162.03, 164.92, 162., 164.36, 44347, 6, 0)
(1681084800, 161.49, 161.91, 160.06, 161.72, 15284, 6, 0)
(1681171200, 162.02, 162.07, 160.49, 160.81, 12729, 6, 0)
(1681257600, 161.55, 162.01, 159.76, 159.94, 20513, 6, 0)
(1681344000, 162.21, 165.76, 162.21, 165.37, 13837, 6, 0)
(1681430400, 164.95, 166.29, 163.8, 164.93, 18844, 6, 0)
(1681689600, 165.05, 165.35, 164.04, 165.19, 44896, 6, 0)
(1681776000, 165.92, 167.38, 165.62, 166.42, 45020, 6, 0)
(1681862400, 165.86, 168.14, 165.79, 167.36, 43279, 4, 0)
(1681948800, 166.87, 167.84, 165.53, 166.22, 44411, 6, 0)
(1682035200, 165.47, 166.42, 164.47, 165.03, 45605, 6, 0)
(1682294400, 164.69, 165.57, 163.86, 165.15, 43467, 6, 0)
(1682380800, 165.91, 166.27, 163.71, 164.09, 45200, 4, 0)
(1682467200, 163.55, 165.26, 163.24, 163.88, 45614, 4, 0)
(1682553600, 165.68, 168.51, 165.36, 168.42, 43579, 4, 0)
(1682640000, 168.49, 169.83, 167.86, 169.35, 45706, 4, 0)
(1682899200, 169.41, 170.43, 168.62, 169.49, 44761, 4, 0)
(1682985600, 170.16, 170.29, 167.52, 168.63, 46152, 4, 0)
(1683072000, 170.21, 170.91, 167.14, 167.39, 49480, 4, 0)
(1683158400, 164.85, 167.02, 164.29, 165.78, 48496, 4, 0)
(1683244800, 172.21, 174.28, 172.19, 173.63, 45687, 4, 0)
(1683504000, 172.65, 173.82, 172.16, 173.59, 14658, 4, 0)
(1683590400, 173.03, 173.1, 171.8, 171.88, 11534, 4, 0)
(1683676800, 173.84, 173.9, 171.89, 173.51, 20560, 4, 0)
(1683763200, 173.14, 174.55, 172.15, 173.69, 15805, 4, 0)
(1683849600, 173.8, 173.84, 170.98, 172.55, 15970, 4, 0)
(1684108800, 172.91, 173.02, 171.45, 172.07, 13197, 4, 0)
(1684195200, 172.4, 173.11, 171.77, 172.12, 14220, 4, 0)
(1684281600, 171.5, 172.9, 170.41, 172.85, 16443, 4, 0)
(1684368000, 173.13, 175.09, 172.56, 174.88, 16704, 4, 0)
(1684454400, 175.84, 176.27, 174.92, 175.19, 19435, 0, 0)
(1684713600, 174.33, 174.69, 173.43, 174.2, 44209, 4, 0)
(1684800000, 172.83, 173.35, 171.26, 171.77, 45309, 4, 0)
(1684886400, 171.77, 172.4, 170.51, 171.9, 46155, 4, 0)
(1684972800, 172.16, 173.87, 171.66, 173.14, 47710, 4, 0)
(1685059200, 173.47, 175.75, 173.36, 175.39, 44642, 4, 0)
(1685404800, 177.96, 178.95, 176.57, 177.05, 48619, 4, 0)
(1685491200, 178.06, 179.33, 177.26, 177.51, 48732, 4, 0)
(1685577600, 177.55, 180.03, 176.91, 179.79, 47062, 4, 0)
(1685664000, 181.37, 181.4, 179.24, 180.99, 46523, 4, 0)
(1685923200, 183.38, 184.93, 178.01, 179.36, 51395, 4, 0)
(1686009600, 178.2, 179.68, 177.41, 179.19, 47505, 4, 0)
(1686096000, 180.31, 181.19, 177.29, 177.65, 49726, 4, 0)
(1686182400, 178.21, 180.81, 177.46, 180.5, 46049, 4, 0)
(1686268800, 181.69, 182.21, 180.6, 180.98, 46620, 4, 0)
(1686528000, 181.79, 183.66, 180.95, 183.57, 15686, 4, 0)
(1686614400, 183.86, 184.07, 182.42, 183.34, 21088, 4, 0)
(1686700800, 183.31, 184.36, 182., 183.47, 22925, 4, 0)
(1686787200, 184.38, 186.49, 183.94, 186.02, 18836, 4, 0)
(1686873600, 185.26, 186.09, 184.64, 184.79, 19324, 4, 0)
(1687219200, 185.73, 186.07, 184.49, 185.18, 46145, 4, 0)
(1687305600, 185.31, 185.38, 182.57, 184.1, 47614, 4, 0)
(1687392000, 184.58, 186.85, 184.48, 186.84, 45502, 4, 0)
(1687478400, 186.01, 187.54, 184.99, 186.6, 45613, 4, 0)
(1687737600, 186.95, 188.02, 185.4, 185.5, 19368, 4, 0)
(1687824000, 186.24, 188.37, 186.03, 188.08, 15485, 4, 0)
(1687910400, 188.05, 189.87, 187.58, 188.78, 18814, 4, 0)
(1687996800, 189.81, 190.02, 188.92, 189.24, 17854, 4, 0)
(1688083200, 191.66, 194.42, 191.52, 194.32, 14512, 4, 0)
(1688342400, 193.32, 193.62, 191.75, 192.44, 7603, 4, 0)
(1688515200, 192.15, 192.95, 190.6, 191.3, 13588, 4, 0)
(1688601600, 189.77, 191.9, 189.2, 191.63, 14136, 4, 0)
(1688688000, 191.29, 192.63, 190.23, 190.83, 12752, 4, 0)
(1688947200, 189.05, 189.49, 187.02, 188.59, 45102, 4, 0)
(1689033600, 188.55, 189., 186.58, 187.92, 44460, 4, 0)
(1689120000, 190.15, 191.68, 188.45, 189.79, 44011, 4, 0)
(1689206400, 190.34, 191.17, 189.76, 190.85, 42354, 4, 0)
(1689292800, 190.24, 191.16, 189.61, 190.37, 44682, 4, 0)
(1689552000, 192.69, 194.3, 192.12, 194.06, 42855, 4, 0)
(1689638400, 192.95, 194.23, 192.39, 194.12, 44040, 4, 0)
(1689724800, 193., 198.19, 192.63, 194.94, 46879, 4, 0)
(1689811200, 195.85, 196.43, 192.48, 193.19, 46363, 0, 0)
(1689897600, 194.63, 194.95, 191.31, 191.95, 45334, 4, 0)
(1690156800, 194.43, 194.88, 192.27, 192.28, 16777, 4, 0)
(1690243200, 193.29, 194.42, 193.08, 193.82, 12076, 4, 0)
(1690329600, 193.49, 195.62, 193.31, 194.19, 19093, 4, 0)
(1690416000, 196.8, 197.18, 192.56, 193.14, 21840, 4, 0)
(1690502400, 195.28, 196.6, 195.03, 195.76, 16753, 4, 0)
(1690761600, 195.57, 196.47, 195.24, 196., 44188, 4, 0)
(1690848000, 196.38, 196.71, 195.26, 195.73, 43451, 4, 0)
(1690934400, 194.17, 194.25, 191.83, 192.66, 45791, 4, 0)
(1691020800, 191.29, 192.35, 190.82, 191.41, 47327, 4, 0)
(1691107200, 184.97, 187.35, 182.05, 182.23, 48871, 4, 0)
(1691366400, 180.53, 181.18, 177.36, 178.97, 19969, 4, 0)
(1691452800, 178.92, 180.22, 177.56, 179.95, 18637, 4, 0)
(1691539200, 180.26, 180.27, 177., 178.23, 20012, 4, 0)
(1691625600, 179.57, 180.74, 177.59, 177.88, 27121, 4, 0)
(1691712000, 177.38, 178.59, 176.54, 177.91, 20515, 4, 0)
(1691971200, 178.24, 179.67, 177.68, 178.95, 46570, 4, 0)
(1692057600, 179.17, 179.28, 177.03, 177.32, 46048, 4, 0)
(1692144000, 177.14, 178.51, 176.68, 176.7, 48153, 4, 0)
(1692230400, 177.24, 177.26, 173.46, 174.61, 48160, 4, 0)
(1692316800, 172.86, 175.02, 172.32, 174.35, 50004, 4, 0)
(1692576000, 174.76, 176.11, 173.71, 175.95, 46271, 4, 0)
(1692662400, 176.55, 177.66, 176.25, 177.21, 45676, 4, 0)
(1692748800, 178.92, 181.53, 178.65, 181.08, 44161, 4, 0)
(1692835200, 179.71, 180.24, 176.01, 176.43, 47203, 4, 0)
(1692921600, 177.96, 179.13, 175.8, 178.52, 51356, 4, 0)
(1693180800, 179.97, 180.56, 178.54, 180.01, 46696, 4, 0)
(1693267200, 179.98, 184.88, 179.96, 183.98, 44896, 4, 0)
(1693353600, 185.43, 187.76, 184.75, 187.44, 45644, 4, 0)
(1693440000, 187.78, 189.1, 187.47, 188.36, 44488, 4, 0)
(1693526400, 188.98, 189.47, 188.26, 189.37, 45957, 4, 0)
(1693872000, 187.77, 189.96, 187.58, 189.75, 43479, 4, 0)
(1693958400, 187.84, 187.88, 181.44, 182.7, 47095, 4, 0)
(1694044800, 175., 178.19, 174.94, 178., 48151, 4, 0)
(1694131200, 179.17, 180.21, 177.78, 177.96, 46158, 4, 0)
(1694390400, 179.81, 179.98, 177.34, 179.3, 16542, 4, 0)
(1694476800, 179.74, 179.83, 174.81, 176.3, 20232, 4, 0)
