date,symb
2012-01-03 00:00:00,XOM; WMT; SHEL; CVX; JNJ; PG; BRK-B; CIVI; KO; IBM; BHP; BUD; TM; TDW; GE; PCG; SLB; TAK; PFE; HSBC; JPM; GOLD; PM; WFC; BRK-A; NVS; T; ODV; DIS; MRK; ORCL; DB; ABEV; OXY; SAN; BP; TTE; UL; AMX; NEM; SAP; MCD; MUFG; GSK; BTI; IX; TSM; CVE; COP; VALE; BMY; RTX; BA; RY; TEF; WIT; ENB; FCX; TEVA; V; C; TD; MT; UNH; CVS; KMI; BNS; SMFG; MDT; RIO; ABT; HMC; UPS; EQNR; DEO; BAC; BTE; MFG; EC; CAT; HDB; PBR; HD; WDS; MA; NVO; E; BBD; BRFS; CCL; RIG; DVN; BSBR; DUK; USB; AXP; UBS; SO; LLY; CLF; CL; ACN; BCS; BBVA; D; SU; CNQ; MMM; NGG; PKX; UNP; NKE; BMO; HAL; CRM; TRP; F; GS; SPG; MO; NOG; EPD; VIV; CRK; TFC; CB; NEE; EOG; NOV; LVS; AMT; CNI; ITUB; SSL; BLK; AHT; INFY; FMX; WELL; AU; BCE; MS; EMR; CM; VRN; NOK; PLD; OVV; SCHW; BHC; SHG; NWG; FDX; BDX; TMO; VTLE; DE; LYG; FMS; SYK; PUK; TGT; EQT; WMB; O; IBN; PNC; GM; SONY; LUMN; TS; FTI; AEM; SCCO; TECK; KMB; TJX; CHT; VTR; HES; PSA; PHG; KEP; GIS; ECL; DHR; FE; RRC; DOC; KOF; ING; EBR; GD; ET; KGC; COF; MOS; MET; YPF; LMT; DLR; ELV; ETN; APD; ED; CCI; DD; NSC; MMC; KB; AVB; ICE; EQR; WPM; AIG; SRE; SPGI; FIS; OKE; TU; LOW; MFC; CP; EL; PRGO; LPL; CI; PRU; BAX; FTS; JCI; RELX; PPL; BN; BK; K; RCI; CTRA; BEN; ITW; TV; CDE; EIX; IFF; SYY; TRV; PEG; ADM; WM; BXP; CRH; HUM; TPR; FLUT; ZBH; CMG; GFI; BB; BVN; YUM; NMR; MCK; ICL; AFL; MTB; CMI; IAG; TLK; AON; IP; PBA; SKM; STT; WY; ES; VFC; AG; TIMB; FI; TRI; PH; CNP; PSO; SM; DG; SWK; PPG; GLW; BSX; L; NBR; ARE; FLR; HPQ; NLY; KT; PGR; BSAC; TEL; FLG; KKR; GWW; BAP; WEC; EW; BCH; CAH; ETR; KR; CCJ; UGP; SLF; WF; NUE; AGI; SHW; WPP; HSY; HMY; NOC; ROK; RSG; PAAS; SNN; VNO; ATI; CAG; MAC; FNV; CX; MSI; TAP; TKC; AJG; KIM; APH; COR; DTE; HRL; ESS; LH; AME; GPC; BG; OMC; RCL; GPN; PHI; AES; SJM; KOS; X; CLX; LYB; M; AEE; WAB; SID; BX; ALL; KEY; MCO; IVZ; JWN; JNPR; AZO; BWA; GGB; MKL; BF-B; VHI; LHX; AA; UDR; ALB; XYL; ASX; WCN; MKC; CNC; FRT; STLA; GRMN; TRGP; DGX; CBRE; EXPD; VMC; BALL; TDC; KMX; DFS; AWK; GAP; CNX; SBS; FERG; MUR; CLB; CHD; INVX; MAA; DAL; TSN; WAT; LUV; ERJ; SQM; TGI; RL; SUZ; CMS; DOV; OII; WPC; EFX; TAC; STM; HCA; MLM; BBWI; APTV; VET; LEN; CPT; J; CE; PVH; CCK; CF; ST; CIG; HBM; GIB; CUK; FMC; MHK; CIB; RDY; VLO; HOG; CQP; KEX; AMP; HIG; AEG; AAP; DHI; ATO; RJF; HP; IRM; EDU; TT; MPC; HR; BFH; WU; FLS; MGA; WTRG; WOLF; HL; TXT; CLH; OGE; BKD; NFG; DCI; THS; NMM; JEF; STZ; EXR; BBY; EMN; PNW; MTD; RNR; CPRI; DVA; RMD; CNA; KBR; PWR; MGM; CGAU; OI; UMC; APO; DRI; RBA; MD; FHN; SUI; PNR; IPI; QGEN; KSS; BIP; GNW; CCU; COHR; WRB; SITC; JLL; ATR; KRC; AMG; RYN; BRO; WTI; RRX; PB; HE; EG; NI; OIS; SLG; CAE; ENOV; DINO; PDS; HUBB; ENLC; NRG; RGA; IHG; AQN; UGI; RF; ACM; IT; NNN; EXK; UNM; ROL; FRO; AGCO; WCC; TDY; TFX; HLX; EPC; ARR; FNB; HLF; WBS; STE; IPG; INGR; RES; SPR; TDG; TROX; UNFI; GTLS; MPW; CFR; ARCH; RVTY; RPM; MSM; IEX; ELS; LNC; IGT; CMA; SSB; MSCI; TPX; ALV; PII; RHI; SNDA; AL; BEP; BIO; ARCO; NVR; KNX; GL; NEA; WEX; AER; SBH; OC; SON; DAR; KMT; JHX; CPAY; WKC; WLK; LYV; HHH; LDOS; CRS; RS; G; RTO; UHS; SWX; KRG; TX; SF; BR; ALK; BF-A; SNA; SEE; OHI; CUZ; AEO; ARW; DEI; CYH; USM; DECK; GGG; NVGS; MUX; JBL; TOL; CMP; LNG; THC; FTK; LEG; URI; HXL; TK; ANF; AXS; LEA; FSM; SKT; STNG; GME; AVY; ELP; SMG; CIEN; TDS; WHR; CSL; AKO-B; PBI; SLGN; CNK; FLO; ONIT; MAS; PEB; UAA; OMI; VRE; CCO; IVR; NAD; WSM; POR; FNF; SIG; HIW; FL; AIZ; BAK; LXU; NUS; VMI; GDOT; NJR; SAFE; STWD; R; H; HAE; SA; OLN; AWI; AYI; DKS; NVG; KYN; FCN; RLJ; PKG; FBIN; PRMB; NEU; IDA; TKR; BKH; DNP; CADE; VYX; DLB; EPR; CUBE; AKR; WSO; ADC; HBI; SR; DAN; ALE; NVRI; WLY; WFG; CRL; AFG; AN; DXC; KMPR; CDP; MTZ; DDD; UIS; HRB; MCY; AKO-A; ELME; DRH; NZF; ITT; BDC; ATGE; GEL; STN; TISI; CBT; BWXT; TEO; BANC; TTC; LAZ; TYL; CPA; RBC; EFXT; HPP; ASB; MOH; GIL; WST; FUN; CACI; MAN; CW; TTI; SXT; SCI; EPAC; OSK; AXL; TWI; NRP; TWO; NUV; SSD; AVA; CHH; HUN; PRA; SNX; EME; EHC; NWN; CMC; WTM; PHM; HI; NYT; BOH; BKU; GATX; WWW; ASR; GPK; CRI; ASH; FUL; MTN; GNRC; CXW; KRO; TXNM; STAG; THO; SHO; AIT; TRNO; BRC; PDM; SNV; MMS; MATV; LXP; LII; PFS; FR; B; NGL; MSA; BC; SII; HII; UI; ORA; BCO; NAC; AOS; MODG; ABM; ORI; SAM; CBU; NAT; HOMB; MDU; NHI; PAG; HEI-A; FDP; AROC; HEI; HRI; ENS; VSH; SPH; IMAX; DPZ; EAT; KW; EBS; GBCI; FAF; PRG; TFII; UAN; MLI; FICO; CLS; JPC; BAH; GVA; MTX; THG; HNI; AVNT; TEX; BMA; WTS; NR; BGS; JOE; AUB; UNF; TGNA; MTH; AAT; PAC; RAMP; EXP; CWT; CNS; KFY; DAC; GES; AGRO; WMK; FOR; LRN; MTG; SCL; RHP; EVR; TNL; CMRE; MG; BBAR; GEF; ITGR; CXT; CHE; BHLB; PRIM; SXC; MUC; RNST; TAL; EXG; ROG; BDN; PRO; ESE; MAIN; HLIO; SPXC; ALX; WT; ACCO; LTC; INN; PTY; UCB; CNMD; FHI; PRI; SQNS; TPC; DLX; BXMT; GOF; GCO; KOP; RLI; GHC; TRN; AIR; BYD; WAL; ABCB; TRC; GEO; NRK; ATS; BPT; NX; DY; TNC; TYG; UTI; NPO; TR; CSR; DSX; KWR; CIM; NMZ; AIN; DBI; DHT; CLW; CPS; UVV; GDV; BKE; IRS; GPI; EGY; THR; TNK; CVI; MUI; PAM; EMO; SPB; TKO; PBH; MFA; AZZ; GBX; MQY; UTF; BBDC; SKX; VHC; BBN; AGO; FN; OXM; HYT; AB; MOD; LAD; LNN; NNI; JFR; VAC; DK; LPX; CNO; DX; PHX; MATX; AWR; CIA; CPK; BIO-B; SB; RWT; MTRN; NFJ; HTH; ASGN; BFS; ASA; FBP; XPO; AMRC; JBT; MYI; BDJ; SCS; VMO; RVT; GRC; BXMX; BH; TEN; HTGC; ARI; ETY; TY; KBH; KAR; NL; ADX; AWF; BTZ; LCII; PBT; SRL; BHE; VRTS; ABG; TBI; CALX; PHK; RQI; NXP; ETV; DHX; GAB; MHD; OFG; GTY; SOL; MITT; MUJ; LZB; SJT; WOR; EVT; BCX; TG; BZH; EVRI; DIN; VVI; SFL; WNS; GRBK; WIW; HMN; DDS; IIM; VGM; BMI; SXI; SUP; AVD; MMU; FCF; ACP; GSL; SEM; UMH; VKQ; USA; CODI; EMD; NKX; BYON; SMP; WD; NSP; PML; RGR; FIX; BLE; ETG; PMT; QUAD; IQI; GIC; EFC; ETD; STEW; EIG; SBR; MYD; MWA; ETW; SKE; SBSI; MYE; GFF; CLDT; GPRK; AP; IGR; JQC; FFC; TREX; ALG; VCV; CBZ; EDD; BHK; MTW; MVF; NPK; USNA; DRD; NOAH; BFK; WNC; NXJ; GAM; UTL; PEO; RDN; WLYB; UHT; NQP; AOD; SAH; MYN; MBI; MX; TPL; LEO; PIPR; NBB; CTS; ORN; PCN; MHO; PFLT; USPH; KTF; SKY; RNP; CAL; CYD; WSR; BOE; MEI; EVN; BGY; SRI; MUA; STC; WSO-B; AX; BLDR; TEI; CPF; MCS; HIX; VVR; HTD; KAI; MHN; HQH; FSS; JKS; GLP; BGR; BFZ; AIV; ACR; NAN; MIY; PDT; AFB; MIN; NXDT; SABA; PFN; GHM; CATO; BLX; DSM; ABR; DPG; HOV; VPG; BLW; PLOW; HPI; HIO; GBAB; AVK; ETJ; PPT; EOS; DSU; BKT; MOV; AORT; HPS; CII; BYM; BNY; DCO; GUT; FRA; NGS; NCA; FBMS; PKE; WGO; BUI; IGD; WHG; PMO; KFRC; PMF; NUW; NCV; EOT; IFN; PMX; TDF; UHAL; EBF; PMM; EFR; MVT; MHI; AMN; MAV; HPF; MUE; CTO; OIA; BRW; GBLI; AGX; HZO; NPV; PAR; EOI; MQT; NOA; PNNT; EFT; PHT; RCS; UFI; PVL; MFM; MXF; PCK; GNE; SRV; TGS; IDT; IIIN; OLP; WIA; NIE; ZTR; GTN; FF; NTZ; MCI; NCZ; REX; MLR; AWP; HYI; PCQ; FCT; ETB; BKN; BXC; MMT; BTO; EMF; VPV; MCR; MED; BGT; OPY; DQ; EDN; RMT; AGM; BME; FC; CEE; NNY; PFL; ENZ; GHI; VTN; VBF; CAF; FOF; EHI; PZC; RFI; EDF; MPA; MPX; JRS; MSB; HQL; CRT; DHF; TSI; BBW; SMBK; MHF; PIM; LAAC; ETO; BSL; MVO; JOF; PSF; EOD; NAZ; NRT; FFA; TTP; NIM; SPXX; CULP; VOC; MGF; CRD-B; MSD; HYB; SOR; SGU; JHS; HVT; MLP; CXE; EVG; ASG; SBI; BRT; CRD-A; KF; NMT; WEA; EVC; BTA; CSV; PFD; FLC; FT; BGX; PAI; JHI; SCD; IGI; IDE; NMI; STK; GF; GNT; ODC; PNI; CHN; DTF; EQC; MPV; IHD; FMN; GDL; UVE; LGI; CMU; PHD; IIF; XIN; PGP; HCI; PCF; KFS; PFO; TRAK; CCM; HEQ; NXC; GRX; IGA; JCE; FENG; GDO; SPE; DMO; TWN; EVF; SAR; PNF; MCN; SWZ; CXH; IAE; GGT; JLS; AXR; PCM; ARL; FMY; JMM; MXE; JEQ; NXN; CVLG; EGF; VLT; GCV; CBAN; EQS; NC; PYN; MTR; FGB; EEA; NOM; BHV; CIF; TCI; CCRD; TVC; HVT-A; VATE
2012-01-04 00:00:00,XOM; WMT; SHEL; CVX; JNJ; PG; CIVI; BRK-B; IBM; KO; BHP; TM; BUD; GE; TDW; PCG; SLB; TAK; PFE; JPM; HSBC; GOLD; PM; WFC; BRK-A; NVS; T; DIS; MRK; ORCL; OXY; DB; ABEV; BP; ODV; SAN; TTE; UL; AMX; NEM; SAP; MUFG; MCD; GSK; IX; BTI; TSM; VALE; CVE; COP; RTX; BMY; BA; RY; FCX; WIT; ENB; TEF; TEVA; C; TD; V; UNH; MT; CVS; KMI; SMFG; BNS; HMC; RIO; MDT; ABT; UPS; BTE; BAC; MFG; DEO; EQNR; EC; CAT; PBR; HDB; HD; WDS; NVO; E; BBD; BRFS; CCL; MA; RIG; BSBR; DVN; DUK; USB; AXP; CLF; UBS; SO; CL; LLY; BCS; ACN; SU; D; MMM; CNQ; BBVA; NGG; HAL; UNP; PKX; NKE; BMO; F; TRP; CRM; GS; NOG; EPD; SPG; MO; CRK; TFC; VIV; AMT; NEE; CB; EOG; NOV; LVS; CNI; AHT; ITUB; SSL; INFY; BLK; FMX; BCE; AU; WELL; EMR; MS; VRN; CM; OVV; NOK; PLD; SCHW; FDX; NWG; SHG; BHC; DE; VTLE; BDX; TMO; LYG; FMS; SYK; EQT; PUK; WMB; TGT; IBN; O; PNC; GM; LUMN; SONY; TECK; TS; TJX; FTI; SCCO; KMB; AEM; HES; CHT; KEP; VTR; GIS; EBR; ECL; PSA; DHR; PHG; RRC; FE; KOF; COF; ET; GD; ING; KGC; DOC; MET; YPF; MOS; ELV; APD; LMT; DLR; ETN; CCI; DD; ED; NSC; MMC; KB; AVB; LOW; SRE; EQR; ICE; WPM; AIG; CP; FIS; OKE; SPGI; MFC; TU; CTRA; EL; LPL; PRU; CI; JCI; FTS; PPL; RELX; PRGO; BN; BAX; BK; K; ITW; RCI; BEN; TV; CDE; IFF; EIX; SYY; ADM; TRV; TPR; PEG; HUM; CMG; WM; CRH; BXP; NMR; FLUT; YUM; ZBH; BVN; GFI; CMI; MCK; MTB; AFL; ICL; IAG; BB; TLK; IP; VFC; AON; PBA; STT; SKM; WY; AG; TIMB; ES; FI; TRI; SM; PH; DG; CNP; PSO; SWK; GLW; PPG; BSX; FLR; NLY; HPQ; L; NBR; ARE; PGR; BSAC; KT; FLG; GWW; TEL; KKR; BCH; BAP; WEC; CCJ; UGP; CAH; EW; ETR; KR; SLF; NUE; AGI; SHW; HSY; WF; WPP; NOC; ROK; HMY; RSG; FNV; CAG; PAAS; SNN; CX; MAC; VNO; ATI; MSI; TAP; APH; TKC; COR; AJG; AME; KIM; DTE; HRL; LH; KOS; GPC; RCL; BG; ESS; PHI; LYB; GPN; OMC; AES; X; SJM; CLX; SID; M; AEE; WAB; KEY; BX; ALL; AZO; MCO; JWN; GGB; IVZ; BWA; AA; JNPR; XYL; MKL; STLA; BF-B; ALB; VHI; LHX; ASX; UDR; WCN; MKC; CBRE; GRMN; DGX; TRGP; CNC; EXPD; FRT; SBS; BALL; VMC; GAP; TDC; KMX; DFS; CNX; AWK; FERG; LUV; MUR; INVX; TSN; CHD; RL; DAL; CLB; ERJ; MAA; SQM; WAT; TGI; SUZ; CMS; WPC; OII; DOV; TAC; EFX; BBWI; VET; MLM; LEN; APTV; PVH; STM; CE; CF; HCA; J; CIG; CPT; CCK; KEX; CUK; GIB; CQP; CIB; ST; FMC; HOG; HBM; RDY; MHK; AAP; VLO; DHI; HP; AMP; FLS; MPC; IRM; HIG; RJF; ATO; AEG; TT; HR; WU; BFH; MGA; TXT; EDU; HL; WTRG; NMM; OGE; WOLF; CLH; DCI; NFG; JEF; THS; BKD; STZ; EMN; EXR; BBY; MTD; PNW; DVA; RNR; KBR; CGAU; OI; CNA; PWR; CPRI; MGM; DRI; RBA; APO; RMD; FHN; PNR; QGEN; UMC; SUI; MD; BIP; IPI; KSS; SITC; ATR; GNW; JLL; AMG; WRB; CCU; CAE; DINO; RYN; COHR; KRC; PB; RRX; OIS; SLG; HE; BRO; ENOV; NI; HUBB; WTI; NRG; EG; IHG; RGA; ENLC; AQN; RF; ACM; IT; AGCO; UGI; PDS; UNM; EXK; NNN; ROL; TDY; WCC; FNB; ARR; TFX; WBS; HLX; EPC; FRO; STE; HLF; IPG; TROX; GTLS; SPR; INGR; RES; TDG; RPM; UNFI; MSM; CFR; ARCH; IEX; MPW; RVTY; TPX; SSB; CMA; ELS; PII; IGT; LNC; ALV; MSCI; AL; RHI; BIO; BEP; SNDA; NVR; WLK; OC; ARCO; KNX; FTK; LYV; NEA; GL; KMT; AER; JHX; WKC; WEX; RS; HHH; CPAY; SON; CRS; DAR; LDOS; SBH; TX; G; ALK; SWX; KRG; RTO; BR; UHS; SEE; SNA; BF-A; DECK; SF; DEI; TOL; CUZ; CYH; OHI; USM; ARW; GGG; NVGS; JBL; AEO; LNG; URI; LEG; CMP; MUX; HXL; LEA; AXS; STNG; FSM; GME; ELP; AVY; SKT; TK; SMG; THC; ANF; CSL; WHR; TDS; MAS; PBI; AKO-B; SLGN; CNK; CIEN; FLO; UAA; WSM; ONIT; PEB; OMI; VRE; NAD; IVR; POR; FNF; LXU; FL; CCO; VMI; SIG; HIW; NUS; AIZ; NJR; STWD; AYI; R; GDOT; AWI; OLN; BAK; HAE; KYN; H; FBIN; SAFE; CADE; DKS; SA; PRMB; FCN; NVG; PKG; TKR; NEU; BKH; RLJ; IDA; DNP; VYX; WSO; HBI; EPR; DLB; CUBE; AKR; SR; DAN; ADC; ALE; WFG; WLY; DXC; ITT; CRL; DDD; AFG; TEO; NVRI; KMPR; GEL; MTZ; AKO-A; TISI; HRB; UIS; CDP; DRH; ATGE; BDC; NZF; BANC; MCY; BWXT; ELME; CBT; STN; TTC; CPA; AN; ASB; LAZ; TYL; EFXT; MOH; GIL; FUN; RBC; MAN; WST; OSK; CW; CACI; HPP; AXL; EPAC; NRP; SXT; SCI; TWI; TTI; NUV; TWO; KRO; CMC; SSD; AVA; CHH; SNX; HUN; PRA; EME; NWN; PHM; ASR; WTM; BKU; BOH; HI; CRI; GPK; NYT; ASH; WWW; EHC; GATX; FUL; SNV; CXW; GNRC; TXNM; THO; SHO; STAG; MTN; AIT; TRNO; NGL; MMS; LII; BRC; PDM; PFS; MATV; B; LXP; MSA; SII; BC; FR; AOS; ORA; HII; UI; NAC; BCO; NAT; MODG; SAM; IMAX; CBU; ORI; HRI; MDU; AROC; ABM; HOMB; PAG; FDP; NHI; HEI-A; ENS; DPZ; SPH; VSH; HEI; BMA; EAT; EBS; GBCI; KW; TFII; UAN; CLS; PRG; DAC; FAF; MTX; MLI; GVA; JPC; TEX; BAH; WTS; THG; FICO; AVNT; NR; BBAR; UNF; BGS; HNI; MTG; AUB; TGNA; PAC; MTH; EXP; JOE; RAMP; GES; KFY; CNS; AAT; CWT; WMK; FOR; SCL; RHP; EVR; TNL; AGRO; CMRE; LRN; MG; GEF; CXT; ITGR; SXC; MUC; PRIM; BHLB; BXMT; TAL; EXG; CHE; RNST; SPXC; PRO; BDN; WT; PTY; MAIN; ESE; HLIO; FHI; TPC; CNMD; GCO; LTC; ACCO; ALX; ROG; UCB; PRI; INN; DLX; GOF; KOP; WAL; AIR; SQNS; RLI; GEO; GHC; TYG; TRN; BPT; NRK; TNC; ATS; TRC; ABCB; BYD; DHT; DSX; NPO; NX; TR; NMZ; DY; KWR; CPS; CIM; UTI; DBI; AIN; CSR; UVV; CLW; BKE; THR; GDV; CVI; PAM; EGY; IRS; EMO; MUI; GPI; SPB; AGO; AZZ; TKO; MFA; PBH; TNK; UTF; GBX; AB; BBDC; MQY; SKX; OXM; BBN; HYT; JFR; VHC; MOD; LNN; LPX; NNI; MATX; DK; CNO; FN; DX; VAC; LAD; SB; PHX; BIO-B; CPK; AWR; HTH; CIA; RWT; NFJ; ASGN; ASA; FBP; MTRN; AMRC; BFS; XPO; JBT; MYI; TEN; BDJ; RVT; VMO; BH; SRL; SCS; HTGC; BXMX; ETY; GRC; TY; KAR; ADX; ARI; NL; PBT; KBH; PHK; TBI; AWF; BTZ; LCII; VRTS; SOL; BHE; NXP; RQI; ABG; ETV; CALX; MHD; OFG; WOR; GAB; MUJ; LZB; DHX; MITT; BCX; BZH; EVT; GTY; SJT; EVRI; TG; IIM; WNS; DIN; WIW; VVI; SFL; BMI; HMN; SXI; FCF; VGM; DDS; SUP; GRBK; MMU; ACP; CODI; VKQ; SEM; USA; AVD; UMH; EMD; PML; NSP; NKX; SMP; BLE; WD; FIX; ETG; BYON; IQI; PMT; RGR; MWA; EIG; GSL; EFC; STEW; ETD; GIC; SBR; MYD; ETW; QUAD; AP; SKE; MYE; GPRK; GFF; SBSI; CLDT; IGR; JQC; MTW; TREX; EDD; FFC; DRD; VCV; BHK; ALG; CBZ; NPK; USNA; MVF; BFK; NOAH; WNC; NXJ; RDN; GAM; PEO; AOD; UTL; NQP; WLYB; MYN; UHT; MX; SAH; TPL; MBI; LEO; PCN; PIPR; PFLT; MHO; ORN; NBB; CTS; KTF; USPH; RNP; CYD; BOE; SKY; WSR; CAL; MUA; EVN; BGY; MEI; STC; SRI; WSO-B; AX; BLDR; VVR; CPF; MHN; HIX; TEI; KAI; HTD; BGR; MCS; HQH; BFZ; GLP; NAN; AFB; ACR; MIY; AIV; JKS; PDT; MIN; FSS; PFN; NXDT; GHM; BLX; SABA; CATO; DPG; DSM; BLW; HOV; ABR; HPI; VPG; PLOW; GBAB; HIO; AVK; MOV; ETJ; AORT; DSU; EOS; PPT; BKT; HPS; CII; BYM; GUT; BNY; FRA; DCO; FBMS; NCA; BUI; WGO; NGS; PKE; IGD; PMO; PMF; KFRC; NUW; NCV; WHG; PMX; EOT; IFN; TDF; PMM; EFR; EBF; UHAL; MVT; MAV; MHI; BRW; HPF; MUE; AMN; OIA; CTO; GBLI; NPV; EOI; EFT; HZO; PHT; MQT; PNNT; RCS; PAR; PVL; NOA; MFM; AGX; PCK; SRV; MXF; GNE; UFI; WIA; TGS; NIE; OLP; ZTR; IIIN; GTN; IDT; NCZ; NTZ; EDN; MLR; REX; FF; MCI; BXC; AWP; HYI; PCQ; FCT; BKN; EMF; ETB; BTO; MCR; MMT; VPV; BGT; MED; OPY; DQ; RMT; AGM; BME; PFL; NNY; CEE; FC; GHI; VTN; FOF; CAF; PZC; VBF; ENZ; RFI; EDF; EHI; MPA; MSB; MPX; JRS; CRT; HQL; DHF; TSI; BBW; MHF; PIM; LAAC; MVO; ETO; BSL; JOF; PSF; SMBK; EOD; NAZ; TTP; NRT; FFA; NIM; VOC; SPXX; MGF; CULP; MSD; HYB; SOR; SGU; CRD-B; JHS; ASG; MLP; EVG; CXE; HVT; SBI; KF; CRD-A; WEA; NMT; BRT; BTA; CSV; BGX; EVC; PFD; FLC; FT; PAI; JHI; NMI; SCD; IDE; IGI; GNT; STK; GF; EQC; PNI; ODC; DTF; CHN; MPV; IHD; FMN; GDL; KFS; LGI; UVE; CMU; PGP; XIN; PHD; IIF; HCI; PCF; PFO; TRAK; CCM; HEQ; NXC; GRX; IGA; JCE; FENG; GDO; DMO; SPE; EVF; TWN; PNF; MCN; SAR; SWZ; CXH; IAE; GGT; JLS; PCM; AXR; FMY; JMM; JEQ; NXN; MXE; ARL; VLT; EGF; GCV; CVLG; EQS; CBAN; NC; PYN; MTR; FGB; EEA; NOM; BHV; TCI; CIF; CCRD; TVC; HVT-A; VATE
