date,symb
2011-01-03 00:00:00-05:00,XOM; BHP; WMT; BRK-B; JNJ; PG; SHEL; CVX; KO; TM; HSBC; BAC; SLB; JPM; PCG; IBM; TAK; TDW; DB; MT; BUD; ORCL; GOLD; SAN; WFC; GE; C; VALE; BRK-A; WIT; AMX; FCX; MUFG; NVS; DIS; OXY; T; IX; MRK; BP; PFE; TTE; ABEV; TEF; NEM; TEVA; MFG; RIG; UL; RTX; SAP; HMC; SMFG; PM; CVE; ODV; BSBR; RY; PBR; TSM; LYG; GS; COP; CCL; WDS; BNS; BA; HDB; GSK; UBS; TD; RIO; MCD; F; BTI; BCS; NOK; BBD; BB; MDT; DVN; UPS; CLF; SONY; BMY; NWG; MS; CRM; ENB; CRK; SU; CAT; CVS; PKX; EC; EQNR; ABT; E; NVO; AEM; INFY; DEO; HAL; IBN; CNQ; BTE; GM; OVV; UNH; V; BBVA; USB; SCHW; ITUB; MMM; HD; BRFS; AXP; TECK; AHT; BMO; NOG; SHG; ACN; CL; AIG; SO; DUK; SCCO; EMR; LLY; TFC; LVS; NKE; AU; NGG; UNP; SSL; PHG; KB; TMO; BLK; KGC; TRP; D; NOV; PLD; HES; FDX; NMR; EOG; BDX; TGT; MOS; CM; EBR; EPD; CB; TS; MA; MET; VRN; AMT; LUMN; LPL; NEE; ING; MO; SYK; YPF; KEP; DE; CNI; MFC; SPG; VIV; PUK; WELL; PNC; BK; BCE; FMX; O; FRO; CCJ; WPM; ICL; DD; ETN; DHR; VTR; GD; CHT; FMS; COF; APD; EQT; FTI; BN; PRU; TV; KMB; CX; CCI; HPQ; ET; ECL; GIS; X; FIS; ICE; WMB; SKM; BEN; DOC; KOF; PAAS; WF; ITW; FE; GLW; FTS; AFL; TRI; BVN; BSX; LOW; CDE; ELV; PSA; CMI; RELX; RCL; TIMB; SRE; BAX; LMT; CP; EQR; BHC; SUZ; GFI; WOLF; NSC; SLF; WM; K; STLA; IFF; FLG; RRC; AVB; TJX; MMC; SID; KT; ED; ADM; FLR; TLK; MTB; DLR; STT; CI; IAG; CRH; JNPR; NBR; ZBH; SYY; PPL; JCI; PEG; RCI; TRV; EIX; SPGI; GGB; TU; BSAC; TKC; AA; PH; WY; TPR; AON; FI; BXP; TEL; ARE; MCK; EL; L; EW; BAP; PPG; PGR; WPP; KKR; SWK; YUM; NLY; AG; ES; ATI; BCH; PRGO; APH; NUE; DAL; AGI; LUV; RSG; FLUT; TAP; VNO; HMY; SNN; OKE; HL; STM; ASX; HBM; KIM; BG; CAH; EXPD; NOC; ETR; CBRE; PSO; PBA; IVZ; ROK; KEY; SM; LHX; ALL; LH; SHW; CNP; KR; AES; UGP; CMG; CNX; HIG; BWA; DG; MUR; OMC; HUM; WEC; MAC; GNW; GPN; FNV; AME; VFC; GAP; AEG; COR; ALB; BX; GWW; MGA; CAG; INVX; TT; CTRA; VMC; IP; AJG; CUK; HRL; PHI; CLX; LYB; HSY; MKL; KMX; ERJ; MLM; DTE; MSI; ESS; GPC; FERG; UDR; SJM; ARCH; OI; SQM; BBY; WAT; JWN; DGX; IPI; AEE; J; AZO; BALL; MKC; TX; BF-B; MAA; FHN; CYH; RF; SBS; ST; TXT; MGM; M; RMD; BKD; WAB; VLO; WCN; FRT; AMP; DOV; QGEN; FLS; MCO; MUX; CQP; UMC; JEF; RDY; TDC; EDU; TAC; NMM; NFG; JLL; CCK; VET; HR; EFX; CIB; LEN; COHR; GRMN; RJF; AWK; STNG; CMA; ACM; MHK; RRX; TSN; CE; DFS; CMS; WU; CLB; RL; DHT; GIB; WTRG; FMC; AAP; CHD; PVH; STZ; CF; TGI; CPT; DHI; CGAU; CIG; EMN; KBR; LNC; CNC; ATO; OII; HOG; ALV; KSS; MTD; SITC; DLB; CAE; WHR; PNR; RBA; CNA; TRGP; AGCO; DRI; CIEN; RTO; NRG; STE; BRO; UNM; GDOT; MD; WPC; AMG; RVTY; SEE; PWR; BBWI; IHG; HP; UGI; DXC; DCI; DVA; RGA; IRM; SLG; RNR; SA; MSCI; EG; OGE; PB; CCU; LYV; LDOS; PNW; KRC; KNX; AER; CFR; THS; HHH; BAK; ATR; THC; IT; SF; IPG; WCC; NNN; KEX; SUI; CUZ; SSB; BFH; PDS; AVY; IEX; TDS; BIO; HUBB; RHI; MTG; CMP; MPW; UHS; SPR; IGT; KRG; AROC; OIS; ROL; HE; EXR; EPC; WBS; SOL; WRB; ARR; KMT; RYN; CLH; WLK; OC; USM; SNA; WTI; SAFE; LEA; G; UNFI; TK; TFX; INGR; DINO; AQN; CDP; CADE; ANF; RES; SON; MAN; OHI; RS; PRMB; MSM; NVR; CPAY; ELP; JHX; IVR; DAR; PBI; FNB; BIP; TDY; NI; DECK; RPM; AXS; SKE; DAN; BMA; SNDA; VRE; GL; OSK; MAS; JBL; BR; EXK; NAT; ELS; CCO; H; TDG; LAZ; NVRI; HUN; SMG; TEX; TROX; WEX; SNV; TKR; GGG; NEA; AKO-B; ENLC; ENOV; CRL; UIS; WKC; HLX; GIL; ARW; DEI; LEG; PEB; TOL; SWX; VHI; AEO; BF-A; OMI; BEP; ASB; AYI; GME; TEO; ATGE; TPX; TNK; HBI; STWD; HIW; DRH; WFG; HLF; CRS; ORA; ALK; BBAR; WSM; FLO; DKS; SLGN; AXL; PII; SKT; GTLS; PKG; OLN; VMI; CNK; SIG; CBT; CSL; SBH; EPR; HAE; AWI; R; IMAX; AIZ; TTI; VSH; FSM; ELME; BWXT; BANC; URI; BDC; SII; MODG; DDD; KYN; NYT; ADC; MTN; WLY; LII; EPAC; SKY; AKO-A; SHO; NRP; LNG; POR; VYX; WSO; EHC; ORI; WST; PHM; HXL; FNF; NJR; LXU; CMC; NAD; STN; HPP; AKR; BKH; IDA; FCN; CUBE; UAA; CXW; TTC; THO; NVG; FL; EBS; LRN; GEL; SR; ALE; JOE; EME; ABM; MCY; CPA; TRNO; AFG; TWI; GES; SNX; CACI; ITT; PDM; RBC; HRI; DNP; SXT; KRO; KMPR; CW; ENS; CHH; BOH; NZF; RAMP; MTZ; ONIT; CLS; TPC; THG; TAL; PFS; RHP; CALX; AN; NWN; TISI; SSD; GBCI; NVGS; TWO; BRC; RDN; ASR; MOH; BC; KFY; FHI; NUV; GSL; LXP; WWW; SPH; FAF; UTI; AVA; MATV; HRB; FBP; HI; BCO; GPK; MTX; NUS; ASH; GVA; AVNT; EVR; AIT; HNI; FOR; BAH; GEF; MSA; FUL; NHI; DSX; GRBK; NEU; CBU; FDP; SCI; NOAH; FTK; PAC; AIR; PAM; FR; GEO; AOS; DAC; ESE; SAM; UCB; MOD; TGNA; PRA; BYD; SKX; AUB; JKS; GATX; EXP; MDU; TYL; B; CHE; WTS; QUAD; KBH; AB; BZH; WTM; TFII; JPC; SPB; FUN; HOMB; PAG; GTY; CIM; MMS; CPS; BDN; CRI; ITGR; KW; TKO; NAC; CWT; TEN; IRS; EXG; UNF; TXNM; MTH; FN; NX; SPXC; NPO; SFL; ALX; BYON; TR; RNST; HEI-A; AGO; ROG; WAL; GHC; EAT; MLI; WMK; SCL; HLIO; MTRN; BHLB; TRC; DHX; CMRE; PRG; CSR; PRI; HEI; CNMD; EGY; DQ; CLW; CNS; RWT; ABCB; DLX; KOP; SB; BPT; ATS; KWR; GNRC; CXT; BFS; PTY; AIN; SCS; TNL; ACCO; GPRK; LPX; TNC; ASA; LTC; MUC; MFA; JBT; PBH; GOF; CPF; CNO; TYG; VVI; FICO; HTH; NRK; BHE; TRN; HOV; BMI; LNN; PRO; GDV; NR; TBI; MAIN; DX; MWA; BIO-B; AMRC; BKE; DBI; NMZ; UTF; JFR; LAAC; BDJ; CYD; RVT; WT; BBDC; WNS; UVV; ETY; NNI; AZZ; MATX; BH; GPI; ARI; HYT; AWR; GBX; FCF; HMN; MUI; DIN; NFJ; CLDT; BGS; PRIM; BXMX; CPK; SRL; ORN; CODI; DPZ; ADX; PBT; CVI; SUP; HTGC; KAR; RLI; SRI; MQY; AP; GFF; PIPR; BXMT; DY; WOR; MHO; WNC; PHX; XPO; MG; GAB; EVT; GCO; ETV; MTW; FIX; TY; BBN; USNA; GRC; OFG; LCII; NTG; PHK; NPK; RQI; SJT; BTZ; CIA; USA; FSS; NSP; AWF; EFC; MYI; VMO; CAL; UMH; ASGN; WGO; MEI; NXP; ABG; WIW; ETG; NL; STEW; MHD; SEM; LAD; ETW; ABR; SXI; TREX; AOD; TG; DDS; PMT; DCO; IGR; MUJ; LZB; OXM; EMD; BXC; EDD; CBZ; EIG; DK; VHC; VGM; CTS; ALG; JQC; UFI; MMU; GAM; VKQ; SBSI; IIM; BOE; BGY; IFN; PEO; SBR; GIC; WD; PML; ETD; WLYB; NOA; MBI; IQI; BLE; EDN; EVRI; NKX; WSR; MYD; BHK; ENZ; FFC; VRTS; DRD; SAH; GLP; USPH; ACR; NXJ; UHT; AIV; NXDT; MVF; KAI; MED; BFK; VCV; TPL; BGR; MYE; STC; AMN; MCS; VVR; VPG; AVD; CATO; NGS; BLX; NQP; BLDR; SMP; TEI; RNP; PCN; KFRC; MYN; PAR; AX; ETJ; UTL; SABA; AORT; WSO-B; NBB; LEO; AVK; PPT; HZO; PFN; IDT; EOS; PKE; MUA; CII; FBMS; MIN; HIX; IGD; KTF; HQH; EBF; OPY; EVN; PLOW; FRA; MHN; NAN; BLW; TGS; GHM; HTD; TDF; WHG; BFZ; NTZ; HIO; AFB; MIY; NCV; PDT; DSU; UHAL; BKT; MSB; MOV; EFR; EOI; DSM; BRW; HPS; PNNT; MXF; HPI; CTO; GBLI; KFS; NCA; EMF; BNY; GBAB; AWP; EFT; BYM; GTN; IIIN; SRV; CEE; RGR; CAF; EOT; NIE; NUW; PMX; PMO; PMF; BTO; GUT; ZTR; PMM; BGT; MPX; NCZ; WIA; NPV; OIA; MHI; OLP; MVT; ETB; HPF; RMT; RFI; MAV; HYI; FCT; MFM; PCK; MUE; PHT; RCS; ARL; MCR; MMT; MLR; EVC; FC; PFL; MQT; BME; EDF; JOF; FOF; CCM; GHI; MCI; AGM; PCQ; SMBK; VPV; ETO; PIM; EHI; BKN; TRAK; CVLG; CULP; NNY; MLP; IIF; HVT; EOD; FFA; PSF; VBF; VTN; JRS; PZC; REX; BSL; SPXX; INSI; EQC; TSI; SOR; BRT; BBW; DHF; AGX; CHN; SGU; HQL; MPA; XIN; MHF; KF; MVO; ASG; MSD; GF; EVG; CRT; NIM; JHS; MGF; IDE; NAZ; UVE; HYB; NRT; STK; SBI; CXE; NMT; SCD; CSV; FT; SAR; PAI; LGI; GDL; WEA; AXR; CBAN; FLC; PGP; ODC; TWN; BTA; TCI; IGI; JHI; NMI; PCF; PHD; IGA; PNI; PFD; DTF; HCI; IAE; MPV; MCN; FMN; GRX; CMU; SWZ; EVF; CRD-B; DMO; SPE; JCE; CRD-A; GGT; NXC; JLS; PFO; GDO; JEQ; MXE; PNF; CXH; JMM; EQS; GCV; NC; EEA; PCM; FMY; MTR; EGF; VLT; NXN; FGB; PYN; NOM; BHV; CIF; CCRD; HVT-A; TVC; VATE
2011-01-04 00:00:00-05:00,XOM; BHP; WMT; BRK-B; JNJ; PG; SHEL; CVX; TM; KO; HSBC; BAC; JPM; SLB; PCG; DB; IBM; TAK; TDW; MT; BUD; ORCL; SAN; GE; GOLD; WFC; C; VALE; BRK-A; WIT; AMX; FCX; MUFG; NVS; DIS; OXY; T; IX; BP; MRK; PFE; TTE; TEF; ABEV; TEVA; NEM; RIG; MFG; UL; RTX; SAP; PM; SMFG; HMC; CVE; ODV; BSBR; RY; TSM; PBR; LYG; GS; CCL; COP; WDS; BA; GSK; BNS; HDB; UBS; TD; BCS; F; RIO; BTI; NOK; MCD; CLF; BBD; BB; UPS; MDT; DVN; NWG; SONY; BMY; MS; CRM; ENB; PKX; CRK; CAT; CVS; SU; EC; EQNR; NVO; ABT; E; DEO; INFY; GM; AEM; CNQ; UNH; HAL; BTE; V; BBVA; OVV; USB; IBN; SCHW; MMM; ITUB; AXP; BRFS; HD; TECK; AHT; SHG; BMO; ACN; CL; NOG; SO; AIG; DUK; LVS; LLY; SCCO; EMR; TFC; NGG; NKE; UNP; AU; TMO; SSL; KB; BLK; PHG; D; TRP; KGC; NOV; PLD; HES; FDX; EBR; EOG; NMR; MA; TGT; EPD; CM; BDX; MOS; CB; MET; TS; NEE; AMT; LUMN; ING; YPF; LPL; VRN; MO; SYK; DE; MFC; KEP; CNI; VIV; PUK; SPG; WELL; PNC; FMX; BK; BCE; FRO; O; CCJ; ICL; DD; ETN; WPM; DHR; GD; VTR; CHT; COF; FMS; EQT; APD; PRU; BN; FTI; HPQ; KMB; TV; CX; CCI; GIS; ET; X; ECL; FIS; ICE; SKM; WMB; FE; DOC; BEN; WF; ITW; KOF; FTS; GLW; AFL; PAAS; TRI; STLA; BSX; ELV; RCL; CMI; BHC; RELX; BVN; LMT; TIMB; LOW; SRE; BAX; SUZ; PSA; WOLF; K; CP; SID; NSC; IFF; EQR; WM; MMC; SLF; CDE; FLG; TJX; RRC; GFI; AVB; ED; KT; ADM; TLK; MTB; SYY; PPL; DLR; IAG; CI; FLR; JNPR; STT; JCI; ZBH; PEG; NBR; AA; GGB; EIX; CRH; SPGI; TRV; RCI; TKC; TU; PH; BSAC; WY; AON; FI; TPR; MCK; TEL; EL; BXP; ARE; L; EW; BAP; PGR; WPP; PPG; KKR; SWK; YUM; ES; NLY; PRGO; ATI; DAL; LUV; NUE; BCH; APH; AGI; FLUT; RSG; SNN; AG; VNO; TAP; ASX; OKE; HMY; STM; ETR; HBM; BG; NOC; CAH; PBA; KIM; PSO; EXPD; IVZ; LHX; KEY; LH; CBRE; ROK; HL; ALL; CNP; SM; AES; SHW; HIG; CMG; UGP; KR; CNX; DG; BWA; OMC; HUM; MUR; WEC; GNW; MAC; MGA; GPN; AME; AEG; BX; GAP; VFC; GWW; COR; FNV; ALB; CUK; CAG; MSI; PHI; TT; IP; AJG; HRL; CTRA; LYB; INVX; CLX; MKL; VMC; HSY; DTE; ERJ; KMX; FERG; OI; GPC; ESS; BBY; ARCH; AEE; UDR; DGX; WAT; SJM; MLM; SQM; BALL; JWN; TX; IPI; BF-B; MKC; J; ST; FHN; RF; RMD; AZO; SBS; CYH; MGM; MAA; TXT; BKD; M; WCN; VLO; AMP; DOV; FRT; WAB; QGEN; MCO; RDY; CQP; FLS; UMC; JEF; TDC; EDU; TAC; NMM; MUX; NFG; CCK; JLL; HR; EFX; VET; CIB; LEN; CMA; STNG; GRMN; AWK; RRX; RJF; MHK; TSN; DFS; CE; CMS; COHR; ACM; WU; CLB; WTRG; CHD; EMN; TGI; RL; DHT; GIB; CGAU; STZ; FMC; LNC; CF; CIG; PVH; CPT; DHI; ATO; CNC; HOG; AAP; KSS; KBR; ALV; OII; RBA; MTD; DLB; CIEN; TRGP; CAE; CNA; WHR; PNR; SITC; DRI; AGCO; RTO; NRG; PWR; UNM; STE; MD; GDOT; BRO; WPC; SEE; RVTY; AMG; DVA; IHG; UGI; DXC; RGA; BBWI; HP; DCI; IRM; SLG; RNR; MSCI; EG; SA; PNW; OGE; LDOS; PB; KNX; AER; KRC; LYV; BAK; THC; THS; HHH; CCU; ATR; CFR; IT; KEX; WCC; BFH; SF; SUI; NNN; IPG; AVY; CUZ; TDS; PDS; HE; MTG; UHS; SSB; BIO; SOL; IEX; HUBB; RHI; SKE; IGT; SPR; CMP; AROC; MPW; EPC; ARR; KRG; EXR; WRB; WBS; RYN; WLK; KMT; OIS; ROL; USM; CLH; SNA; LEA; OC; G; UNFI; WTI; TK; TFX; CADE; SAFE; SON; INGR; AQN; CDP; DINO; NVR; RS; MAN; PBI; RES; ELP; OHI; BIP; ANF; CPAY; IVR; MSM; FNB; TDY; PRMB; NI; DAN; JHX; AXS; SNDA; BMA; GL; RPM; DECK; VRE; JBL; OSK; MAS; BR; CCO; DAR; NAT; TDG; NVRI; ELS; H; LAZ; SNV; CRL; WEX; TKR; NEA; HLX; WKC; SMG; HUN; GGG; TROX; ARW; GIL; AKO-B; EXK; ENOV; ENLC; TEX; VHI; UIS; LEG; DEI; TOL; AEO; BF-A; BEP; TEO; SWX; OMI; PEB; AYI; GME; ASB; TPX; ATGE; TNK; STWD; AXL; WFG; CRS; HIW; HBI; ORA; HLF; CNK; DRH; ALK; DKS; SLGN; BBAR; WSM; FLO; PKG; VMI; PII; VSH; CBT; OLN; CSL; SKT; URI; GTLS; SBH; SIG; EPR; FSM; AIZ; R; HAE; NYT; BANC; BWXT; IMAX; AWI; ELME; KYN; WLY; TTI; MODG; MTN; LII; AKO-A; SII; BDC; EPAC; DDD; POR; SKY; NRP; EHC; VYX; ORI; CMC; FNF; LNG; NJR; NAD; PHM; HXL; STN; WST; SHO; WSO; BKH; ADC; HPP; LXU; IDA; NVG; AKR; THO; FCN; TTC; UAA; CXW; LRN; EBS; CUBE; FL; TRNO; SR; ALE; JOE; GEL; MCY; EME; AFG; CPA; ABM; TWI; DNP; SNX; ITT; KRO; CACI; GES; HRI; KMPR; PDM; RBC; SXT; CW; NZF; ENS; BOH; MTZ; TAL; CLS; RAMP; TPC; THG; ONIT; CHH; AN; RHP; PFS; NWN; TISI; ASR; CALX; RDN; NVGS; GBCI; TWO; NUV; BRC; FHI; BC; SSD; KFY; MOH; LXP; FBP; GSL; FAF; AVA; MATV; SPH; HI; WWW; ASH; BCO; GPK; HRB; MTX; GRBK; NUS; AVNT; GEF; DSX; AIT; BAH; GVA; FOR; DAC; HNI; UTI; FTK; PAC; EVR; NHI; SCI; NEU; FUL; MSA; FDP; FR; UCB; AOS; CBU; PAM; GEO; AIR; BYD; PRA; JKS; ESE; MDU; WTS; TGNA; SAM; NOAH; TFII; TYL; GATX; MOD; CHE; AUB; EXP; FUN; WTM; B; AB; SKX; JPC; QUAD; KBH; BZH; SPB; PAG; KW; MMS; CIM; GTY; BDN; IRS; CRI; NAC; CPS; TEN; TXNM; EXG; CWT; TKO; ITGR; FN; UNF; MTH; SPXC; NPO; SFL; NX; AGO; ALX; BYON; HOMB; HEI-A; ROG; TR; GHC; RNST; HLIO; MLI; EAT; WMK; WAL; SCL; BHLB; CMRE; MTRN; HEI; PRI; PRG; DQ; CSR; CLW; EGY; CNMD; DHX; TRC; ATS; SB; RWT; DLX; ABCB; KOP; CNS; BPT; CPF; KWR; GNRC; PTY; SCS; BFS; CXT; ACCO; TNL; LPX; GPRK; AIN; MUC; TNC; ASA; GOF; LNN; LTC; MFA; NRK; PBH; TYG; CNO; JBT; HTH; FICO; GDV; HOV; TRN; PRO; BHE; VVI; BMI; AMRC; MWA; MAIN; DX; BIO-B; NMZ; UTF; TBI; NR; JFR; BDJ; WT; RVT; WNS; ETY; BKE; DBI; BH; BBDC; CYD; UVV; LAAC; HYT; MATX; DIN; AZZ; ARI; AWR; MUI; GPI; NNI; GBX; NFJ; HMN; FCF; CLDT; BGS; PRIM; BXMX; SRL; HTGC; ADX; KAR; ORN; DPZ; BXMT; CPK; SRI; PBT; CODI; MQY; RLI; SUP; PIPR; WOR; AP; GFF; CVI; DY; GAB; WNC; MHO; PHX; TY; ETV; EVT; BBN; MG; GRC; OFG; MTW; XPO; GCO; USNA; FIX; NTG; PHK; RQI; BTZ; SJT; NPK; USA; NSP; LCII; FSS; VMO; MYI; EFC; AWF; NXP; UMH; CAL; CIA; ABG; WIW; WGO; ASGN; MEI; ETG; STEW; NL; MHD; ETW; AOD; SEM; TREX; ABR; LAD; DCO; SXI; IGR; PMT; MUJ; TG; DDS; BXC; EMD; EDD; OXM; LZB; CBZ; EIG; VGM; MMU; DK; JQC; VHC; VKQ; UFI; GAM; CTS; ALG; IIM; BOE; BGY; SBSI; SBR; IFN; PEO; PML; WD; MBI; WLYB; IQI; NOA; EVRI; ETD; GIC; BLE; NKX; ENZ; MYD; EDN; WSR; BHK; FFC; VRTS; GLP; ACR; DRD; NXJ; SAH; USPH; UHT; NXDT; MVF; TPL; VCV; AIV; BFK; MYE; STC; KAI; VVR; BGR; MED; NQP; AVD; BLX; PCN; TEI; RNP; MCS; CATO; AMN; SMP; MYN; VPG; BLDR; KFRC; NGS; ETJ; PAR; UTL; AX; SABA; LEO; AVK; NBB; PFN; WSO-B; PPT; AORT; MUA; EOS; PKE; MIN; IDT; CII; FBMS; KTF; HIX; HQH; IGD; HZO; EVN; EBF; FRA; MHN; NAN; BLW; PLOW; OPY; TGS; TDF; HTD; WHG; NTZ; BFZ; HIO; GHM; MIY; NCV; AFB; PDT; DSU; BKT; DSM; EOI; EFR; MSB; UHAL; BRW; MXF; MOV; PNNT; HPS; HPI; BNY; GBAB; NCA; EMF; GTN; CTO; EFT; KFS; GBLI; AWP; BYM; CEE; RGR; CAF; NIE; EOT; PMX; SRV; IIIN; NUW; PMO; GUT; BTO; PMF; ZTR; PMM; OIA; NCZ; NPV; WIA; BGT; MHI; MPX; OLP; MVT; ETB; HPF; RMT; HYI; MAV; MFM; FCT; MUE; PCK; PHT; RCS; RFI; ARL; MCR; MMT; PFL; MLR; MQT; BME; FC; EDF; JOF; FOF; CCM; GHI; EVC; MCI; PCQ; SMBK; VPV; AGM; ETO; EHI; BKN; PIM; EOD; TRAK; NNY; IIF; CULP; CVLG; MLP; PSF; HVT; VBF; VTN; JRS; PZC; FFA; REX; BSL; INSI; AGX; SPXX; BRT; TSI; EQC; SOR; DHF; CHN; HQL; BBW; SGU; MPA; XIN; MHF; KF; ASG; MVO; MSD; GF; EVG; NIM; CRT; MGF; JHS; IDE; NAZ; UVE; STK; NRT; HYB; SBI; CXE; CSV; NMT; AXR; SCD; FT; PAI; SAR; LGI; GDL; WEA; TCI; PGP; CBAN; ODC; TWN; FLC; BTA; IGI; JHI; NMI; IGA; PHD; PCF; PNI; DTF; PFD; HCI; IAE; MPV; FMN; CMU; MCN; GRX; EVF; SWZ; SPE; DMO; JCE; GGT; CRD-A; CRD-B; NXC; JLS; PFO; GDO; JEQ; MXE; PNF; CXH; JMM; GCV; EQS; PCM; EEA; FMY; NC; EGF; MTR; VLT; NXN; FGB; PYN; NOM; BHV; CIF; CCRD; TVC; HVT-A; VATE
