date,symb
2015-01-02 00:00:00-05:00,XOM; BABA; BRK-B; CIVI; JNJ; WMT; PG; BUD; DIS; TM; WFC; JPM; KO; CVX; BRK-A; SHEL; NVS; PFE; GE; BAC; V; PCG; ORCL; MRK; HSBC; IBM; SLB; CVS; BMY; TSM; T; SAN; BA; HD; UNH; C; ABBV; RTX; PM; MA; MDT; AMC; IX; UL; SAP; BHP; ABEV; RY; ENB; TAK; COP; ABT; MUFG; TTE; HDB; BTI; NVO; TEVA; UPS; UNP; KMI; CRM; AXP; WIT; OXY; BP; TD; BHC; MMM; GSK; LLY; MCD; DB; AMX; TDW; NKE; USB; GS; DEO; SCHW; TMO; MS; SMFG; ACN; LYG; BNS; AHT; CCL; CL; ET; MO; BLK; DUK; D; TEF; NEE; MFG; NGG; PUK; BBDO; EPD; BCS; EOG; UBS; CB; CNI; AMT; SPG; HMC; FDX; IBN; BRFS; F; SO; LMT; TFC; BMO; BDX; WDS; CAT; MPLX; BBVA; TJX; NOK; CP; SYK; LOW; WELL; NWG; CVE; WMB; TRP; LVS; FCX; PLD; E; GD; HAL; FIS; DAL; DVN; SU; KMB; AIG; BBD; EQNR; GM; RIO; EMR; ECL; CI; PNC; O; COF; TGT; SRE; ELV; INFY; DHR; FMX; CM; SPGI; KEP; RELX; BCE; MCK; BN; ING; MET; MMC; APD; EQT; MT; LUV; CCI; PPG; BK; NOV; PHG; VTR; PSA; SONY; ITW; ICE; MFC; DD; JCI; PRU; ETN; CNQ; PSX; GIS; BSBR; NCLH; IFF; VFC; LUMN; ZBH; FI; DE; SHW; RCL; NSC; SHG; BSX; HES; TRV; PRGO; PKX; KR; BEN; ADM; VALE; CMG; AON; ZTS; NOC; ITUB; FMS; SSL; WY; HCA; NEM; EIX; SKM; BAX; STT; WM; DOC; TU; AVB; EQR; NMR; CTRA; TV; KKR; HUM; GOLD; ED; LYB; PPL; MTB; SCCO; TEL; MCO; EL; CHT; VIV; LNG; STZ; OKE; COTY; DLR; CMI; K; COR; BX; EC; SYY; GLW; RIG; ALL; FE; TLK; APH; PEG; CAH; OVV; SLF; LPL; WPP; ES; WAB; BXP; LC; TRGP; PH; NOW; TRI; DG; FTI; FLUT; APTV; AFL; CNC; AR; DFS; KOF; STLA; RRC; SNN; EW; HPQ; CRH; CX; PBA; BTE; HLT; TS; HSY; WEC; PGR; KB; MOS; M; YUM; RCI; MGA; MAC; WES; SWK; FTS; IP; FLG; AME; AEM; TAP; BAP; IVZ; HRL; ARE; GPC; GAP; LHX; VNO; DTE; CNP; MPC; IQV; OMC; VLO; ETR; KIM; CBRE; RSG; BBWI; GWW; CPAY; KEY; AMCR; XPRO; AZO; VRN; ROK; KMX; AMP; DBRG; YPF; BFH; GPN; ESS; HIG; MHK; CRK; CLX; AJG; BG; CAG; FERG; QSR; MSI; FLR; AA; TT; SYF; BALL; TSN; EFX; BF-B; BWA; JWN; AEE; LEN; NUE; CPRI; PBR; MKL; EXR; VIPS; AWK; L; PSO; AAP; CHD; FNV; WPC; VTLE; WPM; CNH; ASX; CQP; XYL; VMC; ENLC; FRT; SJM; APO; MKC; CMS; UGP; LH; TKC; TXT; CFG; PHI; GIB; ST; NLY; TIMB; AEG; WHR; HBI; GRMN; TDG; RMD; BKD; CF; AER; UDR; DHI; WCN; SNDA; BCH; JLL; KT; WLK; PVH; LNC; AES; ATO; RF; ALK; RDY; WAT; RJF; DOV; URI; HOG; ERJ; EMN; PII; IT; FLS; BB; TPR; CCJ; MTD; IRM; ICL; UAA; UHS; MLM; HHH; MAA; DVA; DGX; CYH; PNR; ALB; AMG; TECK; HR; WF; LYV; RL; SUI; MGM; EG; BBY; CCK; JNPR; UGI; KEYS; STM; STE; ALLY; WTRG; AXTA; SNA; KRC; IHG; MD; NI; BSAC; CUK; AMH; X; OII; EXPD; CPT; SSB; CE; SEE; PNW; ESI; IPG; DINO; SLG; RPM; ARMK; NBR; PKG; RVTY; MUR; IEX; INVX; FET; BIP; ENOV; FHN; FMC; NOG; KNX; TFX; TGI; CTLT; WOLF; OHI; CNA; ANET; CLB; QGEN; SPR; VET; RHI; FNF; THC; TDY; RGA; SIG; ALV; ATI; OGE; NNN; KEX; BRX; HUBB; TYL; WRB; HOUS; SITC; UNM; ZWS; UNFI; NFG; DRI; LEA; SUZ; BR; RNR; NRG; DDD; THS; ALLE; EPC; INGR; J; PEB; VEEV; CNX; CMA; BRO; TDC; RRX; AYI; GL; HE; GWRE; FBIN; HP; PWR; MAS; ROL; WFG; FL; WBS; OI; SM; MPW; RBA; RTO; WEX; AU; KSS; PB; ELS; GGG; ACM; GNK; DCI; NVR; ATR; LEG; ATHM; DXC; JHX; SBSW; PHM; KOS; TK; CAE; AQN; CUZ; BF-A; SAFE; WU; VOYA; GIL; KRG; EBR; WCC; HII; YELP; WST; CSL; GNW; WSM; CNK; LDOS; AVY; UMC; CUBE; RLJ; HBM; SBS; GPK; NMM; DEI; FTK; MSCI; GFI; AROC; CFR; AL; HLX; CLF; JEF; SMC; CIB; FUN; VNCE; CRL; SWX; KGC; CIG; BERY; EDU; STNG; FSK; FNB; NEU; AXS; TOL; SBH; HRB; HXL; STWD; SON; SF; OIS; BDC; G; PDI; BURL; ARW; PGRE; MOH; CADE; PAAS; LII; HPP; ITT; DPZ; HUN; MSM; SNX; BEP; AGI; DAR; BC; R; BAH; AOS; FLO; POR; AIZ; TTC; CCO; HIW; GME; AVNT; SNV; ASR; CIEN; MMS; REXR; GNRC; BIO; SCI; DNOW; RYN; PBI; STN; STAG; WSO; WAL; AGCO; OSK; GMED; RS; AXL; BKH; IVR; AKR; LAZ; IDA; SUN; BFAM; SAM; EPAM; OC; CXW; SMG; MTN; TROX; VYX; CLH; DAN; BTCM; PAG; CMP; OUT; GEL; RES; EHC; FAF; CW; IVT; SLGN; SKT; AFG; HOMB; MTDR; ESNT; AG; CRI; ALSN; CSTM; IGT; H; NEA; SKX; EXP; ESRT; CPA; THO; EPR; MAN; TKR; WKC; ASH; AN; AVAL; BVN; CHH; KYN; DLB; PBF; SHO; GGB; CCU; SPNT; DRH; OMI; VMI; RITM; DECK; TPX; ADC; DKS; RHP; KW; GBCI; NJR; ASB; EAT; ALE; SQM; ENS; VAC; TAC; OMF; JBL; RDN; ARES; GEO; SR; TAL; LAD; CDP; KMT; AVNS; FR; ARR; CDE; FUL; MTX; COHR; MTG; TWO; GCI; USM; TX; W; AWI; SXT; TGNA; SSTK; BXMT; KN; AEO; RBC; HRI; TXNM; UIS; OLN; SPB; MCY; WLY; NAD; TDS; CRS; BBAR; WWW; TMHC; KBR; HEI-A; DLX; EME; CACI; THG; NYT; HI; HLF; AVA; NEP; IPI; CBT; TNL; HAE; KMPR; ORI; LXP; DNP; NHI; BMA; TISI; NGL; WT; OGS; PRMB; TFII; KODK; ONIT; RH; HNI; FICO; MSA; UCB; VHI; BWXT; PAC; UNF; AAT; HUBS; LXU; HL; NVG; MTZ; TEX; PBH; FHI; UI; PRLB; CVI; B; BOH; TRNO; XPO; NOMD; ITGR; POST; BKU; HEI; ATGE; ELME; WTM; IAG; GATX; TEO; PDS; PRA; WMS; EVR; PRI; IMAX; GHC; WTS; AUB; MTUS; ABCB; NZF; ORA; MLI; SID; CHE; NUS; TNET; BAK; PFS; ABG; PAYC; ROG; FRO; CMC; GTLS; FSM; ALEX; CBU; NVRO; EFXT; EBS; AIT; ABM; VRE; EPAC; VSH; KWR; ASGN; MATV; CNO; RNST; BANC; APAM; TPH; GVA; NVRI; NWN; MODG; FCN; NVGS; DK; RLI; NUV; CLS; FDP; BDN; JPC; MWA; MUSA; PDM; RYAM; CTRE; DAC; CNS; MRC; ELP; NAC; ODV; GBX; KFY; RAMP; SSD; ATS; AB; EVTC; TPC; PRO; TRN; ALX; CNMD; MTH; VTOL; MDU; MMI; SXC; IRT; BGS; AZZ; CWT; KAR; MAIN; HLIO; AWR; CIM; RNG; AKO-B; AMBC; TNC; MC; SCS; CLW; DBI; RWT; NPO; ANF; QTWO; TREX; AGO; DDS; HTH; PRIM; CMRE; NOAH; LTC; EXG; SPH; HMY; MEI; GDOT; AX; ORC; BYON; WTI; GPI; KBH; AIN; BYD; IRS; PRG; DIN; NNI; LPX; JOE; NAT; DY; GDV; MFA; INN; VLRS; HASI; LADR; WMK; CPS; TCS; BCC; SPXC; UTF; JBT; HMN; GSL; USNA; AKO-A; CXT; CLDT; PTY; LCII; BRC; BCO; MATX; CPK; BKE; BTT; AIR; TNK; CAL; VRTS; LZB; BHLB; CGAU; PARR; PRKS; GOF; RC; WNS; HTGC; ESE; TR; SEM; JKS; GCO; VVX; GTN; BFS; KRO; EMO; GEF; MUC; TKO; NMZ; FSS; SXI; TTI; NR; CSR; LNN; TYG; OEC; THR; MANU; PFSI; DSL; TPL; HY; FBP; SCL; FOR; DKL; BMI; BLDR; SFBS; NX; SFL; BHE; STC; BBDC; TRC; ADX; BHR; RQI; WOR; ETY; AMN; CHGG; AGRO; ARI; TY; RVT; PIPR; SA; PHX; GAB; LITB; BBN; VVI; WK; MOD; TEN; NRK; EVT; MTW; OXM; FFWM; ASPN; ETV; HYT; FCF; MTRN; GLOB; DX; TWI; CALX; BDJ; NFJ; GRC; SMP; HQH; MQY; MUI; JFR; ARCO; TBI; GES; BXMX; FN; MHO; ACCO; PMT; USA; FPF; BIO-B; BZH; NBHC; EVRI; UVV; CVEO; STEW; EXK; ENVA; GTY; CUBI; NTG; OFG; CODI; MITT; DHT; EFC; USAC; PHK; NRP; QUAD; MUX; MG; BTZ; ETG; MYI; HOV; ALG; FIX; BH; SBSI; TSLX; BOOT; UFI; UHAL; USPH; WGO; MHD; CAPL; DSX; HRTG; PAM; KOP; AMPY; UTI; BSIG; SAH; LRN; NSP; BPT; RMAX; CCS; AWF; VMO; WD; IGR; CTS; TSE; GAM; ABR; ACP; DHX; SUP; MX; NXP; ETW; WLKP; MYE; BLX; AORT; IBP; SRL; GFF; NXDT; IIM; MUJ; KAI; ETD; WNC; FFC; PML; HZO; UMH; MMU; BLE; EIG; NGVC; WSO-B; ORN; UTL; PFLT; CATO; CBZ; EGY; UHT; NKX; AHH; JQC; GLP; UAN; VGM; RNP; TG; BWLP; AIV; WLYB; VKQ; ASC; MYD; CMCM; CIA; CYD; RGR; MCS; CPF; WSR; DLNG; IDT; THQ; FBMS; UVE; CPAC; WIW; IQI; AOD; SII; NIC; BCX; KFRC; VCV; EMD; SOL; DCO; BHK; REX; BFK; TGLS; GRBK; HTD; SRI; MVF; SB; AGX; PLOW; AP; PCN; EOS; EVC; HCI; SPLP; PEO; DQ; FPI; NXJ; NBB; WHG; BOE; SJT; AVD; ATEN; EVN; MUA; MOV; MYN; ACR; NL; KNOP; PFN; NQP; KTF; DPG; LEO; CTO; SQNS; VVR; BGB; PDT; BGY; IIIN; IFN; CVLG; LPG; NGS; EDD; CII; RYI; GIC; BFZ; SKE; ETJ; CSV; DIAX; HQL; MED; HIX; BME; BGR; MHN; GHM; GHY; EOI; GBAB; AVK; NCV; HPS; FC; BIT; BLW; NAN; AFB; CIO; BTO; MIY; HPI; OLP; AMRC; SBR; PBT; IGD; PPT; NCA; GPRK; DSM; BUI; NPK; DSU; GUT; ISD; CULP; FRA; PAR; ARCH; BYM; ACRE; NIE; MIN; BBW; HIO; AWP; TEI; PMF; DFP; PKE; BNY; JRI; MBI; SABA; ENZ; GBLI; VPG; PMX; RMT; SMBK; PMO; SKY; TDF; MAV; NUW; BKT; EOT; TGS; MMD; ETB; CAF; AGM; NCZ; BRW; ZTR; HPF; PHT; OIA; DBL; ASA; MVT; PNNT; MHI; PMM; EDN; LND; OPY; CRD-A; MPX; EFR; MLR; HVT; PCK; MXF; EBF; PCQ; MUE; TPVG; MQT; PFL; EFT; NXE; RCS; FF; ETO; MFM; BKN; KIO; TRAK; LAAC; JGH; RFI; CHMI; HYI; KFS; FOF; GHI; MCR; JPI; NPV; MMT; CRD-B; BGH; CCM; FCT; MCI; SOR; VPV; TLYS; ARDC; JRS; TSQ; PZC; BGT; WIA; FFA; DMB; PSF; EARN; TSI; SRV; RM; LFT; ASG; SPXX; NNY; EHI; SGU; EMF; TTP; INSI; VHC; VBF; VTN; MLP; EOD; JOF; SCD; ODC; GNE; MPA; CBAN; EQC; PIM; STK; MHF; SCM; IIF; NXG; DHF; NAZ; BWG; EDF; MSB; NDP; BSL; FLC; GF; JHS; BXC; HYB; NIM; ARL; GRX; FT; PFD; CEE; DRD; JCE; SBI; MSD; TCI; CXE; BGSF; CHN; GGT; NTZ; BTA; IDE; MGF; XIN; EVG; BRT; LGI; PNI; WEA; SAR; DMO; PAI; NMT; BGX; PGP; NMI; KF; IGI; HEQ; PFO; NOA; FENG; IGA; DTF; FMN; JHI; GDL; PCF; NXC; CMU; MPV; SPE; PHD; IHD; MCN; SWZ; NC; GDO; TWN; GGZ; JLS; VGI; PNF; EVF; GNT; NMS; PVL; PGZ; CXH; MXE; JEQ; PCM; CRT; MVO; GCV; IAE; NRT; JMM; FGB; VLT; NXN; EEA; RGT; EGF; FMY; PYN; VOC; EQS; NOM; MTR; AXR; CIF; BHV; HVT-A; CCRD; TVC; VATE
2015-01-05 00:00:00-05:00,XOM; BABA; BRK-B; JNJ; WMT; CIVI; PG; DIS; TM; BUD; KO; WFC; JPM; CVX; BRK-A; NVS; SHEL; PFE; GE; PCG; BAC; V; ORCL; MRK; HSBC; IBM; CVS; SLB; BMY; T; TSM; BA; SAN; HD; UNH; C; PM; ABBV; RTX; MDT; MA; IX; AMC; UL; SAP; ABEV; TAK; RY; BHP; ABT; ENB; MUFG; HDB; COP; TTE; BTI; NVO; TEVA; UPS; UNP; WIT; CRM; KMI; AXP; TD; OXY; BHC; BP; MMM; LLY; GSK; MCD; AMX; NKE; DB; USB; TDW; GS; DEO; TMO; ACN; SCHW; SMFG; MS; LYG; AHT; CCL; BNS; CL; MO; D; DUK; NEE; MFG; BLK; NGG; ET; TEF; PUK; BBDO; UBS; BCS; EPD; SPG; CB; EOG; AMT; CNI; HMC; FDX; IBN; BRFS; SO; BDX; F; LMT; BMO; WDS; TFC; TJX; WELL; CAT; MPLX; NOK; BBVA; SYK; LOW; CP; NWG; PLD; CVE; LVS; TRP; WMB; GD; HAL; FCX; FIS; DAL; KMB; E; BBD; DVN; AIG; SU; O; GM; RIO; EMR; ECL; CI; EQNR; TGT; SRE; COF; PNC; DHR; INFY; ELV; CM; FMX; MCK; SPGI; KEP; RELX; BCE; BN; MMC; CCI; MET; APD; LUV; ING; VTR; PSA; EQT; ICE; MT; BK; PPG; SONY; ITW; PHG; NOV; MFC; ZBH; JCI; DD; BSX; GIS; PRU; NCLH; BSBR; VFC; ETN; IFF; SHW; FI; LUMN; DE; RCL; PSX; CNQ; NSC; SHG; PRGO; TRV; KR; PKX; HES; AON; CMG; VALE; BEN; ADM; ZTS; FMS; ITUB; NOC; WY; NEM; EIX; SKM; DOC; AVB; HCA; EQR; STT; WM; BAX; TU; SSL; NMR; KKR; TV; GOLD; STZ; ED; CTRA; HUM; DLR; CHT; PPL; EL; TEL; MCO; MTB; COTY; VIV; LYB; LNG; COR; SCCO; SYY; BX; K; LPL; GLW; CMI; ALL; OKE; TLK; CAH; FE; APH; PEG; BXP; SLF; ES; RIG; WPP; NOW; WAB; EC; OVV; DG; LC; FLUT; TRI; PH; CNC; FTI; AFL; TRGP; DFS; APTV; KOF; SNN; EW; STLA; HPQ; CRH; CX; HSY; WEC; AR; PGR; M; MAC; HLT; RRC; PBA; MOS; YUM; RCI; KB; MGA; TS; FTS; AEM; SWK; ARE; IP; TAP; FLG; GAP; WES; VNO; GPC; HRL; AME; BAP; IVZ; DTE; LHX; BTE; KIM; IQV; ETR; OMC; RSG; MPC; AMCR; CNP; CBRE; BBWI; VLO; XPRO; GWW; AZO; KEY; CPAY; KMX; ROK; ESS; AMP; DBRG; BFH; MHK; CLX; GPN; AJG; HIG; FERG; CAG; BG; YPF; VRN; QSR; SYF; MSI; VIPS; TT; BF-B; EFX; BALL; FLR; TSN; LEN; AEE; JWN; EXR; FNV; BWA; AA; NUE; CPRI; MKL; CRK; AWK; L; CHD; AAP; PSO; WPC; WPM; ASX; FRT; VMC; SJM; PBR; CQP; TKC; LH; APO; ENLC; CMS; CNH; MKC; XYL; TXT; UGP; CFG; PHI; GIB; NLY; ST; RMD; BKD; TDG; UDR; TIMB; WHR; CF; HBI; AEG; GRMN; AER; VTLE; DHI; WCN; SNDA; KT; BCH; JLL; WAT; ALK; LNC; ATO; AES; PVH; WLK; RDY; RF; RJF; PII; HOG; DOV; IRM; BB; ERJ; IT; EMN; ICL; TPR; MTD; FLS; MAA; CCJ; UAA; HR; DVA; UHS; DGX; SUI; MLM; HHH; CYH; ALB; AMG; PNR; TECK; LYV; URI; EG; RL; AXTA; KEYS; KRC; WF; MGM; JNPR; CCK; BBY; ALLY; STE; UGI; MD; WTRG; STM; SNA; IHG; BSAC; NI; CUK; AMH; CPT; OII; EXPD; SLG; X; PNW; SEE; SSB; PKG; CE; RPM; ESI; IPG; CTLT; ARMK; RVTY; BIP; OHI; IEX; ANET; DINO; NBR; FMC; FHN; TGI; INVX; NOG; TFX; MUR; KNX; QGEN; SPR; ENOV; CNA; SIG; WOLF; RHI; NNN; FNF; FET; BRX; THC; RGA; CLB; TDY; OGE; KEX; ALV; WRB; SITC; TYL; HOUS; DRI; UNFI; HUBB; SUZ; VET; ATI; NFG; UNM; RNR; BR; THS; LEA; ZWS; PEB; ALLE; EPC; VEEV; NRG; INGR; DDD; BRO; AU; HE; MPW; J; TDC; FBIN; RRX; GL; AYI; WFG; GWRE; ROL; CMA; FL; HP; MAS; CNX; RTO; PWR; WBS; RBA; KSS; SBSW; ELS; NVR; OI; GGG; PB; WEX; GNK; LEG; DCI; SAFE; AQN; SM; BF-A; PHM; CAE; ATHM; KRG; DXC; ATR; JHX; ACM; WU; CUZ; KOS; GIL; VOYA; HII; GFI; WSM; WST; CSL; WCC; UMC; EBR; CNK; GNW; TK; CUBE; YELP; RLJ; LDOS; AVY; DEI; GPK; FUN; MSCI; SBS; HBM; KGC; NMM; CRL; EDU; BERY; AROC; CFR; AL; FTK; SWX; FSK; JEF; AXS; TOL; HLX; NEU; CIB; AGI; STWD; FNB; PAAS; SBH; CIG; HXL; STNG; BDC; G; SON; HRB; VNCE; SMC; CLF; PGRE; SF; HPP; PDI; LII; ARW; DPZ; OIS; BEP; MOH; BURL; DAR; CADE; GME; BC; HIW; MSM; BAH; POR; FLO; AOS; R; SNX; CIEN; AIZ; HUN; REXR; RYN; TTC; BIO; ITT; AVNT; STAG; MMS; GNRC; SNV; SCI; SAM; ASR; GMED; AKR; STN; PBI; WSO; IVR; CXW; BKH; WAL; AG; IDA; EPAM; OSK; AXL; MTN; SUN; DNOW; OC; LAZ; AGCO; BFAM; CMP; SMG; OUT; PAG; RS; EHC; SKT; VYX; CLH; IVT; TROX; SLGN; BVN; DAN; SKX; FAF; AFG; ESNT; CCO; GEL; CW; NEA; IGT; BTCM; EPR; ESRT; THO; CRI; CPA; HOMB; CSTM; H; ALSN; RES; WKC; MAN; ASH; AN; SHO; TKR; EXP; CHH; SPNT; OMI; DRH; DLB; MTDR; AVAL; KW; ADC; DECK; RITM; VMI; RHP; KYN; CCU; DKS; W; PBF; GGB; EAT; TPX; CDE; ENS; ALE; GEO; NJR; SQM; TAC; ARES; CDP; VAC; GBCI; OMF; TAL; ASB; RDN; FR; JBL; SR; GCI; ARR; LAD; FUL; TWO; AVNS; MTG; COHR; AEO; KMT; SSTK; BXMT; SXT; AWI; TGNA; TXNM; NAD; MTX; RBC; TX; OLN; MCY; WLY; UIS; KN; SPB; WWW; NEP; DLX; BBAR; KBR; CACI; HRI; NYT; HI; AVA; THG; HAE; TDS; HEI-A; EME; CRS; TMHC; USM; LXP; CBT; KMPR; TNL; NHI; DNP; IPI; ORI; HL; RH; PAC; OGS; TFII; PRMB; AAT; TISI; FICO; HNI; BMA; NVG; VHI; IAG; HUBS; MSA; KODK; UCB; WT; BWXT; UNF; MTZ; PBH; HLF; FHI; UI; NGL; ONIT; LXU; ATGE; ITGR; NOMD; TRNO; ELME; B; HEI; CVI; BKU; GHC; BOH; TEX; TEO; XPO; PRLB; PRA; WTM; POST; EVR; IMAX; PRI; WMS; AUB; NZF; GATX; ABCB; FSM; WTS; MTUS; FRO; MLI; CHE; ORA; PFS; TNET; NUS; ALEX; VRE; EFXT; ABM; ABG; EBS; PDS; SID; ROG; NVRO; PAYC; CBU; VSH; AIT; KWR; ASGN; RNST; TPH; CMC; EPAC; BAK; BANC; GVA; MATV; MODG; CNO; APAM; NUV; GTLS; RYAM; NWN; FCN; BDN; RLI; JPC; MWA; CLS; PDM; NVRI; MUSA; FDP; CTRE; DK; CNS; NAC; ODV; NVGS; KFY; SSD; RAMP; MRC; ATS; CNMD; DAC; ELP; EVTC; ALX; GBX; TPC; AB; PRO; IRT; MTH; SXC; MMI; MDU; TRN; VTOL; KAR; HMY; CIM; CWT; MAIN; BGS; AZZ; AWR; CLW; AMBC; AKO-B; HLIO; RNG; RWT; SCS; LTC; MC; QTWO; DBI; TNC; NPO; ANF; AGO; DDS; TREX; PRIM; SPH; MEI; AX; EXG; BYON; NOAH; ORC; HTH; GDOT; CMRE; GPI; AIN; KBH; IRS; PRG; BYD; DIN; DY; NAT; INN; MFA; JOE; LPX; HASI; NNI; GSL; WMK; VLRS; LADR; CLDT; GDV; CPS; HMN; BCC; AKO-A; WTI; PTY; USNA; CGAU; UTF; SPXC; CXT; JBT; TCS; LCII; BTT; BKE; BRC; CAL; MATX; BCO; CPK; LZB; AIR; TNK; PARR; BHLB; RC; VRTS; GOF; WNS; HTGC; PRKS; ESE; TR; BFS; GCO; MUC; GTN; SEM; NMZ; JKS; KRO; TKO; CSR; GEF; EMO; FSS; SXI; MANU; PFSI; OEC; LNN; TPL; VVX; DSL; TYG; NR; HY; FBP; FOR; DKL; THR; SCL; BHR; BLDR; SFBS; STC; BMI; NX; TTI; BBDC; BHE; SA; TRC; RQI; ADX; SFL; ETY; ARI; AGRO; AMN; WK; WOR; TY; VVI; CHGG; LITB; BBN; PIPR; RVT; NRK; GAB; MOD; EVT; FFWM; ASPN; DX; OXM; ETV; HYT; BDJ; NFJ; TEN; MQY; FCF; MUI; MTRN; CALX; ARCO; MTW; SMP; GLOB; PHX; HQH; JFR; TWI; GRC; TBI; FN; GES; EXK; MHO; BXMX; MUX; PMT; BIO-B; GTY; ACCO; USA; FPF; EVRI; BZH; NBHC; CUBI; ENVA; STEW; CODI; UVV; MITT; EFC; PHK; OFG; NTG; MYI; BTZ; MG; DHT; USAC; BH; ALG; QUAD; TSLX; ETG; FIX; BOOT; HOV; NRP; USPH; UFI; CVEO; CAPL; MHD; SBSI; WGO; UTI; PAM; NSP; UHAL; DSX; SAH; BSIG; HRTG; KOP; ABR; VMO; BPT; AWF; LRN; CCS; IGR; WD; DHX; RMAX; ACP; CTS; NXP; GAM; AMPY; SUP; MX; WLKP; ETW; AORT; IIM; MUJ; IBP; TSE; BLX; GFF; NXDT; MYE; SRL; PML; KAI; UMH; ETD; FFC; MMU; NGVC; BLE; WNC; HZO; EIG; CMCM; PFLT; WSO-B; UHT; GLP; AHH; UTL; UAN; EGY; CATO; NKX; VGM; ORN; CBZ; JQC; RNP; AIV; BWLP; VKQ; TG; CYD; MYD; WSR; RGR; IDT; ASC; WLYB; UVE; SII; IQI; WIW; CPF; FBMS; MCS; CPAC; NIC; THQ; AOD; VCV; CIA; BCX; KFRC; DCO; EMD; BHK; BFK; TGLS; DLNG; SRI; HTD; MVF; SOL; AGX; PLOW; REX; PCN; AP; GRBK; SB; HCI; NXJ; EOS; NBB; FPI; EVC; PEO; EVN; SPLP; WHG; MUA; BOE; AVD; SJT; MOV; MYN; ACR; NQP; KTF; LEO; DQ; ATEN; PFN; CTO; KNOP; DPG; SQNS; CVLG; VVR; NL; BGB; PDT; BGY; IFN; IIIN; CII; BFZ; EDD; NGS; GIC; SKE; ETJ; RYI; CSV; DIAX; MED; HQL; LPG; GBAB; MHN; HPS; HIX; GHY; BME; NCV; AVK; BIT; GHM; BGR; FC; AFB; EOI; NAN; CIO; BLW; OLP; MIY; HPI; PBT; AMRC; DSM; NCA; PPT; BTO; IGD; SBR; BUI; DSU; CULP; FRA; GUT; BYM; ISD; NPK; GPRK; PAR; MIN; ACRE; BBW; SMBK; NIE; PMF; DFP; GBLI; HIO; TEI; BNY; ARCH; MBI; PKE; JRI; PMX; PMO; MAV; SABA; NUW; TDF; BKT; RMT; VPG; AWP; EOT; MMD; ENZ; CAF; DBL; SKY; HPF; ETB; ASA; ZTR; BRW; AGM; PHT; NCZ; MVT; OIA; PNNT; MHI; LND; PMM; TGS; MPX; HVT; PCK; OPY; EFR; CRD-A; EDN; MLR; EBF; NXE; PCQ; MUE; MXF; MQT; TPVG; EFT; PFL; RCS; MFM; BKN; KIO; ETO; FF; TRAK; JGH; CHMI; RFI; LAAC; GHI; CCM; KFS; HYI; NPV; JPI; TLYS; BGH; FOF; CRD-B; FCT; MCI; MCR; MMT; ARDC; VPV; SOR; JRS; PZC; BGT; WIA; TSQ; DMB; EARN; PSF; FFA; LFT; TSI; RM; SRV; NNY; ASG; SPXX; SGU; EHI; INSI; EMF; VTN; VBF; MLP; TTP; MPA; EOD; JOF; VHC; EQC; SCD; ODC; CBAN; SCM; PIM; GNE; MHF; STK; IIF; NAZ; DHF; BWG; NXG; MSB; EDF; BSL; FLC; NDP; DRD; JHS; NIM; BXC; HYB; ARL; GF; GRX; FT; NTZ; PFD; SBI; XIN; CXE; CEE; TCI; CHN; MSD; BGSF; BTA; JCE; MGF; GGT; IDE; BRT; EVG; PNI; LGI; WEA; DMO; SAR; PAI; NMT; BGX; NMI; PGP; KF; IGI; PFO; HEQ; NOA; DTF; FMN; FENG; JHI; IGA; GDL; PCF; NXC; CMU; MPV; SPE; PHD; IHD; MCN; SWZ; TWN; NC; GDO; JLS; GGZ; VGI; PNF; EVF; NMS; GNT; PGZ; CXH; JEQ; PCM; MXE; MVO; GCV; PVL; CRT; IAE; NRT; JMM; FGB; VLT; NXN; EEA; EGF; RGT; FMY; PYN; VOC; EQS; NOM; MTR; AXR; CIF; BHV; HVT-A; CCRD; TVC; VATE
