date,symb
2013-01-02 00:00:00,XOM; CIVI; WMT; BRK-B; JNJ; CVX; BUD; PG; TM; SHEL; KO; IBM; BHP; HSBC; JPM; ABEV; GE; PFE; DIS; WFC; ORCL; SAP; T; BRK-A; PCG; PM; BAC; SLB; NVS; TAK; TDW; SAN; DB; MRK; TSM; IX; UL; MUFG; V; C; TTE; RY; BP; AMX; ENB; BTI; RTX; COP; GOLD; EC; SMFG; GSK; HDB; OXY; DEO; CVE; BA; HD; MFG; MCD; TD; VALE; CVS; BMY; BBDO; HMC; NVO; BNS; ABT; KMI; MA; RIO; UNH; BCS; CRM; MDT; NEM; FCX; WIT; UPS; E; ABBV; TEF; UBS; MT; TEVA; EQNR; WDS; CCL; USB; ACN; AXP; LLY; RIG; LYG; CAT; CL; GS; BRFS; BBD; NGG; DUK; BBVA; UNP; NWG; MMM; AHT; FMX; F; SU; AMT; BTE; SO; SPG; BMO; TRP; D; NKE; NEE; IBN; MO; EOG; TFC; CB; HAL; BSBR; PKX; EPD; LVS; PUK; CNI; BLK; PLD; PBR; TMO; MS; DVN; SCHW; WELL; BHC; EMR; KOF; GM; AEM; CM; BCE; CCI; WMB; SCCO; NOV; TJX; CRK; O; FDX; OVV; PHG; TGT; CNQ; VIV; SSL; DE; KEP; COF; SHG; ITUB; BDX; KMB; ECL; SYK; VTR; NMR; LUMN; CP; AIG; EQT; ING; CLF; DHR; ET; TS; ETN; LOW; BN; INFY; FMS; PNC; PSA; NOK; SRE; FIS; DOC; LMT; TECK; VRN; CHT; PSX; GIS; SPGI; ODV; BAX; NOG; LPL; MFC; RELX; GD; MET; MOS; TU; DD; FE; BK; BEN; JCI; WPM; AU; DLR; RRC; CI; MMC; ITW; KB; HES; VTLE; CTRA; MPLX; WY; IFF; TV; PPG; RCI; APD; AVB; FLUT; FTI; TRV; ED; ICE; K; PRU; EL; IP; EQR; PRGO; MTB; CX; ELV; OKE; ZBH; SHW; FI; EIX; PPL; FTS; TLK; CMI; MCK; SYY; AFL; LYB; AON; SONY; KGC; NSC; YUM; ICL; WM; BXP; SLF; CRH; STT; CDE; BAP; AG; PEG; SKM; VFC; ADM; WPP; ES; FNV; TRI; WF; FLR; PH; APH; KKR; TEL; EW; PGR; PBA; UGP; TPR; SWK; BCH; BSX; BVN; PSO; L; ALL; FLG; HSY; DG; TKC; CNP; GWW; AME; KT; MCO; CMG; ARE; RCL; WEC; LEN; GAP; GLW; NOC; NLY; DFS; NUE; MAC; MSI; ROK; KR; CAG; BSAC; CCJ; GFI; BG; KIM; SNN; HUM; AMCR; HCA; LHX; IVZ; SBS; RSG; FERG; CAH; DTE; WAB; MPC; COR; VNO; APTV; BB; OMC; DAL; SJM; AJG; AGI; TRGP; HRL; M; ETR; PHI; MKC; VLO; ESS; IAG; VMC; CLX; GPC; BF-B; BX; TAP; KEY; ALB; TIMB; FET; NOW; CBRE; GGB; PVH; BALL; TDC; BWA; LH; CPRI; NBR; AEG; AZO; EFX; JWN; STZ; FRT; MHK; AWK; DHI; KMX; SM; EMN; XYL; KOS; MKL; AEE; TT; CHD; GPN; YPF; LUV; WPC; DINO; STLA; PAAS; WES; GRMN; ASX; SNDA; BBWI; MGA; WOLF; FLS; WCN; MLM; HIG; AES; X; RMD; CF; JNPR; WAT; FMC; BFH; AA; STM; MUR; CNC; UDR; CMS; OII; EXR; TGI; INVX; DGX; DDD; BKD; ERJ; HMY; DOV; EBR; MAA; EXPD; RL; HOG; HR; ST; SQM; AMP; CQP; VET; GIB; APO; TXT; CUK; RF; WLK; RJF; CPT; PNR; TSN; CLB; HPQ; RDY; DVA; CIB; CCK; IRM; WTRG; HOUS; LNG; ONIT; SID; MTD; J; ATI; ENOV; ATO; IHG; SUZ; PWR; HBM; CE; WHR; AMG; TDG; BIP; JLL; QGEN; RRX; AAP; CPAY; SITC; CIG; CNX; EG; CCU; RVTY; FHN; KRC; PNW; HL; PII; IT; KEX; MD; RNR; HUBB; OGE; CYH; HHH; ZWS; SUI; NRG; RYN; CNA; MGM; KBR; WRB; GNW; HP; JEF; DCI; RTO; NNN; WCC; VHI; BRO; OI; SSB; UNFI; ENLC; PHM; SNA; TAC; SLG; HLX; DRI; UGI; INGR; LNC; ACM; THC; NMM; NFG; NI; MPW; AQN; JHX; TDY; EDU; IEX; TFX; PB; URI; TOL; WEX; RPM; RBA; STE; UMC; AGCO; CAE; CLH; ALV; COHR; GTLS; HE; IPI; RGA; IPG; NVR; ARR; FBIN; UHS; IVR; OC; AEO; CMA; ROL; THS; ATR; RS; MAS; UNM; WU; TX; KSS; OHI; GL; BF-A; RHI; DAR; EPC; FNF; OIS; AER; CUZ; MSM; WFG; GWRE; KRG; CNK; DEI; WBS; STNG; FNB; GGG; SBH; AKO-B; CFR; G; BEP; KMT; VMI; BIO; PKG; DXC; ALK; ELS; TK; ASR; GIL; AMPY; NVGS; NEA; CSL; PBF; LEG; MRC; VYX; CIEN; HBI; SAFE; RES; PDI; UAA; CPA; FTK; WTI; FLO; MSCI; AVY; LYV; AROC; FL; KNX; BR; EXK; SWX; SKT; PDS; STWD; SEE; LEA; AWI; FUN; CRS; TYL; CMP; AXS; CUBE; WKC; PEB; HAE; HXL; AL; WSM; NEU; ARW; STN; AYI; MUX; SF; FRO; SON; PRMB; LXU; MTZ; GME; DKS; CADE; LDOS; IGT; SPR; HUN; TROX; AKO-A; CXW; EXP; HIW; HPP; CRL; SLGN; POR; SIG; AKR; NAD; TTC; GEL; TKR; WSO; JBL; DAN; RLJ; WST; SNV; GNRC; ANF; OMI; BKH; STAG; BDC; OLN; VRE; FAF; TWO; TEX; BC; OSK; SMG; ITT; CDP; TISI; TDS; HRB; NVRI; BBY; ADC; NVG; FUL; SA; EPR; SCI; CBT; KYN; LII; IDA; MMS; BERY; ASH; GPK; DLB; H; AVNT; USM; THO; AOS; CRI; CCO; HLF; LAZ; AN; ASB; LXP; MTN; RBC; AFG; PAG; BAK; ALE; PAC; CGAU; MOH; R; NZF; SMC; EPAC; EME; MAN; BWXT; KMPR; RHP; SHO; ALSN; EHC; SR; CVI; DNP; AIZ; CHH; HII; BANC; ELP; FR; ELME; PRA; TFII; MSA; AXL; ENS; DPZ; TWI; ARCO; POST; FSM; TPX; NJR; AIT; HRI; WWW; DRH; GEO; TXNM; NHI; CMC; NUV; SNX; WTM; JOE; MTH; BKU; SAM; NGL; MCY; YELP; WLY; HOMB; VAC; GVA; NYT; MATV; CACI; NUS; BAH; SUN; BXMT; MTX; ORI; UIS; GMED; EFXT; NAC; HI; LPX; SSD; PFS; JPC; KRO; AVA; RAMP; CW; BOH; IMAX; KW; SXT; FCN; DK; PDM; GATX; MODG; TGNA; BRC; GBCI; AAT; TNL; MLI; TRNO; EAT; BCO; NWN; ORA; PBI; WTS; ARCH; BGS; VSH; UNF; SPB; HEI-A; SCL; ALEX; WAL; EPAM; MAIN; FICO; FDP; KBH; MDU; CBU; AUB; SXC; HNI; FHI; B; THG; HEI; TTI; CHE; AZZ; ABM; DBI; BTT; PBH; DLX; CLS; PRG; ASGN; DECK; MTDR; PRLB; ROG; BDN; UAN; RNST; LAD; NRP; UCB; TEO; ESE; HOV; PRO; EBS; EVR; FOR; LRN; RWT; ALX; PRI; KWR; CNS; PTY; AVD; EXG; MUC; CWT; NX; SPH; ATS; ATGE; EGY; BBDC; LTC; HLIO; CMRE; BHLB; SCS; THR; WMK; TRN; HTH; RDN; SKX; AGRO; BMA; SPXC; CSR; SSTK; ITGR; MFA; ABCB; LNN; MG; MWA; GEF; NPO; CNO; GOF; NMZ; BBAR; NAT; AB; PRIM; CXT; DDS; TRC; MHO; SFL; WT; CNMD; TPC; KOP; BKE; GPI; MANU; KFY; AWR; NRK; CIM; TNC; TR; UI; INN; TAL; NR; UTF; GES; UVV; VIPS; EVRI; XPO; SII; VRTS; EMO; BYON; MUI; GDV; NNI; PARR; GDOT; MATX; KAR; GHC; BLDR; MQY; CLW; DAC; CPS; VHC; WOR; MTG; RLI; TYG; AIR; DIN; GSL; JFR; BMI; SQNS; FBP; ABG; HYT; GCO; BBN; RH; AIN; LCII; BFS; VVI; DX; ARI; AGO; DY; PMT; NBHC; MX; DSX; STC; CIA; HMN; HTGC; BYD; OXM; MITT; CPAC; SXI; BZH; CPK; SEM; RQI; MYI; JBT; BIO-B; HY; SRL; RVT; NFJ; GTY; CAL; ACCO; ETY; BHE; BXMX; MTW; CALX; TY; BTZ; BDJ; AWF; TREX; GAB; ADX; TKO; LZB; MHD; TNK; VMO; ETV; MTRN; EVT; GRC; EFC; FCF; WD; TBI; FN; UTI; SUP; RGR; OFG; QUAD; BH; PHX; MUJ; ACP; CLDT; NXP; GPRK; CODI; IRS; WNS; AMN; DKL; NSP; MOD; USA; PML; DHX; EMD; WGO; IGR; PHK; DRD; UMH; FSS; BPT; SOL; MMU; BCX; IIM; VGM; ETG; NL; WIW; VKQ; CUBI; PIPR; SAH; ASA; JQC; AX; BLE; GFF; FIX; UHT; EIG; MYD; MYE; STEW; EDD; SMP; TG; ETD; ALG; GBX; ETW; NKX; FFC; ABR; IQI; BHK; TGLS; USPH; BFK; TPL; WNC; MVF; VCV; AP; SBSI; SKE; TEN; PFLT; NXJ; GAM; AMRC; MOV; NGVC; RNP; MYN; PCN; NQP; CYD; CTS; HQH; LEO; USNA; WSR; SB; AOD; BLX; DHT; MEI; VVR; WSO-B; CBZ; BGB; PEO; KTF; NOAH; MUA; ORN; CPF; UTL; EVN; PFN; NBB; LND; KAI; GLP; JKS; PBT; TEI; BOE; AIV; ACRE; BGY; BFZ; GHY; MHN; ACR; AORT; NPK; MCS; HTD; CATO; HIX; NAN; SJT; WLYB; BLW; AFB; BXC; NXDT; MIY; DCO; UHAL; UFI; MIN; DSM; PDT; FBMS; SKY; SABA; BGR; DSU; HIO; GBAB; HPS; BYM; FRA; HPI; AVK; SBR; EOS; ISD; SPLP; BNY; CAPL; AGM; ETJ; KFRC; PPT; PLOW; MED; CII; DPG; MXF; NGS; PMF; HZO; BKT; IFN; NCA; WHG; PMX; GIC; BRW; PMO; IGD; EOT; EBF; NCV; MMD; TDF; NUW; AWP; EFR; MVT; EFT; PAM; PMM; MAV; PKE; PAR; OLP; GHM; MHI; OIA; AGX; MBI; GTN; HPF; TLYS; PCK; CSV; PNNT; MUE; GBLI; BUI; DBL; CTO; EOI; FC; MFM; GHI; VPG; MQT; BTO; HCI; GUT; RCS; PCQ; NPV; IIIN; NIE; ARDC; PFL; ETB; CULP; FCT; JRI; HYI; PHT; SRI; CAF; ZTR; FF; MCR; BGT; RFI; BME; WIA; BKN; RM; NCZ; IDT; SMBK; VPV; BGH; MMT; GRBK; RMT; CEE; HQL; EMF; JPI; OPY; EDF; MLR; PZC; SRV; ENZ; VTN; GNE; MPX; HVT; EHI; PVL; MCI; FOF; NNY; SCM; TSI; VBF; XIN; PSF; CRD-B; CRD-A; ETO; REX; MPA; JRS; MSB; DQ; BWG; BSL; NTZ; MHF; FFA; PIM; NDP; MSD; NXG; DHF; SPXX; KFS; NAZ; EOD; SOR; JHS; ODC; HYB; JOF; SBI; TTP; TGS; ASG; NIM; CXE; EVG; MGF; KF; BTA; EVC; FLC; BGX; GF; NMT; SCD; MLP; FT; WEA; NOA; PAI; AXR; UVE; BRT; IDE; JHI; PFD; PNI; IHD; IGI; IIF; CHN; NMI; SGU; GNT; LGI; DTF; SAR; FMN; STK; DMO; PHD; CMU; CCM; EQC; GDL; NRT; NC; GRX; PFO; PGP; MVO; PCF; MPV; HEQ; NXC; JLS; IGA; CVLG; CRT; GDO; EVF; JCE; GGT; VGI; VOC; TRAK; TWN; PNF; MCN; IAE; SPE; CBAN; MXE; CXH; SWZ; ARL; BBW; PCM; LAAC; EDN; JMM; VLT; JEQ; NXN; TCI; FMY; FGB; GCV; EGF; EQS; PYN; EEA; FENG; NOM; BHV; CIF; MTR; HVT-A; CCRD; TVC; VATE
2013-01-03 00:00:00,XOM; CIVI; WMT; BRK-B; JNJ; CVX; BUD; PG; SHEL; TM; KO; IBM; BHP; HSBC; JPM; ABEV; GE; PFE; DIS; WFC; ORCL; T; BRK-A; SAP; PCG; PM; BAC; NVS; SLB; TAK; MRK; TDW; DB; SAN; TSM; IX; UL; MUFG; V; C; TTE; BP; RY; AMX; ENB; RTX; BTI; COP; EC; GSK; OXY; BA; GOLD; HDB; BBDO; CVE; SMFG; DEO; HD; MCD; MFG; BMY; CVS; ABT; TD; VALE; NVO; KMI; HMC; BNS; MA; RIO; MDT; BCS; CRM; UNH; FCX; NEM; WIT; UPS; ABBV; E; TEVA; TEF; MT; RIG; UBS; WDS; EQNR; AXP; CCL; ACN; LLY; USB; BBD; CAT; CL; LYG; GS; BRFS; NGG; DUK; UNP; BBVA; F; FMX; AHT; MMM; BTE; NWG; SU; SO; BMO; SPG; AMT; TRP; D; NKE; BSBR; NEE; MO; IBN; HAL; EOG; PKX; CB; EPD; TFC; LVS; PBR; PUK; BLK; PLD; CNI; DVN; TMO; MS; SCHW; WELL; BHC; EMR; GM; KOF; CM; TJX; BCE; WMB; AEM; CCI; NOV; SCCO; CRK; O; OVV; TGT; FDX; VIV; CNQ; ITUB; PHG; DE; SSL; BDX; KEP; COF; SHG; SYK; KMB; ECL; VTR; LUMN; CP; NMR; EQT; AIG; ING; DHR; CLF; ET; INFY; TS; ETN; PNC; BN; LOW; PSA; NOK; FMS; SRE; DOC; FIS; LMT; CHT; TECK; MFC; GIS; BAX; ODV; VRN; SPGI; NOG; LPL; GD; MET; RELX; DD; PSX; TU; FE; RRC; MOS; BEN; BK; DLR; ITW; MMC; JCI; CI; HES; KB; CTRA; AU; WPM; VTLE; WY; MPLX; TV; IFF; APD; AVB; PPG; RCI; FLUT; TRV; ICE; EL; FTI; ED; K; PRU; EQR; PRGO; IP; MTB; CX; ZBH; OKE; EIX; SHW; PPL; ELV; FTS; FI; MCK; CMI; TLK; SYY; AFL; NSC; AON; SONY; YUM; LYB; WM; KGC; SLF; BXP; ICL; STT; BAP; VFC; CRH; PEG; SKM; ADM; ES; WPP; AG; CDE; TRI; WF; FNV; PH; PGR; FLR; EW; APH; TEL; KKR; PBA; TPR; UGP; BCH; BSX; SWK; ALL; L; TKC; PSO; FLG; BVN; KT; CNP; HSY; MCO; GWW; DG; ARE; RCL; AME; GAP; CMG; LEN; WEC; NOC; GLW; NLY; NUE; DFS; MAC; BSAC; ROK; KR; MSI; CAG; KIM; BG; HCA; SNN; CCJ; AMCR; IVZ; GFI; WAB; RSG; LHX; HUM; CAH; FERG; DTE; SBS; DAL; VNO; COR; HRL; OMC; APTV; MPC; TRGP; SJM; AJG; BB; PHI; ETR; AGI; M; MKC; ESS; GPC; VMC; CLX; VLO; FET; KEY; BX; TIMB; ALB; TAP; BF-B; PVH; GGB; IAG; CBRE; BALL; JWN; CPRI; NOW; NBR; LH; BWA; AEG; AZO; TDC; EFX; MHK; FRT; AWK; KMX; STZ; DHI; SM; KOS; LUV; XYL; CHD; EMN; MKL; GPN; AEE; YPF; TT; ASX; STLA; SNDA; WES; WPC; GRMN; HIG; MGA; WOLF; FLS; WCN; MLM; RMD; DINO; PAAS; AES; CF; BFH; AA; X; JNPR; FMC; TGI; MUR; DDD; EXR; UDR; BBWI; CMS; WAT; EBR; OII; STM; INVX; CNC; BKD; RL; DGX; CQP; DOV; ERJ; MAA; HR; EXPD; ST; AMP; SQM; VET; HOG; HMY; TXT; APO; GIB; RF; TSN; CPT; RJF; CUK; WLK; HPQ; DVA; RDY; PNR; CLB; CIB; IRM; CCK; HOUS; LNG; WTRG; SID; SUZ; MTD; J; ONIT; ATI; ENOV; ATO; IHG; HBM; PWR; CE; WHR; BIP; RRX; JLL; TDG; AMG; QGEN; CNX; AAP; CPAY; EG; CIG; SITC; IT; RVTY; CCU; FHN; KRC; PNW; KEX; CYH; PII; HUBB; RNR; OGE; NRG; HHH; HL; SUI; MD; RYN; CNA; MGM; ZWS; GNW; KBR; WRB; DCI; OI; HP; NNN; JEF; NMM; VHI; RTO; BRO; WCC; SSB; TAC; PHM; SNA; LNC; ENLC; THC; SLG; UGI; UNFI; INGR; DRI; HLX; MPW; NFG; NI; ACM; UMC; AQN; PB; EDU; TFX; IEX; TDY; URI; JHX; TOL; WEX; RPM; CLH; STE; RBA; AGCO; CAE; IPG; NVR; GTLS; HE; RGA; ALV; IPI; COHR; ARR; AEO; CMA; FBIN; UHS; IVR; THS; ROL; OC; MAS; ATR; UNM; GL; KSS; OHI; RS; WU; RHI; AER; TX; BF-A; OIS; WFG; CNK; EPC; MSM; DEI; CUZ; KRG; FNF; WBS; FNB; DAR; GWRE; CFR; GGG; SBH; BEP; G; AKO-B; STNG; KMT; ALK; VMI; BIO; ASR; TK; PKG; DXC; ELS; GIL; MRC; NEA; AMPY; NVGS; HBI; LEG; CSL; FLO; UAA; VYX; RES; SAFE; FTK; CIEN; PDI; CPA; PBF; WTI; LYV; FL; AVY; MSCI; AROC; KNX; BR; PDS; SWX; AWI; SKT; FUN; SEE; STWD; AXS; CMP; HXL; LEA; PEB; CUBE; AL; WKC; CRS; WSM; TYL; HAE; ARW; EXK; NEU; SPR; AYI; DKS; HUN; STN; SON; SF; PRMB; MTZ; LDOS; IGT; CADE; LXU; FRO; CRL; TROX; SLGN; EXP; AKO-A; SIG; HIW; CXW; AKR; HPP; POR; NAD; MUX; WSO; GEL; GME; TTC; TKR; DAN; JBL; RLJ; WST; OMI; SNV; OLN; GNRC; ANF; BKH; VRE; HLF; STAG; FAF; BDC; TWO; OSK; BC; SMG; TDS; ITT; CDP; TEX; BBY; NVRI; HRB; SCI; ADC; NVG; FUL; EPR; CGAU; LII; CBT; KYN; TISI; AVNT; BERY; GPK; USM; IDA; MMS; SA; H; ASH; DLB; AN; PAG; CCO; CRI; THO; LAZ; ASB; MTN; AOS; RBC; BAK; AFG; R; LXP; ALE; MAN; NZF; EME; PAC; EPAC; BWXT; SMC; KMPR; RHP; SHO; MOH; DNP; EHC; ALSN; CVI; ARCO; CHH; SR; AIZ; HII; ELME; BANC; TPX; PRA; FR; TFII; ELP; MSA; AXL; HRI; POST; ENS; AIT; WWW; NJR; DPZ; GEO; DRH; TWI; NHI; NUS; WTM; TXNM; NUV; BKU; SAM; MTH; SNX; YELP; CMC; FSM; SUN; NYT; WLY; MCY; JOE; HOMB; VAC; ORI; NGL; GVA; MATV; GMED; BAH; CACI; UIS; LPX; NAC; MTX; EFXT; HI; SSD; CW; JPC; KRO; BOH; AVA; SXT; IMAX; PFS; RAMP; FCN; KW; PDM; UNF; BXMT; GATX; TGNA; GBCI; DK; BRC; TNL; MODG; EAT; MLI; PBI; AAT; ARCH; TRNO; BCO; NWN; ORA; BGS; WAL; SCL; WTS; HEI-A; VSH; EPAM; SPB; MAIN; ALEX; FICO; CBU; FDP; KBH; SXC; FHI; MDU; HNI; THG; AUB; MTDR; HEI; DBI; ABM; B; DECK; TTI; BTT; PBH; CHE; ASGN; AZZ; PRG; DLX; NRP; LAD; CLS; ROG; BDN; PRLB; TEO; RNST; UAN; EVR; HOV; UCB; LRN; ESE; EBS; RWT; PRI; FOR; ALX; KWR; PRO; CNS; ATGE; SPH; MUC; NX; EXG; PTY; AVD; CWT; ATS; LTC; SKX; BBDC; SCS; EGY; HLIO; CMRE; RDN; BHLB; WMK; SPXC; HTH; AGRO; TRN; ITGR; MFA; CSR; THR; BMA; ABCB; GEF; SSTK; LNN; MWA; NPO; NMZ; WT; CNO; GOF; BBAR; MG; AB; PRIM; GPI; TRC; CXT; NAT; DDS; CNMD; SFL; BKE; MHO; VIPS; KOP; CIM; KFY; TPC; NRK; MANU; UI; GES; TNC; AWR; INN; TR; NR; EMO; TAL; UTF; UVV; XPO; SII; EVRI; VRTS; MUI; MATX; MTG; BLDR; BYON; GDV; GDOT; NNI; VHC; GHC; KAR; MQY; CLW; DAC; AIR; TYG; CPS; DIN; WOR; ABG; RLI; GSL; JFR; GCO; RH; BMI; FBP; SQNS; AIN; HYT; DSX; LCII; BBN; PARR; DX; BFS; ARI; AGO; OXM; MX; VVI; PMT; DY; NBHC; BYD; STC; HMN; MITT; HTGC; CPAC; BZH; MYI; SEM; CPK; SXI; RQI; CIA; HY; SRL; BIO-B; JBT; RVT; NFJ; ACCO; ETY; GTY; CAL; TNK; TREX; BHE; MTW; BXMX; TY; BTZ; BDJ; ADX; TKO; GAB; AWF; VMO; MTRN; MHD; CALX; LZB; EVT; ETV; RGR; WD; EFC; FCF; TBI; UTI; FN; GRC; SOL; SUP; OFG; QUAD; IRS; ACP; MUJ; CLDT; BH; NXP; CODI; GPRK; PHX; AMN; WNS; DKL; MOD; WGO; DHX; NSP; PHK; USA; EMD; PML; IGR; UMH; MMU; BPT; BCX; VGM; IIM; ETG; SAH; FSS; NL; PIPR; DRD; VKQ; CUBI; WIW; JQC; AX; BLE; FIX; UHT; GFF; ASA; EIG; MYD; SMP; ETD; STEW; EDD; ALG; NKX; ABR; FFC; TG; GBX; ETW; IQI; MYE; BHK; TEN; BFK; TGLS; TPL; USPH; WNC; MVF; VCV; SBSI; SKE; MOV; NXJ; AP; PFLT; GAM; AMRC; USNA; NGVC; RNP; DHT; MYN; PCN; NQP; LEO; HQH; JKS; SB; WSR; CYD; BLX; AOD; CTS; MEI; VVR; WSO-B; BGB; KTF; PEO; NOAH; ORN; PBT; CBZ; LND; EVN; MUA; CPF; KAI; PFN; NBB; GLP; UTL; TEI; AIV; BFZ; ACRE; BOE; BGY; GHY; ACR; MHN; AORT; BXC; CATO; HTD; SJT; MCS; NPK; NAN; HIX; AFB; WLYB; BLW; MIY; NXDT; FBMS; MIN; DCO; DSM; UHAL; PDT; UFI; DSU; SABA; BGR; HPS; SKY; BYM; HIO; SBR; GBAB; FRA; AVK; HPI; MED; EOS; CAPL; BNY; ISD; ETJ; HZO; KFRC; DPG; SPLP; AGM; PPT; PLOW; MXF; CII; PMF; NCA; PMX; IFN; GIC; WHG; NGS; BKT; BRW; PMO; IGD; NCV; EOT; TDF; EFR; PAM; EBF; NUW; MMD; MVT; EFT; AWP; PMM; PAR; MAV; OLP; MHI; PKE; OIA; GTN; AGX; TLYS; GHM; HPF; MBI; MUE; PNNT; GBLI; BUI; PCK; EOI; DBL; CTO; GHI; CSV; FC; MFM; MQT; BTO; VPG; GUT; RCS; HCI; PCQ; NPV; IIIN; NIE; ARDC; PFL; CULP; FCT; ETB; PHT; JRI; HYI; SRI; MCR; ZTR; RM; BME; BGT; FF; BKN; GRBK; CAF; RFI; NCZ; WIA; IDT; VPV; SMBK; BGH; MMT; HQL; RMT; CEE; EMF; ENZ; JPI; OPY; PZC; SRV; EDF; MPX; VTN; HVT; GNE; MCI; PVL; MLR; EHI; XIN; NNY; FOF; TSI; VBF; PSF; SCM; ETO; MPA; CRD-B; REX; CRD-A; JRS; DQ; MSB; BWG; BSL; KFS; NTZ; MHF; NXG; NDP; MSD; FFA; PIM; NAZ; DHF; SPXX; SOR; EOD; JHS; TGS; HYB; TTP; ODC; JOF; ASG; SBI; CXE; EVG; NIM; MGF; KF; BTA; FLC; EVC; GF; SCD; BGX; FT; NMT; WEA; UVE; PAI; MLP; NOA; JHI; PFD; PNI; BRT; IDE; IGI; IHD; SGU; NMI; CHN; IIF; AXR; DTF; LGI; GNT; SAR; FMN; STK; DMO; CMU; PHD; EQC; MVO; CCM; GDL; NC; NRT; PGP; GRX; PFO; PCF; MPV; HEQ; CRT; CVLG; NXC; JLS; IGA; VOC; EVF; JCE; GDO; GGT; VGI; TRAK; PNF; TWN; CBAN; SPE; MCN; IAE; MXE; CXH; LAAC; SWZ; ARL; BBW; PCM; EDN; JMM; VLT; JEQ; NXN; FMY; TCI; FGB; GCV; EGF; PYN; EEA; EQS; FENG; NOM; BHV; CIF; MTR; HVT-A; CCRD; TVC; VATE
