date,symb
2014-01-02 00:00:00-05:00,CIVI; XOM; WMT; JNJ; BRK-B; TM; BUD; CVX; PG; DIS; KO; SHEL; JPM; GE; WFC; PFE; IBM; HSBC; IX; BAC; BRK-A; NVS; SLB; BHP; TDW; ORCL; V; BA; MRK; T; SAP; SAN; ABEV; PM; PCG; MUFG; BMY; C; DB; TAK; RTX; TTE; MA; UL; SMFG; BP; TSM; CVS; RY; HD; COP; GSK; WIT; OXY; ABBV; UNH; BTI; MDT; AMC; DEO; ENB; MFG; AXP; ABT; LYG; UPS; AMX; TD; CRM; MCD; NVO; HMC; BNS; FCX; BCS; KMI; GS; TEF; MMM; USB; BHC; UBS; ACN; LVS; BBDO; CVE; TEVA; NKE; TMO; CL; HDB; SCHW; BBVA; UNP; CCL; PUK; E; MS; RIG; MT; BLK; LLY; NGG; HAL; WDS; F; EQNR; EOG; EPD; D; AHT; DUK; VALE; NEE; CB; EC; TFC; MO; CAT; RIO; BRFS; BMO; NOK; GM; TJX; CNI; ET; NWG; SU; FDX; AMT; EMR; FMX; DVN; SPG; SO; PHG; TRP; EQT; GOLD; BTE; BDX; ECL; LMT; CP; ING; BBD; SYK; WMB; PLD; AIG; COF; NOV; FIS; CM; CRK; KMB; LOW; MET; PKX; ETN; NMR; DHR; ICE; CI; SSL; CNQ; SHG; BCE; BSBR; INFY; PNC; SPGI; MFC; NEM; PSX; RELX; IBN; TGT; KEP; CTRA; WELL; HES; PRU; CCI; VTLE; SRE; GD; DD; DE; JCI; MMC; O; ITW; AR; BK; BEN; MCK; GIS; RRC; SONY; OVV; PPG; MPLX; ELV; BN; APD; BSX; KOF; PRGO; PSA; TS; IFF; FMS; VFC; PBR; ITUB; FI; VTR; XPRO; ZBH; NSC; OKE; AON; SCCO; BAX; TRV; STT; VIV; VRN; DAL; TU; CHT; KKR; NCLH; SKM; LUMN; ADM; LYB; WPP; EL; FTI; WY; FLUT; KB; TV; CMG; MTB; CMI; AFL; WM; CX; SHW; NOC; K; SLF; PH; ZTS; TEL; RCI; SYY; BX; CRH; DOC; DDD; NOG; TRI; MCO; ED; PPL; YPF; YUM; MOS; FLR; DG; APH; WAB; FE; CAH; AVB; EIX; CLF; LPL; KR; EQR; COR; COTY; AEM; NOW; HUM; GLW; HCA; PBA; CNH; PGR; AME; ALL; FLG; TRGP; RCL; HSY; DFS; STZ; TECK; TLK; APTV; DLR; ES; PEG; ROK; STLA; VLO; LHX; HLT; MPC; BXP; GWW; OMC; WF; LUV; IVZ; IP; GAP; CNP; PSO; KEY; APO; SNN; CPRI; L; WOLF; HRL; M; SWK; FTS; LNG; MHK; NUE; UGP; TPR; MSI; AJG; BFH; AEG; BWA; WEC; TT; BAP; FERG; CAG; SM; MGA; AMP; AMCR; BG; TIMB; HPQ; GPC; RSG; IQV; WPM; TAP; CPAY; FLS; CLX; HIG; BCH; CBRE; LEN; GPN; VNO; SJM; AZO; KIM; DTE; MAC; CCJ; ARE; ENLC; CLB; BF-B; EFX; TSN; PVH; CNC; MKL; WES; INVX; BBWI; KMX; XYL; DOV; KT; VMC; ICL; AES; FNV; OII; MKC; AER; JWN; PNR; ETR; NBR; SNDA; FET; BALL; CHD; WCN; WPC; EMN; HOG; CQP; AEE; WLK; TKC; MGM; ESS; ONIT; PHI; GNW; TXT; FMC; GIB; AWK; EW; BSAC; MUR; ALB; DINO; RF; LH; PII; AMG; X; DHI; ENOV; NLY; GRMN; AA; ASX; J; CF; LNC; RJF; EXR; BBY; WHR; WAT; AAP; RMD; FRT; JNPR; RL; SBS; BTCM; STM; HHH; CMS; TGI; ERJ; ODV; KEX; ST; MLM; AU; BKD; VET; OI; IT; DVA; ATO; EXPD; RDY; VEEV; SSB; TDG; HOUS; NMM; UDR; EG; CNA; AMH; CCK; MTD; KOS; IHG; GGB; KGC; AG; HP; QGEN; CUK; URI; EDU; WTRG; CE; NUS; MAA; RVTY; AGI; CYH; IEX; ATI; JLL; DGX; LYV; CNX; HBI; HUBB; MD; PWR; UHS; BB; CDE; NRG; IPG; SNA; UNFI; SID; YELP; NFG; BIP; PB; HR; UNM; ZWS; TYL; FHN; WCC; DCI; RNR; TDC; OGE; ARMK; SUZ; VHI; STNG; CMA; TDY; NI; FBIN; RPM; IRM; SEE; UAA; THC; PKG; JEF; STE; RTO; ALK; RRX; RGA; UGI; GWRE; CPT; HLF; TFX; GTLS; GME; BRO; KRC; DRI; SAFE; GL; ALV; EBR; SLG; WEX; SPR; PNW; SUI; ATR; WRB; JHX; VNCE; WBS; ACM; BR; GGG; KSS; VIPS; MAS; SITC; CAE; ROL; LEA; CPA; BRX; LDOS; OIS; PAAS; FTK; TX; PHM; ATHM; GIL; EPC; TK; FNF; THS; KBR; HLX; WU; CSTM; OHI; AGCO; CFR; WFG; RHI; NNN; ALLE; INGR; AROC; DAR; GNRC; HXL; TOL; WST; CIEN; MPW; RBA; DXC; RES; CADE; CNK; FUN; RS; AVY; CUZ; CIB; AYI; ESI; CLH; NVR; SBH; CIG; FLO; BF-A; VOYA; HBM; ITT; CSL; KRG; KMT; VYX; MAN; MSCI; HE; AQN; UMC; HUN; STN; G; SPNT; OC; RYN; AL; FL; FNB; CCU; TAC; SF; SON; AXS; SMC; SIG; HII; GEL; PEB; HOMB; BIO; SWX; BVN; ARW; WSM; TTC; MSM; STWD; KODK; OSK; LEG; CRL; BDC; HRB; AIZ; COHR; AOS; MRC; KNX; DEI; ELS; VMI; LII; ASR; PBF; AVNT; UI; MTZ; PDI; SNV; PBI; NEU; DKS; BKH; BC; CRS; SNX; SSTK; FUL; ENS; IGT; TEX; BERY; SMG; CCO; SBSW; TROX; PAG; PDS; OLN; RAMP; EXP; AXL; CUBE; WSO; THO; RLJ; GPK; AWI; BEP; GFI; GBCI; OMI; LAZ; TMHC; HRI; DAN; NYT; UIS; CMP; WAL; AFG; TCS; TPX; IVR; ESNT; GMED; WWW; MTDR; R; KYN; EHC; LXU; SCI; MMS; SLGN; CW; CXW; AMPY; HIW; SQM; REXR; WKC; TKR; USM; CBT; WTI; MTN; POR; DECK; DPZ; RBC; FRO; STAG; SKT; SAM; BFAM; AEO; HPP; DLB; RITM; HAE; CHH; MOH; BURL; ORI; CRI; H; IPI; KMPR; NVRI; FAF; ASB; IAG; NEA; NGL; ESRT; EPAM; IDA; PRMB; WT; TDS; ARR; AN; BWXT; AKR; ALSN; TGNA; EPAC; ADC; ASH; EPR; BAK; KW; HL; POST; TISI; ALE; MTG; PRO; AKO-B; EME; MTX; BAH; TPH; WLY; RDN; SHO; BKU; VTOL; CMC; NVGS; BXMT; HEI-A; TWO; SR; PBH; FR; EVR; DRH; PRLB; CDP; APAM; SUN; SPB; EAT; JBL; RHP; LAD; MCY; B; MATV; UCB; MSA; NAD; CACI; CVI; MTH; SXT; TFII; TAL; DK; AUB; LXP; GEO; BANC; BOH; TNL; HI; HEI; NJR; TXNM; DLX; VLRS; PFS; THG; VRE; PRA; OMF; DNP; IMAX; TTI; VAC; UNF; WTM; AIT; ALEX; ASGN; MODG; ORA; FICO; RNST; WTS; PRIM; SKX; MDU; CBU; ITGR; HMY; CNO; NVG; SXC; FCN; AVA; RNG; EFXT; PRKS; EVTC; AKO-A; ABM; MLI; FHI; JKS; GATX; PAC; BYON; NHI; SSD; VSH; ARCO; TPC; DBI; AAT; TRNO; HNI; BGS; GDOT; EBS; NZF; TEO; HTH; BCO; GVA; SCL; ABCB; ATGE; ELME; PARR; RH; ANF; PRI; RLI; NUV; GSL; AZZ; MWA; ATS; KWR; MAIN; CLS; ELP; DAC; HLIO; TRN; GHC; CNS; KFY; KRO; JPC; KBH; CNMD; GTN; AMBC; LPX; BDN; NWN; FDP; SPXC; ROG; PDM; VRTS; MUX; XPO; TWI; TNC; AX; CXT; BRC; TKO; NRP; CMRE; JOE; FOR; WMK; CHE; CWT; SPH; ABG; EXG; NPO; NR; LZB; DSX; RWT; NAC; TREX; MEI; WOR; OXM; HY; IRT; SOL; PRG; KAR; EXK; AGO; BMA; SCS; AIN; LCII; BBAR; CIM; AB; BYD; WNS; BBDC; FSM; AIR; TRC; GDV; NNI; PTY; ORC; LRN; BHLB; THR; SB; HMN; GES; TR; HASI; DDS; ALX; LITB; GEF; NAT; HTGC; NOAH; KOP; HOV; CLW; BKE; CHGG; BLDR; JBT; LTC; AWR; EVRI; CPS; USAC; FBP; PFSI; GPI; MUSA; ESE; GOF; DIN; UTF; GCO; NX; TYG; IRS; CAL; MFA; RGR; DY; CSR; BHR; LNN; MANU; DSL; EMO; BZH; SFL; BCC; GBX; BTT; FSS; TBI; SA; GAB; RC; UVV; USNA; CPK; MTW; MUC; MX; AGRO; CGAU; FN; UTI; MATX; RVT; BMI; NMZ; NGVC; MHO; BFS; SXI; BHE; INN; DKL; TPL; GRC; VVI; MOD; UAN; SEM; TNK; STC; HYT; NBHC; JFR; ADX; WGO; AVD; ARI; TY; ETY; NFJ; MG; ALG; CODI; CLDT; BH; BIO-B; FIX; FCF; SMP; ARCH; CALX; NRK; QUAD; EGY; BDJ; OFG; ETV; EVT; PMT; MUI; BXMX; EFC; CUBI; TEN; MTRN; EIG; USA; DX; BBN; MQY; GTY; CTS; NTG; ETG; AMN; MYE; RQI; FPF; MMI; BTZ; PHK; BPT; TG; AWF; PHX; SRL; HQH; STEW; ACP; NSP; SQNS; DQ; DHT; UFI; MOV; ASC; SUP; PIPR; SBSI; CPAC; MYI; ACCO; DLNG; RMAX; WD; ETW; SAH; ORN; GFF; AORT; WNC; ABR; UHAL; GAM; CBZ; USPH; GPRK; JQC; ETD; KAI; DCO; MITT; VMO; CIA; VHC; MHD; NL; GLP; SII; BCX; NXP; IGR; BLX; UMH; PFLT; HCI; AHH; MUJ; CYD; WSO-B; MMU; EMD; FFC; PML; FBMS; CPF; WIW; WLYB; NXDT; IIM; CAPL; PEO; VGM; DHX; SKE; HZO; SRI; BLE; KNOP; VKQ; AP; AOD; UTL; AMRC; NGS; SPLP; BOE; BHK; NKX; EDD; UHT; GHM; SJT; IDT; BGY; MYD; PCN; IQI; WSR; TGLS; WHG; RNP; EVC; CATO; ACR; VVR; PBT; VCV; BFK; KFRC; BGB; MVF; SBR; NPK; EOS; NXJ; RM; SKY; PAM; MCS; AGX; PFN; BGR; AVK; HTD; MYN; IIIN; CSV; AIV; NBB; HIX; LEO; FC; NQP; PLOW; ETJ; KTF; UVE; MBI; GHY; REX; BLW; DPG; CII; MUA; NIC; HVT; TEI; BIT; LND; NCV; BFZ; ACRE; EVN; DSU; BTO; FRA; MXF; PPT; ASA; PDT; MPX; IGD; GIC; HIO; EOI; EBF; NAN; ISD; AGM; MHN; PKE; MED; MIN; AFB; GBAB; SABA; HPS; MIY; CULP; DRD; DSM; PNNT; HQL; BRW; PAR; FF; AWP; IFN; RMT; NCA; HPI; BME; BKT; CTO; NIE; OLP; OPY; EFR; GBLI; VPG; GNE; TDF; BUI; BYM; XIN; GUT; NCZ; DFP; ZTR; TRAK; PMX; EFT; PMO; BNY; PHT; PMF; ETB; NUW; EOT; MHI; GHI; MAV; KIO; MMD; TLYS; OIA; JRI; PMM; PCK; CRD-A; HYI; MVT; BXC; MLR; HPF; NXE; DBL; RCS; SRV; FCT; BGH; ARDC; SMBK; ETO; PFL; MUE; MFM; BGT; MQT; CAF; MMT; CHMI; PCQ; NTZ; MCR; ENZ; JPI; BKN; FOF; WIA; CRD-B; MCI; CEE; NOA; RFI; EMF; SOR; NPV; TSI; ASG; EHI; GF; ODC; NDP; MLP; VPV; SCM; FFA; TGS; MSB; PSF; SPXX; NXG; LFT; JOF; PZC; DMB; NNY; EDF; VTN; INSI; DHF; VBF; EARN; JRS; KFS; PIM; TTP; BSL; EDN; EOD; PVL; SGU; SCD; EQC; BWG; MPA; HYB; GGT; JHS; MHF; BBW; MSD; CBAN; IDE; LGI; FLC; ARL; PGP; BRT; CCM; FENG; BGX; EVG; KF; NIM; FT; NAZ; GRX; CVLG; SAR; CHN; SBI; MGF; WEA; CXE; TCI; JCE; LAAC; BTA; PAI; STK; PFD; HEQ; VOC; NMT; IGI; JHI; CRT; GDL; PHD; DMO; IIF; IHD; SPE; PCF; IGA; PNI; NMI; NC; NRT; MVO; SWZ; DTF; TWN; PFO; FMN; GNT; MPV; CMU; MCN; MXE; EVF; NXC; GDO; JLS; VGI; GRBK; JEQ; PCM; PNF; IAE; GCV; CXH; PGZ; VLT; AXR; RGT; EEA; JMM; FGB; NXN; FMY; EGF; PYN; EQS; HVT-A; NOM; CIF; MTR; BHV; CCRD; TVC; VATE
2014-01-03 00:00:00-05:00,CIVI; XOM; WMT; JNJ; BRK-B; TM; BUD; CVX; PG; DIS; KO; JPM; SHEL; GE; WFC; PFE; IBM; HSBC; BAC; IX; BRK-A; NVS; BHP; TDW; SLB; ORCL; V; BA; MRK; T; SAN; SAP; C; ABEV; PM; PCG; MUFG; BMY; DB; RTX; TAK; MA; TTE; UL; SMFG; BP; CVS; TSM; RY; COP; HD; WIT; GSK; OXY; ABBV; UNH; MDT; BTI; AMC; DEO; MFG; ENB; ABT; AXP; LYG; UPS; AMX; TD; CRM; MCD; NVO; HMC; BNS; BCS; FCX; KMI; GS; TEF; MMM; USB; UBS; BHC; ACN; CVE; LVS; TMO; NKE; TEVA; SCHW; CL; HDB; UNP; BBVA; BBDO; CCL; E; MS; PUK; RIG; BLK; MT; LLY; NGG; HAL; WDS; F; EQNR; EOG; AHT; EPD; D; DUK; NEE; TFC; CB; VALE; CAT; MO; EC; BMO; RIO; NOK; BRFS; TJX; CNI; NWG; ET; GM; SU; FDX; AMT; EMR; SPG; FMX; DVN; SO; TRP; PHG; BTE; EQT; BDX; GOLD; ECL; LMT; CP; PLD; SYK; ING; BBD; WMB; AIG; COF; FIS; NOV; CM; CRK; KMB; MET; ETN; LOW; PKX; ICE; DHR; NMR; INFY; CI; SSL; MFC; BCE; PNC; CNQ; SPGI; NEM; BSBR; PSX; SHG; IBN; TGT; RELX; CTRA; KEP; WELL; HES; PRU; CCI; SRE; DE; GD; DD; VTLE; MMC; O; JCI; ITW; BK; BEN; AR; MCK; GIS; SONY; RRC; PPG; OVV; BN; ELV; PRGO; BSX; KOF; APD; MPLX; PSA; TS; IFF; FMS; VFC; ITUB; DAL; VTR; FI; PBR; XPRO; ZBH; VIV; NSC; STT; OKE; AON; KKR; BAX; TU; TRV; VRN; SCCO; CHT; NCLH; ADM; WPP; FTI; LUMN; LYB; SKM; EL; WY; FLUT; TV; CMG; KB; MTB; CMI; AFL; WM; CX; SHW; NOC; SLF; K; PH; BX; ZTS; TEL; CRH; SYY; RCI; DDD; DOC; NOG; TRI; MCO; PPL; YUM; ED; YPF; MOS; FLR; WAB; APH; AVB; DG; CAH; LPL; EIX; EQR; FE; HCA; COR; COTY; KR; GLW; NOW; PBA; AEM; HUM; CNH; CLF; AME; FLG; ALL; TRGP; PGR; RCL; HSY; STZ; TLK; DFS; APTV; DLR; TECK; ROK; PEG; ES; LHX; HLT; LUV; BXP; VLO; STLA; GAP; GWW; OMC; IVZ; MPC; IP; APO; CNP; WF; KEY; SNN; CPRI; PSO; WOLF; L; HRL; M; SWK; FTS; TIMB; MHK; NUE; UGP; TPR; FERG; AJG; LNG; MSI; BFH; AEG; BWA; WEC; TT; BAP; CAG; MGA; HPQ; SM; AMP; BG; AMCR; IQV; GPC; RSG; FLS; CLX; TAP; WPM; HIG; GPN; CPAY; CBRE; VNO; BCH; KIM; AZO; MAC; DTE; SJM; LEN; ARE; ENLC; CCJ; BF-B; EFX; TSN; CLB; PVH; CNC; MKL; XYL; INVX; OII; BBWI; WES; DOV; KMX; VMC; KT; SNDA; MKC; JWN; AES; ICL; FNV; PNR; BALL; NBR; ETR; CHD; FET; WCN; WPC; AER; HOG; ESS; EMN; WLK; CQP; AEE; TXT; EW; MGM; GIB; GNW; FMC; TKC; PHI; ONIT; AWK; BSAC; ALB; GRMN; MUR; LH; RF; DINO; AMG; PII; DHI; ENOV; X; NLY; AA; RJF; LNC; EXR; AAP; ASX; J; BBY; CF; WHR; RMD; FRT; JNPR; WAT; RL; VEEV; HHH; STM; ERJ; SBS; TGI; CMS; ODV; BKD; KEX; MLM; ST; AU; VET; BTCM; IT; ATO; DVA; OI; SSB; UDR; TDG; EXPD; RDY; HOUS; NMM; EG; CNA; AMH; MTD; CCK; KGC; GGB; IHG; HP; KOS; CUK; URI; QGEN; CYH; MAA; WTRG; CE; RVTY; AG; IEX; EDU; AGI; ATI; JLL; LYV; DGX; CNX; HBI; NUS; SID; MD; UHS; PWR; HUBB; NRG; HR; BB; CDE; UNFI; SNA; IPG; BIP; ZWS; NFG; YELP; PB; UNM; TYL; FHN; TDC; WCC; DCI; ARMK; OGE; SUZ; CMA; STNG; RPM; NI; THC; TDY; FBIN; VHI; RTO; RNR; ALK; EBR; SEE; IRM; UAA; STE; PKG; JEF; CPT; RRX; RGA; GWRE; UGI; GTLS; TFX; KRC; BRO; SAFE; GME; GL; DRI; SLG; ALV; SPR; JHX; SUI; HLF; WEX; PNW; ACM; ATR; BR; WRB; WBS; MAS; GGG; VNCE; KSS; SITC; ROL; CPA; CAE; LDOS; LEA; BRX; VIPS; OIS; PHM; FTK; TX; PAAS; KBR; FNF; THS; TK; GIL; EPC; AGCO; OHI; HLX; CSTM; NNN; WU; CFR; RHI; ALLE; RES; WFG; RBA; ATHM; GNRC; WST; AROC; HXL; INGR; DXC; MPW; CIEN; DAR; TOL; FUN; CUZ; CNK; CADE; RS; AYI; AVY; CIB; ESI; CIG; CLH; NVR; KRG; VOYA; FLO; SBH; ITT; BF-A; CSL; HBM; KMT; VYX; MAN; HE; MSCI; AQN; UMC; STN; RYN; HUN; OC; AL; FL; SPNT; GEL; FNB; G; SF; TAC; CCU; AXS; SMC; HII; SIG; SON; PEB; SWX; HOMB; BIO; WSM; TTC; ARW; STWD; MSM; BVN; OSK; CRL; BDC; LEG; MRC; AIZ; ELS; KNX; HRB; AOS; COHR; DEI; LII; KODK; VMI; PBI; UI; MTZ; SNV; AVNT; NEU; PDI; BKH; DKS; BC; SSTK; ASR; CRS; FUL; PBF; ENS; CCO; SMG; TEX; BERY; TROX; IGT; EXP; SNX; OLN; SBSW; PDS; PAG; RLJ; WSO; AWI; CUBE; THO; RAMP; BEP; GPK; LAZ; GBCI; TMHC; ESNT; WAL; GFI; OMI; AXL; NYT; HRI; UIS; CMP; AFG; MTDR; DAN; TPX; IVR; WWW; REXR; FRO; R; GMED; AMPY; KYN; SLGN; EHC; TCS; SCI; LXU; HIW; MMS; USM; DECK; CXW; CW; SQM; WKC; TKR; CBT; STAG; BFAM; SKT; MTN; HPP; AEO; DPZ; POR; RBC; WTI; MOH; DLB; HAE; RITM; CHH; SAM; CRI; ORI; H; IPI; KMPR; BURL; WT; NVRI; NEA; ASB; NGL; FAF; IAG; ARR; TDS; EPAM; IDA; PRMB; ESRT; AN; BWXT; AKR; ADC; ALSN; TGNA; EPAC; BAK; KW; EPR; ASH; TISI; HL; POST; PRO; AKO-B; ALE; MTG; TPH; EME; MTX; BAH; VTOL; SHO; PRLB; RDN; CMC; WLY; BKU; TWO; BXMT; PBH; EVR; HEI-A; FR; NVGS; SR; DRH; APAM; CDP; SUN; JBL; RHP; MSA; MCY; UCB; NAD; MATV; B; EAT; SPB; CACI; SXT; TAL; LAD; TFII; MTH; VLRS; CVI; GEO; NJR; BANC; LXP; HEI; BOH; HI; AUB; DLX; VRE; THG; TXNM; PRA; TNL; DK; DNP; PFS; ALEX; IMAX; VAC; TTI; AIT; MODG; ASGN; UNF; WTM; OMF; FICO; PRIM; ORA; SKX; RNST; WTS; MDU; HMY; ITGR; CBU; CNO; NVG; FHI; RNG; FCN; AVA; EFXT; AKO-A; ABM; JKS; PRKS; MLI; GATX; SXC; EVTC; NHI; VSH; GDOT; PAC; TRNO; TPC; AAT; HNI; BGS; BCO; SSD; EBS; DBI; BYON; NZF; ARCO; HTH; TEO; DAC; PARR; GVA; ANF; ELME; RH; SCL; ABCB; MWA; ATGE; MAIN; RLI; PRI; NUV; GSL; ELP; ATS; AZZ; KWR; CLS; HLIO; GHC; TRN; CNS; KBH; KFY; JPC; KRO; GTN; LPX; AMBC; CNMD; VRTS; XPO; SPXC; BDN; NWN; FDP; ROG; PDM; TNC; CHE; MUX; BRC; CXT; AX; WMK; JOE; CMRE; FOR; LZB; TKO; SPH; TWI; NRP; CWT; NPO; NR; EXG; WOR; SOL; RWT; DSX; ABG; NAC; TREX; MEI; OXM; KAR; HY; IRT; PRG; SCS; EXK; AGO; AB; LCII; AIN; BMA; BYD; CIM; BBAR; TRC; WNS; BBDC; ORC; LRN; GES; GDV; NNI; PTY; FSM; BHLB; THR; AIR; SB; TR; ALX; HMN; NOAH; LITB; HASI; GEF; DDS; NAT; HTGC; HOV; BLDR; JBT; KOP; BKE; CLW; LTC; CHGG; PFSI; AWR; CPS; EVRI; TYG; MUSA; FBP; ESE; GPI; NX; USAC; DIN; UTF; GOF; GCO; IRS; CAL; MFA; RGR; DY; CSR; BHR; LNN; MANU; DSL; SFL; BTT; TBI; EMO; BCC; FSS; GBX; BZH; RC; GAB; MTW; UVV; SA; MUC; CPK; AGRO; USNA; MX; CGAU; BMI; FN; RVT; BFS; NGVC; MATX; NMZ; BHE; INN; SXI; TNK; UTI; MHO; DKL; GRC; STC; TPL; VVI; UAN; HYT; AVD; SEM; MOD; ADX; NFJ; ARI; JFR; NBHC; TY; WGO; ETY; MG; CODI; ALG; CLDT; BH; CALX; FCF; BIO-B; QUAD; NRK; FIX; SMP; EGY; BDJ; OFG; ETV; MUI; EVT; ARCH; PMT; EFC; CUBI; BXMX; TEN; MTRN; MQY; DX; GTY; USA; CTS; EIG; BBN; AMN; NTG; ETG; MYE; RQI; MMI; FPF; BTZ; PHK; TG; AWF; BPT; DQ; PHX; SRL; SQNS; STEW; NSP; HQH; DHT; ACP; UFI; MOV; ASC; PIPR; SBSI; CPAC; GFF; MYI; SUP; DLNG; ORN; RMAX; ACCO; WD; ETW; SAH; WNC; AORT; GPRK; UHAL; ABR; USPH; CBZ; ETD; GAM; MITT; JQC; SII; VMO; DCO; KAI; GLP; VHC; MHD; NL; CIA; NXP; IGR; BCX; UMH; BLX; PFLT; CYD; AHH; HCI; MUJ; FBMS; MMU; WSO-B; FFC; PML; EMD; CPF; WIW; NXDT; IIM; CAPL; HZO; VGM; PEO; DHX; SRI; WLYB; SKE; VKQ; BLE; AMRC; AOD; NGS; UTL; KNOP; AP; EVC; UHT; NKX; SPLP; BHK; GHM; EDD; BOE; IDT; SJT; MYD; PCN; IQI; WSR; BGY; RNP; TGLS; CATO; WHG; ACR; VVR; PBT; BFK; VCV; KFRC; BGB; MVF; RM; SBR; PAM; NPK; EOS; NXJ; SKY; AGX; PFN; BGR; MCS; HTD; AVK; CSV; MYN; IIIN; AIV; NBB; HIX; LEO; NQP; PLOW; FC; ETJ; KTF; MBI; GHY; BLW; DPG; CII; MUA; UVE; NIC; REX; HVT; TEI; NCV; BIT; LND; BFZ; EVN; ACRE; DSU; BTO; PPT; FRA; GIC; ASA; PDT; MXF; IGD; HIO; EOI; NAN; ISD; AGM; MHN; EBF; MPX; PKE; AFB; GBAB; MIN; SABA; DRD; MED; MIY; CULP; HPS; DSM; PNNT; PAR; HQL; IFN; BRW; FF; AWP; RMT; NCA; BKT; HPI; BME; CTO; OLP; NIE; OPY; EFR; VPG; BYM; GBLI; GNE; BUI; TDF; XIN; GUT; NCZ; DFP; ZTR; PMX; EFT; PMF; PMO; BNY; PHT; NUW; ETB; EOT; MHI; TRAK; TLYS; GHI; MMD; KIO; MAV; JRI; OIA; MLR; PMM; CRD-A; BXC; PCK; MVT; HYI; HPF; DBL; NXE; RCS; SRV; BGH; FCT; ARDC; PFL; SMBK; MUE; ETO; MQT; MFM; BGT; NTZ; CHMI; MMT; PCQ; MCR; CAF; ENZ; JPI; BKN; CRD-B; FOF; WIA; CEE; MCI; NOA; RFI; NPV; SOR; ASG; TSI; EMF; EHI; ODC; MLP; GF; NDP; VPV; SCM; FFA; EDN; TGS; LFT; MSB; PSF; SPXX; NXG; JOF; PZC; DMB; NNY; VTN; EARN; DHF; INSI; VBF; KFS; PIM; JRS; EDF; TTP; SGU; BSL; EOD; PVL; SCD; EQC; BWG; MPA; HYB; JHS; MHF; GGT; MSD; BBW; CBAN; IDE; FLC; BRT; FENG; LGI; PGP; CCM; EVG; CVLG; NAZ; KF; BGX; GRX; NIM; FT; SAR; CHN; ARL; MGF; SBI; WEA; CXE; JCE; TCI; BTA; LAAC; PAI; PFD; STK; HEQ; NMT; VOC; JHI; GDL; PHD; IGI; CRT; IIF; DMO; IHD; PCF; SPE; PNI; IGA; NMI; NC; MVO; NRT; SWZ; DTF; PFO; TWN; FMN; CMU; MPV; GNT; MCN; MXE; EVF; JLS; NXC; GDO; VGI; GRBK; JEQ; PCM; PNF; IAE; GCV; CXH; PGZ; AXR; VLT; RGT; EEA; JMM; FGB; NXN; FMY; EGF; PYN; EQS; HVT-A; NOM; CIF; MTR; BHV; CCRD; TVC; VATE
