Price,Close,High,Low,Open,Volume
Ticker,HEIA.AS,HEIA.AS,HEIA.AS,HEIA.AS,HEIA.AS
Date,,,,,
1995-03-27,9.278183937072754,9.371735491417244,9.278183937072754,9.278183937072754,0
1995-03-28,9.371735572814941,9.458043981227092,9.357310096486252,9.378917902398756,0
1995-03-29,9.371735572814941,9.371735572814941,9.371735572814941,9.371735572814941,0
1995-03-30,9.378923416137695,9.493959439139566,9.378923416137695,9.378923416137695,0
1995-03-31,9.4939546585083,9.4939546585083,9.389691598258642,9.483181753681848,0
1995-04-03,9.40405559539795,9.40405559539795,9.324929510508378,9.386100360520874,0
1995-04-04,9.368084907531738,9.393283883366086,9.342947929786822,9.393283883366086,0
1995-04-05,9.368084907531738,9.447211002468338,9.3501296703748,9.386101552320113,0
1995-04-06,9.432846069335938,9.436437234530944,9.386100695090903,9.404055930607996,0
1995-04-07,9.490365028381348,9.49395560337556,9.440028485336343,9.458045720227549,0
1995-04-10,9.432846069335938,9.511972157045978,9.422073164208857,9.493954923445116,0
1995-04-11,9.386099815368652,9.41123678846183,9.324928968909008,9.41123678846183,0
1995-04-12,9.29620361328125,9.386102624598978,9.202713436030278,9.378920883190549,0
1995-04-13,9.29979419708252,9.368085391345614,9.278186385655225,9.350130153261379,0
1995-04-14,9.29979419708252,9.368085391345614,9.278186385655225,9.350130153261379,0
1995-04-17,9.29979419708252,9.29979419708252,9.29979419708252,9.29979419708252,0
1995-04-18,9.314157485961914,9.314157485961914,9.235031393594852,9.285429343626927,0
1995-04-19,9.29261589050293,9.324935214961162,9.253052823855763,9.314162303627844,0
1995-04-20,9.350130081176758,9.368085319122567,9.296202959705195,9.296202959705195,0
1995-04-21,9.443618774414062,9.454391679312936,9.350128618362385,9.36449268838019,0
1995-04-24,9.465228080749512,9.472410412124423,9.429256197156743,9.45804633983262,0
1995-04-25,9.468820571899414,9.52274770102026,9.432848683271235,9.504792460527593,0
1995-04-26,9.580265045166016,9.580265045166016,9.458046724756112,9.479592538841679,0
1995-04-27,9.835596084594727,9.835596084594727,9.601870988667622,9.637842866723668,0
1995-04-28,7.965610504150391,8.066283028198292,7.8469213305838785,7.893666721371064,0
1995-05-01,8.098660469055176,8.134632936315887,8.012352645869099,8.012352645869099,0
1995-05-02,8.228124618530273,8.256914170663762,8.113026046256326,8.120208377610192,0
1995-05-03,8.253259658813477,8.332385738556784,8.228122685895201,8.235304425104188,0
1995-05-04,8.23530387878418,8.350401825930252,8.17778560901893,8.300065885355401,0
1995-05-05,8.23530387878418,8.23530387878418,8.23530387878418,8.23530387878418,0
1995-05-08,8.098660469055176,8.188560047708759,8.098660469055176,8.170604813118688,0
1995-05-09,8.17060661315918,8.17060661315918,8.116617491791569,8.138225303774242,0
1995-05-10,8.073466300964355,8.181382586046587,8.073466300964355,8.181382586046587,0
1995-05-11,8.080644607543945,8.156179533456857,8.037490396552661,8.06268937121915,0
1995-05-12,8.109434127807617,8.170604978077336,8.102251797643419,8.102251797643419,0
1995-05-15,8.18138313293457,8.224537368320286,8.145411232322024,8.163366478796647,0
1995-05-16,8.116617202758789,8.228124609229763,8.116617202758789,8.22453344355689,0
1995-05-17,8.06628131866455,8.156180324262113,8.023127103489129,8.131043345244954,0
1995-05-18,7.936819553375244,8.066281613170236,7.933228387539384,8.048821768749589,0
1995-05-19,8.001579284667969,8.001579284667969,7.854100030405535,7.940407848666239,0
1995-05-22,8.163361549377441,8.195742263050416,8.015944276221411,8.015944276221411,0
1995-05-23,8.073466300964355,8.192155497027919,8.041147568020357,8.163365933112992,0
1995-05-24,8.09147834777832,8.13104138772433,8.062688211894978,8.109433581521355,0
1995-05-25,8.09147834777832,8.09147834777832,8.09147834777832,8.09147834777832,0
1995-05-26,8.023123741149902,8.073459676181951,8.023123741149902,8.059095609840709,0
1995-05-29,8.037489891052246,8.051915959199748,8.001580011119097,8.019534655856706,0
1995-05-30,8.037489891052246,8.055507124330443,8.012352916053247,8.037489891052246,0
1995-05-31,8.09147834777832,8.123797650424205,8.030307501629334,8.048819537155381,0
1995-06-01,8.041147232055664,8.18856457821576,8.001584168354116,8.163365592041934,0
1995-06-02,8.073466300964355,8.077057468110887,8.005175079354105,8.048824706336568,0
1995-06-05,8.073466300964355,8.073466300964355,8.073466300964355,8.073466300964355,0
1995-06-06,8.080644607543945,8.116616487822125,8.026717490940971,8.109434747566988,0
1995-06-07,8.06628131866455,8.084297964364788,8.03749117585008,8.080645391025502,0
1995-06-08,8.026716232299805,8.066279271730796,8.019533902712935,8.048819432378302,0
1995-06-09,7.9475932121276855,8.019536989090891,7.9332291378837025,8.019536989090891,0
1995-06-12,7.983564853668213,8.012354999366362,7.911682486571007,7.911682486571007,0
1995-06-13,7.969202995300293,7.990749407218748,7.947595175724072,7.98356707309318,0
1995-06-14,7.9475932121276855,8.037492229510397,7.9404108797766435,8.030310487617456,0
1995-06-15,8.001579284667969,8.037489161340915,7.965606819460118,7.965606819460118,0
1995-06-16,7.979974269866943,8.00158267547096,7.9692013613456485,8.00158267547096,0
1995-06-19,8.055509567260742,8.073464217443316,7.987156365172962,8.037492328518601,0
1995-06-20,8.037489891052246,8.08429667208486,8.037489891052246,8.037489891052246,0
1995-06-21,8.109434127807617,8.109434127807617,8.037489782291601,8.109434127807617,0
1995-06-22,8.217351913452148,8.217351913452148,8.091481012932553,8.127452899886721,0
1995-06-23,8.28923511505127,8.300070021852221,8.206517834738166,8.260506964888133,0
1995-06-26,8.379133224487305,8.379133224487305,8.264097230621323,8.325206098318825,0
1995-06-27,8.512246131896973,8.512246131896973,8.375540364084403,8.397148171332436,0
