date,symb
2009-01-02 00:00:00-05:00,TOPS; SHIP; DB; SAN; TTE; NOK; MT; TEF; SNY; SAP; BBVA; MDT; E; ING; ERIC; ACN; NVO; PHG; SBLK; FMS; CRH; BABWF; TS; VEON; ETN; AEG; JCI; ASML; EXPGF; RYAAY; QGEN; PRGO; FLUT; TT; DAC; STE; ALKS; ICLR; ESEA; CLB; DSX; JHX; TX; ALV; AER; STX; CMPR; AVDL; AMRN; NEON; TRIB; EVO; GASS; JAZZ; NTZ; EDAP
2009-01-05 00:00:00-05:00,TOPS; SHIP; SAN; DB; NOK; TTE; MT; TEF; SNY; SAP; BBVA; MDT; E; ING; ERIC; ACN; NVO; PHG; SBLK; FMS; CRH; BABWF; VEON; TS; ETN; AEG; JCI; EXPGF; ASML; RYAAY; QGEN; PRGO; FLUT; TT; DAC; STE; ALKS; ESEA; ICLR; CLB; DSX; TX; JHX; AER; ALV; STX; CMPR; AVDL; AMRN; NEON; TRIB; EVO; GASS; JAZZ; NTZ; EDAP
2009-01-06 00:00:00-05:00,TOPS; SHIP; SAN; DB; MT; NOK; TTE; TEF; SNY; SAP; BBVA; E; MDT; ING; ERIC; ACN; NVO; SBLK; PHG; CRH; FMS; BABWF; TS; VEON; ETN; AEG; JCI; ASML; EXPGF; RYAAY; QGEN; PRGO; FLUT; DAC; TT; ESEA; STE; ALKS; ICLR; CLB; DSX; TX; AER; JHX; ALV; STX; CMPR; AVDL; AMRN; TRIB; NEON; GASS; EVO; JAZZ; NTZ; EDAP
2009-01-07 00:00:00-05:00,TOPS; SHIP; SAN; DB; MT; NOK; TTE; TEF; SNY; SAP; BBVA; MDT; E; ING; ERIC; ACN; NVO; PHG; SBLK; CRH; FMS; BABWF; TS; VEON; ETN; AEG; JCI; EXPGF; ASML; RYAAY; QGEN; PRGO; FLUT; TT; DAC; STE; ALKS; ESEA; ICLR; CLB; AER; DSX; TX; JHX; ALV; STX; CMPR; AVDL; AMRN; TRIB; NEON; GASS; EVO; NTZ; JAZZ; EDAP
2009-01-08 00:00:00-05:00,TOPS; SHIP; SAN; MT; DB; TTE; NOK; TEF; SNY; SAP; BBVA; E; MDT; ING; ERIC; ACN; NVO; SBLK; PHG; CRH; FMS; BABWF; TS; VEON; ETN; AEG; JCI; EXPGF; ASML; RYAAY; QGEN; PRGO; FLUT; DAC; TT; ESEA; ALKS; STE; ICLR; CLB; DSX; TX; AER; JHX; ALV; STX; CMPR; AVDL; AMRN; TRIB; GASS; EVO; NEON; NTZ; JAZZ; EDAP
2009-01-09 00:00:00-05:00,TOPS; SHIP; SAN; MT; NOK; TTE; DB; TEF; SNY; SAP; MDT; BBVA; E; ING; ERIC; ACN; NVO; SBLK; PHG; CRH; FMS; BABWF; TS; VEON; ETN; AEG; JCI; EXPGF; ASML; RYAAY; QGEN; PRGO; FLUT; DAC; TT; ESEA; ICLR; STE; ALKS; CLB; DSX; TX; AER; JHX; ALV; STX; AVDL; CMPR; AMRN; TRIB; NEON; GASS; EVO; NTZ; JAZZ; EDAP
2009-01-12 00:00:00-05:00,TOPS; SHIP; SAN; MT; DB; TTE; NOK; TEF; SNY; SAP; MDT; BBVA; E; ING; ERIC; ACN; NVO; PHG; SBLK; FMS; CRH; BABWF; TS; VEON; ETN; AEG; JCI; EXPGF; ASML; RYAAY; QGEN; PRGO; FLUT; DAC; TT; ICLR; STE; ESEA; ALKS; CLB; DSX; JHX; TX; ALV; AER; STX; AVDL; CMPR; AMRN; TRIB; NEON; EVO; GASS; NTZ; JAZZ; EDAP
2009-01-13 00:00:00-05:00,TOPS; SHIP; SAN; MT; DB; TTE; NOK; TEF; SNY; SAP; MDT; E; BBVA; ING; ACN; ERIC; NVO; SBLK; PHG; FMS; CRH; BABWF; TS; VEON; ETN; AEG; JCI; EXPGF; ASML; RYAAY; QGEN; PRGO; FLUT; DAC; TT; STE; ICLR; ALKS; ESEA; CLB; AER; DSX; TX; JHX; ALV; STX; AVDL; CMPR; AMRN; TRIB; GASS; NEON; EVO; JAZZ; NTZ; EDAP
2009-01-14 00:00:00-05:00,TOPS; SHIP; SAN; TTE; MT; NOK; SNY; DB; TEF; SAP; MDT; E; BBVA; ING; ACN; ERIC; NVO; SBLK; PHG; FMS; BABWF; CRH; TS; VEON; ETN; AEG; JCI; EXPGF; ASML; RYAAY; QGEN; PRGO; FLUT; DAC; TT; STE; ALKS; ICLR; ESEA; CLB; AER; DSX; JHX; TX; ALV; STX; CMPR; AVDL; AMRN; TRIB; NEON; EVO; GASS; JAZZ; NTZ; EDAP
2009-01-15 00:00:00-05:00,TOPS; SHIP; SAN; NOK; MT; TTE; SNY; TEF; DB; SAP; MDT; E; BBVA; ING; ACN; ERIC; NVO; SBLK; PHG; FMS; CRH; BABWF; TS; VEON; ETN; JCI; AEG; EXPGF; ASML; RYAAY; QGEN; PRGO; FLUT; TT; DAC; ALKS; ICLR; STE; ESEA; CLB; DSX; AER; TX; JHX; ALV; STX; CMPR; AVDL; AMRN; TRIB; EVO; GASS; NEON; NTZ; JAZZ; EDAP
