date,symb
2006-01-03 00:00:00-05:00,TOPS; DB; SAN; ING; SNY; NOK; MDT; TTE; MT; SAP; BBVA; ERIC; NEON; E; TEF; JCI; PHG; ACN; AEG; CRH; TS; VEON; ETN; FMS; NVO; AMRN; ASML; TT; RYAAY; ALKS; FLUT; QGEN; STX; STE; JHX; AVDL; ALV; PRGO; TRIB; ICLR; CLB; EVO; DSX; CMPR; GASS; NTZ; EDAP
2006-01-04 00:00:00-05:00,TOPS; DB; SAN; ING; SNY; NOK; MDT; TTE; MT; SAP; BBVA; ERIC; NEON; E; TEF; JCI; PHG; ACN; AEG; CRH; VEON; TS; ETN; FMS; NVO; ASML; AMRN; TT; RYAAY; ALKS; FLUT; QGEN; STX; STE; JHX; AVDL; ALV; PRGO; TRIB; ICLR; CLB; EVO; DSX; CMPR; NTZ; GASS; EDAP
2006-01-05 00:00:00-05:00,TOPS; DB; SAN; NOK; ING; SNY; MDT; TTE; MT; SAP; BBVA; ERIC; NEON; TEF; E; JCI; PHG; ACN; AEG; CRH; VEON; TS; ETN; FMS; NVO; ASML; AMRN; TT; RYAAY; ALKS; FLUT; QGEN; STX; JHX; STE; AVDL; ALV; PRGO; TRIB; ICLR; CLB; EVO; DSX; CMPR; NTZ; GASS; EDAP
2006-01-06 00:00:00-05:00,TOPS; DB; SAN; ING; NOK; SNY; MDT; TTE; MT; SAP; BBVA; NEON; ERIC; TEF; E; JCI; PHG; ACN; AEG; CRH; VEON; TS; ETN; FMS; NVO; ASML; AMRN; TT; RYAAY; ALKS; FLUT; QGEN; STX; AVDL; STE; JHX; ALV; PRGO; TRIB; ICLR; CLB; EVO; DSX; CMPR; NTZ; GASS; EDAP
2006-01-09 00:00:00-05:00,TOPS; DB; SAN; ING; SNY; NOK; MDT; TTE; MT; SAP; BBVA; ERIC; NEON; E; TEF; JCI; PHG; ACN; AEG; CRH; VEON; TS; ETN; FMS; NVO; ASML; AMRN; TT; ALKS; RYAAY; FLUT; QGEN; STX; AVDL; STE; JHX; ALV; PRGO; TRIB; ICLR; CLB; EVO; DSX; CMPR; NTZ; GASS; EDAP
2006-01-10 00:00:00-05:00,TOPS; DB; SAN; SNY; ING; NOK; MDT; TTE; MT; SAP; BBVA; ERIC; NEON; E; TEF; JCI; PHG; ACN; AEG; CRH; TS; VEON; ETN; FMS; NVO; ASML; AMRN; TT; ALKS; RYAAY; FLUT; QGEN; STX; AVDL; STE; JHX; ALV; PRGO; TRIB; ICLR; CLB; EVO; DSX; CMPR; NTZ; GASS; EDAP
2006-01-11 00:00:00-05:00,TOPS; DB; SAN; ING; SNY; NOK; TTE; MT; MDT; SAP; BBVA; ERIC; NEON; E; TEF; JCI; PHG; ACN; AEG; CRH; TS; VEON; ETN; FMS; NVO; AMRN; ASML; TT; ALKS; RYAAY; FLUT; QGEN; STX; AVDL; STE; JHX; ALV; PRGO; TRIB; ICLR; CLB; EVO; DSX; CMPR; NTZ; GASS; EDAP
2006-01-12 00:00:00-05:00,TOPS; DB; SAN; ING; SNY; NOK; TTE; MDT; MT; SAP; BBVA; ERIC; NEON; E; TEF; JCI; PHG; ACN; AEG; CRH; VEON; TS; ETN; FMS; AMRN; NVO; ASML; TT; ALKS; RYAAY; FLUT; QGEN; STX; AVDL; STE; JHX; ALV; PRGO; TRIB; ICLR; EVO; CLB; DSX; CMPR; NTZ; GASS; EDAP
2006-01-13 00:00:00-05:00,TOPS; DB; SAN; SNY; ING; NOK; TTE; MDT; MT; SAP; BBVA; ERIC; NEON; E; TEF; JCI; PHG; ACN; AEG; CRH; VEON; TS; AMRN; ETN; FMS; NVO; ASML; TT; ALKS; RYAAY; FLUT; QGEN; STX; AVDL; STE; JHX; ALV; PRGO; TRIB; ICLR; EVO; CLB; DSX; CMPR; NTZ; GASS; EDAP
2006-01-17 00:00:00-05:00,TOPS; DB; SAN; SNY; ING; NOK; TTE; MDT; MT; SAP; BBVA; ERIC; NEON; E; TEF; JCI; PHG; ACN; AMRN; AEG; CRH; TS; VEON; ETN; FMS; NVO; ASML; TT; ALKS; RYAAY; FLUT; QGEN; STX; AVDL; STE; JHX; ALV; PRGO; TRIB; ICLR; EVO; CLB; DSX; CMPR; NTZ; GASS; EDAP
