date,symb
2017-01-03 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; SNY; MDT; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; ETN; NXPI; BABWF; NOK; FMS; FLUT; CRH; RYAAY; MT; STLA; EXPGF; KBCSF; TS; ERIC; APTV; TT; GMAB; PRGO; RACE; ALKS; AER; JAZZ; AEG; STE; ICLR; JHX; QGEN; STX; VEON; ALV; CLB; ALLE; ADNT; GLPG; GRFS; TX; PRTA; CMPR; CRTO; CLLS; EVO; MRUS; DBVT; GLOB; AMRN; ASND; AVDL; AGRO; TRIB; CSTM; CMBT; ASPS; DAC; TRVG; PRQR; SQNS; MTLS; SBLK; AFMD; NEON; QURE; DSX; MX; GASS; EDAP; NTZ; PXS; ESEA
2017-01-04 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; DB; TEF; E; ING; BBVA; PHG; JCI; NXPI; ETN; NOK; BABWF; FMS; FLUT; CRH; RYAAY; MT; STLA; KBCSF; EXPGF; TS; ERIC; APTV; TT; GMAB; PRGO; RACE; ALKS; AER; JAZZ; ICLR; AEG; STE; JHX; QGEN; STX; VEON; CLB; ALV; ALLE; ADNT; GLPG; GRFS; TX; PRTA; CMPR; CRTO; CLLS; MRUS; EVO; GLOB; DBVT; AMRN; ASND; AVDL; AGRO; TRIB; CSTM; ASPS; CMBT; DAC; TRVG; PRQR; SQNS; MTLS; SBLK; AFMD; QURE; NEON; DSX; MX; EDAP; GASS; PXS; NTZ; ESEA
2017-01-05 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; SNY; MDT; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; NXPI; ETN; NOK; FMS; BABWF; FLUT; CRH; RYAAY; MT; STLA; EXPGF; KBCSF; TS; ERIC; APTV; GMAB; TT; RACE; PRGO; ALKS; AER; JAZZ; ICLR; AEG; STE; JHX; QGEN; STX; VEON; CLB; ALV; ALLE; ADNT; GLPG; GRFS; TX; PRTA; CMPR; CRTO; CLLS; MRUS; EVO; DBVT; GLOB; AMRN; ASND; AVDL; AGRO; TRIB; CSTM; CMBT; ASPS; TRVG; DAC; PRQR; SQNS; MTLS; SBLK; AFMD; QURE; NEON; DSX; MX; EDAP; GASS; PXS; NTZ; ESEA
2017-01-06 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; NXPI; ETN; NOK; BABWF; FMS; FLUT; CRH; STLA; RYAAY; MT; EXPGF; KBCSF; TS; ERIC; APTV; GMAB; TT; RACE; PRGO; ALKS; AER; JAZZ; ICLR; AEG; STE; JHX; QGEN; STX; VEON; CLB; ALV; ALLE; ADNT; GLPG; GRFS; TX; PRTA; CMPR; CRTO; CLLS; MRUS; EVO; DBVT; GLOB; ASND; AMRN; AVDL; AGRO; TRIB; CSTM; CMBT; ASPS; TRVG; DAC; SQNS; PRQR; MTLS; SBLK; AFMD; QURE; NEON; DSX; MX; EDAP; GASS; NTZ; PXS; ESEA
2017-01-09 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; NXPI; ETN; NOK; BABWF; FMS; FLUT; CRH; STLA; RYAAY; MT; EXPGF; KBCSF; TS; ERIC; APTV; GMAB; TT; PRGO; RACE; ALKS; AER; JAZZ; ICLR; STE; JHX; AEG; QGEN; STX; VEON; CLB; ALV; ALLE; ADNT; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; EVO; DBVT; GLOB; AMRN; ASND; AVDL; AGRO; TRIB; CSTM; CMBT; ASPS; DAC; TRVG; SQNS; PRQR; MTLS; SBLK; AFMD; QURE; DSX; NEON; MX; EDAP; GASS; PXS; NTZ; ESEA
2017-01-10 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; NXPI; ETN; NOK; BABWF; FMS; FLUT; CRH; STLA; RYAAY; MT; EXPGF; KBCSF; TS; ERIC; APTV; TT; GMAB; RACE; PRGO; ALKS; AER; JAZZ; ICLR; STE; AEG; JHX; QGEN; STX; VEON; ALV; CLB; ALLE; ADNT; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; EVO; DBVT; GLOB; AMRN; ASND; AVDL; AGRO; CSTM; TRIB; CMBT; ASPS; DAC; TRVG; SQNS; PRQR; MTLS; SBLK; AFMD; QURE; DSX; NEON; MX; GASS; EDAP; NTZ; PXS; ESEA
2017-01-11 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; NXPI; ETN; BABWF; NOK; FMS; CRH; FLUT; STLA; MT; RYAAY; KBCSF; EXPGF; TS; ERIC; APTV; TT; GMAB; RACE; PRGO; ALKS; AER; JAZZ; ICLR; STE; AEG; JHX; QGEN; STX; VEON; ALV; CLB; ALLE; ADNT; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; EVO; DBVT; GLOB; ASND; AMRN; AGRO; CSTM; AVDL; TRIB; ASPS; CMBT; DAC; TRVG; SQNS; PRQR; SBLK; MTLS; AFMD; QURE; DSX; NEON; MX; EDAP; GASS; PXS; NTZ; ESEA
2017-01-12 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; NXPI; ETN; BABWF; NOK; FMS; CRH; FLUT; RYAAY; MT; STLA; EXPGF; TS; KBCSF; ERIC; APTV; TT; GMAB; RACE; PRGO; ALKS; AER; JAZZ; ICLR; STE; JHX; AEG; QGEN; STX; VEON; ALV; CLB; ALLE; ADNT; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; EVO; DBVT; GLOB; ASND; AMRN; AGRO; AVDL; CSTM; TRIB; CMBT; ASPS; DAC; TRVG; SQNS; SBLK; PRQR; MTLS; AFMD; QURE; DSX; NEON; MX; EDAP; GASS; PXS; NTZ; ESEA
2017-01-13 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; BABWF; NXPI; ETN; NOK; FMS; CRH; FLUT; RYAAY; MT; STLA; EXPGF; KBCSF; TS; ERIC; APTV; TT; GMAB; RACE; PRGO; ALKS; AER; JAZZ; ICLR; STE; AEG; JHX; QGEN; STX; ALV; VEON; ALLE; CLB; ADNT; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; GLOB; EVO; DBVT; ASND; AMRN; AGRO; CSTM; TRIB; AVDL; CMBT; ASPS; DAC; TRVG; SQNS; SBLK; PRQR; MTLS; AFMD; QURE; DSX; NEON; MX; EDAP; GASS; PXS; NTZ; ESEA
2017-01-17 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; BABWF; NXPI; ETN; NOK; FMS; CRH; FLUT; RYAAY; MT; EXPGF; STLA; KBCSF; TS; ERIC; APTV; TT; GMAB; RACE; PRGO; ALKS; AER; JAZZ; ICLR; STE; AEG; JHX; QGEN; STX; ALV; VEON; ALLE; CLB; ADNT; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; GLOB; EVO; DBVT; ASND; AMRN; AGRO; CSTM; TRIB; AVDL; CMBT; ASPS; TRVG; SQNS; DAC; SBLK; PRQR; MTLS; AFMD; QURE; DSX; MX; NEON; GASS; EDAP; NTZ; PXS; ESEA
2017-01-18 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; BABWF; NXPI; ETN; NOK; FMS; CRH; FLUT; MT; RYAAY; STLA; TS; KBCSF; EXPGF; ERIC; APTV; TT; GMAB; RACE; ALKS; PRGO; AER; JAZZ; ICLR; STE; JHX; AEG; QGEN; STX; ADNT; ALV; VEON; ALLE; CLB; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; GLOB; EVO; DBVT; ASND; AMRN; AGRO; CSTM; AVDL; TRIB; CMBT; ASPS; TRVG; DAC; SQNS; SBLK; MTLS; PRQR; AFMD; QURE; DSX; MX; NEON; GASS; EDAP; PXS; NTZ; ESEA
2017-01-19 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; BABWF; NXPI; ETN; NOK; FMS; FLUT; CRH; RYAAY; MT; STLA; EXPGF; TS; KBCSF; ERIC; APTV; TT; GMAB; RACE; ALKS; PRGO; AER; JAZZ; ICLR; STE; AEG; JHX; QGEN; VEON; STX; ALLE; ALV; CLB; ADNT; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; GLOB; EVO; DBVT; ASND; AMRN; CSTM; AGRO; AVDL; TRIB; CMBT; ASPS; TRVG; DAC; SBLK; SQNS; MTLS; PRQR; AFMD; DSX; MX; QURE; NEON; GASS; EDAP; PXS; NTZ; ESEA
2017-01-20 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; JCI; BABWF; NXPI; ETN; NOK; FMS; CRH; FLUT; MT; RYAAY; STLA; TS; EXPGF; KBCSF; ERIC; APTV; TT; GMAB; RACE; ALKS; PRGO; AER; JAZZ; ICLR; STE; AEG; JHX; QGEN; VEON; STX; CLB; ALV; ADNT; ALLE; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; GLOB; DBVT; EVO; ASND; AMRN; CSTM; AGRO; AVDL; TRIB; CMBT; ASPS; SBLK; DAC; TRVG; SQNS; MTLS; PRQR; DSX; MX; AFMD; QURE; NEON; GASS; EDAP; NTZ; PXS; ESEA
2017-01-23 00:00:00-05:00,TOPS; PSHG; BUD; SAP; IDEXY; MDT; SNY; TTE; ACN; SAN; NVO; SHIP; ASML; TEF; DB; E; ING; BBVA; PHG; BABWF; JCI; ETN; NXPI; NOK; FMS; CRH; FLUT; MT; RYAAY; STLA; EXPGF; TS; KBCSF; ERIC; APTV; TT; GMAB; RACE; ALKS; PRGO; AER; JAZZ; ICLR; STE; AEG; JHX; QGEN; VEON; STX; ADNT; ALV; CLB; ALLE; GLPG; GRFS; TX; PRTA; CRTO; CMPR; CLLS; MRUS; GLOB; EVO; DBVT; ASND; AMRN; AGRO; CSTM; AVDL; TRIB; CMBT; ASPS; SBLK; DAC; TRVG; SQNS; MTLS; PRQR; DSX; MX; AFMD; NEON; QURE; GASS; EDAP; PXS; NTZ; ESEA
