date,symb
2024-01-02 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; STLA; SAN; RACE; NXPI; TT; BBVA; E; CRH; ING; SPOT; JCI; EXPGF; FLUT; IR; RYAAY; BNTX; DB; KBCSF; ICLR; ARGX; DOGEF; PHG; MT; TEF; STE; APTV; GMAB; ERIC; TS; NOK; STX; JHX; AER; FMS; ALLE; GLOB; BABWF; QGEN; BIRK; AEG; ALV; JAZZ; ASND; TX; ALKS; PSNY; PRGO; EVO; ADNT; TIGO; CSTM; GRFS; ZGN; GLPG; CAAP; CMBT; SBLK; AMBP; PRTA; MRUS; CMPR; CDLR; NVTS; PHVS; DAC; AVDL; VEON; CRTO; STVN; IMTX; NAMS; DOLE; AGRO; GLOP-PA; CVAC; NEXA; VALN; CLB; PHAR; OTLY; ABVX; PROC; JMIA; GDEV; WBX; MTLS; QURE; AMRN; ADSE; NBTX; DSX; CLLS; MX; ATAI; GHRS; MYTE; FREY; GASS; IVA; IPHA; ESEA; PRQR; MDXH; GNFT; EDAP; NYXH; SQNS; MYNA; SHIP; IOBT; AFMD; MURA; IFRX; TORO; MLEC; IMPP; ASPS; GNTA; NTZ; TOPS; TRIB; TRVG; ITRM; LVTX; PXS; DBVT; NEON; PSHG; OP; TURB; BREA; GMBL; MYNZ
2024-01-03 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; STLA; SAN; RACE; NXPI; TT; E; BBVA; CRH; ING; SPOT; JCI; EXPGF; IR; FLUT; BNTX; RYAAY; DB; KBCSF; ARGX; ICLR; DOGEF; TEF; MT; PHG; STE; APTV; GMAB; TS; ERIC; NOK; STX; JHX; AER; FMS; ALLE; GLOB; BABWF; QGEN; BIRK; AEG; ALV; JAZZ; TX; ASND; ALKS; PRGO; PSNY; EVO; GRFS; TIGO; ADNT; ZGN; CSTM; GLPG; CAAP; CMBT; SBLK; PRTA; AMBP; MRUS; CMPR; CDLR; DAC; AVDL; PHVS; VEON; CRTO; NVTS; NAMS; STVN; IMTX; DOLE; AGRO; GLOP-PA; CVAC; NEXA; CLB; VALN; PHAR; OTLY; ABVX; PROC; JMIA; GDEV; WBX; ADSE; MTLS; AMRN; QURE; NBTX; DSX; MX; CLLS; MYTE; GHRS; FREY; GASS; ATAI; IVA; IPHA; ESEA; PRQR; GNFT; MDXH; EDAP; SQNS; NYXH; SHIP; MYNA; IOBT; TORO; AFMD; IMPP; MLEC; IFRX; MURA; GNTA; ASPS; NTZ; TOPS; TRIB; ITRM; TRVG; LVTX; PXS; DBVT; NEON; PSHG; OP; TURB; BREA; GMBL; MYNZ
2024-01-04 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; SAN; STLA; RACE; TT; NXPI; BBVA; E; CRH; ING; SPOT; JCI; EXPGF; FLUT; IR; BNTX; DB; RYAAY; KBCSF; ARGX; DOGEF; ICLR; TEF; PHG; MT; STE; GMAB; APTV; ERIC; NOK; TS; STX; JHX; AER; FMS; ALLE; GLOB; BABWF; QGEN; AEG; BIRK; ALV; TX; JAZZ; ASND; ALKS; PRGO; PSNY; EVO; TIGO; GRFS; ADNT; CSTM; ZGN; GLPG; CAAP; CMBT; SBLK; PRTA; AMBP; MRUS; CMPR; CDLR; DAC; AVDL; PHVS; CRTO; VEON; NVTS; IMTX; NAMS; STVN; DOLE; AGRO; GLOP-PA; CVAC; NEXA; VALN; PHAR; CLB; OTLY; ABVX; PROC; JMIA; GDEV; WBX; QURE; MTLS; NBTX; ADSE; AMRN; DSX; CLLS; ATAI; MX; GHRS; MYTE; FREY; GASS; IPHA; ESEA; IVA; PRQR; MDXH; GNFT; EDAP; SQNS; NYXH; SHIP; MYNA; IOBT; TORO; AFMD; IFRX; IMPP; MURA; MLEC; GNTA; ASPS; TOPS; NTZ; TRIB; TRVG; ITRM; PXS; LVTX; NEON; DBVT; PSHG; OP; TURB; BREA; GMBL; MYNZ
2024-01-05 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; SAN; STLA; RACE; TT; NXPI; BBVA; E; CRH; ING; SPOT; JCI; EXPGF; IR; FLUT; BNTX; RYAAY; DB; KBCSF; ARGX; DOGEF; ICLR; TEF; PHG; MT; STE; GMAB; APTV; ERIC; NOK; TS; STX; JHX; AER; FMS; ALLE; GLOB; BABWF; QGEN; AEG; BIRK; ALV; ASND; JAZZ; TX; ALKS; PRGO; PSNY; EVO; TIGO; ADNT; GRFS; ZGN; GLPG; CSTM; CAAP; CMBT; SBLK; PRTA; AMBP; MRUS; CMPR; CDLR; DAC; AVDL; PHVS; NAMS; VEON; CRTO; STVN; NVTS; IMTX; DOLE; AGRO; GLOP-PA; CVAC; NEXA; VALN; PHAR; CLB; OTLY; ABVX; PROC; JMIA; GDEV; WBX; NBTX; ADSE; MTLS; AMRN; QURE; DSX; CLLS; MYTE; MX; GHRS; ATAI; GASS; ESEA; IPHA; FREY; IVA; PRQR; MDXH; GNFT; EDAP; SQNS; NYXH; SHIP; MYNA; IOBT; TORO; IFRX; AFMD; MURA; IMPP; MLEC; GNTA; ASPS; TRIB; NTZ; TOPS; ITRM; TRVG; PXS; LVTX; NEON; DBVT; PSHG; OP; TURB; BREA; GMBL; MYNZ
2024-01-08 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; SAN; RACE; STLA; TT; NXPI; BBVA; E; CRH; ING; SPOT; JCI; EXPGF; IR; FLUT; BNTX; DB; RYAAY; KBCSF; ARGX; DOGEF; PHG; ICLR; TEF; STE; MT; GMAB; APTV; NOK; ERIC; TS; STX; JHX; AER; FMS; ALLE; GLOB; QGEN; BABWF; BIRK; AEG; ASND; ALV; JAZZ; TX; ALKS; PRGO; PSNY; EVO; TIGO; ADNT; GRFS; GLPG; ZGN; CSTM; CAAP; CMBT; SBLK; MRUS; AMBP; PRTA; CMPR; CDLR; AVDL; DAC; PHVS; CRTO; NVTS; VEON; STVN; IMTX; NAMS; DOLE; AGRO; GLOP-PA; CVAC; NEXA; VALN; PHAR; CLB; OTLY; ABVX; PROC; JMIA; GDEV; NBTX; WBX; AMRN; MTLS; QURE; ADSE; ATAI; DSX; CLLS; MYTE; GHRS; MX; GASS; FREY; IPHA; ESEA; IVA; MDXH; PRQR; EDAP; GNFT; SQNS; NYXH; SHIP; MYNA; IOBT; IFRX; TORO; AFMD; MURA; IMPP; MLEC; GNTA; ASPS; NTZ; TOPS; TRIB; ITRM; TRVG; PXS; LVTX; NEON; DBVT; PSHG; OP; TURB; BREA; GMBL; MYNZ
2024-01-09 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; RACE; SAN; STLA; TT; NXPI; BBVA; E; CRH; ING; SPOT; JCI; EXPGF; IR; FLUT; DB; BNTX; RYAAY; KBCSF; ARGX; DOGEF; ICLR; PHG; TEF; STE; MT; GMAB; APTV; NOK; ERIC; TS; STX; JHX; AER; FMS; ALLE; GLOB; BABWF; QGEN; BIRK; AEG; ASND; ALV; JAZZ; TX; ALKS; PRGO; PSNY; EVO; TIGO; ADNT; ZGN; GLPG; CSTM; CMBT; CAAP; SBLK; GRFS; MRUS; PRTA; AMBP; CMPR; CDLR; AVDL; IMTX; DAC; PHVS; STVN; CRTO; VEON; NVTS; NAMS; DOLE; AGRO; GLOP-PA; NEXA; CVAC; PHAR; VALN; CLB; OTLY; ABVX; PROC; JMIA; AMRN; GDEV; WBX; MTLS; ADSE; ATAI; NBTX; QURE; DSX; GHRS; CLLS; MX; MYTE; GASS; ESEA; FREY; IVA; IPHA; MDXH; PRQR; EDAP; GNFT; SQNS; NYXH; MYNA; SHIP; IOBT; IFRX; TORO; AFMD; IMPP; MURA; MLEC; GNTA; ASPS; TOPS; NTZ; TRIB; ITRM; TRVG; PXS; LVTX; NEON; DBVT; PSHG; OP; TURB; BREA; GMBL; MYNZ
2024-01-10 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; RACE; STLA; SAN; TT; NXPI; BBVA; E; CRH; ING; SPOT; JCI; EXPGF; IR; FLUT; DB; RYAAY; BNTX; KBCSF; ARGX; DOGEF; PHG; TEF; STE; ICLR; MT; GMAB; APTV; ERIC; NOK; STX; TS; JHX; AER; FMS; ALLE; GLOB; QGEN; BABWF; BIRK; AEG; ASND; ALV; TX; JAZZ; ALKS; PRGO; PSNY; EVO; TIGO; ADNT; ZGN; CSTM; GLPG; CAAP; CMBT; GRFS; SBLK; MRUS; AMBP; PRTA; CMPR; NAMS; CDLR; IMTX; AVDL; DAC; PHVS; VEON; STVN; CRTO; NVTS; DOLE; AGRO; GLOP-PA; NEXA; PHAR; CVAC; VALN; CLB; OTLY; ABVX; AMRN; PROC; JMIA; GDEV; WBX; MTLS; ADSE; NBTX; QURE; ATAI; DSX; GHRS; CLLS; MX; MYTE; GASS; IVA; ESEA; FREY; IPHA; PRQR; EDAP; MDXH; GNFT; SQNS; NYXH; MYNA; SHIP; IOBT; IFRX; TORO; AFMD; IMPP; MURA; GNTA; ASPS; MLEC; NTZ; TRIB; TOPS; TRVG; ITRM; PXS; LVTX; NEON; DBVT; PSHG; OP; TURB; BREA; GMBL; MYNZ
2024-01-11 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; RACE; STLA; SAN; TT; NXPI; BBVA; E; CRH; SPOT; ING; JCI; EXPGF; IR; FLUT; RYAAY; DB; BNTX; KBCSF; DOGEF; ARGX; PHG; TEF; STE; ICLR; MT; GMAB; APTV; ERIC; NOK; STX; TS; JHX; AER; FMS; ALLE; GLOB; QGEN; BABWF; BIRK; AEG; ASND; ALV; TX; JAZZ; ALKS; PRGO; PSNY; EVO; TIGO; ADNT; ZGN; CSTM; GLPG; CAAP; CMBT; SBLK; MRUS; GRFS; AMBP; PRTA; CMPR; NAMS; CDLR; IMTX; DAC; PHVS; AVDL; STVN; CRTO; VEON; NVTS; DOLE; AGRO; GLOP-PA; NEXA; PHAR; CVAC; VALN; CLB; ABVX; OTLY; PROC; AMRN; GDEV; JMIA; WBX; NBTX; MTLS; ADSE; QURE; ATAI; DSX; GHRS; CLLS; MYTE; MX; GASS; ESEA; IPHA; IVA; FREY; PRQR; MDXH; EDAP; GNFT; SQNS; NYXH; MYNA; SHIP; IOBT; AFMD; TORO; IFRX; IMPP; MLEC; MURA; GNTA; ASPS; NTZ; TOPS; TRIB; TRVG; ITRM; PXS; LVTX; NEON; DBVT; PSHG; OP; TURB; BREA; GMBL; MYNZ
2024-01-12 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; RACE; STLA; SAN; TT; NXPI; BBVA; E; CRH; SPOT; ING; JCI; EXPGF; IR; FLUT; RYAAY; BNTX; DB; KBCSF; DOGEF; ARGX; PHG; TEF; STE; ICLR; MT; GMAB; APTV; ERIC; NOK; STX; TS; JHX; AER; FMS; ALLE; GLOB; QGEN; BABWF; BIRK; AEG; ALV; ASND; TX; JAZZ; ALKS; PRGO; PSNY; EVO; TIGO; ADNT; ZGN; CSTM; CAAP; GLPG; CMBT; MRUS; SBLK; AMBP; NAMS; PRTA; CMPR; GRFS; CDLR; PHVS; IMTX; DAC; AVDL; STVN; VEON; CRTO; NVTS; DOLE; AGRO; GLOP-PA; NEXA; PHAR; CVAC; VALN; CLB; ABVX; OTLY; PROC; AMRN; GDEV; JMIA; WBX; NBTX; MTLS; ADSE; QURE; ATAI; DSX; GHRS; CLLS; MYTE; GASS; MX; ESEA; PRQR; IPHA; IVA; FREY; EDAP; MDXH; GNFT; SQNS; NYXH; MYNA; SHIP; IOBT; AFMD; TORO; IFRX; IMPP; MLEC; GNTA; MURA; ASPS; NTZ; TOPS; TRIB; TRVG; ITRM; PXS; LVTX; DBVT; NEON; PSHG; OP; TURB; BREA; GMBL; MYNZ
2024-01-16 00:00:00-05:00,NVO; ASML; ACN; SAP; TTE; IDEXY; SNY; BUD; MDT; ETN; RACE; STLA; SAN; TT; NXPI; BBVA; E; CRH; SPOT; ING; EXPGF; JCI; IR; FLUT; RYAAY; DB; BNTX; DOGEF; KBCSF; ARGX; TEF; PHG; STE; ICLR; MT; GMAB; APTV; NOK; ERIC; STX; TS; JHX; AER; FMS; ALLE; GLOB; QGEN; BIRK; BABWF; AEG; ASND; ALV; TX; JAZZ; ALKS; PRGO; PSNY; EVO; TIGO; ADNT; CSTM; CAAP; ZGN; GLPG; CMBT; MRUS; SBLK; AMBP; GRFS; NAMS; PRTA; CMPR; CDLR; PHVS; IMTX; DAC; AVDL; STVN; CRTO; VEON; NVTS; DOLE; GLOP-PA; AGRO; NEXA; PHAR; CVAC; VALN; ABVX; CLB; OTLY; PROC; AMRN; GDEV; NBTX; JMIA; ADSE; MTLS; WBX; DSX; QURE; ATAI; GHRS; CLLS; MYTE; PRQR; GASS; MX; ESEA; IPHA; IVA; EDAP; FREY; MDXH; SQNS; GNFT; NYXH; SHIP; MYNA; IOBT; TORO; IMPP; AFMD; IFRX; MLEC; GNTA; MURA; ASPS; NTZ; TOPS; TRIB; TRVG; ITRM; PXS; LVTX; DBVT; NEON; PSHG; OP; TURB; BREA; GMBL; MYNZ
