date,symb
2005-01-03 00:00:00-05:00,TOPS; DB; NEON; MT; SAN; SNY; ING; NOK; MDT; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; ACN; AMRN; AEG; CRH; ETN; VEON; NVO; FMS; ASML; TT; TS; RYAAY; QGEN; ALKS; FLUT; AVDL; PRGO; STX; STE; ALV; TRIB; JHX; ICLR; EVO; NTZ; CLB; EDAP
2005-01-04 00:00:00-05:00,TOPS; DB; NEON; MT; SAN; SNY; ING; NOK; MDT; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; ACN; AMRN; AEG; CRH; ETN; VEON; NVO; FMS; ASML; TT; TS; RYAAY; QGEN; ALKS; FLUT; AVDL; PRGO; STX; ALV; STE; TRIB; JHX; ICLR; EVO; NTZ; CLB; EDAP
2005-01-05 00:00:00-05:00,TOPS; DB; NEON; MT; SAN; SNY; ING; NOK; MDT; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; AMRN; ACN; AEG; CRH; ETN; VEON; NVO; FMS; ASML; TT; TS; RYAAY; QGEN; ALKS; FLUT; AVDL; PRGO; STX; ALV; STE; JHX; TRIB; ICLR; NTZ; EVO; CLB; EDAP
2005-01-06 00:00:00-05:00,TOPS; DB; NEON; MT; SAN; ING; SNY; NOK; MDT; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; AMRN; ACN; AEG; CRH; ETN; NVO; VEON; FMS; ASML; TT; TS; RYAAY; QGEN; ALKS; FLUT; AVDL; PRGO; STX; STE; ALV; TRIB; JHX; ICLR; NTZ; EVO; CLB; EDAP
2005-01-07 00:00:00-05:00,TOPS; DB; NEON; MT; SAN; SNY; ING; NOK; MDT; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; AMRN; ACN; AEG; CRH; ETN; NVO; VEON; FMS; ASML; TT; TS; RYAAY; QGEN; FLUT; ALKS; AVDL; PRGO; STX; STE; ALV; TRIB; JHX; ICLR; NTZ; EVO; CLB; EDAP
2005-01-10 00:00:00-05:00,TOPS; DB; NEON; MT; SAN; SNY; ING; NOK; MDT; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; AMRN; ACN; AEG; CRH; ETN; VEON; NVO; FMS; ASML; TT; TS; RYAAY; QGEN; FLUT; ALKS; AVDL; PRGO; STX; STE; ALV; TRIB; JHX; ICLR; NTZ; EVO; CLB; EDAP
2005-01-11 00:00:00-05:00,TOPS; DB; NEON; SAN; MT; SNY; ING; MDT; NOK; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; AMRN; ACN; AEG; CRH; ETN; NVO; VEON; FMS; ASML; TT; TS; RYAAY; QGEN; ALKS; FLUT; AVDL; PRGO; STX; ALV; STE; TRIB; JHX; ICLR; NTZ; EVO; CLB; EDAP
2005-01-12 00:00:00-05:00,TOPS; DB; NEON; SAN; MT; SNY; ING; MDT; NOK; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; AMRN; ACN; AEG; CRH; ETN; NVO; VEON; FMS; ASML; TT; TS; RYAAY; QGEN; ALKS; FLUT; AVDL; STX; PRGO; STE; ALV; JHX; TRIB; ICLR; EVO; NTZ; CLB; EDAP
2005-01-13 00:00:00-05:00,TOPS; DB; NEON; MT; SAN; SNY; ING; MDT; NOK; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; AMRN; ACN; AEG; CRH; ETN; NVO; VEON; FMS; ASML; TT; TS; RYAAY; QGEN; FLUT; ALKS; STX; PRGO; AVDL; ALV; STE; JHX; TRIB; ICLR; EVO; NTZ; CLB; EDAP
2005-01-14 00:00:00-05:00,TOPS; DB; NEON; MT; SAN; SNY; ING; MDT; NOK; TTE; SAP; BBVA; TEF; ERIC; JCI; E; PHG; AMRN; ACN; AEG; CRH; ETN; VEON; NVO; FMS; ASML; TT; TS; RYAAY; QGEN; FLUT; ALKS; STX; PRGO; AVDL; STE; ALV; JHX; TRIB; ICLR; EVO; NTZ; CLB; EDAP
2005-01-18 00:00:00-05:00,TOPS; DB; NEON; MT; SAN; SNY; MDT; ING; NOK; TTE; SAP; BBVA; TEF; ERIC; JCI; E; AMRN; PHG; ACN; AEG; CRH; ETN; VEON; NVO; FMS; ASML; TT; TS; RYAAY; QGEN; ALKS; FLUT; STX; PRGO; AVDL; STE; ALV; JHX; TRIB; ICLR; EVO; NTZ; CLB; EDAP
