date,symb
2006-01-03 00:00:00,NXPL; WINT; CLRB; ABVC; AYRO; ACHV; PSTV; OTRK; NURO; DOMH; TENX; CYCC; MBOT; RCAT; APDN; FCEL; MRKR; IDEX; VIRX; PRSO; ERNA; MSFT; ABEO; LSTA; MTEM; ALTO; INTC; GOOGL; GOOG; IMNN; SNY; CRDF; AMD; PLUG; PEP; VXRT; CSCO; MEIP; USAU; NCTY; AZN; CYRX; AEMD; ERIC; NEON; AAPL; CNVS; QCOM; ONCT; SNGX; BKR; AMGN; TTNP; AMZN; CMCSA; AAL; WBA; CLDX; MRVL; VOD; SIRI; VTRS; APA; TXN; EXC; OBLG; WBD; HRTX; HBAN; LIN; ADBE; VCEL; EFOI; MNKD; MDLZ; COST; HON; MU; SLMBP; EYPT; FITB; MIND; EA; OPHC; SBUX; CME; AGEN; NVAX; GILD; SPCB; ADI; AMAT; SSKN; PARA; BPOP; PTEN; LXRX; ADP; AEP; ADSK; BIMI; USEG; ODP; VEON; SBCF; EBAY; PLUR; ZION; KTOS; PAYX; MAR; VRTX; NVDA; HST; BIIB; KZIA; INTU; BCDA; MVIS; NTRS; NBIX; WTW; PFG; XOMA; GOGL; PCAR; CTSH; NDAQ; DVAX; AMRN; APTO; NWL; LTBR; ASML; WDC; XEL; GEG; REG; ARWR; OPCH; JBLU; GERN; MCHP; BANR; CBAT; TROW; CDNS; SIFY; XRAY; ISRG; GT; PPC; CYTK; SLNH; GENE; NTAP; INO; RYAAY; HOLX; BKYI; VLY; GEN; EXPE; CSX; INSM; IEP; PAA; ROP; EWBC; RBBN; KLAC; ONB; FAST; BCRX; CINF; XTLB; VSAT; ONCY; SMSI; WW; IBCP; CASI; SLM; AMSC; ALKS; COLB; WYNN; MAT; TTWO; SNPS; AKAM; SSRM; EQIX; NKTR; FLEX; AWH; WTFC; CHRW; QMCO; CCEP; HAFC; GREE; EXEL; NEPH; TSEM; SRCL; LOGI; ANIP; CENX; COO; DOX; ON; VIAV; LNW; CBSH; TCOM; XRX; UBSI; LAMR; URBN; LSAK; ASRT; EVRG; CHKP; TER; WEN; TRMB; ZBRA; ACGL; CTAS; HSIC; EMKR; BMRN; PRDO; FCNCA; JAKK; STX; LRCX; DZSI; NYMT; MSTR; WKSP; ROST; HWC; LEE; LBTYA; RGLD; SRPT; RMBS; PDCO; FORM; TECH; SEIC; PTC; SBAC; BOKF; ASTC; JBHT; WULF; CERS; ORLY; VRME; LNT; ITRI; BIDU; CSGP; LBTYK; FFIV; INSG; AVDL; CATY; RGS; VRSN; DRS; BUSE; DLTR; ANSS; PNFP; REGN; UMBF; SVC; MTCH; MNST; ALNY; ACAD; STRA; ADTN; AVT; SMTC; FULT; NFLX; CDZI; RMTI; HAS; DRRX; UTHR; CDMO; OFIX; GNTX; CAKE; RIGL; IDXX; NTES; NICE; CREG; ARCC; SBRA; SANM; DXCM; MLKN; SAVA; ENTG; PFBC; CPRT; ERIE; HOPE; IART; HHS; MORN; DHC; AMKR; OMEX; BLDP; EEFT; SLAB; NOVT; MRCY; HQI; LSTR; BECN; FOSL; PENN; WAFD; SIGI; OSBC; LKQ; ILMN; GALT; CVBF; JKHY; TCBI; SFNC; ABCB; VRNT; POOL; IBOC; INVA; COLM; TRIB; MKSI; INCY; AMED; CGNX; WSBC; ACIW; VECO; DIOD; ANGO; IRBT; ICUI; TTMI; CHCI; CARV; WSFS; PLAB; HAIN; UFPI; NDSN; ESGR; SKYW; FRME; CAR; PXLW; UTSI; SSYS; CFBK; STLD; PCH; MYGN; INVE; RRGB; MATW; TRMK; FWRD; TCRT; PPBI; TOWN; SASR; ARCB; SGMO; ICLR; COHU; ATHE; MEOH; HTLD; ODFL; IONS; LECO; OTEX; WABC; KOPN; TBBK; QUIK; ESLT; CTLP; HTBK; CWST; PNBK; TXRH; MIDD; RAIL; STCN; CASY; TSCO; INTZ; FFBC; STBA; SEED; ACHC; DSGR; FELE; PRTG; GLNG; WWD; AXDX; BKNG; INDB; PRGS; PSEC; EVO; BRKR; BLKB; BCLI; GGAL; QDEL; IPA; ROCK; SWKS; BGC; OZK; OSUR; ZD; UPBD; KELYA; SYNA; OCFC; ASTE; ANIX; PLXS; TTEK; EXTR; MCHX; CVGI; HTLF; SSP; SCSC; BWEN; PDFS; WERN; MPWR; POWI; EFSC; STKL; IDN; LANC; NSIT; SOHU; ACLS; CIGI; LSCC; ADEA; ACTG; LGND; PRAA; LFUS; OTTR; CMTL; UFCS; SCHL; BRKL; HLIT; CMCO; MMSI; CCRN; FCFS; CMPR; RDUS; FFIN; BOOM; CFFN; OMCL; NBTB; PLCE; FBNC; RGP; HUBG; AXON; DCOM; ARLP; SRDX; ATRC; MFIC; CUTR; TRST; AZPN; BJRI; CSGS; AGYS; ATSG; OLED; LPSN; STRL; ATLC; NEOG; CTHR; STRR; NWBI; MGEE; TCBK; TTEC; BYFC; VICR; ALGN; ASUR; HFWA; SHBI; JJSF; SBET; AZTA; CNSL; PEBO; AEIS; NNBR; HSON; HSII; TILE; BANF; KLIC; TURN; FMBH; EXAS; CSQ; HURN; PZZA; SNBR; DAKT; MGRC; ULH; CRESY; HCSG; MODV; CCBG; BHRB; ZUMZ; ORRF; IAC; ECPG; CGEN; MCRI; CHDN; RDWR; CBRL; GASS; SAIA; DGII; NTCT; FARM; ENG; FARO; KRNY; CORT; IMOS; DWSN; OSPN; LTRX; MERC; UONEK; HELE; PGC; CRUS; STAA; IVAC; LINC; MKTX; ANDE; STGW; LCUT; IDCC; LMNR; SRCE; TBRG; GIFI; UVSP; LIVE; STRM; NTGR; EGBN; AMWD; CRNT; CTRN; DXLG; MRTN; MBWM; UCTT; MANH; CBAN; BCAL; OSIS; CVCO; FCBC; CLAR; MNRO; GDEN; VBFC; AUDC; SIMO; PEGA; VOXX; QCRH; LFCR; SYBT; CRAI; CHCO; FORR; OPK; AVNW; BOSC; FTEK; BCPC; DSGX; IPAR; COKE; GILT; EZPW; PFC; ARQ; NWPX; CNOB; CNTY; SAFT; LYTS; BELFB; JACK; DYNT; ALCO; MTRX; CTBI; TZOO; MMLP; RUSHA; SHOO; APOG; DGICA; ZEUS; FFIC; EGHT; WDFC; HALO; CHI; FLWS; GAIA; UEIC; MGPI; FMNB; SPTN; PRPH; WASH; DMLP; RGEN; CWBC; LKFN; VERU; NTWK; MPB; DENN; BBGI; CWCO; BGFV; EDAP; CMCT; SBSI; VSEC; MPAA; RBCAA; RDCM; CHY; FISI; GRVY; PSMT; SYPR; CAC; GIII; KVHI; ULBI; CAMT; NOTV; CACC; IMMR; SNEX; BSRR; SHEN; GABC; DXYN; CHNR; GSBC; MSEX; THFF; GEOS; CIVB; PCYO; REFR; IESC; HURC; ATNI; RVSB; CECO; THRM; FRPH; PFIS; WRLD; ANIK; BMRC; WTBA; CAAS; IOSP; RDI; ICAD; EXPO; SCVL; SBGI; GTIM; PETS; POWL; AAON; SWKH; GLAD; CRIS; LAKE; CZNC; PKOH; FXNC; HBIO; GNSS; LFVN; AROW; FSTR; STRS; PLPC; NBN; CCOI; YORW; CVLG; TSAT; CEVA; FIZZ; LBTYB; ELTK; PESI; CCNE; CRMT; DXPE; GOOD; USAP; ITRN; ALRS; IMKTA; POCI; BFC; SFST; OPBK; CENT; DORM; TWIN; MTEX; RCKY; IRIX; VALU; USLM; SMTI; STRT; UBFO; HBNC; JOUT; CASS; BCML; CSWC; CVGW; AEHR; DMRC; SHYF; NXST; EBTC; CPSS; SWBI; WSBF; NSSC; CASH; BCBP; BFIN; SNT; CNXN; MNTX; VABK; SPOK; BBSI; ATLO; ISSC; LCNB; FONR; CRVL; OFLX; FUSB; FLIC; FLL; PROV; ASYS; HOFT; PLBC; HNRG; OVLY; CZWI; FORD; SENEA; HWBK; ARTNA; WEYS; CYTH; SGA; HWKN; LWAY; INOD; MFIN; CALM; SCWO; PATK; PNRG; CLWT; AXTI; SOHO; HCKT; CODA; FCCO; FUNC; PLUS; UNTY; ACNB; UONE; SCKT; BVFL; ACNT; LINK; ESCA; NWFL; AMSF; GAIN; HDSN; FNLC; VLGEA; OXSQ; KOSS; BLFS; FEIM; KELYB; NEWT; MBCN; VIRC; WNEB; CHMG; OPOF; SIEB; MNSB; YHGJ; FDBC; PWOD; FORTY; COFS; NKSH; LPTH; DLHC; OBT; KIRK; ATRO; SPNS; FUND; HSTM; NVMI; SGMA; PKBK; MLAB; FNWD; BSET; UTMD; MITK; RUSHB; RMCF; FBIZ; JBSS; NRIM; CFFI; TACT; DJCO; OVBC; BRID; DXR; HIFS; DSWL; TSBK; SMBC; MGIC; RELL; ASRV; WINA; EML; TATT; SIGA; WLFC; AAME; DGICB; TRNS; FRAF; SBFG; AWRE; ITIC; GROW; ICCC; ALOT; TLF; PPIH; SILC; RDNT; FLXS; CZFS; BELFA; ALNT; EBMT; NHTC; PEBK; UNB; SGC; AUBN; USIO; RAVE; BOTJ; OCC; RGCO; NAII; ARKR; NVEC; TCX; DAIO; CBFV; GCBC; LARK; SNFCA; PMD; INTG; KTCC; MAYS; KFFB; WILC; RICK; SOTK; GIGM; SENEB; JVA; HNNA; FCAP; APWC; NTIC; KINS; CUBA; DHIL; PBHC; WVVI; CGO; NEO; CLMB; PDEX; UBCP; NATH; HGBL; SGRP; CSPI; EGAN; CLRO; GLBZ; CVV; CLFD; SLP; RAND; AXGN; UFPT; KEQU; WHLM; NSYS; UG; AIRT; CPSH; RFIL; EDUC; RCMT; SMID; MARPS; SELF; RDIB; ARTW; TAYD; LOAN; ELSE; BMRA; ZYXI; HIHO; KRMD; TAIT; LDWY; MNDO; CRWS
2006-01-04 00:00:00,NXPL; WINT; CLRB; ABVC; AYRO; ACHV; OTRK; NURO; PSTV; DOMH; TENX; CYCC; MBOT; RCAT; FCEL; APDN; MRKR; IDEX; VIRX; PRSO; ERNA; MSFT; ABEO; MTEM; ALTO; LSTA; INTC; GOOGL; GOOG; SNY; IMNN; CRDF; AMD; PLUG; PEP; CSCO; VXRT; MEIP; NCTY; USAU; AZN; CYRX; CNVS; ERIC; AEMD; NEON; AAPL; SNGX; QCOM; BKR; ONCT; AMGN; TTNP; AMZN; AAL; CMCSA; CLDX; WBA; VOD; MRVL; VTRS; SIRI; TXN; APA; WBD; EXC; OBLG; HRTX; HBAN; LIN; ADBE; VCEL; EFOI; MNKD; MIND; MU; MDLZ; COST; HON; EYPT; SLMBP; FITB; EA; SBUX; OPHC; AGEN; CME; NVAX; GILD; SSKN; ADI; SPCB; AMAT; PARA; PTEN; BPOP; LXRX; ADP; USEG; AEP; ADSK; BIMI; PLUR; VEON; SBCF; ODP; EBAY; ZION; KTOS; PAYX; NVDA; MAR; VRTX; HST; BIIB; KZIA; INTU; BCDA; MVIS; NTRS; NBIX; WTW; PFG; XOMA; GOGL; APTO; PCAR; NDAQ; CTSH; DVAX; WDC; ASML; NWL; LTBR; AMRN; XEL; OPCH; ARWR; GEG; REG; JBLU; MCHP; GERN; SIFY; ISRG; CDNS; CBAT; BANR; TROW; XRAY; PPC; GENE; GT; SLNH; CYTK; HOLX; NTAP; INSM; INO; RYAAY; GEN; VLY; EXPE; BKYI; CSX; ROP; PAA; BCRX; RBBN; IEP; CASI; EWBC; ONB; CINF; KLAC; ALKS; FAST; XTLB; AMSC; VSAT; SMSI; IBCP; WW; SLM; COLB; SNPS; ONCY; MAT; AKAM; WYNN; SSRM; FLEX; TTWO; EQIX; NKTR; CHRW; TSEM; WTFC; HAFC; GREE; NEPH; CCEP; QMCO; EXEL; LOGI; AWH; SRCL; CENX; ANIP; TCOM; COO; VIAV; DOX; ASRT; ON; LNW; CBSH; UBSI; CHKP; XRX; LAMR; LSAK; URBN; EVRG; TRMB; TER; ACGL; ZBRA; STX; WEN; EMKR; BMRN; CTAS; DZSI; HSIC; LRCX; NYMT; FCNCA; SRPT; JAKK; PRDO; ROST; WKSP; MSTR; FORM; HWC; LBTYA; RMBS; RGLD; LEE; PTC; SEIC; TECH; PDCO; CERS; SBAC; BOKF; BIDU; ITRI; JBHT; FFIV; LNT; ORLY; VRME; WULF; INSG; ASTC; LBTYK; AVDL; CATY; CSGP; RGS; PNFP; DLTR; BUSE; UMBF; VRSN; REGN; DRS; MTCH; ANSS; SVC; AVT; ALNY; MNST; ADTN; STRA; ACAD; SMTC; FULT; CDZI; HAS; UTHR; DRRX; RMTI; NFLX; CDMO; OFIX; NTES; GNTX; IDXX; DXCM; CAKE; RIGL; ARCC; SBRA; CPRT; SANM; NICE; HOPE; CREG; MLKN; PFBC; MORN; ENTG; ERIE; IART; SAVA; DHC; HHS; AMKR; OMEX; BLDP; SLAB; EEFT; LSTR; BECN; MRCY; NOVT; HQI; FOSL; ILMN; WAFD; SIGI; OSBC; LKQ; PENN; GALT; JKHY; CVBF; VRNT; TCBI; ABCB; AMED; IBOC; MKSI; SFNC; CGNX; TTMI; POOL; VECO; TRIB; COLM; INCY; ACIW; WSBC; INVA; PLAB; WSFS; DIOD; ICUI; PXLW; CARV; IRBT; NDSN; TCRT; ANGO; SSYS; UFPI; HAIN; CHCI; SKYW; ESGR; FRME; CFBK; STLD; CAR; PCH; RRGB; SGMO; UTSI; SASR; MYGN; TRMK; PPBI; FWRD; ICLR; TOWN; ATHE; ARCB; INVE; COHU; KOPN; ODFL; QUIK; LECO; MEOH; HTLD; MATW; WABC; TBBK; HTBK; MIDD; IONS; INTZ; CTLP; OTEX; RAIL; ESLT; TXRH; PNBK; PRTG; STCN; GLNG; CWST; CASY; ACHC; STBA; TSCO; FFBC; WWD; FELE; AXDX; BKNG; DSGR; SEED; PRGS; INDB; EVO; PSEC; BRKR; BLKB; GGAL; ZD; SWKS; BCLI; OSUR; BGC; IPA; ROCK; OZK; KELYA; SOHU; SYNA; QDEL; MCHX; UPBD; OCFC; ASTE; PDFS; TTEK; SSP; CVGI; WERN; ANIX; SCSC; IDN; POWI; PLXS; HTLF; NSIT; CIGI; ACLS; MPWR; BWEN; LANC; STKL; EFSC; EXTR; ADEA; LSCC; ACTG; LGND; CMTL; CMCO; HLIT; BOOM; UFCS; OTTR; BRKL; LFUS; MMSI; CCRN; PRAA; SCHL; CMPR; FCFS; RDUS; OMCL; FFIN; NBTB; CFFN; AXON; RGP; ARLP; ATRC; FBNC; HUBG; BJRI; DCOM; AZPN; PLCE; SRDX; CUTR; MFIC; CSGS; TRST; NEOG; CTHR; OLED; STRL; AGYS; ATSG; ATLC; LPSN; STRR; TCBK; SBET; HFWA; NWBI; TTEC; BYFC; MGEE; VICR; SHBI; JJSF; AZTA; AEIS; EXAS; NNBR; PEBO; ALGN; CNSL; ASUR; BANF; HSII; TILE; DAKT; FMBH; KLIC; CSQ; PZZA; HSON; HURN; TURN; HCSG; CRESY; MODV; MGRC; ULH; CCBG; SNBR; ECPG; IAC; BHRB; DGII; ORRF; ZUMZ; SAIA; CHDN; RDWR; CBRL; KRNY; SMTI; FARM; GASS; NTCT; FARO; ENG; LTRX; DWSN; IMOS; OSPN; MCRI; PGC; MERC; CRUS; STAA; CORT; CGEN; LCUT; STGW; MKTX; HELE; IVAC; UONEK; IDCC; ANDE; UVSP; LINC; LMNR; TBRG; LIVE; SRCE; GIFI; STRM; DXLG; EGBN; AMWD; NTGR; CRNT; CTRN; MRTN; MBWM; UCTT; MANH; CBAN; OSIS; BCAL; CVCO; FCBC; AUDC; MNRO; CLAR; GDEN; SIMO; PEGA; VBFC; LFCR; BOSC; CRAI; ARQ; VOXX; FORR; IPAR; SYBT; QCRH; CHCO; AVNW; OPK; LYTS; EZPW; COKE; TZOO; CNTY; BCPC; PFC; DSGX; FTEK; GILT; CNOB; NWPX; JACK; SAFT; BELFB; MTRX; EGHT; RUSHA; ALCO; MMLP; DGICA; CTBI; DYNT; APOG; WDFC; HALO; ZEUS; FFIC; SHOO; CHI; RGEN; UEIC; FLWS; GAIA; MGPI; FMNB; WASH; EDAP; SPTN; DMLP; DENN; PRPH; CWBC; LKFN; RDCM; CWCO; VERU; CMCT; MPB; NTWK; VSEC; BGFV; BBGI; PSMT; SBSI; IESC; CHY; RBCAA; MPAA; GIII; FISI; SYPR; NOTV; KVHI; CAC; CACC; GEOS; SHEN; SNEX; GRVY; IMMR; ULBI; DXYN; MSEX; BSRR; REFR; CAMT; GABC; GSBC; CHNR; CIVB; PCYO; THFF; CECO; HURC; ATNI; RVSB; POWL; PFIS; FRPH; GNSS; IOSP; ANIK; BMRC; SBGI; PETS; WTBA; PKOH; RDI; HBIO; CRIS; CAAS; WRLD; GTIM; PESI; THRM; ICAD; AAON; CZNC; EXPO; LAKE; PLPC; AROW; SCVL; FXNC; GLAD; FSTR; LFVN; CVLG; ELTK; CEVA; NBN; SWKH; DXPE; FIZZ; YORW; CCOI; STRS; TSAT; LBTYB; CCNE; USAP; MTEX; GOOD; OPBK; IMKTA; CENT; ITRN; ALRS; POCI; BFC; CRMT; SFST; IRIX; UBFO; TWIN; AEHR; DORM; HBNC; VALU; STRT; CASS; USLM; JOUT; DMRC; CVGW; CSWC; CASH; SHYF; NSSC; BCML; NXST; CPSS; EBTC; WSBF; BCBP; SNT; FONR; MNTX; SWBI; BFIN; CNXN; BBSI; VABK; RCKY; SPOK; ISSC; LCNB; FLL; ATLO; ASYS; CRVL; FUSB; PROV; OFLX; FLIC; FORD; HOFT; INOD; PLBC; HNRG; OVLY; CZWI; SENEA; WEYS; ARTNA; CYTH; HWBK; MFIN; SGA; HWKN; SCWO; CALM; PATK; AXTI; CLWT; PNRG; SCKT; SOHO; LWAY; PLUS; HCKT; FUNC; FCCO; UNTY; ACNB; BVFL; UONE; ACNT; VLGEA; LINK; ESCA; NWFL; GAIN; OXSQ; FNLC; AMSF; KOSS; CODA; BLFS; HDSN; FEIM; KELYB; WNEB; VIRC; SIEB; YHGJ; CHMG; OPOF; MBCN; MNSB; KIRK; PWOD; NEWT; LPTH; ATRO; FORTY; NKSH; COFS; FDBC; DLHC; OBT; FUND; HSTM; NVMI; SPNS; RMCF; MLAB; SGMA; PKBK; MITK; FNWD; RUSHB; UTMD; BSET; FBIZ; JBSS; NRIM; CFFI; TACT; DJCO; OVBC; DXR; BRID; DSWL; HIFS; TSBK; SMBC; MGIC; RELL; ASRV; WINA; SIGA; WLFC; AWRE; EML; TATT; DGICB; AAME; TRNS; FRAF; GROW; SBFG; ITIC; TLF; PPIH; ALOT; ICCC; RDNT; CZFS; BELFA; FLXS; UNB; ALNT; NHTC; PEBK; EBMT; RAVE; SGC; AUBN; USIO; NVEC; OCC; BOTJ; NAII; ARKR; SILC; RGCO; GCBC; DAIO; CBFV; LARK; TCX; GIGM; PMD; INTG; SNFCA; KFFB; KTCC; MAYS; SOTK; WILC; RICK; SENEB; JVA; HNNA; FCAP; NTIC; KINS; DHIL; CUBA; PBHC; CGO; WVVI; NEO; APWC; CLMB; PDEX; UBCP; EGAN; NATH; AXGN; HGBL; CSPI; SGRP; GLBZ; CLRO; CVV; CLFD; RAND; UFPT; SLP; KEQU; WHLM; NSYS; UG; AIRT; CPSH; RFIL; EDUC; SMID; SELF; RCMT; RDIB; MARPS; ARTW; TAYD; LOAN; ELSE; BMRA; ZYXI; KRMD; TAIT; HIHO; LDWY; MNDO; CRWS
