date,symb
2009-01-02 00:00:00,MULN; WINT; CLRB; NXPL; AYTU; ABVC; SHIP; CRVO; SLS; SONN; TENX; PALI; PSTV; AYRO; DOMH; MBOT; FCEL; OTRK; ACHV; GLBS; NURO; RCAT; APDN; CYCC; MSFT; ADD; ONCT; PRSO; GYRE; AEHL; MRKR; ABEO; VXRT; PEP; GOOGL; CSCO; GOOG; SNY; INTC; AAPL; QUBT; IMNN; NCTY; AZN; TXMD; AMZN; TMUS; QCOM; CMCSA; AEMD; GILD; APA; AMGN; LIN; EXC; VOD; WBD; CAPR; BKR; ERIC; COST; MDLZ; FSLR; VIRX; HON; ERNA; WBA; BPTH; SNOA; USAU; SBLK; BCDA; VTRS; ADBE; ADP; TXN; AEP; CRDF; PLUG; BLIN; SSKN; OBLG; CME; CLDX; VRTX; VEON; LSTA; SNGX; BIIB; HBAN; NTRS; AMSC; ADI; AMAT; OPHC; NVAX; TAOP; PCAR; XEL; INTU; PAYX; CSX; MRVL; ISRG; AAL; GOGL; XRAY; NVDA; SRCL; MNKD; TROW; ASML; WTW; MDGL; CHRW; LTBR; RYAAY; EA; ADSK; MAR; ROP; MEIP; SBUX; CTSH; PAA; EQIX; VLY; ATEC; REG; FLNT; VCEL; PARA; ILMN; NDAQ; DGLY; UAL; CREX; MAT; STRA; PTEN; AMD; BIDU; TCOM; SMTI; ALTO; FITB; LXRX; DLPN; MVIS; NCMI; SLMBP; FAST; ONB; USEG; WDC; BMRN; MCHP; MIND; GEN; IEP; SSRM; HST; ALNY; PFG; CYRX; WYNN; TROO; SMSI; MU; VSAT; DLTR; ITRI; HOLX; SNPS; RILY; MYGN; MNST; ZION; BPOP; GERN; ACGL; TRMB; UMBF; EBAY; NWL; RGLD; CINF; CBSH; BKNG; SBCF; ANSS; JBLU; HAS; EVRG; KDP; HWC; FOLD; NTES; XOMA; AKAM; UBSI; IONS; JBHT; NTAP; IDEX; EFOI; JAKK; CHKP; TECH; ROST; WW; INFN; LNT; REGN; CYTK; PNFP; TFSL; KTOS; AGNC; CCEP; RMBS; SBRA; HSIC; NFLX; ORLY; SATS; FCNCA; DOX; SBAC; LOGI; SPCB; ALKS; BOKF; BUSE; CPRT; VRSN; WULF; LNW; KLAC; ANTE; SEIC; GT; EWBC; ON; OTEX; SOHU; BANR; ICLR; ESEA; ESLT; DHC; OPCH; PTC; LBTYA; IBKR; HRTX; IDXX; LKQ; EXEL; RMTI; URBN; UTHR; COLB; GREE; HROW; EXPE; MORN; CLNE; LBTYK; NICE; TTWO; RIGL; IART; MASI; RBBN; CSGP; FFIV; AGEN; AMED; XRX; ARWR; CTAS; AVT; STLD; WWD; OMEX; LRCX; SCOR; ATHE; LSAK; SAVA; TOWN; CATY; MLCO; JKHY; FORM; SFNC; LSTR; PRDO; LECO; WTFC; TOMZ; PDCO; BWEN; FULT; MTCH; CENX; ZBRA; ERIE; AVAV; CNVS; NKTR; OPK; SNCR; CDNS; DVAX; DRRX; HURN; WSBC; TTEK; IRDM; SIGI; CDZI; SMTC; KZIA; HTLD; ESGR; NEOG; CVBF; WPRT; FFIN; ODP; FOSL; COO; IBOC; CFFN; FRME; ONCY; APPS; PMN; INO; ODFL; QDEL; CMTL; ANIP; BECN; ADTN; AVXL; HAIN; INSM; ARCC; MSTR; MELI; PCH; MATW; MKSI; SVC; WAFD; MMSI; SLAB; NDSN; WABC; FLEX; HUBG; EZPW; COLM; CBAT; ICUI; STBA; PSEC; WSFS; PENN; NBTB; SGLY; SGMO; GNTX; FCFS; SSYS; SWKS; HOPE; HALO; INCY; HLIT; RDUS; TRMK; LAMR; NWE; INSG; INDB; CASY; TER; WEN; MLKN; APEI; SYNA; ASRT; SKYW; ABCB; ALGN; INVA; RGS; NTCT; WERN; ALGT; APTO; MDXG; ASTE; ZD; MTEM; BRKR; HTLF; OFIX; QRTEA; UPBD; SIFY; LANC; BANF; ARCB; EYPT; TCBI; FWRD; CVLT; OMCL; FFBC; BLKB; SHBI; CHNR; SASR; IPGP; AXDX; TTMI; OZK; STX; ACIW; JJSF; STRL; ARAY; SLM; CNSL; CGNX; LOPE; MPWR; TCBK; OTTR; FELE; PODD; OCFC; TTNP; AMKR; POOL; ANGO; GLNG; MEOH; IDCC; TSCO; EEFT; BIMI; UVSP; CDMO; BRKL; VIAV; PSMT; PEGA; MGEE; DSGR; NWBI; MIDD; FARM; PRGS; GENE; FBNC; HCSG; POWI; SPTN; OSBC; VERU; BCPC; GLRE; ARLP; CRNT; CMPR; DCOM; UFCS; INVE; PLXS; SCSC; AZPN; ERII; TRST; LULU; COHU; UFPI; CHDN; OLED; HTBK; ICFI; PRAA; NWPX; ACHC; CFBK; FORR; CALM; CSIQ; QMCO; EFSC; TXRH; CAKE; FTFT; AXON; AVNW; AVDL; KRNY; HELE; CSGS; EHTH; MRCY; WKSP; PRTG; MFIC; OSPN; SRPT; BLDP; CMCO; SHEN; ULTA; MNRO; VECO; SRCE; SIRI; HAFC; SMCI; CLMT; SRDX; OCSL; KELYA; LFUS; DRS; AEIS; ROCK; BOOM; CIGI; FMBH; BHRB; CARV; FCBC; PGC; ORRF; ABUS; VSEC; FTEK; RGP; JACK; CRESY; SYBT; SLNG; HHS; TTEC; LINC; EXPO; TITN; ENTG; MGRC; FARO; FSTR; RAIL; NBIX; CCBG; IBCP; PEBO; MRTN; KOPN; BKYI; BCAL; CTBI; ANIX; EXTR; BCRX; RTC; PPBI; ACTG; DGII; DIOD; HSII; PFBC; EMKR; THFF; PNBK; ATNI; COKE; SCHL; RBCAA; ANDE; RRGB; CREG; AAON; DAKT; CCRN; IRBT; SCWO; TTGT; TBRG; CHCO; WDFC; AMRN; MKTX; SAFT; EXLS; CSQ; IDN; SLNH; SBSI; OSUR; CASI; ADEA; RDNT; DXCM; PERI; SHOO; CPRX; CDXC; TSEM; NEPH; CBRL; PLCE; MPB; HFWA; LQDT; PZZA; IAC; LFCR; LKFN; NCPL; BGC; TILE; ULH; CENTA; DGICA; NEON; BJRI; POWL; GLDD; DSGX; ALCO; AMWD; MANH; KALU; GGAL; OSIS; DXPE; GEG; CWST; IESC; RUSHA; VRNT; ULBI; MTRX; CNOB; OPRX; ENSG; AZTA; UEIC; NFBK; GIFI; NSIT; ZEUS; RGEN; STKL; UTSI; NTGR; FIZZ; OMAB; DMLP; CVCO; TRIB; CASS; LSCC; VICR; PLUR; MHLD; DMRC; FFIC; MCRI; SAIA; MSEX; PETS; LMNR; ORMP; DORM; WASH; EVO; LGND; CCOI; FRPH; BSRR; PLPC; GABC; SIGA; SNEX; ACAD; IPAR; TBBK; STGW; CRVL; BELFB; MMLP; CSBR; OESX; CTLP; CUTR; BYFC; WEYS; GDEN; IMMR; CACC; IMKTA; CAC; APOG; AROW; MCHX; LPSN; GASS; AMSF; CMCT; ECPG; QCRH; SANM; MYRG; CRAI; BYRN; CVGW; FISI; CEVA; CLAR; CSWC; CERS; GIII; OFLX; VLGEA; STCN; CRUS; CHY; LTRX; SBET; ZUMZ; ICAD; HIMX; CHI; VALU; QUIK; TCRT; CZNC; SSP; CORT; USAP; FLWS; DWSN; QQQX; SEED; III; LYTS; GILT; INTZ; ATLO; LWAY; MOFG; EGBN; SHYF; CWCO; CCNE; IVAC; FLIC; ENG; GEOS; PLAB; BMRC; TURN; USLM; AGYS; STRM; ALRS; GPRE; WNEB; PPC; CTSO; HEES; JAZZ; HWKN; WTBA; YORW; STAA; RDWR; WRLD; PESI; IOSP; KVHI; CTRN; CRMT; CBAN; LIVE; PFIS; SENEA; UBFO; EXAS; ATRC; FXNC; LBTYB; DENN; CNXN; VBFC; BCLI; AXGN; WMPN; CARE; GOOD; THRM; FNLC; NNBR; VOXX; FRST; CYTH; DZSI; STRS; LWLG; ESSA; MERC; HNRG; AWH; EBTC; FUSB; ACIC; TWIN; SWKH; POET; CWBC; SPNS; ARTNA; UCTT; KLIC; NYMT; PFC; HBIO; MLAB; FMNB; HSON; CAAS; BFIN; BFC; ITRN; BCBP; CHW; GSBC; GLAD; PNRG; NEO; NWFL; KNDI; RDI; CROX; ATRO; MFIN; LAKE; NTWK; FMAO; ACLS; MPAA; PRTS; MNOV; REFR; CECO; GURE; GAIA; STRR; SNT; NOVT; BCML; SPOK; PKOH; TSAT; TRNS; HURC; LUNA; SCVL; SBGI; AEHR; VABK; GSIT; CIVB; ACNB; INOD; PALT; ATLC; SWBI; ASTC; ALLT; NVEC; PLUS; TZOO; LCUT; PRPH; SIEB; FUNC; GIGM; HBNC; NKSH; HSTM; OPOF; HWBK; HBCP; DHIL; CELH; LCNB; ESOA; WLFC; FFNW; PCYO; AXTI; EDAP; HCKT; HDSN; SIMO; PDFS; RUSHB; STRT; AMTX; EGHT; ARQ; OBT; DXR; FORTY; BGFV; DGICB; FDBC; BBSI; DYNT; CHMG; PWOD; UTMD; CZWI; CASH; YHGJ; FNWD; ASYS; NBN; FUND; NECB; CENT; MGIC; HOFT; RAND; MBCN; SFST; DJCO; CZFS; SEVN; AUDC; OVBC; RGCO; IPA; NOTV; INBK; SMBC; HIFS; ANIK; PKBK; ITIC; TRS; PXLW; BVFL; FRAF; MBWM; GTIM; TSBK; ISSC; RICK; LMAT; TREE; TATT; ACNT; AUBN; LFMD; GROW; FCCO; JOUT; UFPT; FLL; GAIN; OPBK; EML; NAII; LARK; CGEN; SENEB; KFFB; SBFG; PTMN; PPIH; FBIZ; SGC; VRME; KELYB; PLBC; COFS; UNB; WSBF; RVSB; KOSS; MNSB; NRIM; CBFV; CLRO; GALT; MTEX; CNTY; BRID; OXSQ; BBGI; TACT; ALOT; KIRK; CRIS; VNDA; ASUR; CVGI; EBMT; GCBC; BELFA; CLWT; OVLY; LPTH; PEBK; CFFI; UNTY; FCAP; MGYR; WINA; DXLG; RAVE; VIRC; NTIC; WLDN; NATH; CPHC; LSBK; JBSS; CODA; HQI; XTLB; ELTK; RELL; INTG; BLFS; RMCF; LEE; BOSC; UBCP; WFCF; CAR; FORD; FLXS; DLHC; RCKY; DAIO; ZYXI; SILC; OCC; FEIM; CGO; IMOS; BOTJ; GNSS; APWC; MODV; NSSC; ASRV; DXYN; CVV; ARKR; CVLG; MNTX; ATSG; CPSH; ALNT; PROV; PMD; CHCI; SNFCA; AWRE; CUBA; UG; WHLM; KEQU; FSFG; SGRP; CLMB; NVMI; WILC; CLFD; NXST; RFIL; TLF; ARTW; SLP; BSET; SYPR; LFVN; TCX; GLBZ; GRVY; SOHO; WVVI; SCKT; IRIX; ICCC; SGMA; QRTEB; AAME; CAMT; MGPI; SFBC; PBHC; SGA; AACG; NSYS; LIXT; KTCC; EPSN; USIO; CPSS; SSBI; SELF; MARPS; UONEK; CRWS; PFIE; AIRT; CSPI; BMRA; NEWT; ELSE; MAYS; DSWL; KRMD; EGAN; TAYD; CTHR; SOTK; HFBL; EDUC; TPCS; LDWY; RDCM; RDIB; SNBR; FONR; HNNA; ESCA; FKWL; PATK; HGBL; PDEX; LINK; JVA; MITK; DYAI; UONE; KINS; POCI; LOAN; PAYS; RCMT; SMID; TAIT; FTLF; MNDO; NHTC; HIHO
2009-01-05 00:00:00,MULN; WINT; NXPL; CLRB; AYTU; ABVC; SHIP; CRVO; SLS; SONN; TENX; PALI; PSTV; AYRO; DOMH; MBOT; RCAT; OTRK; FCEL; ACHV; GLBS; NURO; APDN; CYCC; MSFT; ADD; ONCT; PRSO; GYRE; AEHL; VXRT; GOOGL; PEP; CSCO; GOOG; ABEO; AAPL; INTC; SNY; MRKR; QUBT; NCTY; IMNN; AZN; TMUS; TXMD; AMZN; QCOM; APA; AEMD; CMCSA; GILD; AMGN; LIN; EXC; VOD; CAPR; WBD; BKR; VIRX; FSLR; ERIC; MDLZ; COST; HON; SNOA; WBA; ERNA; BPTH; SBLK; USAU; SNGX; BCDA; BLIN; VTRS; ADBE; ADP; PLUG; TXN; AEP; CRDF; SSKN; VEON; VRTX; CLDX; CME; OBLG; LSTA; BIIB; NTRS; AMSC; HBAN; AMAT; ADI; OPHC; NVAX; TAOP; PCAR; INTU; XEL; CSX; PAYX; MNKD; MRVL; AAL; GOGL; NVDA; ISRG; TROW; SRCL; XRAY; MDGL; ASML; WTW; ALTO; MAR; VCEL; ATEC; ADSK; MEIP; DGLY; CHRW; PAA; ROP; EQIX; RYAAY; AMD; SBUX; EA; LTBR; CTSH; ILMN; FLNT; NDAQ; VLY; PARA; REG; PTEN; TCOM; IEP; BIDU; SLMBP; MAT; SMTI; UAL; CREX; STRA; LXRX; MVIS; BMRN; MU; FITB; NCMI; DLPN; WYNN; FAST; MIND; ONB; USEG; WDC; MCHP; ALNY; SMSI; GEN; PFG; TROO; HST; SSRM; CYRX; VSAT; DLTR; MYGN; ITRI; RILY; SNPS; GERN; BPOP; HOLX; MNST; ZION; TRMB; ACGL; EBAY; SBCF; NWL; XOMA; UMBF; CINF; RGLD; KDP; ANSS; EVRG; HAS; JBLU; BKNG; CBSH; AKAM; FOLD; HWC; UBSI; IONS; IDEX; CHKP; JBHT; NTAP; JAKK; EFOI; NTES; TECH; INFN; ROST; WW; LNT; REGN; CYTK; PNFP; CCEP; NFLX; AGNC; TFSL; KTOS; DOX; RMBS; HSIC; SBAC; SBRA; FCNCA; LOGI; SPCB; ORLY; GT; SATS; ALKS; BOKF; WULF; CPRT; VRSN; OTEX; ON; KLAC; ANTE; LNW; SOHU; ESEA; BUSE; ICLR; SEIC; OPCH; CLNE; IBKR; BANR; RMTI; PTC; ESLT; EWBC; HRTX; LKQ; RIGL; EXPE; DHC; EXEL; LBTYA; ARWR; UTHR; MORN; TTWO; HROW; IDXX; RBBN; XRX; URBN; NICE; GREE; CSGP; COLB; MASI; IART; MLCO; STLD; AGEN; LBTYK; FFIV; AMED; OMEX; AVT; CTAS; SCOR; WWD; LRCX; SAVA; TOWN; FORM; ATHE; JKHY; DVAX; SFNC; TOMZ; LECO; LSTR; LSAK; AVAV; PDCO; BWEN; CENX; WTFC; CATY; PRDO; MTCH; CDNS; APTO; OPK; FULT; ZBRA; ERIE; HURN; DRRX; WPRT; NKTR; KZIA; IRDM; TTEK; SIGI; ESGR; CNVS; WSBC; PMN; ODP; SNCR; ONCY; ANIP; SMTC; HTLD; NEOG; COO; BECN; FOSL; MELI; CDZI; INO; APPS; FRME; FFIN; INSM; CMTL; ARCC; ADTN; CFFN; CVBF; AVXL; HAIN; IBOC; MSTR; QDEL; MKSI; PSEC; NDSN; PCH; MATW; ODFL; EZPW; WAFD; SLAB; PENN; MTEM; SVC; WABC; FLEX; ICUI; HALO; HUBG; MMSI; WSFS; CBAT; COLM; STBA; TER; NBTB; LAMR; SSYS; SGMO; SGLY; INCY; GNTX; SWKS; NWE; RDUS; INSG; FCFS; HLIT; TRMK; CASY; INDB; NTCT; ALGN; MLKN; ABCB; SIFY; APEI; SYNA; SKYW; RGS; HOPE; ASRT; WEN; WERN; MDXG; QRTEA; INVA; ASTE; UPBD; HTLF; OFIX; ZD; LANC; ALGT; BRKR; EYPT; ARCB; AMKR; SLM; BANF; SASR; OMCL; SHBI; BLKB; TCBI; CVLT; STRL; CHNR; FWRD; VIAV; IPGP; ARAY; STX; MPWR; ACIW; JJSF; FELE; FFBC; OZK; POOL; CNSL; INVE; TTMI; AXDX; GLNG; TCBK; IDCC; LOPE; MEOH; VERU; DSGR; PODD; MIDD; EEFT; UVSP; CDMO; OCFC; OTTR; ANGO; TSCO; MGEE; PEGA; POWI; GENE; OSBC; BRKL; FARM; CGNX; PRGS; NWBI; HCSG; ARLP; FBNC; CMPR; PSMT; GLRE; SPTN; BCPC; LULU; CRNT; CREG; QMCO; CSIQ; ERII; PLXS; PRTG; UFCS; DCOM; SCSC; TRST; NWPX; PRAA; COHU; UFPI; AZPN; CHDN; ICFI; HTBK; HAFC; CALM; CLMT; ACHC; TXRH; AXON; AVNW; OLED; CAKE; BLDP; FTFT; SMCI; SRPT; CMCO; SIRI; AVDL; EFSC; EHTH; FORR; ULTA; ABUS; CFBK; WKSP; KRNY; OSPN; MFIC; SHEN; CSGS; VSEC; ORRF; MNRO; MRCY; RTC; SRDX; CIGI; OCSL; AEIS; KELYA; DRS; LFUS; VECO; BIMI; FMBH; BHRB; BOOM; IBCP; TTNP; CARV; ROCK; PGC; HELE; SRCE; FTEK; FCBC; NBIX; SYBT; HHS; JACK; MGRC; BCRX; TITN; FSTR; SLNG; RGP; CRESY; RAIL; LINC; TTEC; EXPO; KOPN; BKYI; MRTN; DXCM; BCAL; ACTG; CCBG; CTBI; TTGT; ANIX; PFBC; DIOD; EMKR; PEBO; AMRN; CASI; PPBI; PNBK; FARO; ENTG; HSII; COKE; DAKT; IRBT; RRGB; ANDE; AAON; ATNI; RBCAA; SCHL; CCRN; BGC; EXTR; TBRG; TSEM; THFF; RDNT; SAFT; CSQ; WDFC; EXLS; IDN; CDXC; MKTX; CHCO; ADEA; OSUR; PERI; SHOO; CPRX; LQDT; CBRL; LFCR; IAC; AMWD; NCPL; BJRI; SBSI; ULH; TILE; HFWA; CWST; NEON; SLNH; DSGX; PLCE; SCWO; DGII; PZZA; DGICA; ALCO; LKFN; MHLD; GLDD; MTRX; POWL; CENTA; DXPE; GGAL; GEG; MANH; IESC; KALU; MPB; OSIS; OPRX; ULBI; CNOB; GIFI; ENSG; NEPH; RUSHA; ZEUS; DMLP; UTSI; RGEN; STKL; NSIT; FIZZ; NFBK; UEIC; TRIB; OMAB; NTGR; CVCO; VRNT; CASS; CTLP; ORMP; DMRC; AZTA; LSCC; FFIC; ACAD; PETS; MCRI; LMNR; PLUR; MSEX; SAIA; LGND; STGW; FRPH; VICR; DORM; CCOI; MMLP; BYFC; WASH; SIGA; SNEX; BSRR; CACC; PLPC; QUIK; EVO; IPAR; TBBK; BYRN; AMSF; GABC; GDEN; IMMR; WEYS; APOG; CRVL; OESX; CUTR; MCHX; LPSN; CAC; AROW; IMKTA; CSBR; GASS; QCRH; STCN; BELFB; CMCT; ECPG; ICAD; MYRG; FISI; CVGW; CRAI; GIII; CERS; ZUMZ; CLAR; ENG; CEVA; CRUS; AWH; DWSN; CHY; SBET; SANM; CHI; OFLX; VALU; CSWC; CZNC; LTRX; TCRT; VLGEA; HIMX; USAP; FLWS; GEOS; SEED; MOFG; QQQX; LWAY; ATLO; SHYF; IVAC; INTZ; CCNE; CWCO; EGBN; LYTS; III; FLIC; GPRE; POET; BMRC; TURN; SSP; USLM; GILT; STRM; PPC; WRLD; ALRS; CORT; CTSO; WNEB; STAA; WTBA; EXAS; RDWR; HWKN; HEES; KVHI; IOSP; YORW; PESI; PLAB; AGYS; JAZZ; CBAN; SENEA; LIVE; PFIS; CNXN; CRMT; VBFC; CTRN; UBFO; DZSI; FXNC; LBTYB; GOOD; ATRC; THRM; DENN; BCLI; AXGN; FMNB; WMPN; FNLC; NNBR; VOXX; PFC; FRST; CYTH; STRS; ESSA; CARE; GURE; HNRG; MERC; EBTC; ACIC; LWLG; TWIN; KLIC; FUSB; ACLS; UCTT; NTWK; SWKH; CROX; ARTNA; HBIO; GLAD; CWBC; NYMT; CAAS; NWFL; HSON; BCBP; SPNS; PRTS; BFIN; LAKE; CHW; BFC; HURC; REFR; MLAB; LUNA; PNRG; CECO; RDI; NOVT; MFIN; KNDI; NEO; FMAO; AEHR; MPAA; ASTC; ITRN; GAIA; CELH; SNT; GSBC; MNOV; STRR; SWBI; ATRO; CIVB; SPOK; PALT; BCML; SBGI; PRPH; GIGM; TSAT; VABK; ACNB; ATLC; TRNS; NVEC; TZOO; EGHT; GSIT; ALLT; SCVL; EDAP; LCUT; PKOH; PLUS; NKSH; HDSN; SIEB; INOD; HBNC; PDFS; FUNC; STRT; HBCP; HSTM; SIMO; OPOF; FFNW; LCNB; ARQ; BGFV; DHIL; FORTY; ESOA; PCYO; CASH; AXTI; HWBK; WLFC; RUSHB; OBT; DXR; CHMG; DYNT; ASYS; DGICB; CZWI; FDBC; BBSI; HOFT; PWOD; HCKT; YHGJ; FNWD; NBN; LMAT; UTMD; FUND; OVBC; NECB; ANIK; AMTX; MGIC; LFMD; RAND; GTIM; MBCN; SEVN; CENT; DJCO; CZFS; SFST; AUDC; TREE; RGCO; SMBC; IPA; DXLG; INBK; NOTV; MBWM; EML; TRS; HIFS; PKBK; ACNT; ITIC; GROW; BVFL; FRAF; UFPT; CGEN; TSBK; CNTY; TATT; FLL; GAIN; PXLW; JOUT; AUBN; RICK; PLBC; OPBK; NAII; LARK; VNDA; PPIH; ISSC; SENEB; KFFB; FCCO; OVLY; WSBF; SBFG; FBIZ; SGC; VRME; KELYB; MTEX; PTMN; UNB; KOSS; ALOT; OXSQ; RVSB; COFS; NRIM; MNSB; CBFV; CLRO; GALT; CRIS; BRID; BBGI; BOSC; LPTH; KIRK; MODV; CFFI; ASUR; MGYR; EBMT; GCBC; BELFA; TACT; CLWT; UNTY; FCAP; PEBK; CVGI; RAVE; WINA; NTIC; WLDN; DLHC; NATH; VIRC; CPHC; RMCF; JBSS; LSBK; CAR; CODA; LEE; XTLB; ELTK; BLFS; FORD; RELL; FLXS; RCKY; SYPR; UBCP; SILC; OCC; INTG; DXYN; DAIO; HQI; IMOS; FEIM; ASRV; CGO; BOTJ; NSSC; ALNT; PROV; ZYXI; CVV; ARKR; CHCI; GNSS; MNTX; WFCF; CPSH; AWRE; CVLG; PMD; SNFCA; KEQU; CUBA; UG; WHLM; ATSG; APWC; FSFG; SCKT; CLMB; RFIL; CLFD; GRVY; IRIX; ARTW; QRTEB; SOHO; WILC; TLF; CAMT; SLP; BSET; GLBZ; NXST; NVMI; SGA; ICCC; MGPI; AAME; SFBC; WVVI; SGMA; PBHC; TCX; EPSN; KTCC; LIXT; AACG; NSYS; LFVN; USIO; SSBI; SGRP; SELF; UONEK; CPSS; MARPS; CRWS; CSPI; AIRT; BMRA; DSWL; FKWL; PFIE; DYAI; NEWT; MAYS; TAYD; ELSE; EGAN; KRMD; EDUC; SOTK; CTHR; HFBL; TPCS; RDCM; HNNA; RDIB; FONR; SNBR; LDWY; PATK; ESCA; HGBL; PDEX; JVA; LINK; MITK; KINS; UONE; POCI; LOAN; PAYS; SMID; RCMT; TAIT; FTLF; MNDO; NHTC; HIHO
