date,symb
2012-01-03 00:00:00,GMGI; MULN; NSPR; PSHG; AYTU; SONN; WINT; GEVO; CRVO; TENX; PALI; AYRO; PSTV; NXPL; SLS; RCAT; ACHV; POAI; ABVC; SHIP; CLRB; GLBS; DOMH; AAPL; APDN; CYCC; MSFT; PRSO; GOOGL; AMZN; GYRE; GOOG; FCEL; ABEO; INTC; ADD; PEP; XWEL; SNY; VTGN; WBD; CSCO; AZN; QCOM; NURO; LIN; MBOT; BIDU; CMCSA; VOD; IOVA; ERNA; APA; COST; BKR; HON; VXRT; MDLZ; AMGN; IMNN; ERIC; VTRS; TTNP; NCTY; SBUX; MRKR; TXN; AEHL; ISRG; GILD; EXC; WBA; MIND; OBLG; TMUS; BIIB; BKNG; CRDF; GRPN; CTSH; ADP; ONCT; PARA; AEP; ADI; INTU; NITO; CAPR; ADBE; ASML; CSX; VIRX; VEON; PAA; MRVL; XEL; CME; AVGO; SNOA; MESO; WYNN; AMD; FAST; DLTR; ROP; WDC; PCAR; SLMBP; VRTX; TROW; CHTR; BPTH; WTW; TCOM; USAU; NVDA; BLNK; MNST; SSKN; EQIX; BLIN; MU; XXII; MAR; PAYX; SRCL; MAT; AMAT; MCHP; ROST; PTEN; LSTA; BMRN; ADSK; HST; IDEX; USEG; AEMD; XRAY; UAL; FFIV; CCEP; REGN; KDP; VSAT; CHRW; TSLA; SIRI; CHKP; FITB; NTRS; EBAY; WPRT; CREX; NTAP; GOGL; LULU; OTRK; EA; VRSK; SOBR; NCMI; HBAN; TRMB; ANSS; LAB; AKAM; ILMN; EDSA; AGNC; VRME; NTES; SBLK; ORLY; CNVS; ACGL; NVAX; NFLX; RYAAY; NWL; SBAC; NEGG; DVAX; FOSL; REG; WW; SNPS; IEP; MELI; JBHT; HOLX; WKHS; EVRG; NDAQ; RGLD; FSLR; KLAC; LBTYA; MDGL; LKQ; PFG; NXPI; GT; VLY; OPCH; SNGX; LNT; GEN; COO; LBTYK; MNKD; RMTI; VRSN; GLNG; EXPE; MLCO; ON; OPK; IDXX; ACTG; CINF; HSIC; FTNT; AAL; LXRX; ATEC; QRTEA; ASMB; ARCC; ONCY; TRIP; ULTA; SNCR; HAS; AMRN; CLNE; INCY; MTCH; SSRM; CDNS; CPRT; ALKS; CLDX; OTEX; SATS; CSGP; GNTX; DHC; DOX; MSTR; WKSP; URBN; CBSH; FBIO; BOKF; COLB; ONB; ERIE; SOWG; TTWO; UBSI; VNET; TECH; CTAS; GSM; JAZZ; MORN; WWD; SWKS; PTC; UMBF; SSYS; WULF; SMTC; RBBN; FCNCA; UTHR; AVT; TSCO; JKHY; LRCX; QMCO; NDSN; EWBC; TER; NICE; SCOR; ASRT; OPI; LTBR; SSNC; HWC; MYGN; ZION; STX; CVLT; PSMT; ODFL; SEIC; LGO; ADTN; BRKR; ZBRA; STRA; PLUG; CJJD; ALGN; VCEL; LPLA; SIFY; JBLU; LECO; PDCO; MIDD; SOHU; NEOG; MMYT; ITRI; SVC; FLEX; CASY; WTFC; HAIN; MKSI; STLD; ARLP; IRWD; INFN; IPGP; MTEM; ESLT; EXAS; GREE; GENE; LAMR; OLED; AMSC; JAKK; TCBI; ESGR; RIGL; IBKR; SLAB; ICLR; TFSL; CGNX; EZPW; FCFS; LSTR; XRX; VIAV; UPBD; OFIX; LANC; ASPS; GBDC; PODD; EXEL; BLKB; TRIB; NWE; PENN; NTCT; BECN; PCH; ALTO; ENTG; BCPC; CHRD; SFNC; ANGI; PEGA; AMCX; VECO; OZK; HALO; SYNA; IART; MEOH; CNSL; CAKE; FULT; CLMT; LQDT; TTMI; GRFS; IONS; LPSN; PLUR; TAOP; COLM; ALNY; WERN; PNFP; ICUI; LIQT; AMKR; AZPN; CREG; FOLD; NKTR; SBRA; DRS; QDEL; TSEM; TCRT; ANTE; DIOD; SAVA; AGEN; ACIW; ESEA; SHOO; MLKN; HUBG; HTHT; TRMK; LFUS; CACC; TXMD; MKTX; POOL; BJRI; PPC; KTOS; OMEX; INVA; MASI; FFBC; HCSG; HTLD; FFIN; CVBF; MNRO; ROIC; TTEK; SMCI; DXCM; ACHC; FELE; LOGI; ZD; PRAA; VRA; PSEC; VRNT; CROX; GERN; SIGI; LNW; IRBT; FARO; PACB; SLM; NBIX; IBOC; RMBS; AVAV; CRUS; JJSF; WSBC; FIBK; IDCC; POWI; STGW; LSCC; CENX; GLRE; FWRD; WAFD; EEFT; INDB; IRDM; SCSC; OSIS; RDUS; MGEE; MRCY; VC; DGLY; NEON; ALGT; WABC; MMSI; CATY; TXRH; ANDE; EYPT; BPOP; RGS; MATW; OMCL; SLNG; NVFY; ATHE; WEN; NWBI; INO; PRGS; APEI; CMPR; PLXS; SMSI; HOPE; CIGI; BGC; EXLS; HELE; CDZI; NBTB; OSUR; CHEF; CEVA; HRTX; CYTK; IAC; HURN; MEIP; CRNT; MVIS; CBRL; GGAL; CFFN; SCHL; TLPH; TOWN; ASTE; OCSL; ABCB; WSFS; MPWR; TTEC; NTGR; VERU; GEG; DSGX; ALLT; PLCE; SGMO; RDWR; MANH; KOPN; MHLD; TILE; SBCF; HLIT; ANGO; OTTR; TROO; PERI; LSAK; CMTL; CALM; TRS; ODP; TBRG; OXLC; GPRE; CHDN; ATRC; DCOM; IOSP; QUIK; FORR; STKL; INSM; UFPI; QNST; LUMO; INVE; DORM; BUSE; GIII; BHRB; EVO; KALU; KGEI; CERS; RUSHA; HTLF; PMN; ECPG; HHS; DMRC; STAA; TITN; SNEX; SANM; BCDA; EXPO; ARWR; NCPL; HSTM; SIMO; PRDO; PZZA; SSP; SASR; ZUMZ; NSIT; MGRC; CRESY; DXPE; GEOS; STBA; AVDL; MMLP; SNBR; OCFC; BCRX; FIZZ; THTX; BIMI; BANF; RRGB; RTC; CCOI; BRKL; INSG; DWSN; COHU; ATNI; AVXL; SKYW; SPSC; PPBI; SGLY; LOPE; TWIN; CGEN; EFSC; GIFI; ICFI; SRCE; CSQ; KLIC; TTGT; NYMT; ARAY; AAON; CRVL; CDXS; EGHT; WDFC; ROCK; THRM; EHTH; DGII; CYRX; MFIC; SPTN; SRPT; WRLD; BANR; MXL; GMAB; CWST; AEIS; COKE; ARCB; PFX; AXON; EXTR; PCRX; FORM; CYTH; IPAR; KELYA; ZG; ADEA; PLAB; NOVT; BKYI; AWH; BOOM; GLDD; AZTA; NMFC; FLNT; DRRX; RAIL; CAR; FRME; CENTA; SLRC; GALT; CVGW; ULH; CORT; AMED; ANIP; DSGR; USAP; ARQ; DLPN; FBNC; TSAT; TCBK; CMCO; UFCS; EFOI; TBBK; CHNR; GABC; SAFT; STRL; CSGS; SMTI; JACK; BLDP; ENSG; CDMO; HSII; APPS; AXDX; CHCO; HNRG; DAKT; EGBN; KRNY; DMLP; MITK; CVCO; FMBH; SBSI; LKFN; TRST; CRMT; ATRO; CVGI; ATSG; HEAR; USLM; MYRG; MRTN; STCN; BCLI; HWKN; CTBI; FSTR; MERC; BTCS; TZOO; KNDI; FTFT; NFBK; ABUS; SBGI; CBAT; CNOB; HFWA; XOMA; SYBT; PEBO; INTZ; OMAB; RBCAA; POWL; EU; VUZI; CLAR; VNDA; LBTYB; VICR; MTRX; UVSP; THFF; LMNR; PDFS; NNBR; EVGN; GOOD; CASS; CHY; CNXN; EMKR; WASH; ZEUS; UCTT; OPHC; CTSO; FFIC; PLPC; LEDS; QQQX; CAC; CHI; DGICA; OSPN; PRTS; QRHC; QUBT; MSEX; RGP; POET; SAIA; AOSL; NWPX; OMER; VSEC; STRR; AGYS; UEIC; LCUT; BMRC; CCNE; APOG; LFCR; HEES; MOFG; NVMI; PKOH; LWLG; LINC; IVAC; AMWD; MLAB; SRDX; PALT; NATR; AROW; CMCT; MODV; AXTI; EGAN; KZIA; FISI; DENN; RGEN; GSBC; YORW; BCAL; NXST; CRIS; FORTY; MCHX; AMSF; SCVL; GILT; FPAY; FTEK; VLGEA; PFIS; CSIQ; ACAD; DXLG; MDXG; HTBK; NEO; SCWO; ACLS; XTLB; VOXX; TIPT; MCRI; CASI; PFC; PLUS; MGIC; FRPH; FARM; TGTX; CCRN; SPNS; IMKTA; IVDA; CECO; SANW; BELFB; BEEM; BLRX; PGC; SHEN; ACIC; KIRK; DZSI; HRZN; KVHI; FLIC; ITRN; SEED; RDNT; UTSI; ELVA; IMMR; BWEN; HAFC; SIGA; CPRX; WINA; MFIN; ERII; ALRS; HBNC; CZNC; MPAA; FCBC; CARE; WEYS; SHYF; SPCB; NVEC; GASS; ASTC; QCRH; CUTR; PESI; AVNW; LGND; LWAY; CCBG; CDXC; PXLW; ANIK; SPOK; SENEA; SWBI; CHW; IDN; SHBI; EBTC; PRTG; HBIO; ORMP; APTO; DYNT; HSON; QIPT; PETS; FMNB; LYTS; ALCO; CRAI; ASYS; HURC; CSBR; ORRF; JOUT; ARTNA; ASUR; CSWC; REFR; GSIT; YHGJ; COSM; STRM; RUSHB; SSSS; AXGN; CNET; HROW; UFPT; CASH; BFC; LMAT; INOD; BBSI; TURN; NKSH; FDUS; WNEB; PWOD; OFLX; SLNH; FRBA; BGFV; TRNS; LFVN; HIMX; ATLO; CLFD; RELL; DHIL; GURE; SBET; LCNB; GLAD; CWCO; MGPI; HBCP; MPB; FRST; AUDC; SWKH; OXSQ; TBNK; WTBA; SMBC; WMPN; FNLC; CZFS; SILC; MBWM; PTMN; OESX; BCBP; ACNT; NWFL; ACNB; EML; LTRX; DJCO; FLL; HIFS; ENG; IMOS; LAKE; ANIX; NBN; CFBK; BRID; AMTX; CAAS; HOFT; MNTX; RDI; BSRR; MNOV; SYPR; SGA; BWFG; HIVE; CNTY; HCKT; FLWS; FMAO; CTLP; RAVE; GDEN; CPIX; CRMD; WLFC; PFBC; ESSA; CHCI; CWBC; CTHR; RGCO; CVV; FUND; CHMG; CULL; BYFC; SEVN; GAIN; ICAD; CAMT; UTMD; CTRN; BCML; STRT; CENT; QRTEB; RICK; TREE; PNBK; SGC; ASTH; ADUS; ULBI; GNSS; RDCM; HDSN; NEPH; CBFV; COFS; NRIM; IRIX; EDAP; HGBL; OBT; VALU; DGICB; TACT; CFFI; ALNT; FEIM; NTIC; EPSN; GAIA; GCBC; LUNA; WLDN; ATLC; EBMT; PPIH; APWC; OSBC; OVBC; CPHC; SNT; STRS; FDBC; FLXS; BBGI; INBK; VABK; GROW; RCKY; NAII; KTCC; BFIN; NEWT; FBIZ; SIEB; NTWK; UNTY; OPRX; WILC; SFST; RCON; UNB; CARV; ALOT; CIVB; SLP; RMCF; MBCN; LARK; NATH; OVLY; JVA; USIO; NSSC; LEE; LPTH; PCYO; III; DXR; RAND; FXNC; KOSS; DXYN; ITIC; NOTV; ICCC; NECB; FCAP; SENEB; LFMD; AUBN; PROV; CZWI; NTRP; CGO; FFNW; INTG; HQI; ISSC; ESOA; ELTK; GRVY; FNWD; KFFB; LSBK; KELYB; RVSB; BELFA; OPOF; TATT; TLF; ESCA; PNRG; RILY; JBSS; BSET; PATK; MNSB; CLRO; IESC; AAME; UG; RSSS; DAIO; PMD; UONEK; PFIE; FCCO; CLMB; FRAF; IPA; TCX; BLFS; PKBK; CVLG; WFCF; FSFG; KINS; IROQ; VBFC; CBAN; ARKR; MAYS; DYAI; DLHC; BYRN; RFIL; SOHO; CUBA; AWRE; ARTW; BVFL; POCI; VIRC; UBCP; HWBK; OCC; TAYD; TSBK; SGRP; ASRV; CELH; UBFO; MINM; CPSH; PBHC; LIVE; WHLM; BOSC; SGMA; CPSS; IBCP; PEBK; WSBF; FUSB; SNFCA; AACG; PRPH; KEQU; SELF; SOTK; FORD; LDWY; FUNC; AEHR; HFBL; MARPS; FKWL; SSBI; SANG; SCKT; DSWL; OPBK; WVVI; CRWS; AIRT; SFBC; GLBZ; BOTJ; RCMT; MGYR; EDUC; GTIM; OPXS; ELSE; SBFG; KRMD; LIXT; ZYXI; FONR; CLWT; CSPI; PLBC; MNDO; GIGM; RVYL; NSYS; BMRA; HNNA; TPCS; PDEX; UONE; RDIB; SMID; LINK; MTEX; PAYS; VIVK; TOMZ; LOAN; HIHO; TAIT; NHTC; MCVT; CODA; FTLF
2012-01-04 00:00:00,GMGI; MULN; NSPR; PSHG; AYTU; WINT; SONN; GEVO; CRVO; TENX; PALI; AYRO; PSTV; NXPL; SLS; ACHV; RCAT; POAI; ABVC; SHIP; CLRB; GLBS; AAPL; DOMH; MSFT; APDN; CYCC; PRSO; GOOGL; AMZN; GYRE; GOOG; FCEL; ABEO; INTC; ADD; PEP; XWEL; SNY; VTGN; WBD; CSCO; AZN; QCOM; LIN; NURO; MBOT; CMCSA; BIDU; VOD; IOVA; APA; COST; BKR; ERNA; HON; MDLZ; VXRT; IMNN; AMGN; VTRS; ERIC; MRKR; SBUX; TTNP; AEHL; NCTY; TXN; GILD; ISRG; MIND; EXC; WBA; OBLG; BIIB; TMUS; BKNG; GRPN; CTSH; CRDF; ADP; ONCT; PARA; AEP; ADI; INTU; NITO; CAPR; ADBE; CSX; ASML; MRVL; PAA; VIRX; VEON; XEL; SNOA; CME; AVGO; MESO; WYNN; FAST; DLTR; AMD; ROP; WDC; BLNK; SLMBP; PCAR; VRTX; TROW; CHTR; WTW; USAU; NVDA; TCOM; BLIN; MU; MNST; EQIX; BPTH; MAR; MAT; PAYX; XXII; AMAT; SSKN; SRCL; MCHP; ROST; PTEN; IDEX; BMRN; LSTA; ADSK; HST; AEMD; REGN; XRAY; CCEP; KDP; UAL; FFIV; LULU; TSLA; CHRW; VSAT; USEG; FITB; SIRI; CREX; NTRS; GOGL; CHKP; WPRT; EBAY; OTRK; NTAP; VRSK; EA; HBAN; SOBR; NCMI; TRMB; ANSS; NFLX; AKAM; ILMN; LAB; EDSA; AGNC; VRME; NTES; ORLY; RYAAY; NEGG; WW; CNVS; SBLK; NVAX; ACGL; NWL; SBAC; DVAX; FOSL; IEP; REG; SNPS; HOLX; JBHT; EVRG; MELI; NDAQ; RGLD; KLAC; LBTYA; GT; NXPI; LKQ; FSLR; MDGL; PFG; VLY; OPCH; SNGX; LNT; RMTI; GEN; WKHS; COO; LBTYK; VRSN; GLNG; ON; MLCO; EXPE; MNKD; IDXX; OPK; HSIC; CINF; ACTG; AAL; ASMB; FTNT; QRTEA; ULTA; ARCC; CLNE; LXRX; ONCY; HAS; ATEC; SNCR; TRIP; INCY; MTCH; SSRM; CPRT; ALKS; CDNS; CLDX; OTEX; SATS; GNTX; URBN; CSGP; SOWG; AMRN; DOX; DHC; FBIO; WKSP; CBSH; BOKF; COLB; MSTR; ONB; JAZZ; TTWO; VNET; UBSI; CTAS; ERIE; TECH; GSM; WWD; MORN; SWKS; UMBF; WULF; PTC; SSYS; SMTC; QMCO; FCNCA; TER; UTHR; TSCO; AVT; EWBC; RBBN; NDSN; LRCX; LTBR; JKHY; NICE; ASRT; SCOR; SSNC; OPI; ZION; STX; HWC; LGO; CVLT; PSMT; SEIC; MYGN; ODFL; STRA; PLUG; ZBRA; ALGN; JBLU; BRKR; LECO; ADTN; CJJD; VCEL; SIFY; LPLA; PDCO; MIDD; SVC; MMYT; FLEX; WTFC; SOHU; NEOG; ITRI; CASY; ARLP; STLD; MKSI; HAIN; IPGP; IRWD; INFN; GENE; AMSC; MTEM; OLED; LAMR; EXAS; ESLT; TCBI; GREE; TFSL; RIGL; JAKK; ESGR; IBKR; SLAB; CGNX; ICLR; LSTR; XRX; VIAV; UPBD; FCFS; PODD; EZPW; LANC; OFIX; BLKB; ASPS; GBDC; TRIB; CHRD; NWE; PENN; EXEL; ENTG; BECN; PCH; ALTO; BCPC; AMCX; SFNC; VECO; SYNA; OZK; MEOH; NTCT; CLMT; IART; CNSL; HALO; CAKE; PEGA; FULT; TTMI; LQDT; ANGI; GRFS; IONS; PLUR; CREG; ALNY; DRS; COLM; WERN; LPSN; LIQT; ICUI; TAOP; FOLD; AMKR; NKTR; PNFP; SBRA; AZPN; QDEL; ESEA; TSEM; ANTE; TCRT; SHOO; MKTX; ACIW; SAVA; BJRI; DIOD; MLKN; HUBG; POOL; TXMD; OMEX; TRMK; HTHT; AGEN; LFUS; PPC; KTOS; FFBC; FFIN; HCSG; CACC; MASI; CVBF; HTLD; CROX; ROIC; MNRO; SMCI; INVA; TTEK; FELE; ACHC; DXCM; PSEC; IRBT; ZD; GERN; LNW; PACB; PRAA; SIGI; FARO; VRNT; VRA; IBOC; LOGI; GLRE; AVAV; CENX; JJSF; CRUS; SLM; WAFD; FIBK; WSBC; NBIX; POWI; NEON; RMBS; OSIS; INDB; FWRD; RDUS; LSCC; EEFT; SCSC; VC; STGW; IDCC; ALGT; MRCY; EYPT; MGEE; IRDM; BPOP; WABC; ATHE; TXRH; RGS; CATY; MMSI; INO; OMCL; MATW; WEN; NWBI; NVFY; HOPE; SLNG; CMPR; ANDE; APEI; DGLY; PLXS; CIGI; SMSI; GGAL; BGC; HELE; EXLS; NBTB; MVIS; HRTX; CEVA; OSUR; CYTK; CHEF; TLPH; IAC; PRGS; HURN; CDZI; MEIP; CRNT; CFFN; CBRL; ASTE; OCSL; WSFS; SCHL; VERU; TTEC; TOWN; ABCB; MPWR; PLCE; NTGR; SGMO; DSGX; ALLT; SBCF; MHLD; RDWR; ARWR; MANH; OTTR; GEG; TROO; TILE; KOPN; PERI; ANGO; TRS; OXLC; CMTL; TBRG; CALM; LSAK; IOSP; HLIT; ODP; CHDN; QUIK; GPRE; FORR; ATRC; INSM; DCOM; LUMO; UFPI; GIII; QNST; EVO; BHRB; DORM; BUSE; DXPE; KGEI; STKL; KALU; PMN; CERS; RUSHA; INVE; HTLF; SIMO; STAA; TITN; MMLP; BCDA; SNEX; EXPO; NCPL; HHS; DMRC; PZZA; SANM; NSIT; AVDL; ECPG; SSP; ZUMZ; STBA; CRESY; HSTM; MGRC; SASR; BCRX; THTX; SNBR; PRDO; GEOS; RRGB; OCFC; AVXL; BANF; FIZZ; RTC; SKYW; CCOI; DWSN; BRKL; SGLY; ATNI; COHU; PPBI; BIMI; SPSC; LOPE; CSQ; ICFI; TWIN; KLIC; INSG; EFSC; GIFI; CGEN; SRCE; AAON; ARAY; NYMT; CRVL; THRM; EGHT; WDFC; TTGT; BANR; ROCK; SRPT; CYRX; MFIC; CDXS; EHTH; DGII; GMAB; MXL; ARCB; AEIS; SPTN; FORM; CWST; ADEA; PFX; COKE; PLAB; WRLD; PCRX; NOVT; CYTH; AXON; KELYA; EXTR; ZG; IPAR; BKYI; GLDD; NMFC; FLNT; BOOM; RAIL; AWH; FRME; APPS; AZTA; CHNR; CENTA; SLRC; CVGW; ANIP; ULH; CAR; GALT; HEAR; CORT; ARQ; DLPN; DRRX; FBNC; USAP; TCBK; CMCO; EFOI; TSAT; DSGR; TBBK; AXDX; UFCS; AMED; SAFT; GABC; CSGS; BTCS; JACK; CHCO; ENSG; STRL; DMLP; KRNY; DAKT; HSII; EGBN; HNRG; BLDP; CDMO; FMBH; CVCO; BCLI; CRMT; ATSG; MITK; TRST; CVGI; LKFN; STCN; SBSI; ATRO; MRTN; MYRG; MERC; TZOO; USLM; FTFT; ABUS; FSTR; CTBI; SBGI; HWKN; CNOB; NFBK; SYBT; PEBO; CBAT; XOMA; INTZ; HFWA; OMAB; EU; POWL; SMTI; RBCAA; VUZI; LBTYB; KNDI; UVSP; THFF; CHY; CLAR; EVGN; VICR; UCTT; VNDA; SPCB; LMNR; GOOD; CNXN; MTRX; CASS; WASH; NNBR; FFIC; EMKR; PDFS; CHI; QQQX; CAC; ZEUS; PLPC; CTSO; OSPN; QRHC; QUBT; LEDS; DGICA; MSEX; RGP; PRTS; POET; STRR; SAIA; OMER; NWPX; VSEC; LCUT; AGYS; UEIC; PALT; CCNE; BMRC; MOFG; APOG; HEES; AOSL; PKOH; CMCT; NVMI; IVAC; SRDX; OPHC; MLAB; LINC; LFCR; AROW; MODV; AXTI; LWLG; AMWD; NATR; DENN; EGAN; FISI; GSBC; AMSF; BCAL; NXST; RGEN; KZIA; YORW; CRIS; FPAY; GILT; FORTY; SCVL; CSIQ; MDXG; VLGEA; NEO; FTEK; ACAD; PFIS; TIPT; SCWO; VOXX; PFC; MCRI; MCHX; HTBK; ACLS; MGIC; TGTX; PLUS; FRPH; DXLG; CECO; SPNS; FARM; IVDA; IMKTA; CCRN; BEEM; PGC; DZSI; SANW; ITRN; KIRK; SIGA; ACIC; BELFB; CASI; HRZN; SEED; UTSI; FLIC; SHEN; HAFC; CPRX; BLRX; ELVA; RDNT; IMMR; KVHI; CARE; MFIN; BWEN; ALRS; HBNC; GASS; WINA; ERII; WEYS; CZNC; PRTG; FCBC; MPAA; SHYF; CUTR; NVEC; ASTC; QCRH; PESI; ANIK; PXLW; LWAY; IDN; LGND; AVNW; XTLB; CCBG; SWBI; SHBI; SENEA; CHW; SPOK; CDXC; ORMP; EBTC; APTO; HBIO; FMNB; ASYS; YHGJ; QIPT; DYNT; HSON; ALCO; PETS; HURC; ASUR; CSBR; LYTS; REFR; JOUT; CRAI; ORRF; CSWC; ARTNA; COSM; GSIT; RUSHB; CNET; AXGN; BFC; UFPT; SSSS; INOD; HROW; CASH; LMAT; FRBA; FDUS; TURN; WNEB; GURE; LFVN; BGFV; NKSH; TRNS; OFLX; PWOD; HIMX; ATLO; BBSI; DHIL; SBET; STRM; RELL; FRST; CWCO; LCNB; CLFD; GLAD; HBCP; AUDC; TBNK; MGPI; SWKH; SLNH; SMBC; MPB; WTBA; WMPN; OXSQ; CZFS; FNLC; ACNT; IMOS; SILC; PTMN; MBWM; NWFL; ACNB; BCBP; FLL; CRMD; EML; OESX; CAAS; MNOV; LAKE; DJCO; NBN; ANIX; HIFS; RDI; CFBK; BRID; AMTX; ENG; HOFT; SYPR; LTRX; BSRR; MNTX; SGA; FMAO; ICAD; BWFG; HIVE; FLWS; HCKT; CWBC; CNTY; GDEN; CPIX; CTLP; WLFC; RAVE; CTHR; CVV; FUND; RGCO; ESSA; CHCI; PFBC; BYFC; CULL; SEVN; GAIN; CHMG; RICK; STRT; BCML; QRTEB; CAMT; UTMD; CENT; CTRN; TREE; PNBK; SGC; ASTH; ADUS; ULBI; GNSS; RDCM; EPSN; NEPH; HDSN; NRIM; FEIM; HGBL; EDAP; IRIX; ATLC; OBT; RCON; ALNT; DGICB; CFFI; VALU; LUNA; COFS; TACT; WLDN; CBFV; APWC; GCBC; EBMT; PPIH; GAIA; NTWK; NTIC; OVBC; STRS; SNT; CPHC; NAII; GROW; FDBC; BBGI; KTCC; FLXS; VABK; INBK; OSBC; RCKY; WILC; NEWT; FBIZ; BFIN; SIEB; ALOT; OPRX; UNTY; SFST; UNB; SLP; RMCF; MBCN; OVLY; NATH; LARK; CIVB; NOTV; LEE; KOSS; JVA; LPTH; III; CARV; RAND; FXNC; DXYN; NECB; ICCC; SENEB; ITIC; NSSC; LFMD; PCYO; ESOA; INTG; DXR; FCAP; PROV; CZWI; GRVY; NTRP; ISSC; AUBN; HQI; CGO; USIO; FFNW; ELTK; FNWD; TATT; KFFB; LSBK; KELYB; PNRG; BELFA; ESCA; OPOF; TLF; BSET; PATK; RILY; MNSB; IESC; CLRO; UG; RVSB; AAME; JBSS; DAIO; RSSS; PMD; FCCO; PFIE; CLMB; UONEK; FRAF; IPA; TCX; ARTW; BLFS; PKBK; WFCF; FSFG; CVLG; KINS; IROQ; ARKR; CBAN; DLHC; BYRN; RFIL; CUBA; SOHO; DYAI; MAYS; VBFC; BVFL; UBCP; HWBK; POCI; AWRE; OCC; VIRC; TAYD; ASRV; TSBK; SGRP; MINM; UBFO; AEHR; CPSH; BOSC; CPSS; PBHC; WHLM; IBCP; SGMA; FUSB; CELH; PEBK; SNFCA; AACG; WSBF; PRPH; OPXS; KEQU; SELF; SOTK; FORD; LIVE; LDWY; HFBL; FUNC; MARPS; SSBI; FKWL; SANG; SCKT; WVVI; OPBK; DSWL; CRWS; SFBC; GLBZ; AIRT; BOTJ; RCMT; EDUC; ELSE; GTIM; MGYR; SBFG; CLWT; KRMD; LIXT; ZYXI; FONR; CSPI; MNDO; PLBC; TPCS; GIGM; RVYL; NSYS; HNNA; PDEX; BMRA; UONE; RDIB; SMID; LINK; MTEX; PAYS; VIVK; TOMZ; LOAN; HIHO; TAIT; NHTC; MCVT; CODA; FTLF
