Price,Close,High,Low,Open,Volume
Ticker,BSY,BSY,BSY,BSY,BSY
Date,,,,,
2020-09-23,32.97394943237305,32.97394943237305,26.58395312194057,27.56854397830874,7934400
2020-09-24,31.50690460205078,32.98379075527191,29.695257437196233,29.724795836325484,701900
2020-09-25,34.25391387939453,34.706824733360456,30.522313949905648,30.8275365635765,335900
2020-09-28,31.625049591064453,34.80527683574654,29.833094967199195,34.59851370743481,795400
2020-09-29,29.557415008544922,31.595517577316123,28.198678710725567,30.335240730897244,572800
2020-09-30,30.916149139404297,30.916149139404297,28.60236050393247,29.557414732244133,379600
2020-10-01,30.03001594543457,32.481648408008894,28.789431454792844,30.99491436772557,315800
2020-10-02,29.705102920532227,29.97094287300749,28.700819907597552,28.730358306080742,140000
2020-10-05,29.458953857421875,30.030016389046082,29.045425687765885,29.931556943326516,361400
2020-10-06,29.72479248046875,29.852788439662692,29.045424400857833,29.685407952742832,507900
2020-10-07,29.606639862060547,30.02016800063958,29.225604145648962,29.547564950251424,240400
2020-10-08,29.902019500732422,30.276163129363013,29.35557137792435,29.63617956888671,452600
2020-10-09,29.921714782714844,30.414010198701376,29.5377249591919,30.089095299268585,143800
2020-10-12,31.68412971496582,31.949969660452346,29.97094208509337,30.374624130628717,194600
2020-10-13,33.76161193847656,34.29329175386556,31.40843917186015,31.57581964582067,96800
2020-10-14,36.597232818603516,38.43349604153153,33.77145869233294,34.27360202935375,685400
2020-10-15,38.58610916137695,39.275323420073576,34.62510184646994,36.95168870808153,267900
2020-10-16,39.373779296875,39.762689274227604,38.595951830339736,38.881484002498,203000
2020-10-19,37.23722457885742,39.30486380220746,36.13448391013179,39.01933531839034,333700
2020-10-20,37.64090347290039,40.1909936352257,37.128915838296265,37.128915838296265,626000
2020-10-21,37.1289176940918,39.3147104441693,35.268041706719124,37.98551438345047,267400
2020-10-22,34.952972412109375,38.250365946599295,34.854514837258456,37.27660723538204,271900
2020-10-23,35.90803146362305,36.18371571479496,34.8377793783957,34.972669353826056,178000
2020-10-26,35.85879135131836,36.82369353876103,35.02385886163696,35.6520282065444,147900
2020-10-27,35.00220489501953,36.42001816042419,34.7609811820257,36.26248377048102,209500
2020-10-28,33.67300796508789,35.002204115901925,32.81641497358365,34.62805853964649,258700
2020-10-29,34.293296813964844,34.70682311634136,32.74748591759613,33.978224325977024,224600
2020-10-30,34.51975631713867,35.82926018561004,33.96838409277831,33.9880763603536,155700
2020-11-02,35.22865295410156,36.90245784349566,34.14560471997821,34.874199712122184,148600
2020-11-03,35.40587615966797,36.292009179135704,34.70681775315174,35.25818982703333,91900
2020-11-04,34.86436080932617,35.50434634512139,33.712391351993865,35.43542528814848,135100
2020-11-05,36.124637603759766,37.16830527622869,35.40588672065123,35.41573473264669,99600
2020-11-06,36.360939025878906,36.85323443239672,35.48465380322374,35.48465380322374,151200
2020-11-09,37.25691223144531,37.896897688694835,36.38555111470694,37.2470679770499,118300
2020-11-10,36.538169860839844,37.69013944129495,34.765906945415516,37.69013944129495,157900
2020-11-11,33.46623611450195,36.52338947385974,31.516743423166634,34.775739658170046,742900
2020-11-12,31.753049850463867,32.836098110439096,30.6591695304044,32.7179482789309,1014000
2020-11-13,32.58995056152344,32.678563874471536,30.866918720091224,30.965378165362193,3556700
2020-11-16,33.968379974365234,34.45083108167645,32.491493888523266,32.74748582413304,714100
2020-11-17,34.824974060058594,34.9529719102596,33.46624151822891,33.96838115222411,681900
2020-11-18,33.64345932006836,35.58310402246245,32.410752958813745,34.952966633398304,710700
2020-11-19,34.57883071899414,34.86436297615116,33.279171055422474,33.5942398371419,671100
2020-11-20,35.00220489501953,35.58311366216925,34.44098839610223,34.57883051781299,610200
2020-11-23,34.598514556884766,35.72094728775186,34.01760592790255,35.55356868146108,604400
2020-11-24,35.031742095947266,35.573266279030804,34.546338806639056,34.56898322295358,191500
2020-11-25,35.1203498840332,35.58310873360856,34.578825728353976,35.08096910893907,213300
2020-11-27,34.952972412109375,35.445267798195424,34.78559378367967,35.08097026414815,57200
2020-11-30,34.72651672363281,35.37634647813475,34.066838958170536,35.06127773388628,414100
2020-12-01,34.55912780761719,35.29757074159119,34.23421486974442,35.04157884374946,374100
2020-12-02,33.94868469238281,34.48036453745878,33.584387208570845,34.48036453745878,180900
2020-12-03,32.845947265625,34.32480145641374,32.5013382575002,34.02745688963827,257200
2020-12-04,33.66389083862305,34.324162318124046,32.570010875373846,32.95434626585685,503300
2020-12-07,33.44707489013672,33.69344404337392,32.717824301759755,33.654027835920125,256200
2020-12-08,33.821563720703125,33.87083680920158,33.062746128080825,33.387955278902815,885100
2020-12-09,35.01399230957031,35.250508414631845,33.31897463393047,34.07779228191229,450800
2020-12-10,35.733394622802734,35.9600576426131,34.176342906442976,34.94501376899422,241000
2020-12-11,35.950199127197266,36.334534540938535,35.08297834792448,35.43775065577682,200800
2020-12-14,35.72353744506836,36.41337202345302,34.501544441133014,35.99946977270382,542000
2020-12-15,34.09749984741211,36.01129734478537,33.432303679848985,35.49687902532717,432200
2020-12-16,35.14209747314453,35.349046669089205,33.26969031926718,34.07778463736112,239100
2020-12-17,36.196563720703125,36.63805917759108,34.540962336140915,35.06326761533338,167800
2020-12-18,36.866695404052734,37.310160817753555,35.60528601334509,36.32468379143908,282800
2020-12-21,36.92582321166992,38.04926635424209,35.96990934927599,36.50206781448269,239000
2020-12-22,38.29562759399414,38.30548070752957,36.03888490553469,36.7779924774436,208000
2020-12-23,38.90662384033203,38.91648071359522,37.31015246760187,38.137953134813,257500
2020-12-24,37.9211540222168,39.32053329909176,37.16332122648832,38.95590410707787,69800
2020-12-28,37.54666519165039,38.620835071627255,36.580898362937496,38.33504965200809,173300
2020-12-29,37.99013900756836,38.279871752490216,36.81742268740749,37.546673589256585,183400
2020-12-30,39.26140594482422,39.27125906126444,37.28749703153393,37.921156551156656,187400
2020-12-31,39.921669006347656,40.57208363346011,38.46316359280143,39.034742019901316,390700
2021-01-04,40.08918762207031,43.98182086948583,39.16284098913211,41.143647263161036,388300
2021-01-05,42.17841339111328,42.18827026597877,38.91648703974423,40.69034482660812,294700
2021-01-06,43.360984802246094,44.72586869249922,40.50310020928869,41.86305942159842,341500
2021-01-07,45.66699981689453,45.676852931830275,43.85372216573715,44.30704063870248,240900
2021-01-08,47.41129684448242,50.78162622170892,47.06637765510612,47.87447221570098,369600
2021-01-11,48.43619155883789,49.96368001522762,46.62291389673828,47.086085487434374,295600
2021-01-12,52.51606750488281,53.04822595947705,48.337643587792975,49.155591259776294,460200
2021-01-13,51.24479293823242,53.062998813727,50.614088395864556,52.24997971236707,350600
2021-01-14,51.89521789550781,53.824782013170754,50.348019329331066,51.668558640004456,833600
2021-01-15,50.821048736572266,51.82623573060159,47.8646177280024,51.51088339043118,638000
2021-01-19,49.7665901184082,51.01814640022435,47.85476602958244,50.86047022546858,727200
2021-01-20,46.928409576416016,49.92130548948219,46.16959190177372,49.273845683556196,569600
2021-01-21,43.587646484375,45.1249919304046,42.27696405249867,44.26762424894575,1914400
2021-01-22,45.184112548828125,45.735980944037806,41.65610734317962,42.97664648658117,3591600
2021-01-25,42.44450378417969,46.39134112329601,41.242220366586345,45.292532363222165,1094000
2021-01-26,41.577266693115234,43.22301497735393,41.48857362678745,43.213158103708714,765300
2021-01-27,38.78837203979492,42.513473581657635,38.72135882753092,40.95642200822621,890700
2021-01-28,40.857872009277344,43.30185430829546,39.58660588621064,39.58660588621064,687700
2021-01-29,38.719390869140625,41.52799871654688,38.29563547331494,40.89729406023785,611000
2021-02-01,42.03059387207031,42.301597780649566,38.926339942553255,39.32053223050015,682000
2021-02-02,44.2479133605957,44.47457259159782,42.02073350936452,42.71056807636433,606500
2021-02-03,44.92789840698242,45.54874999482706,43.37971481912111,44.29719370282761,831200
2021-02-04,45.607872009277344,46.27109832695465,44.69630658306111,45.37135964665824,432700
2021-02-05,46.0020637512207,48.258806840718115,45.686711431909714,46.297706080662735,545800
2021-02-08,45.66699981689453,47.24376135733745,45.578306745288614,46.396254378909404,374900
2021-02-09,46.120323181152344,47.49703392853108,44.44501151719648,45.203829263791086,381000
2021-02-10,48.1898193359375,48.623427795396246,45.76554343455244,46.57363414858218,704900
2021-02-11,46.99738693237305,48.92892430484998,46.52435852257124,48.31792598613897,174300
2021-02-12,47.588680267333984,48.830379503697856,45.36150037448827,46.87913569838547,225100
2021-02-16,47.83504867553711,49.02747479855743,46.95797485349248,46.977681082919496,310900
2021-02-17,46.61305618286133,47.81533919260897,45.55859621045171,47.06637465039712,202700
2021-02-18,45.91337203979492,46.829865919786606,43.9916912024157,46.829865919786606,196800
2021-02-19,46.36669158935547,47.69708778033478,44.26959818038309,45.91337307656091,346800
2021-02-22,45.37135314941406,46.859421475629055,44.3267463794296,45.52902928834609,658300
2021-02-23,47.332462310791016,47.57883157746688,42.050304631773145,44.18879182135387,815900
2021-02-24,49.01762390136719,49.26399313260601,45.83945856280865,47.312745513013915,891600
2021-02-25,46.05134582519531,49.01763409114834,45.371367958969024,48.55445863715971,727100
2021-02-26,43.715763092041016,47.637961349500785,43.36099074806935,47.17478592717148,236000
2021-03-01,43.853729248046875,45.942939566362,43.410263818398306,44.533707067310246,564700
2021-03-02,45.30238342285156,46.26322209020919,43.38365713611891,44.00155395352271,699500
2021-03-03,45.49946594238281,46.839715106480284,44.26761983704263,45.77540202630028,647200
2021-03-04,45.36149978637695,47.007248138174084,44.13951055491539,45.65714585913647,931300
2021-03-05,46.48495101928711,47.21420569626452,43.794599102184854,46.05134246713359,481400
2021-03-08,42.32623291015625,47.302890421379715,41.64625145439949,46.00206123553545,707500
2021-03-09,42.77001190185547,43.874520363491776,41.41896573940876,43.203927283899795,628600
2021-03-10,44.140777587890625,44.57469292820686,43.09544429405347,43.884376146550515,567600
2021-03-11,44.18021774291992,45.72356930111218,44.15063397899295,44.48593043055031,852300
2021-03-12,46.18214797973633,46.46813321357307,44.20981630457029,44.37746269123583,505100
2021-03-15,45.353763580322266,46.320205544342045,44.64372305086948,46.18214294404261,545600
2021-03-16,43.5490837097168,45.856711945176855,42.92779817195951,45.35376901779897,827700
2021-03-17,43.25322341918945,44.42675911807917,42.10433960291856,43.06584954928585,666300
2021-03-18,42.04025650024414,43.243376429708086,40.06792455340364,42.79960475120869,575200
2021-03-19,41.438690185546875,42.7798763666646,40.768097094988015,41.57675280502825,764700
2021-03-22,43.30253982543945,43.396226779601555,38.09558564157945,39.71289694038906,1074900
2021-03-23,42.395263671875,44.01257476355345,41.714806954137586,43.06585286434359,458500
2021-03-24,41.990943908691406,43.430745154029054,41.576752293419744,42.69112076283071,482700
2021-03-25,43.795623779296875,44.377461761761374,40.92588140251327,41.41896431097728,759500
2021-03-26,43.91395950317383,44.41690614074188,42.63194478466062,43.854791965994366,283100
2021-03-29,43.97313690185547,45.36363064730681,42.99683102180804,43.85479804915782,400500
2021-03-30,44.69303512573242,44.91985281525779,43.637837988324605,43.80548437374262,550700
2021-03-31,46.28076171875,47.819181735130044,44.45635647681339,45.09736199552873,927800
2021-04-01,47.276790618896484,47.81918485883335,45.63975541944659,46.40896735884602,735900
2021-04-05,47.23735046386719,48.203792642497106,46.58648108797665,47.53319949619479,603700
2021-04-06,47.44444274902344,48.48977621077328,47.32610389262098,47.59236537904541,604900
2021-04-07,47.493743896484375,48.1051656278034,46.38923927431234,47.355681288953356,352600
2021-04-08,48.30240249633789,48.716594106235114,47.22748157793385,47.33596042247656,789600
2021-04-09,48.31226348876953,48.78562261439706,47.34581770844891,47.63180668911677,603800
2021-04-12,49.18008804321289,49.25898311398002,45.68906392409603,48.31226483631863,805700
2021-04-13,49.28855895996094,49.397037783862544,48.331977071290495,48.71658483655713,717700
2021-04-14,49.18008804321289,49.39014259530254,48.499634986504525,48.982854128219095,552900
2021-04-15,49.1011962890625,49.62386296142048,48.30240063344785,49.308290205062,684900
2021-04-16,49.94929885864258,50.22542407652651,48.539081475437165,49.29842958654192,859600
2021-04-19,49.239253997802734,50.18597217262933,49.02229633868362,49.643581786755156,978900
2021-04-20,49.022300720214844,49.95225584650032,48.667280432442844,49.55483115187284,900900
2021-04-21,50.23528289794922,50.55578752512744,48.726450475814126,48.992715684765706,1296400
2021-04-22,49.702754974365234,50.86643085258348,49.180084572231564,50.34376045044981,1084500
2021-04-23,50.07750701904297,50.29939662062752,49.367470074976495,49.7224866660474,653700
2021-04-26,50.90587615966797,51.45813034695715,49.77178777763288,49.77178777763288,1053300
2021-04-27,51.142555236816406,51.241170304809955,49.54496781139392,49.89998431332492,612700
2021-04-28,50.955177307128906,51.46798389633179,50.58043706888032,51.30033754162954,828600
2021-04-29,50.22542953491211,51.32993428840685,49.821101666816084,51.28062674584379,488700
2021-04-30,50.49169158935547,50.78754058796852,49.6041408315922,50.028192442309745,519300
2021-05-03,51.01436233520508,51.3792426704426,49.18502501417883,49.18502501417883,493500
2021-05-04,49.969024658203125,50.76782039646631,49.1603689161253,50.4719713770103,876400
